GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001MA,B20017D_001EA,B20017D_002MA,B20017D_002EA,B20017D_003EA,B20017D_003MA,B20017D_004EA,B20017D_004MA,B20017D_005EA,B20017D_005MA,B20017D_006EA,B20017D_006MA,B20017D_007MA,B20017D_007EA,state
0400000US08,41862,2307,52148,4802,65596,7035,15287,5982,31374,1467,50998,2807,11669,1753,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,31652,2254,37444,9368,62057,5456,12391,5204,26983,2492,43276,3910,9259,2314,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,29279,3522,36841,7444,51961,12459,21145,6342,21748,4204,37449,4593,10289,2010,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,27232,5494,34124,8144,50376,3764,16965,3093,25076,2445,34489,6360,11495,1167,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,44869,3298,53549,3490,74387,2919,13766,2763,36774,1588,57362,5016,11947,694,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,31024,2223,35732,5256,49081,6664,10863,1942,24939,4712,40613,3658,8401,2090,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,40518,7072,50629,16928,76361,32277,20913,13131,32747,6037,66060,21094,8534,4063,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,28065,4013,32881,9086,41123,10373,18137,4769,24138,5058,36385,4404,10590,2722,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,45449,8138,58523,23239,86250,16680,25778,7797,33988,11348,60662,22508,10685,2982,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,36238,1218,41760,1833,53147,4608,12836,2628,32033,1080,41774,1840,12408,1850,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,22236,6680,31795,24691,86042,89981,19184,3996,19023,3220,33436,3891,6763,6054,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,37873,6198,40720,17006,51721,23977,11069,10933,33947,10593,53750,23180,13802,9737,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,39243,4223,56557,7918,75371,4879,13280,4108,28023,3294,45452,5792,11800,978,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,39927,1890,49484,3049,62338,6862,13830,2972,30881,1280,45676,3984,14553,3107,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,30347,2827,27722,4856,39610,7467,14300,6643,31580,2966,37164,5664,11841,2719,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,31288,3028,37385,5939,55409,15724,16944,4006,21719,5044,50908,6371,9925,2564,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,28965,8014,20947,12425,39968,17760,6894,14789,31254,5755,40955,21783,5908,3801,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,34431,2208,36921,2284,45966,2066,16265,2587,32070,1396,40038,2148,16143,2288,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,36394,12380,39645,36772,58661,25502,11256,29456,29250,9294,38677,10244,13472,11363,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,29271,4118,36680,5415,50051,5959,16042,10582,23280,2097,36323,5895,10453,1237,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,32881,3747,41077,3335,52594,5710,9490,1700,27104,4568,40541,2758,11384,980,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,24956,8851,31735,32536,31735,32536,-666666666,-222222222,14763,12722,25352,3385,8825,4071,Puerto Rico,null,null,null,null,null,null,-,**,null,null,null,null,null,null,72
0400000US51,51218,1549,66218,2884,81484,1358,15877,2992,39003,3318,60137,2400,12204,840,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,31003,5699,29150,10186,37261,26852,12439,8747,35409,15845,40768,2385,16303,27350,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,30915,1590,36009,2891,53679,11961,12003,1894,27003,3973,36576,11995,13050,2733,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,37197,2391,50192,5333,66367,4350,15162,5959,31007,1972,45861,4772,12179,2087,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,31012,5646,31185,7783,47088,16906,16960,6830,26096,31865,26820,38823,17047,56906,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,48408,933,52496,1359,71452,681,16669,597,41623,468,61246,471,15268,424,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,32741,4361,40208,7534,50049,11222,33051,22775,21337,6099,41859,9893,8533,4538,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,55074,7534,70100,5994,81922,6538,21720,5121,37351,5362,67355,11799,16465,2170,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,42178,1805,52283,2759,72029,2188,15592,1412,32947,2587,51871,1550,13059,1145,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,50409,1983,60891,2581,77049,4030,14515,2539,40978,2391,62205,2756,11960,831,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
