GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,NAME,B08012_001EA,B08012_001MA,B08012_002MA,B08012_002EA,B08012_003MA,B08012_003EA,B08012_004EA,B08012_004MA,B08012_005EA,B08012_005MA,B08012_006EA,B08012_006MA,B08012_007MA,B08012_007EA,B08012_008EA,B08012_008MA,B08012_009EA,B08012_009MA,B08012_010EA,B08012_010MA,B08012_011EA,B08012_011MA,B08012_012MA,B08012_012EA,B08012_013MA,B08012_013EA,B08012_014EA,B08012_014MA,B08012_015EA,B08012_015MA,B08012_016EA,B08012_016MA,B08012_017EA,B08012_017MA,B08012_018EA,B08012_018MA,B08012_019EA,B08012_019MA,B08012_020MA,B08012_020EA,B08012_021MA,B08012_021EA,B08012_022EA,B08012_022MA,B08012_023EA,B08012_023MA,B08012_024MA,B08012_024EA,B08012_025MA,B08012_025EA,B08012_026MA,B08012_026EA,B08012_027EA,B08012_027MA,B08012_028EA,B08012_028MA,B08012_029MA,B08012_029EA,B08012_030EA,B08012_030MA,B08012_031MA,B08012_031EA,B08012_032EA,B08012_032MA,B08012_033EA,B08012_033MA,B08012_034MA,B08012_034EA,B08012_035MA,B08012_035EA,B08012_036MA,B08012_036EA,B08012_037EA,B08012_037MA,B08012_038EA,B08012_038MA,B08012_039MA,B08012_039EA,state
0400000US08,2709692,19073,68528,5131,259631,9127,363501,9974,419780,10509,404632,11743,181616,7942,390439,11234,88976,5193,101747,5443,234177,7006,139496,7409,57169,4407,1474070,12951,38382,3740,124779,6334,183712,6650,216892,8304,224758,8556,97364,5411,223290,7786,50355,3532,56253,4057,135106,5736,87061,5622,36118,3129,1235622,12272,30146,2948,134852,6192,179789,6226,202888,5605,179874,6686,84252,5042,167149,6776,38621,3336,45494,3647,99071,4893,52435,3997,21051,2423,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3052737,18710,105528,5555,351814,10224,469616,10611,490940,12172,441866,11113,208732,7670,374808,11126,101109,5287,113474,6075,214783,8295,124418,5735,55649,3834,1615514,11743,54841,4393,166469,6960,229860,7387,246816,7506,230179,7456,105746,5449,207860,8684,56307,3763,66850,4611,134299,6400,78787,4460,37500,2889,1437223,12758,50687,3734,185345,6372,239756,7479,244124,8794,211687,7423,102986,5003,166948,7138,44802,3248,46624,3332,80484,4850,45631,4002,18149,1892,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1885194,14934,68370,4973,218344,8060,280482,8565,320784,7497,302641,10537,130734,7104,225548,7701,51996,3393,56916,3324,120663,5452,70100,5328,38616,3718,997992,9327,37904,3568,110164,5515,133946,5677,163192,6069,161678,5948,67124,5079,122146,5316,28474,2561,31343,2505,68926,3802,45316,3817,27779,2905,887202,10501,30466,2938,108180,5497,146536,5128,157592,5473,140963,6558,63610,4279,103402,4899,23522,2435,25573,2413,51737,4031,24784,2929,10837,1561,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1927047,18467,54408,4198,193945,9414,263762,10413,343969,10311,292510,9627,109950,7027,269670,10042,49758,3876,52060,5146,133508,6823,101571,6177,61936,5375,993175,10928,26137,2660,88205,5823,127816,5853,160668,6236,146866,6641,53781,4486,141955,7360,27584,3041,29384,3838,75473,5227,67919,4392,47387,5053,933872,12562,28271,3162,105740,6439,135946,7946,183301,7803,145644,6232,56169,5258,127715,6757,22174,2508,22676,2448,58035,4304,33652,3601,14549,1801,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,5872993,22893,163860,4995,514884,13018,699770,12945,741384,14109,731334,16236,363418,9628,816344,13311,213344,7333,294600,9632,627158,12300,524178,12050,182719,7068,3091600,13251,82590,4054,241659,7407,340273,8522,374441,9517,368255,9679,186675,6837,450652,10850,112045,5452,167124,7137,350806,8913,304934,9146,112146,5504,2781393,15152,81270,3681,273225,9445,359497,10189,366943,9359,363079,10674,176743,7084,365692,9207,101299,5124,127476,5998,276352,7140,219244,6574,70573,4521,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1507414,11050,97375,4689,253363,8658,270584,7410,266053,8076,211228,7636,90997,4263,135560,5144,31350,2638,30663,2256,64263,4217,35680,2858,20298,2005,793042,6762,49845,2767,124690,5746,137947,5110,135096,5450,112931,5033,48036,3074,75686,4313,18351,1819,16736,1561,36433,2767,22675,2274,14616,1696,714372,8339,47530,3104,128673,5405,132637,5423,130957,5535,98297,4695,42961,2933,59874,3201,12999,1537,13927,1536,27830,2695,13005,1721,5682,943,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,664999,7768,20551,2547,67847,4690,91786,5093,95609,4721,85902,4496,46133,3622,81292,5128,24807,2367,28792,2822,55152,3915,42745,2953,24383,2577,349247,5022,9370,1397,34924,3780,45882,3738,45079,3018,41849,3387,23046,2445,42199,3451,13928,1616,15833,2107,32021,2597,28345,2482,16771,2251,315752,5575,11181,1906,32923,2760,45904,3226,50530,3550,44053,3058,23087,2326,39093,3207,10879,1474,12959,1574,23131,2507,14400,1791,7612,1134,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1252384,12566,54203,4321,168747,7154,222928,8680,222739,8428,172409,8682,70301,5174,145564,7129,31886,2934,31915,2979,70784,4786,40073,4102,20835,2570,657633,9382,28292,2779,78889,4781,112345,5737,113937,5823,90515,5872,38623,3316,78902,4824,17992,2243,16081,2128,41628,3397,25257,3035,15172,2222,594751,8339,25911,2943,89858,4983,110583,5557,108802,5279,81894,5393,31678,3273,66662,4528,13894,2283,15834,1872,29156,2729,14816,2415,5663,1085,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,426968,7141,7280,1324,39099,3876,57236,4343,70248,4552,69463,4823,32333,3196,58098,4493,13359,2187,14183,1856,31509,3159,21789,2349,12371,2019,218220,4658,4141,890,16980,2304,27089,2592,35422,2904,35328,3252,15745,2393,30347,3118,7927,1789,7299,1439,17845,2383,12502,1900,7595,1533,208748,4970,3139,905,22119,3122,30147,3083,34826,2869,34135,2965,16588,2001,27751,2911,5432,1169,6884,1431,13664,2069,9287,1609,4776,1119,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2745161,13115,97375,4157,327319,8930,399843,8036,423019,10412,405770,9392,207942,5986,343115,9125,96151,4980,110202,5446,182205,5953,104494,4434,47726,3269,1431492,9132,52333,2882,158418,6010,194611,5215,215636,6576,205473,5985,108110,4138,188203,6244,51496,3219,61746,4155,100603,4166,64614,3477,30249,2224,1313669,9629,45042,2896,168901,5950,205232,6719,207383,6773,200297,6266,99832,3993,154912,5849,44655,3134,48456,2953,81602,4283,39880,2743,17477,2100,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
