GEO_ID,C17004_001E,C17004_001M,C17004_002E,C17004_002M,C17004_003E,C17004_003M,C17004_004E,C17004_004M,C17004_005E,C17004_005M,C17004_006E,C17004_006M,C17004_007E,C17004_007M,C17004_008E,C17004_008M,C17004_009E,C17004_009M,NAME,C17004_001MA,C17004_001EA,C17004_002MA,C17004_002EA,C17004_003EA,C17004_003MA,C17004_004EA,C17004_004MA,C17004_005EA,C17004_005MA,C17004_006EA,C17004_006MA,C17004_007EA,C17004_007MA,C17004_008EA,C17004_008MA,C17004_009EA,C17004_009MA,state
0400000US08,4463070,4715,402905,12059,35977,3707,151741,6806,215187,9499,4060165,12922,2101697,18953,958219,16144,1000249,13294,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5133365,4565,608042,15759,58011,4596,207158,7181,342873,12666,4525323,17254,2256236,17628,978389,13637,1290698,14690,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3454848,3876,525641,14642,44179,3927,149305,6427,332157,11009,2929207,15830,1379350,15283,599871,10250,949986,13273,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3565147,4165,586798,16879,60117,5344,142483,7706,384198,13525,2978349,17732,1426098,18052,563403,13805,988848,15578,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9957702,5400,1100920,20380,97326,5156,346097,10024,657497,16586,8856782,20337,4374636,23188,1995544,18225,2486602,16873,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2418906,3342,256718,9238,28616,2599,101793,5400,126309,6072,2162188,10062,1121098,10874,485548,9951,555542,8338,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1090953,1937,75729,4225,3345,922,25167,2672,47217,3994,1015224,4534,505177,7951,247397,6493,262650,5202,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2312881,4176,349029,13786,38417,3903,98204,6994,212408,9437,1963852,14543,944560,15406,350064,10800,669228,11780,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,765659,1410,83907,6378,8555,1658,25967,3029,49385,4904,681752,6612,320423,7078,143202,6310,218127,6701,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4350175,3503,393895,10365,35406,2615,152247,5769,206242,7750,3956280,11192,2030442,12117,977807,13338,948031,10526,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,837721,2262,103365,6141,11007,1614,40070,3512,52288,4440,734356,6434,339686,6610,189562,6576,205108,5655,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1090758,2366,120880,5596,8397,1790,39962,3802,72521,4195,969878,6077,455060,7428,233563,6797,281255,5314,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,8106959,6476,1007464,24764,106772,6372,316070,11960,584622,16390,7099495,24810,3440263,24450,1465456,21220,2193776,20781,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,8068506,6950,1012374,22335,108474,6166,283057,10714,620843,16982,7056132,22577,3574517,22710,1381162,19495,2100453,22461,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,559276,1180,55473,4456,4545,1328,21941,2608,28987,2803,503803,4859,238742,5959,136522,4580,128539,4277,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3824668,4594,573986,15853,50903,4635,146466,8452,376617,11833,3250682,15953,1507459,16964,583396,12844,1159827,13332,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,502544,1405,53993,4055,2723,769,20706,2832,30564,3021,448551,4493,214211,5304,119955,4110,114385,4440,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2389716,3342,280032,10703,28216,2921,78016,5022,173800,9021,2109684,11196,1018741,12178,451113,10775,639830,11541,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1443862,2824,235367,10273,16240,2173,61331,4419,157796,8206,1208495,10756,517593,8076,215890,7296,475012,8714,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2990367,3298,410064,11319,47515,3030,133111,6162,229438,7772,2580303,12524,1276759,12030,497171,9658,806373,9663,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4568900,2918,468838,12143,48603,2790,181782,6977,238453,8896,4100062,12689,2076543,13247,925314,13116,1098205,8851,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2660166,2534,1070969,19600,69438,4448,186867,8041,814664,18117,1589197,19558,591751,11875,235171,8590,762275,15996,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,6631105,5851,657781,17955,57739,4566,208080,9197,391962,14402,5973324,19814,3053146,20636,1247397,17028,1672781,17972,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,580421,1459,63096,4782,6614,1599,25447,2841,31035,3043,517325,4876,291152,5978,111895,4791,114278,4214,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3980422,4055,531240,15037,54957,4026,154148,7482,322135,12634,3449182,16310,1627651,18780,686299,14821,1135232,16099,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3356975,3477,397104,13132,35005,4032,137721,6099,224378,10217,2959871,13167,1347988,13020,706737,12642,905146,11229,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,448572,1627,46342,4930,5730,1316,17881,2574,22731,3194,402230,5139,201147,5311,90468,5033,110615,4264,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,30946533,11356,3591488,43486,328464,10166,1015062,18702,2247962,32880,27355045,43116,12796266,36408,6312525,37314,8246254,37880,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
