GEO_ID,B25093_001E,B25093_001M,B25093_002E,B25093_002M,B25093_003E,B25093_003M,B25093_004E,B25093_004M,B25093_005E,B25093_005M,B25093_006E,B25093_006M,B25093_007E,B25093_007M,B25093_008E,B25093_008M,B25093_009E,B25093_009M,B25093_010E,B25093_010M,B25093_011E,B25093_011M,B25093_012E,B25093_012M,B25093_013E,B25093_013M,B25093_014E,B25093_014M,B25093_015E,B25093_015M,B25093_016E,B25093_016M,B25093_017E,B25093_017M,B25093_018E,B25093_018M,B25093_019E,B25093_019M,B25093_020E,B25093_020M,B25093_021E,B25093_021M,B25093_022E,B25093_022M,B25093_023E,B25093_023M,B25093_024E,B25093_024M,B25093_025E,B25093_025M,B25093_026E,B25093_026M,B25093_027E,B25093_027M,B25093_028E,B25093_028M,B25093_029E,B25093_029M,NAME,B25093_001EA,B25093_001MA,B25093_002EA,B25093_002MA,B25093_003EA,B25093_003MA,B25093_004EA,B25093_004MA,B25093_005EA,B25093_005MA,B25093_006EA,B25093_006MA,B25093_007EA,B25093_007MA,B25093_008EA,B25093_008MA,B25093_009EA,B25093_009MA,B25093_010EA,B25093_010MA,B25093_011MA,B25093_011EA,B25093_012EA,B25093_012MA,B25093_013EA,B25093_013MA,B25093_014EA,B25093_014MA,B25093_015EA,B25093_015MA,B25093_016EA,B25093_016MA,B25093_017EA,B25093_017MA,B25093_018EA,B25093_018MA,B25093_019EA,B25093_019MA,B25093_020EA,B25093_020MA,B25093_021EA,B25093_021MA,B25093_022MA,B25093_022EA,B25093_023EA,B25093_023MA,B25093_024EA,B25093_024MA,B25093_025EA,B25093_025MA,B25093_026EA,B25093_026MA,B25093_027EA,B25093_027MA,B25093_028EA,B25093_028MA,B25093_029EA,B25093_029MA,state
0400000US08,1417981,9500,12718,1781,4791,1225,1316,533,1719,685,1092,426,3648,1160,152,192,153488,5404,71340,3642,27614,2568,17502,2131,8854,1651,27389,2598,789,436,850826,8727,482267,8442,116906,5285,72804,3653,45029,3062,128450,5589,5370,1287,400949,5810,227854,4819,37788,2462,28935,1916,20466,1951,83713,4084,2193,561,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,23507,2833,12722,1877,2434,764,2624,959,1246,717,4337,1069,144,235,200097,6157,124156,5229,29334,2644,16987,2122,7746,1440,21222,2260,652,376,1033673,10471,701845,9406,115049,4729,63695,4049,38942,3114,106628,4681,7514,1433,534472,5645,326437,5944,52022,3302,35850,2571,26822,2558,88797,4097,4544,938,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,13456,1807,6949,1320,2359,808,1128,448,687,312,2084,721,249,233,115861,4059,69607,3453,16100,1802,8748,1382,5852,1104,14745,2627,809,542,663449,8608,432164,8977,75556,4923,39107,3118,25989,2575,81840,4230,8793,1650,374963,5339,235715,4540,33007,2621,25612,2354,16855,1866,61193,3359,2581,693,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,13754,2071,8140,1842,1248,537,787,444,566,519,2783,872,230,249,116122,5161,68977,4150,13738,2351,9815,1906,6276,1904,15959,2566,1357,697,642987,10438,411709,9239,66878,4292,41909,3261,27096,3155,85214,5008,10181,1863,364661,5680,239470,5899,30894,2893,21043,2263,12552,1670,57588,3866,3114,775,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,26368,2606,11340,2039,2426,664,2335,707,1906,951,7734,1518,627,458,306717,8202,159186,5450,52377,3626,31401,2582,19792,2520,42371,4037,1590,767,1899637,11342,1079426,11786,257117,5744,161008,6318,98286,4432,290350,7842,13450,1800,977391,7811,508026,7193,99964,4240,82385,4208,55103,3707,224460,6844,7453,1379,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,16180,2225,8458,1578,2257,747,1623,614,782,328,2614,724,446,392,106337,3847,66113,3595,16355,1803,8074,1208,4561,985,11000,1946,234,220,508742,6966,336961,6858,62153,3388,33248,2773,20407,1820,53370,3397,2603,703,272492,3753,166446,3874,27937,1723,21698,2185,12756,1522,41710,2458,1945,478,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,2334,845,1110,602,171,163,97,135,228,191,728,448,0,192,29846,2542,11544,1499,7726,1360,4001,988,2567,752,3925,877,83,137,230314,4328,118544,4146,34735,2720,24075,2379,16401,2289,35527,2795,1032,588,116248,3195,53807,2962,12866,1779,10586,1373,8019,1315,30200,2634,770,392,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,9244,1656,3702,935,1437,665,1131,538,201,183,2715,889,58,69,73450,3961,47456,3389,8519,1568,4965,1040,3646,1183,8490,1616,374,357,419727,6631,284842,7471,42132,3468,23586,2227,15359,1846,48902,4292,4906,1041,257980,3958,169810,4019,21842,1849,14763,1947,11259,1698,38406,3449,1900,600,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,1647,758,571,394,14,23,232,310,128,170,702,381,0,200,21450,1969,10520,1570,3194,854,2652,1135,1324,569,3275,974,485,464,146715,3796,81328,3339,16888,2248,11724,1953,8728,1467,26921,2540,1126,481,91333,2370,52412,2366,9259,1434,6141,1017,5674,934,17114,1793,733,522,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,16560,2061,6515,1157,3108,869,1752,566,1441,390,3516,995,228,256,181838,4456,101920,3645,33088,2418,17405,1509,10376,1544,18853,1711,196,162,937243,7629,586077,6887,127545,3958,73821,3636,39202,2309,105483,3554,5115,940,432298,4635,248860,4085,44643,2304,31135,1767,23949,1974,81328,3478,2383,557,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
