B25079_003M,B25079_004E,B25079_004M,B25079_005E,B25079_005M,GEO_ID,B25079_001E,B25079_001M,B25079_002E,B25079_002M,B25079_003E,B25079_003MA,B25079_004MA,B25079_004EA,B25079_005MA,B25079_005EA,NAME,B25079_001MA,B25079_001EA,B25079_002MA,B25079_002EA,B25079_003EA,state
3387053100,951033516400,11302412743,384991932700,6063266282,0400000US48,1469522602700,11290223527,6814237200,837288208,126682916200,null,null,null,null,null,Texas,null,null,null,null,null,48
1698142655,358639406800,6213205824,166973838100,4369022098,0400000US24,566931893200,7564346335,1907962400,443620866,39410686000,null,null,null,null,null,Maryland,null,null,null,null,null,24
5516040130,832686060400,11265038583,613517206700,11498467365,0400000US12,1538195185900,14711481534,5854372500,984799250,86137546300,null,null,null,null,null,Florida,null,null,null,null,null,12
3129491184,502600728200,7945502040,239554601800,5343968402,0400000US25,799374203100,10139791016,2732739800,827788624,54486133200,null,null,null,null,null,Massachusetts,null,null,null,null,null,25
2037268020,55821452900,3481644181,25444725800,2075701189,0400000US11,91280835100,4110981220,154610000,150299359,9860046500,null,null,null,null,null,District of Columbia,null,null,null,null,null,11
1762562563,152900894900,3428944944,59953871500,2140338314,0400000US49,245000267400,3957997647,2496693500,387110375,29648807600,null,null,null,null,null,Utah,null,null,null,null,null,49
6044689121,1147635990700,17110840226,583761239600,12513141398,0400000US36,1857048116500,21121921147,7641243100,1792086124,118009643000,null,null,null,null,null,New York,null,null,null,null,null,36
2134398509,552168662600,6843374748,241661513900,4800854545,0400000US34,847381944500,7817164488,2800238100,770731285,50751529800,null,null,null,null,null,New Jersey,null,null,null,null,null,34
1522578216,345446605000,5180064348,171556533500,3379036152,0400000US39,568756939900,5897559793,3465358600,382048498,48288442800,null,null,null,null,null,Ohio,null,null,null,null,null,39
1304303902,192416936700,4265978659,108087642700,3742821997,0400000US29,332050528100,6316110368,2298315200,371588972,29247633500,null,null,null,null,null,Missouri,null,null,null,null,null,29
2252898947,492671114500,5484029703,253844730000,4614498299,0400000US42,814188078700,8217556531,3776763700,510430348,63895470500,null,null,null,null,null,Pennsylvania,null,null,null,null,null,42
1816517843,335122400700,4031023399,180350186100,3279793899,0400000US26,567990205400,5756903846,4622367500,1971944247,47895251200,null,null,null,null,null,Michigan,null,null,null,null,null,26
575560894,59738617200,1885174450,28719327100,1606359275,0400000US31,99983096500,2699431837,913393600,187539555,10611758600,null,null,null,null,null,Nebraska,null,null,null,null,null,31
1065387858,70249968900,3159950056,37371860500,1629937110,0400000US16,119947978400,3167341714,1170008100,289904145,11156141000,null,null,null,null,null,Idaho,null,null,null,null,null,16
1191023823,67990448700,3157169484,46186106300,2407080441,0400000US35,124252725600,4520242820,1047530700,345229899,9028639900,null,null,null,null,null,New Mexico,null,null,null,null,null,35
1545639855,99459475200,4592824163,77924458800,3420902963,0400000US15,188472779900,5876067929,1380261900,1044346187,9708583900,null,null,null,null,null,Hawaii,null,null,null,null,null,15
447435840,28905073200,1331260200,13533875000,744119121,0400000US46,48114735900,1466778945,435108000,173097454,5240679700,null,null,null,null,null,South Dakota,null,null,null,null,null,46
3396200073,514326635200,8315959852,246173342100,5630456698,0400000US53,840682383400,10310253505,4233374100,793978216,75949032000,null,null,null,null,null,Washington,null,null,null,null,null,53
578966710,49256475900,2368232214,26377733500,1351099702,0400000US44,81744048700,2489338678,330935900,182490332,5778903400,null,null,null,null,null,Rhode Island,null,null,null,null,null,44
1473209973,274690686800,4551085257,168509596300,3886331572,0400000US04,482159161400,5723360399,3116003400,780608243,35842874900,null,null,null,null,null,Arizona,null,null,null,null,null,04
1490885545,231917980800,4802705748,123043398500,3053647978,0400000US47,392035151100,5422007168,2744362900,576370005,34329408900,null,null,null,null,null,Tennessee,null,null,null,null,null,47
669122637,88747383300,2273165115,43429230700,2187817639,0400000US20,147122044800,2736715873,1367555400,417862501,13577875400,null,null,null,null,null,Kansas,null,null,null,null,null,20
