GEO_ID,B20017_001E,B20017_001M,B20017_002E,B20017_002M,B20017_003E,B20017_003M,B20017_004E,B20017_004M,B20017_005E,B20017_005M,B20017_006E,B20017_006M,B20017_007E,B20017_007M,NAME,B20017_001EA,B20017_001MA,B20017_002MA,B20017_002EA,B20017_003MA,B20017_003EA,B20017_004MA,B20017_004EA,B20017_005EA,B20017_005MA,B20017_006EA,B20017_006MA,B20017_007MA,B20017_007EA,state
0400000US08,38295,629,44870,1024,56377,644,14850,860,32013,275,46498,498,12422,297,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,32846,469,40898,300,50774,289,11323,219,26898,326,38031,693,10627,187,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,31227,263,36519,421,47370,761,10914,306,26326,330,37379,503,10366,239,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,31305,331,40803,454,51453,470,13062,1138,25409,384,35758,648,10503,272,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,37032,232,44342,709,56838,460,12290,184,30748,217,45910,453,11525,140,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,34583,543,41575,425,51488,312,10186,382,27742,652,40353,437,10742,298,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,39063,1323,47370,1711,61046,1093,12989,1785,31395,629,45346,1068,11806,483,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,30744,323,35174,649,42364,835,10986,524,26037,458,36042,558,10063,406,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,34899,1046,40992,790,51923,1301,10588,670,30443,920,43803,2907,10679,606,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,39068,486,45219,441,56809,565,12382,289,32496,437,46861,455,12486,299,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,30175,441,35068,1063,48037,1908,12336,959,25666,644,36741,1013,11379,492,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,32906,745,37661,1186,48522,1471,11663,491,29574,1112,40421,877,11248,438,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,31977,173,36834,319,46941,429,11303,232,27606,473,39126,530,10879,193,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,32936,478,40036,419,50133,380,11751,237,28417,575,40254,308,10975,237,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,40146,1185,46383,1814,61226,1038,17297,2387,33846,1748,49020,2352,12699,1058,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,31190,247,37457,806,49210,1488,10211,417,25086,480,35854,437,9572,422,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,32719,1099,36927,931,50828,821,11354,837,30142,977,43376,1656,11984,935,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,34157,693,37537,918,46556,756,15929,618,30735,415,40004,666,12532,689,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,30046,484,36068,760,46346,1117,11225,618,23940,580,32778,873,9932,549,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,31043,212,37097,388,47031,497,10863,296,25353,360,35556,355,9574,371,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,35704,231,41945,258,51766,237,11008,247,29918,421,41263,306,11463,213,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,16953,206,17046,232,23074,531,7858,343,16832,308,23262,452,7844,325,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,39324,545,45839,422,59305,1325,11772,283,32079,340,47002,464,10916,205,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,37409,1116,46468,1166,55608,1679,12161,809,30571,689,40582,771,11442,771,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,30860,252,35833,533,46080,742,10818,339,26409,339,36720,457,10387,298,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,34358,814,40181,517,51627,468,13767,878,28623,793,43586,1312,12066,274,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,32481,1680,42687,2448,54834,3173,11381,1118,24825,1641,38434,2903,9957,1096,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,36730,126,41813,142,55646,353,15667,208,31271,148,49009,527,13517,174,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,29970,708,35380,772,44495,1366,10156,710,24124,786,33530,1209,10031,517,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,41548,378,50202,699,65948,829,12912,898,34910,938,55155,781,12944,636,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,33526,296,40079,203,50394,225,12151,161,27706,298,40499,231,10686,118,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,43052,857,50418,330,62167,408,12380,396,37449,728,53421,1262,12342,237,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,31322,137,35370,233,44520,688,12427,202,27382,172,37821,514,12003,127,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,42257,308,50867,350,67147,588,14411,776,36256,446,55942,678,14897,463,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,57851,2816,62384,4326,81267,1849,12845,1983,54822,2880,70911,1282,11024,1133,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,32263,342,42056,442,53409,1538,11378,393,23496,650,39342,1361,10182,312,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,40222,136,45254,372,58064,1022,14110,401,35133,259,50921,238,12529,244,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,43571,840,51561,367,66532,734,15037,582,36353,399,52383,510,13868,442,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,33647,340,40754,274,51681,259,10887,219,28107,399,40913,246,10714,151,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,32225,194,38330,712,49109,947,10951,310,27955,498,38414,717,10477,208,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,35688,216,41978,202,53269,679,11126,189,30015,285,43243,576,10707,140,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,32206,171,40143,289,52332,262,11115,181,26866,245,41205,247,10860,173,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,34035,793,40575,386,50286,477,10591,417,27493,812,40156,763,10738,320,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,30419,498,36533,836,47182,1102,10881,640,23676,899,36846,888,10109,414,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,28883,736,33035,1116,42673,1621,10917,438,23928,725,35683,689,10122,437,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,36936,608,41807,652,51413,682,15478,1219,32362,646,42584,1133,12247,437,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,31981,423,37748,1155,46784,837,10313,694,26537,567,36467,552,10571,588,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,40286,277,48336,899,61666,326,16063,465,32273,320,48706,885,13776,455,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,38122,1450,45416,1478,57416,2298,12025,741,31748,680,47356,2185,13417,1006,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,32419,256,36823,344,47854,885,12313,282,29603,604,40311,328,11566,261,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,31597,212,36821,324,46357,444,11136,317,26907,371,37210,366,10512,247,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,32322,272,39416,1223,50872,429,9608,498,27008,527,40045,569,10343,277,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
