GEO_ID,B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,NAME,B06010_001MA,B06010_001EA,B06010_002EA,B06010_002MA,B06010_003EA,B06010_003MA,B06010_004MA,B06010_004EA,B06010_005MA,B06010_005EA,B06010_006EA,B06010_006MA,B06010_007EA,B06010_007MA,B06010_008EA,B06010_008MA,B06010_009MA,B06010_009EA,B06010_010MA,B06010_010EA,B06010_011EA,B06010_011MA,B06010_012MA,B06010_012EA,B06010_013EA,B06010_013MA,B06010_014MA,B06010_014EA,B06010_015MA,B06010_015EA,B06010_016EA,B06010_016MA,B06010_017EA,B06010_017MA,B06010_018EA,B06010_018MA,B06010_019MA,B06010_019EA,B06010_020MA,B06010_020EA,B06010_021EA,B06010_021MA,B06010_022EA,B06010_022MA,B06010_023MA,B06010_023EA,B06010_024EA,B06010_024MA,B06010_025EA,B06010_025MA,B06010_026MA,B06010_026EA,B06010_027MA,B06010_027EA,B06010_028MA,B06010_028EA,B06010_029EA,B06010_029MA,B06010_030EA,B06010_030MA,B06010_031MA,B06010_031EA,B06010_032MA,B06010_032EA,B06010_033MA,B06010_033EA,B06010_034MA,B06010_034EA,B06010_035EA,B06010_035MA,B06010_036MA,B06010_036EA,B06010_037MA,B06010_037EA,B06010_038MA,B06010_038EA,B06010_039EA,B06010_039MA,B06010_040EA,B06010_040MA,B06010_041MA,B06010_041EA,B06010_042MA,B06010_042EA,B06010_043MA,B06010_043EA,B06010_044EA,B06010_044MA,B06010_045MA,B06010_045EA,B06010_046MA,B06010_046EA,B06010_047MA,B06010_047EA,B06010_048MA,B06010_048EA,B06010_049MA,B06010_049EA,B06010_050MA,B06010_050EA,B06010_051EA,B06010_051MA,B06010_052EA,B06010_052MA,B06010_053EA,B06010_053MA,B06010_054MA,B06010_054EA,B06010_055MA,B06010_055EA,state
0400000US08,4643242,3035,497206,12918,4146036,13740,615266,11216,307818,8531,581377,12575,516092,11647,626382,12770,464968,10781,209832,7908,824301,11614,1583144,19187,209079,7750,1374065,18486,267697,8788,113262,6030,202693,8352,181547,7806,207992,8021,143786,5727,60919,3741,196169,6305,2454865,17734,196378,7942,2258487,18131,270257,7581,158715,5327,293953,8434,257409,8117,336681,9307,265989,8196,127214,6387,548269,9405,83266,4896,11940,2089,71326,4817,11575,2061,4892,1150,7265,1374,8839,1638,11898,2281,9494,1491,3482,914,13881,1865,521967,14076,79809,5472,442158,12885,65737,5302,30949,3653,77466,5909,68297,4444,69811,5046,45699,3935,18217,2567,65982,4327,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5392554,3850,624338,11293,4768216,12321,839819,11839,457179,9236,758933,13868,665913,11951,755085,12013,496822,10951,205053,7717,589412,12558,3444116,19645,401232,9023,3042884,19264,545052,11204,293780,9563,488360,10475,429012,12076,492522,10272,325007,9307,131168,5689,337983,9877,1575272,20054,157195,7048,1418077,19559,242410,7197,137558,6205,213915,7172,185300,6902,218022,8119,146321,6434,63644,4066,210907,6360,40361,3985,4843,1248,35518,3712,5866,1235,3849,1207,6221,1329,5078,1303,4956,1136,2977,804,1401,673,5170,1219,332805,10299,61068,5075,271737,8856,46491,3956,21992,2850,50437,4386,46523,5124,39585,3664,22517,2635,8840,1699,35352,3469,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3629102,3031,449756,9856,3179346,10240,630386,12408,344474,8252,533807,11576,437034,10725,453189,10698,308690,8038,122719,5215,349047,9611,2388636,17027,300537,7295,2088099,16619,429039,11808,239006,6412,355667,8786,285767,7945,302495,8938,196489,7450,75935,4747,203701,7585,1050754,15617,117676,6114,933078,13811,168976,7040,92956,5251,148391,6262,125289,7006,131066,5804,99691,4223,41124,2982,125585,5276,31343,2734,3608,849,27735,2559,3810,1124,2181,731,5185,1630,3616,986,3993,940,3837,862,1283,710,3830,1045,158369,6274,27935,3292,130434,5336,28561,3365,10331,2081,24564,3025,22362,2769,15635,2062,8673,1467,4377,973,15931,1872,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3742752,2833,591456,14185,3151296,14060,628476,14382,350162,11030,557567,13509,388172,10447,401529,10276,302306,9603,114049,5604,409035,10765,2828374,15365,460518,12331,2367856,18943,500753,13052,268299,9596,422586,11452,293409,8754,301139,9465,216589,8860,81156,4793,283925,9436,704289,13112,88120,5552,616169,11988,99865,6129,59528,4543,101613,5762,71906,4840,80064,5247,70270,4984,26330,2626,106593,5500,29779,4190,5455,1327,24324,3523,4497,1546,3663,1603,2769,770,3293,1141,2818,1046,2844,1073,1631,801,2809,796,180310,7371,37363,3697,142947,5909,23361,2487,18672,2099,30599,3743,19564,2809,17508,2067,12603,2111,4932,1230,15708,1948,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10381247,2772,1344932,19396,9036315,19051,1514784,15647,759887,14326,1327761,18527,1104122,14905,1222810,16904,965016,13736,448910,9289,1693025,17953,6458769,22655,872646,15141,5586123,28461,1008304,14547,468303,10176,789549,13647,680440,11768,770218,13775,615741,10011,285950,7994,967618,14040,2053769,20695,184674,8184,1869095,19246,273022,7284,159040,6477,259656,8310,196581,6971,225338,7660,196872,6020,97361,4594,461225,10269,133809,7846,18407,2529,115402,6786,22198,2549,11856,1936,18237,2323,12860,1971,15065,2293,11762,1843,4899,1180,18525,2435,1734900,18254,269205,9906,1465695,16250,211260,6849,120688,5793,260319,9854,214241,9151,212189,6325,140641,7663,60700,3808,245657,7882,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2545586,2869,218370,6584,2327216,7444,394406,8206,203620,6705,343354,7178,316166,7425,378913,9778,282071,6601,111075,4592,297611,7834,1701853,11797,131831,5441,1570022,11777,258994,7486,135790,4860,230750,5547,213526,6624,263416,7693,195278,6054,77641,3896,194627,6396,662862,12027,55978,3985,606884,11070,106424,5262,54796,3219,87357,4097,78801,3532,91379,4209,73064,3477,28944,2539,86119,4430,16554,2038,2069,731,14485,1904,2556,709,2004,748,2116,746,2479,783,1774,700,1419,600,715,407,1422,518,164317,6761,28492,3384,135825,5080,26432,3351,11030,1841,23131,2462,21360,2624,22344,2523,12310,1699,3775,1256,15443,2410,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1147794,1036,96067,4363,1051727,4600,157172,6004,84216,4578,155713,5171,130174,6241,158625,6594,114227,4634,54139,3655,197461,5635,403097,7770,38170,3060,364927,7617,67197,3902,31442,2516,56053,3333,48991,3977,61462,3941,38866,3081,16003,2051,44913,2712,649261,9291,45712,3287,603549,8265,76664,4563,45963,3339,86319,4225,69038,3747,88310,5063,68490,3511,35489,2884,133276,4639,17145,2706,2461,832,14684,2271,2279,682,913,429,2384,1218,1584,826,1557,694,1081,552,753,484,4133,1056,78291,4229,9724,1513,68567,3985,11032,1735,5898,1317,10957,1864,10561,2126,7296,1440,5790,1313,1894,534,15139,1960,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2429708,3636,331714,8662,2097994,9017,402687,11169,240003,7886,385599,11073,287626,8866,311839,10042,190933,6061,65535,3623,213772,7496,1385881,14077,195086,6659,1190795,12590,243602,8864,138255,5933,217932,7858,161505,6505,177339,7653,108724,5108,33949,2509,109489,5458,888347,14046,111040,6589,777307,12762,139420,6402,91312,4502,136772,6785,102807,5244,112862,5693,74063,4015,28801,2878,91270,5101,18388,2707,1965,801,16423,2522,3004,1226,1532,696,3354,1425,2998,1122,2167,666,925,425,443,358,2000,660,137092,5731,23623,2416,113469,4915,16661,2469,8904,1716,27541,3513,20316,2624,19471,2435,7221,1817,2342,938,11013,1775,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,798598,418,92504,4549,706094,4533,117721,5367,61080,4213,105333,4948,91677,5485,103734,4769,76750,4910,37166,3519,112633,4487,306914,11097,45110,3538,261804,10186,53488,4106,26503,2650,36890,3338,34482,3757,40019,3542,26947,2561,11667,1818,31808,2757,392836,9882,32151,3497,360685,9015,50682,3723,27915,2819,55232,3872,45523,4028,52567,3406,40744,3647,21951,2649,66071,3604,13141,2021,1192,510,11949,1928,1989,898,1322,581,1473,683,1834,791,2059,709,1326,651,586,339,1360,619,85707,5187,14051,2034,71656,4586,11562,1692,5340,1265,11738,2131,9838,1860,9089,1673,7733,1763,2962,977,13394,2108,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4525167,2579,363427,9038,4161740,9591,624569,10368,339198,8699,554348,10803,518123,9992,658855,9723,493155,9629,227145,6533,746347,10508,2861441,16628,218518,6156,2642923,16692,403658,8390,218781,7107,353873,8007,325416,7501,431571,7762,327790,8368,148377,5327,433457,7234,1172271,15822,73599,4344,1098672,14861,147674,5638,84816,4515,135756,4607,124230,5149,162911,5627,128732,5022,63059,3100,251494,6412,38866,3347,4101,1042,34765,3206,5774,933,3408,994,3637,931,4026,1014,5340,1296,3908,1108,2010,560,6662,1332,452589,11491,67209,5578,385380,9595,67463,4538,32193,3019,61082,5081,64451,4490,59033,4716,32725,2938,13699,1671,54734,3622,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
