GEO_ID,B28005_001E,B28005_001M,B28005_002E,B28005_002M,B28005_003E,B28005_003M,B28005_004E,B28005_004M,B28005_005E,B28005_005M,B28005_006E,B28005_006M,B28005_007E,B28005_007M,B28005_008E,B28005_008M,B28005_009E,B28005_009M,B28005_010E,B28005_010M,B28005_011E,B28005_011M,B28005_012E,B28005_012M,B28005_013E,B28005_013M,B28005_014E,B28005_014M,B28005_015E,B28005_015M,B28005_016E,B28005_016M,B28005_017E,B28005_017M,B28005_018E,B28005_018M,B28005_019E,B28005_019M,NAME,B28005_001MA,B28005_001EA,B28005_002MA,B28005_002EA,B28005_003MA,B28005_003EA,B28005_004MA,B28005_004EA,B28005_005MA,B28005_005EA,B28005_006MA,B28005_006EA,B28005_007EA,B28005_007MA,B28005_008MA,B28005_008EA,B28005_009MA,B28005_009EA,B28005_010MA,B28005_010EA,B28005_011MA,B28005_011EA,B28005_012MA,B28005_012EA,B28005_013MA,B28005_013EA,B28005_014MA,B28005_014EA,B28005_015MA,B28005_015EA,B28005_016MA,B28005_016EA,B28005_017MA,B28005_017EA,B28005_018MA,B28005_018EA,B28005_019MA,B28005_019EA,state
0400000US01,4770428,-555555555,1087113,3115,1046088,5966,7603,3799,965335,8257,73150,7109,41025,5725,2872424,4455,2686147,10894,9450,3073,2461718,15675,214979,11638,186277,10292,810891,3640,631094,7376,5080,1155,556895,8261,69119,4467,179797,6743,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,600590,-555555555,115034,895,114289,945,104,103,104802,2150,9383,1919,745,429,365740,1360,354751,2628,1364,431,321949,4414,31438,3866,10989,2147,119816,1149,101399,1725,1093,301,90193,1899,10113,1470,18417,1632,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2996777,-555555555,687761,942,668169,4480,1982,1758,619581,7470,46606,6029,19592,4282,1840164,1854,1786857,5244,3093,1757,1656973,9383,126791,8743,53307,4963,468852,1647,420352,3797,1746,704,382922,4429,35684,3046,48500,3265,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1757916,-555555555,361346,1908,352958,3154,112,142,330352,4706,22494,3500,8388,2448,1044988,2355,983921,6406,1770,787,907144,8226,75007,6423,61067,5944,351582,1780,264780,4910,2741,852,232312,4514,29727,3598,86802,4598,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3832980,-555555555,953641,1490,927340,3428,499,290,860966,5087,65875,4086,26301,3380,2280649,2314,2183271,5678,2866,859,1995353,8520,185052,7614,97378,5494,598690,1944,488086,4036,3931,895,425630,4884,58525,3427,110604,3452,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5668832,-555555555,1270019,1946,1235749,4329,633,383,1184559,6089,50557,4762,34270,3774,3443450,2876,3315270,7259,6793,1232,3146464,10305,162013,6815,128180,7115,955363,2812,770322,6301,13147,1422,690147,7030,67028,4031,185041,5976,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3159695,-555555555,593064,67,526628,5533,7954,1934,452734,7494,65940,5722,66436,5533,1918161,1186,1599318,12134,23410,4293,1366622,15247,209286,10598,318843,12131,648470,1187,359217,7421,4231,1094,279413,7661,75573,5695,289253,7343,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8273128,-555555555,1864820,3795,1835618,6415,993,611,1738134,9097,96491,8431,29202,5145,5118418,5264,4953326,11317,6094,1926,4650535,19743,296697,15111,165092,10209,1289890,3603,1069168,7805,8134,1610,973952,8294,87082,5728,220722,6889,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,734993,-555555555,174306,1166,172059,1485,0,161,158010,2817,14049,2717,2247,948,451552,1443,435809,2766,347,253,391425,6412,44037,5382,15743,2330,109135,941,85019,1885,657,524,74507,2081,9855,1644,24116,1768,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4948304,-555555555,1101345,1931,1074937,5445,455,525,983237,9850,91245,9734,26408,4973,2966282,2739,2820161,10843,3082,1056,2566536,15757,250543,13889,146121,10588,880677,2399,734178,6985,4436,953,651123,7306,78619,4931,146499,6784,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,4102360,-555555555,868682,2003,861197,2472,1022,771,820462,6062,39713,5744,7485,2208,2512457,3412,2468982,5699,4701,1455,2333284,10096,130997,9463,43475,4774,721221,2869,641015,5314,6047,1642,584485,6642,50483,4530,80206,4944,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,563530,-555555555,132484,1419,129965,2078,0,203,125033,2499,4932,1558,2519,1410,336933,1748,329175,2290,318,315,305784,4351,23073,3735,7758,1627,94113,1581,80727,2377,635,365,70748,2682,9344,1558,13386,1975,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,38731195,-555555555,8960741,3413,8818515,12630,3974,1582,8328151,18807,486390,15882,142226,11782,24244892,6353,23714055,19639,19498,3350,22437439,40135,1257118,34587,530837,18607,5525562,5967,4909220,12939,24144,2706,4515074,15022,370002,13358,616342,12622,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2888470,-555555555,703496,2233,680000,4543,14,27,605796,7781,74190,7611,23496,4391,1727436,3401,1609025,8437,1266,817,1425154,13565,182605,12069,118411,8401,457538,2752,346490,5882,2530,932,295858,6533,48102,4167,111048,5506,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3459421,-555555555,733365,1282,726026,3194,428,421,701343,4713,24255,3490,7339,3102,2139782,2349,2085350,5859,1443,699,1989447,10731,94460,8092,54432,5463,586274,1918,499943,4888,3265,890,461556,5235,35122,3871,86331,4929,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,28101594,-555555555,7383080,4431,7123317,17102,2452,1004,6538068,28568,582797,23451,259763,16599,17210041,7070,16509529,23049,14787,3956,15166015,39599,1328727,31770,700512,21362,3508473,5897,2993350,12554,10658,1758,2671795,15458,310897,11016,515123,11007,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5902271,-555555555,1335211,1584,1318395,3495,76,97,1256786,8620,61533,8009,16816,3209,3663400,3009,3570079,7692,2387,1035,3404202,13478,163490,10344,93321,7138,903660,2553,778645,6379,4667,1108,712572,7050,61406,5772,125015,6235,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20868964,-555555555,4216391,3892,4116306,11888,1934,1191,3786748,20607,327624,17354,100085,11814,12379399,6484,11991372,19489,9288,2295,11029164,34539,952920,30489,388027,18538,4273174,6166,3825829,14428,17359,2286,3447327,17136,361143,11811,447345,13930,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6653753,-555555555,1361909,2040,1347495,2830,1323,1149,1297296,7415,48876,6841,14414,2542,4193468,2953,4091055,7585,3307,1050,3917568,13844,170180,10433,102413,6871,1098376,2327,933888,6963,5408,1215,861105,7716,67375,4169,164488,7131,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,662826,-555555555,126369,551,123827,1778,0,213,112046,4073,11781,3626,2542,1668,453903,1164,440090,3186,0,213,413228,5102,26862,4277,13813,2839,82554,869,67871,2012,266,240,60044,2228,7561,1595,14683,1759,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,3112996,-555555555,928840,1527,923431,2113,39,46,891277,4545,32115,4045,5409,1700,1837966,2382,1813638,4028,1667,612,1714586,8195,97385,7457,24328,3504,346190,1910,317689,3576,2703,797,287353,3983,27633,2861,28501,2754,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,18969261,-555555555,4041449,3429,3883657,13716,2601,1345,3652996,19095,228060,14120,157792,13121,11832827,4953,11439181,15427,11937,2390,10793146,25577,634098,21063,393646,14085,3094985,3899,2548558,12345,16680,1914,2311935,14621,219943,10536,546427,11853,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8726407,-555555555,1946884,1583,1908778,6501,444,319,1811974,11258,96360,10548,38106,6171,5383734,2712,5265738,7965,4776,1560,5019254,14706,241708,11769,117996,7592,1395789,2156,1194608,8384,6991,1556,1102123,8102,85494,6153,201181,8192,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,11373848,-555555555,2585025,2911,2503275,8905,1189,873,2385438,10975,116648,8082,81750,8645,6867665,4799,6605194,9617,9349,1823,6231437,15858,364408,13153,262471,8829,1921158,4014,1568814,9292,15591,2280,1417996,10080,135227,6020,352344,9397,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5952011,-555555555,1373605,3112,1340530,6567,397,262,1263862,9074,76271,6401,33075,5766,3583439,4301,3445576,9050,4338,1276,3195688,13106,245550,10484,137863,8245,994967,3928,811282,8182,7876,1460,715140,9043,88266,5531,183685,7142,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,12385066,-555555555,2634076,2285,2552283,8026,2337,750,2450501,12067,99445,9175,81793,8169,7505155,3536,7207671,11705,13150,1719,6844143,18734,350378,14429,297484,11735,2245835,3026,1791655,10084,22637,2214,1617110,9713,151908,5758,454180,10272,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9769646,-555555555,2157039,2409,2110100,6941,1462,659,1984287,11182,124351,9111,46939,6886,5942661,3368,5737315,10186,7262,1588,5355334,15132,374719,13579,205346,9411,1669946,3273,1387291,8850,9986,1536,1251061,9897,126244,6041,282655,8360,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1878153,-555555555,472638,1703,468441,2450,1167,774,450413,3426,16861,2486,4197,1651,1113450,2088,1083670,3909,3028,908,1029609,6065,51033,4455,29780,3289,292065,1531,236772,3750,2586,648,211349,3905,22837,2194,55293,3570,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1724047,-555555555,444289,1821,440138,2432,0,204,418035,4405,22103,3590,4151,1764,1005603,2505,982358,3933,1640,765,920229,7338,60489,6060,23245,3128,274155,2148,239766,3406,3225,1154,213939,3843,22602,2695,34389,2779,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,2052505,-555555555,478544,1708,451517,4357,478,393,395912,7178,55127,6127,27027,3988,1212867,2688,1126418,6109,3291,1466,985125,10305,138002,8792,86449,5718,361094,2360,291485,4493,2314,917,248976,5604,40195,4228,69609,4412,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1376737,-555555555,301548,1095,292080,4048,13,25,281253,4398,10814,2757,9468,3892,820718,1547,795095,4348,813,707,753030,6583,41252,5493,25623,4092,254471,1216,220240,2995,818,477,201339,3485,18083,2698,34231,2639,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,848192,-555555555,213040,2134,202450,3233,16,27,189703,3765,12731,2442,10590,2172,497119,2610,471694,4333,574,360,437088,5392,34032,3860,25425,3515,138033,1591,111158,2375,603,274,97883,2683,12672,1908,26875,2124,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,7392406,-555555555,1657928,1969,1636980,5070,3725,3334,1577718,10061,55537,7247,20948,5087,4598781,3597,4510403,7970,5216,2229,4325228,15192,179959,12401,88378,6705,1135697,3478,1015063,6448,6545,1273,942491,7795,66027,4518,120634,5336,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,1016084,-555555555,203309,1507,200473,2033,0,220,193155,3335,7318,2742,2836,1363,639216,1740,616818,3807,53,90,589365,6599,27400,4818,22398,3517,173559,1259,140290,3260,1342,703,128517,3232,10431,1798,33269,3049,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,7012204,-555555555,1638551,1221,1592235,5797,1155,920,1475931,11858,115149,10483,46316,5497,4133195,2353,3984307,7897,6806,2011,3711236,14990,266265,14315,148888,8074,1240458,2176,1105379,5865,8156,1634,1001611,8341,95612,5952,135079,5673,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6613418,-555555555,1506945,3510,1447943,7009,684,550,1349172,11896,98087,9311,59002,6511,4032448,4278,3823756,12771,4342,1344,3551971,17632,267443,13085,208692,12136,1074025,3974,863425,7320,6753,1599,768545,8799,88127,5821,210600,6448,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2831878,-555555555,703353,2171,694722,2765,192,195,649001,5311,45529,4784,8631,2172,1686382,3227,1642301,4509,2549,1042,1524532,8543,115220,7713,44081,3263,442143,2736,368336,4695,3882,974,330999,5315,33455,2881,73807,3711,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
