GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001MA,B21005_001EA,B21005_002MA,B21005_002EA,B21005_003MA,B21005_003EA,B21005_004MA,B21005_004EA,B21005_005MA,B21005_005EA,B21005_006MA,B21005_006EA,B21005_007MA,B21005_007EA,B21005_008EA,B21005_008MA,B21005_009MA,B21005_009EA,B21005_010MA,B21005_010EA,B21005_011MA,B21005_011EA,B21005_012MA,B21005_012EA,B21005_013MA,B21005_013EA,B21005_014MA,B21005_014EA,B21005_015MA,B21005_015EA,B21005_016MA,B21005_016EA,B21005_017MA,B21005_017EA,B21005_018MA,B21005_018EA,B21005_019EA,B21005_019MA,B21005_020MA,B21005_020EA,B21005_021MA,B21005_021EA,B21005_022MA,B21005_022EA,B21005_023MA,B21005_023EA,B21005_024MA,B21005_024EA,B21005_025MA,B21005_025EA,B21005_026MA,B21005_026EA,B21005_027MA,B21005_027EA,B21005_028MA,B21005_028EA,B21005_029MA,B21005_029EA,B21005_030EA,B21005_030MA,B21005_031MA,B21005_031EA,B21005_032MA,B21005_032EA,B21005_033MA,B21005_033EA,B21005_034MA,B21005_034EA,state
0400000US08,3587847,3806,1392277,5226,43183,3951,34673,3653,33742,3618,931,538,8510,1591,1349094,7198,1104367,11002,1046775,11691,57592,5113,244727,8737,1484588,4486,99637,5207,86967,4820,84330,4744,2637,890,12670,1891,1384951,6690,1170842,9545,1135776,10051,35066,3528,214109,8050,710982,2439,65870,3593,45680,3215,44441,3040,1239,469,20190,2122,645112,4457,442766,6713,430598,7043,12168,1467,202346,6144,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4069861,3929,1528885,4609,34429,3562,29888,2967,28101,2891,1787,760,4541,1495,1494456,5916,1163463,10139,1092297,10800,71166,4601,330993,8030,1666797,5031,85525,4061,73891,3867,72106,3883,1785,674,11634,1687,1581272,6077,1297946,10770,1252730,12081,45216,3863,283326,8912,874179,2557,68431,3985,44581,3138,42707,3068,1874,677,23850,2657,805748,5040,528478,8210,516754,8093,11724,1618,277270,6709,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2717664,3132,992025,4414,22053,2809,18911,2443,17245,2350,1666,832,3142,1073,969972,4747,741090,8113,686840,8411,54250,4266,228882,7368,1125681,4525,66608,4750,52321,3876,50772,3870,1549,589,14287,2157,1059073,6497,809753,8310,773750,8355,36003,4339,249320,7415,599958,2635,48341,3135,25825,2879,25189,2875,636,339,22516,2034,551617,3914,306881,8172,299598,7935,7283,1588,244736,7302,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2826200,3780,1071193,5180,22958,2802,18709,2675,17776,2593,933,554,4249,1101,1048235,5621,752347,10482,685362,11097,66985,4448,295888,9843,1152286,5691,64876,5250,51468,4637,48193,4302,3275,1148,13408,2209,1087410,7626,840083,9829,794516,10959,45567,4384,247327,8720,602721,2932,40509,2827,22674,2442,21583,2420,1091,514,17835,1912,562212,3821,322577,6378,313520,6281,9057,1502,239635,6240,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7880932,3952,2934018,4497,47179,3809,39149,3167,37279,3109,1870,591,8030,1582,2886839,5181,2277248,13094,2097340,14643,179908,7266,609591,12412,3277242,4831,121126,5343,106023,4711,102486,4803,3537,1151,15103,2164,3156116,6743,2655463,12056,2545867,13145,109596,5292,500653,10727,1669672,2428,89471,3910,57180,3091,55079,3082,2101,658,32291,2875,1580201,4910,1069744,10450,1025829,10783,43915,3481,510457,9765,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1883583,2568,711413,4056,12724,1747,11045,1726,10555,1626,490,378,1679,630,698689,3991,568396,6285,537062,6604,31334,3318,130293,5752,752769,4373,39262,2804,34317,2443,33275,2379,1042,463,4945,1467,713507,5663,619543,6693,603490,6605,16053,1885,93964,4166,419401,2088,29384,2253,20175,1828,19542,1764,633,410,9209,1374,390017,3274,283932,4305,279037,4342,4895,829,106085,4257,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,851768,1983,294209,2257,6212,1407,5334,1380,5165,1353,169,270,878,401,287997,2431,231769,3688,219166,4202,12603,1856,56228,3255,344472,1812,18831,2221,16448,2076,15867,2070,581,376,2383,891,325641,2662,281654,3636,273829,3768,7825,1198,43987,3213,213087,1181,19558,1788,14329,1570,13840,1489,489,392,5229,919,193529,2068,138149,3813,134886,3971,3263,852,55380,3141,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1798631,3897,678638,4757,15738,2511,13656,2320,13461,2274,195,254,2082,797,662900,5058,483959,8652,451314,8159,32645,3009,178941,7580,736095,4498,46033,2974,35108,2793,33951,2875,1157,594,10925,1737,690062,5177,525172,6479,507906,6794,17266,2536,164890,5870,383898,2439,33761,2497,17794,2056,17361,2056,433,240,15967,1643,350137,2785,202723,5381,197620,5313,5103,842,147414,4759,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,579851,1440,209362,1374,3916,1032,3496,984,3201,991,295,320,420,316,205446,1844,157495,4005,145985,4075,11510,1961,47951,3586,234224,1306,13661,1772,11847,1730,11504,1703,343,294,1814,744,220563,2230,182074,2963,173605,3342,8469,1610,38489,2589,136265,761,13786,1688,9130,1441,8432,1377,698,450,4656,1130,122479,1915,76909,2904,74398,2808,2511,746,45570,2901,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3418183,2917,1258140,3176,21545,1936,18539,1724,17375,1640,1164,605,3006,791,1236595,3415,1045072,6031,996551,6661,48521,3477,191523,5872,1403775,3329,56972,3064,50021,2799,48721,2768,1300,461,6951,1151,1346803,4688,1191037,6754,1160031,6668,31006,2609,155766,5377,756268,2393,49985,2975,33670,2568,32392,2399,1278,564,16315,1568,706283,3865,514800,6168,501410,6093,13390,1775,191483,5821,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
