GEO_ID,B25081_001E,B25081_001M,B25081_002E,B25081_002M,B25081_003E,B25081_003M,B25081_004E,B25081_004M,B25081_005E,B25081_005M,B25081_006E,B25081_006M,B25081_007E,B25081_007M,B25081_008E,B25081_008M,NAME,B25081_001MA,B25081_001EA,B25081_002MA,B25081_002EA,B25081_003MA,B25081_003EA,B25081_004MA,B25081_004EA,B25081_005MA,B25081_005EA,B25081_006MA,B25081_006EA,B25081_007MA,B25081_007EA,B25081_008MA,B25081_008EA,state
0400000US30,291018,4709,164197,4260,15917,1501,3396,702,12521,1320,935,501,147345,4227,126821,4362,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,406226,6154,247344,5145,37955,2646,3029,722,34926,2592,720,320,208669,5514,158882,4066,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2612904,19709,1623735,15836,216186,5758,30790,2575,185396,5398,5555,1217,1401994,13793,989169,13290,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2426435,18052,1568112,21446,152359,6451,37430,3197,114929,6021,4938,1338,1410815,20648,858323,14730,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167108,3496,102706,3651,7236,1198,2184,852,5052,821,621,417,94849,3626,64402,2833,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1262257,12735,694367,11928,71506,4323,17116,2387,54390,3679,2023,598,620838,12275,567890,8912,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,188798,4006,116755,3633,17101,1466,1660,507,15441,1438,644,292,99010,3617,72043,2755,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,641551,6758,435070,6717,34764,2663,9617,1466,25147,2026,1705,689,398601,7289,206481,5433,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,532674,7982,244953,6434,22948,2353,3043,817,19905,2254,1043,468,220962,6546,287721,6569,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,971990,7832,522069,7962,32267,2182,10689,1514,21578,1728,1080,370,488722,7670,449921,7014,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1592440,10546,1003101,9511,157210,4313,28614,2160,128596,3944,5196,920,840695,9382,589339,7405,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,793791,9316,302284,6695,7176,1290,5508,1202,1668,604,1031,517,294077,6681,491507,7966,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2093205,14799,1419521,14828,205822,6640,41974,3288,163848,5835,4698,1078,1209001,13936,673684,9026,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,199467,4766,106417,4386,10446,1585,1815,621,8631,1452,401,309,95570,4269,93050,3773,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1335486,12405,780604,11948,78529,3765,11743,1571,66786,3645,2467,662,699608,12287,554882,10709,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1024853,10325,667980,9801,85717,4230,14181,1699,71536,3608,3112,1031,579151,9696,356873,7852,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,161812,3934,94761,4153,8316,1416,3218,833,5098,1088,381,293,86064,3937,67051,3309,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,7165664,30156,4988711,27760,642797,13120,129964,5578,512833,10734,27484,3246,4318430,24166,2176953,18781,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,756195,9817,365204,8820,27707,2768,7452,1605,20255,2078,1365,680,336132,8826,390991,9409,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,906771,8038,609456,7711,101080,4723,22260,2427,78820,4110,3048,917,505328,7191,297315,6043,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,6034082,27745,3408366,27548,167816,7443,56519,4229,111297,5616,5528,1387,3235022,25637,2625716,20064,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1482669,11111,1073634,11598,160428,5233,29849,2549,130579,5095,5266,1114,907940,11592,409035,6974,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5148242,25213,2890964,22535,303356,9360,58290,4135,245066,7696,11514,2170,2576094,23594,2257278,19984,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1620712,12401,1105499,13099,199591,7317,25030,2677,174561,6515,5179,1301,900729,11992,515213,7614,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,121540,3817,91179,3508,14236,1818,3043,845,11193,1553,188,193,76755,3543,30361,2315,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,703983,7745,491897,7432,72368,3780,18174,2003,54194,3087,3070,836,416459,7243,212086,5500,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3953785,20790,2366391,20282,325392,8413,36035,2720,289357,8153,9880,1803,2031119,17918,1587394,15337,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2078948,12237,1377645,12000,192181,6379,24312,1956,167869,5948,6222,1133,1179242,11589,701303,9901,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,3086226,17899,1924876,17146,280049,7486,43326,2937,236723,6713,7872,1383,1636955,16275,1161350,14455,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1625854,12819,986408,11918,99005,4071,18274,2008,80731,3321,1855,632,885548,11237,639446,8857,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,3478645,18096,2076151,16310,320481,8773,40532,3111,279949,7759,9269,1270,1746401,16117,1402494,12705,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2817484,14245,1671899,14212,198116,5828,33718,2348,164398,5124,5308,1136,1468475,13807,1145585,11490,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,505666,5197,300417,5118,31109,2137,8354,1098,22755,1762,1486,475,267822,5080,205249,4643,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,452916,7633,290501,8096,32009,3046,8316,1343,23693,2670,516,350,257976,7773,162415,4827,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,525349,7517,279825,6739,25694,2436,8938,1652,16756,1734,306,222,253825,6219,245524,6311,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,265364,5773,170872,5040,33084,2522,3383,958,29701,2434,1304,417,136484,4946,94492,3310,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,234487,4225,129323,3944,12380,1698,2221,653,10159,1565,505,313,116438,3794,105164,3641,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1818988,12964,1233756,12961,150758,5520,26963,2444,123795,5118,4160,1002,1078838,13510,585232,8613,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,251354,5065,171436,5141,26371,2223,4386,1122,21985,1848,791,498,144274,4752,79918,3678,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1694367,13678,1072502,13375,100670,4695,18716,2193,81954,4328,4349,1435,967483,12171,621865,10116,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1723984,15594,1010900,13314,95089,4698,14989,2001,80100,4160,2529,698,913282,13566,713084,11951,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,749821,8328,442557,7316,41534,2725,9025,1438,32509,2267,1005,432,400018,6881,307264,6528,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
