GEO_ID,B07409_001E,B07409_001M,B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,NAME,B07409_001MA,B07409_001EA,B07409_002MA,B07409_002EA,B07409_003EA,B07409_003MA,B07409_004MA,B07409_004EA,B07409_005MA,B07409_005EA,B07409_006MA,B07409_006EA,B07409_007MA,B07409_007EA,B07409_008MA,B07409_008EA,B07409_009MA,B07409_009EA,B07409_010EA,B07409_010MA,B07409_011EA,B07409_011MA,B07409_012EA,B07409_012MA,B07409_013MA,B07409_013EA,B07409_014MA,B07409_014EA,B07409_015MA,B07409_015EA,B07409_016MA,B07409_016EA,B07409_017MA,B07409_017EA,B07409_018MA,B07409_018EA,B07409_019MA,B07409_019EA,B07409_020EA,B07409_020MA,B07409_021EA,B07409_021MA,B07409_022EA,B07409_022MA,B07409_023MA,B07409_023EA,B07409_024MA,B07409_024EA,B07409_025EA,B07409_025MA,B07409_026MA,B07409_026EA,B07409_027MA,B07409_027EA,B07409_028MA,B07409_028EA,B07409_029MA,B07409_029EA,B07409_030EA,B07409_030MA,state
0400000US08,3857682,11823,316444,10258,807198,16276,1139449,19563,995489,15109,599102,11599,3278329,14571,275365,10616,689062,14829,959349,16061,840504,14523,514049,10660,272201,9756,17503,2614,60252,5339,80081,5348,74298,4292,40067,3658,176726,8920,13847,2308,36717,4430,58939,5352,44518,3616,22705,2505,130426,7016,9729,2003,21167,2474,41080,3914,36169,3483,22281,2869,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4448574,10602,487367,12338,1474900,18241,1281482,17286,769248,14572,435577,12353,3917520,16433,420456,11027,1310523,18464,1127475,16618,672412,12392,386654,11211,318570,11136,42756,4537,104605,5942,95047,5619,55091,4399,21071,2677,130940,6928,19764,2376,41048,3004,36373,3428,22249,3421,11506,2460,81544,5453,4391,1053,18724,2274,22587,2458,19496,1988,16346,2227,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3027918,8489,398209,10735,987481,13479,891781,13301,441054,9353,309393,9292,2662004,11564,348114,9381,879373,13352,771411,12378,388643,8612,274463,8803,214376,8086,31340,3355,67458,4793,70489,4417,27411,3065,17678,2053,92904,6580,14192,1680,27811,3390,30402,3270,12508,1816,7991,1660,58634,5094,4563,1228,12839,2270,19479,2835,12492,2045,9261,1650,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3134498,10063,443792,13282,1074128,18697,857602,17504,497019,11217,261957,8280,2789222,12053,385127,11540,967777,17190,760430,15631,442651,10382,233237,7785,197310,10594,35891,3592,64994,6029,53108,5208,30344,3533,12973,1844,86081,6401,16812,2688,27467,3234,23867,3281,12097,2041,5838,1315,61885,6114,5962,1426,13890,2689,20197,3168,11927,2279,9909,2041,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8724901,13485,915528,15903,2276628,22835,2483095,22307,1832398,19227,1217252,17979,7750026,18743,814875,15642,2049614,23917,2212447,23283,1600169,17398,1072921,16974,605219,14542,67213,5624,149203,7161,168718,7426,137535,7239,82550,4654,191445,9231,23901,2721,44976,4035,56129,4734,43711,3746,22728,2108,178211,9522,9539,1847,32835,3464,45801,3865,50983,4064,39053,3937,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2099074,6206,160818,6364,648261,9788,679453,10002,412411,8970,198131,7384,1866938,9811,140254,5893,579797,9211,605278,8866,366418,8624,175191,6652,140080,6967,14521,2250,43000,3822,47306,4113,24545,2179,10708,1883,54514,4532,4542,829,16685,1969,18061,2188,10967,1769,4259,1045,37542,3661,1501,591,8779,1564,8808,1606,10481,1534,7973,1581,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,966625,4321,64356,4096,268345,7089,276693,6547,217606,6420,139625,5602,864947,6518,57548,4147,240748,5922,248146,6524,193961,6237,124544,5157,52111,4612,4401,1080,15368,2165,14694,2121,10789,1650,6859,1569,21118,3244,1706,1106,6365,1683,5996,1651,4832,1008,2219,673,28449,3105,701,341,5864,1471,7857,1656,8024,1451,6003,1634,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2014016,8634,258775,8595,683643,13146,602610,11754,293996,7762,174992,7564,1779274,12219,226566,7958,606817,13501,526015,11082,264310,7708,155566,7317,133468,8365,19145,2614,42827,3748,46300,4601,16214,2692,8982,1990,59875,5506,8851,1626,22067,3261,18182,2702,6062,1546,4713,1388,41399,4776,4213,1607,11932,2054,12113,2120,7410,1803,5731,1425,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,674097,4524,68126,4746,224009,8252,171104,5950,123295,5815,87563,4671,612992,4912,63003,4466,207520,7643,152826,5745,111554,5535,78089,4425,35073,3335,3558,1102,10525,1812,10412,1915,6170,1141,4408,1168,6609,1572,836,528,1908,879,2062,890,717,528,1086,567,19423,3524,729,373,4056,1255,5804,1739,4854,1622,3980,1268,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3798753,8433,251962,7624,918874,12832,1237747,13389,915927,13076,474243,9795,3366032,11687,216882,7267,822935,11649,1108439,11703,799142,11905,418634,9253,222927,9342,22153,2702,49066,3389,64922,4128,58572,3922,28214,2694,148182,7426,9481,1326,36062,3064,46649,4036,41220,3710,14770,1766,61612,5850,3446,993,10811,1826,17737,3032,16993,2130,12625,2307,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
