GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001EA,B17012_001MA,B17012_002MA,B17012_002EA,B17012_003MA,B17012_003EA,B17012_004EA,B17012_004MA,B17012_005EA,B17012_005MA,B17012_006EA,B17012_006MA,B17012_007EA,B17012_007MA,B17012_008EA,B17012_008MA,B17012_009MA,B17012_009EA,B17012_010MA,B17012_010EA,B17012_011MA,B17012_011EA,B17012_012EA,B17012_012MA,B17012_013MA,B17012_013EA,B17012_014MA,B17012_014EA,B17012_015MA,B17012_015EA,B17012_016MA,B17012_016EA,B17012_017EA,B17012_017MA,B17012_018EA,B17012_018MA,B17012_019MA,B17012_019EA,B17012_020MA,B17012_020EA,B17012_021MA,B17012_021EA,B17012_022MA,B17012_022EA,B17012_023EA,B17012_023MA,B17012_024MA,B17012_024EA,B17012_025MA,B17012_025EA,B17012_026MA,B17012_026EA,B17012_027EA,B17012_027MA,B17012_028EA,B17012_028MA,B17012_029MA,B17012_029EA,B17012_030MA,B17012_030EA,B17012_031MA,B17012_031EA,B17012_032MA,B17012_032EA,B17012_033MA,B17012_033EA,B17012_034EA,B17012_034MA,B17012_035MA,B17012_035EA,state
0400000US08,1372705,11369,85547,4645,33505,2957,14413,2021,10518,1824,6976,1639,1598,835,52042,3833,9781,1619,2065,659,5656,1264,1855,815,205,141,42261,3590,5930,1299,23991,2653,10998,2197,1342,820,1287158,12066,1034680,11425,592656,9303,347767,7731,88011,4748,6246,1220,252478,7778,88954,4188,40114,3496,43190,3376,5095,1232,555,467,163524,6574,71492,3604,78583,5349,12630,2298,819,421,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,54921,4024,22396,2361,19350,2422,10215,2012,2960,959,101664,5687,17619,2467,3816,878,10391,2045,3208,961,204,208,84045,5207,9477,1496,52642,3947,18510,2231,3416,1146,1526591,12372,1193356,14682,726532,11925,349571,8692,105965,5131,11288,1479,333235,9913,112408,5718,48820,4266,55113,4145,7804,1497,671,427,220827,7451,90827,4424,111476,6187,17327,2636,1197,705,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,55171,3642,23579,2132,19184,2035,10301,1786,2107,720,88328,5350,13980,1967,3582,1001,7629,1433,2694,1224,75,92,74348,4793,11366,1385,45146,3796,15735,2740,2101,876,995428,11461,782808,10652,472880,8927,251628,5867,54035,3944,4265,870,212620,7320,69704,4330,32177,3192,33393,2818,4102,1197,32,37,142916,6010,67396,3983,65689,4604,9458,1790,373,331,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,40845,3593,20145,2436,13158,2024,5872,1303,1670,817,109845,5963,18642,2556,6351,1561,8641,1842,3177,1246,473,412,91203,5519,12407,1825,54109,4624,22398,2580,2289,882,954157,12371,707759,11650,429112,8241,223490,7593,51161,4379,3996,1304,246398,8481,69647,4560,34135,3725,29050,3180,6152,1853,310,262,176751,6439,79337,4626,86315,5221,10380,1968,719,455,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,87199,4895,38409,3197,27556,2955,18556,2534,2678,938,177479,7404,27547,2604,8145,1448,14043,2149,4472,1127,887,521,149932,7200,24878,2737,84005,5639,35973,4073,5076,1150,2854423,16905,2205892,15963,1292450,12379,725063,10457,177472,6631,10907,1723,648531,10751,199653,6299,101774,5191,83980,4662,13039,1928,860,585,448878,8558,207235,6772,207841,6618,30871,3400,2931,908,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,19142,2117,8883,1140,5725,1330,3829,891,705,340,38169,3292,5738,1309,1217,464,3524,1001,780,480,217,277,32431,2670,3664,790,18822,2155,8723,1387,1222,488,743018,8166,603000,8814,368470,6878,177561,5320,52618,3402,4351,1065,140018,5254,51405,3386,18018,2127,28551,2736,4567,1052,269,195,88613,4043,32403,2547,47181,3381,8148,1370,881,510,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,5014,998,2636,682,1711,657,509,394,158,194,11164,1824,1628,708,121,127,1197,609,310,239,0,192,9536,1739,1145,474,5118,1473,3021,1257,252,218,325574,5975,269295,5998,177713,4149,75680,3867,15259,2381,643,343,56279,3710,20561,2285,10051,1687,9554,1625,956,427,0,192,35718,2833,15711,1725,17398,2085,2516,811,93,114,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,33387,3343,15689,1982,9722,1848,6468,1283,1508,534,64066,4417,10347,1934,3002,1033,6418,1495,903,471,24,48,53719,4100,7752,1629,31251,3414,13042,2376,1674,830,671681,9873,520074,8925,319641,7346,154332,5737,42542,3165,3559,1230,151607,6598,47299,3860,21484,2590,23509,2712,2306,930,0,201,104308,4843,46126,3023,50212,3409,7188,1307,782,549,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7164,1520,2927,797,2623,1065,1366,728,248,248,12862,1831,2133,702,454,408,1294,556,311,241,74,127,10729,1770,1263,521,6445,1591,2869,1042,152,162,218373,5852,166670,4828,109047,3468,47619,3262,9374,1595,630,394,51703,3861,16090,2287,7736,1332,7539,1652,537,391,278,301,35613,3033,16807,2331,16862,1999,1766,660,178,204,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,29644,2266,12845,1486,7931,1129,5389,1189,3479,1071,50108,3748,8104,1274,2468,812,3987,903,1455,535,194,132,42004,3165,5437,1253,23848,2580,10767,1562,1952,686,1317075,9514,1073467,10241,638736,7921,329961,6183,95839,4084,8931,1248,243608,5880,88196,4329,37740,2705,41788,2827,8266,1377,402,213,155412,5083,59987,2867,81326,3912,12888,1592,1211,416,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
