GEO_ID,B20005A_001E,B20005A_001M,B20005A_002E,B20005A_002M,B20005A_003E,B20005A_003M,B20005A_004E,B20005A_004M,B20005A_005E,B20005A_005M,B20005A_006E,B20005A_006M,B20005A_007E,B20005A_007M,B20005A_008E,B20005A_008M,B20005A_009E,B20005A_009M,B20005A_010E,B20005A_010M,B20005A_011E,B20005A_011M,B20005A_012E,B20005A_012M,B20005A_013E,B20005A_013M,B20005A_014E,B20005A_014M,B20005A_015E,B20005A_015M,B20005A_016E,B20005A_016M,B20005A_017E,B20005A_017M,B20005A_018E,B20005A_018M,B20005A_019E,B20005A_019M,B20005A_020E,B20005A_020M,B20005A_021E,B20005A_021M,B20005A_022E,B20005A_022M,B20005A_023E,B20005A_023M,B20005A_024E,B20005A_024M,B20005A_025E,B20005A_025M,B20005A_026E,B20005A_026M,B20005A_027E,B20005A_027M,B20005A_028E,B20005A_028M,B20005A_029E,B20005A_029M,B20005A_030E,B20005A_030M,B20005A_031E,B20005A_031M,B20005A_032E,B20005A_032M,B20005A_033E,B20005A_033M,B20005A_034E,B20005A_034M,B20005A_035E,B20005A_035M,B20005A_036E,B20005A_036M,B20005A_037E,B20005A_037M,B20005A_038E,B20005A_038M,B20005A_039E,B20005A_039M,B20005A_040E,B20005A_040M,B20005A_041E,B20005A_041M,B20005A_042E,B20005A_042M,B20005A_043E,B20005A_043M,B20005A_044E,B20005A_044M,B20005A_045E,B20005A_045M,B20005A_046E,B20005A_046M,B20005A_047E,B20005A_047M,B20005A_048E,B20005A_048M,B20005A_049E,B20005A_049M,B20005A_050E,B20005A_050M,B20005A_051E,B20005A_051M,B20005A_052E,B20005A_052M,B20005A_053E,B20005A_053M,B20005A_054E,B20005A_054M,B20005A_055E,B20005A_055M,B20005A_056E,B20005A_056M,B20005A_057E,B20005A_057M,B20005A_058E,B20005A_058M,B20005A_059E,B20005A_059M,B20005A_060E,B20005A_060M,B20005A_061E,B20005A_061M,B20005A_062E,B20005A_062M,B20005A_063E,B20005A_063M,B20005A_064E,B20005A_064M,B20005A_065E,B20005A_065M,B20005A_066E,B20005A_066M,B20005A_067E,B20005A_067M,B20005A_068E,B20005A_068M,B20005A_069E,B20005A_069M,B20005A_070E,B20005A_070M,B20005A_071E,B20005A_071M,B20005A_072E,B20005A_072M,B20005A_073E,B20005A_073M,B20005A_074E,B20005A_074M,B20005A_075E,B20005A_075M,B20005A_076E,B20005A_076M,B20005A_077E,B20005A_077M,B20005A_078E,B20005A_078M,B20005A_079E,B20005A_079M,B20005A_080E,B20005A_080M,B20005A_081E,B20005A_081M,B20005A_082E,B20005A_082M,B20005A_083E,B20005A_083M,B20005A_084E,B20005A_084M,B20005A_085E,B20005A_085M,B20005A_086E,B20005A_086M,B20005A_087E,B20005A_087M,B20005A_088E,B20005A_088M,B20005A_089E,B20005A_089M,B20005A_090E,B20005A_090M,B20005A_091E,B20005A_091M,B20005A_092E,B20005A_092M,B20005A_093E,B20005A_093M,B20005A_094E,B20005A_094M,B20005A_095E,B20005A_095M,NAME,B20005A_001EA,B20005A_001MA,B20005A_002EA,B20005A_002MA,B20005A_003EA,B20005A_003MA,B20005A_004EA,B20005A_004MA,B20005A_005MA,B20005A_005EA,B20005A_006EA,B20005A_006MA,B20005A_007EA,B20005A_007MA,B20005A_008EA,B20005A_008MA,B20005A_009EA,B20005A_009MA,B20005A_010EA,B20005A_010MA,B20005A_011EA,B20005A_011MA,B20005A_012EA,B20005A_012MA,B20005A_013EA,B20005A_013MA,B20005A_014EA,B20005A_014MA,B20005A_015EA,B20005A_015MA,B20005A_016EA,B20005A_016MA,B20005A_017EA,B20005A_017MA,B20005A_018MA,B20005A_018EA,B20005A_019MA,B20005A_019EA,B20005A_020EA,B20005A_020MA,B20005A_021EA,B20005A_021MA,B20005A_022EA,B20005A_022MA,B20005A_023EA,B20005A_023MA,B20005A_024EA,B20005A_024MA,B20005A_025EA,B20005A_025MA,B20005A_026EA,B20005A_026MA,B20005A_027MA,B20005A_027EA,B20005A_028EA,B20005A_028MA,B20005A_029MA,B20005A_029EA,B20005A_030EA,B20005A_030MA,B20005A_031EA,B20005A_031MA,B20005A_032EA,B20005A_032MA,B20005A_033EA,B20005A_033MA,B20005A_034EA,B20005A_034MA,B20005A_035EA,B20005A_035MA,B20005A_036EA,B20005A_036MA,B20005A_037EA,B20005A_037MA,B20005A_038EA,B20005A_038MA,B20005A_039EA,B20005A_039MA,B20005A_040MA,B20005A_040EA,B20005A_041MA,B20005A_041EA,B20005A_042EA,B20005A_042MA,B20005A_043EA,B20005A_043MA,B20005A_044EA,B20005A_044MA,B20005A_045EA,B20005A_045MA,B20005A_046EA,B20005A_046MA,B20005A_047EA,B20005A_047MA,B20005A_048EA,B20005A_048MA,B20005A_049EA,B20005A_049MA,B20005A_050EA,B20005A_050MA,B20005A_051MA,B20005A_051EA,B20005A_052EA,B20005A_052MA,B20005A_053EA,B20005A_053MA,B20005A_054EA,B20005A_054MA,B20005A_055EA,B20005A_055MA,B20005A_056EA,B20005A_056MA,B20005A_057EA,B20005A_057MA,B20005A_058EA,B20005A_058MA,B20005A_059EA,B20005A_059MA,B20005A_060EA,B20005A_060MA,B20005A_061EA,B20005A_061MA,B20005A_062MA,B20005A_062EA,B20005A_063MA,B20005A_063EA,B20005A_064MA,B20005A_064EA,B20005A_065EA,B20005A_065MA,B20005A_066EA,B20005A_066MA,B20005A_067EA,B20005A_067MA,B20005A_068EA,B20005A_068MA,B20005A_069EA,B20005A_069MA,B20005A_070EA,B20005A_070MA,B20005A_071EA,B20005A_071MA,B20005A_072EA,B20005A_072MA,B20005A_073MA,B20005A_073EA,B20005A_074MA,B20005A_074EA,B20005A_075EA,B20005A_075MA,B20005A_076EA,B20005A_076MA,B20005A_077EA,B20005A_077MA,B20005A_078EA,B20005A_078MA,B20005A_079EA,B20005A_079MA,B20005A_080EA,B20005A_080MA,B20005A_081EA,B20005A_081MA,B20005A_082MA,B20005A_082EA,B20005A_083EA,B20005A_083MA,B20005A_084MA,B20005A_084EA,B20005A_085MA,B20005A_085EA,B20005A_086MA,B20005A_086EA,B20005A_087EA,B20005A_087MA,B20005A_088EA,B20005A_088MA,B20005A_089EA,B20005A_089MA,B20005A_090EA,B20005A_090MA,B20005A_091EA,B20005A_091MA,B20005A_092EA,B20005A_092MA,B20005A_093EA,B20005A_093MA,B20005A_094EA,B20005A_094MA,B20005A_095MA,B20005A_095EA,state
0400000US08,3893299,12332,1953931,7269,1077772,12343,155,160,1077617,12356,2652,933,1410,509,5434,1324,3955,1228,9118,1764,9593,2012,15213,1960,9400,1768,31764,3419,24049,3560,48488,4061,73055,4721,63231,4755,73924,5274,58314,3790,69221,5866,101429,6688,83457,4378,145811,5264,248099,6569,876159,11801,446790,9350,429369,10652,57781,4011,42230,3389,40320,3020,22520,2740,35992,3008,14587,2037,23986,2717,12844,1839,24407,3024,11408,1596,24790,2399,20408,2590,14075,2068,13664,2107,7048,1246,8118,1434,10495,1630,9063,1548,12019,1518,23614,2484,1939368,7482,759719,11228,106,113,759613,11239,954,479,2009,773,4032,931,3460,909,11523,2076,5532,1216,16659,2475,12378,1641,31938,3251,23419,2712,50275,3884,71853,5350,57827,4010,53585,3746,53725,4110,58956,3985,73230,3537,55253,3728,80040,4753,92965,3976,1179649,11072,640860,11410,538789,10972,76897,4270,55198,3785,51937,3436,31833,3115,51920,3414,21905,2700,33223,3087,16954,2084,36058,3152,14300,1790,26510,2417,25204,2514,17866,2295,16518,2069,10087,1586,11369,1674,12086,1653,8813,1333,10243,1340,9868,1311,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4473599,8483,2185138,5788,1162069,11914,0,198,1162069,11914,2677,912,1364,591,5991,1408,4023,1300,14522,2101,7194,1478,19379,2214,11574,2280,38754,2718,20597,2383,64600,4038,93733,5344,76695,4823,99455,6204,72993,5018,91370,5188,121418,5344,101271,4944,147594,6217,166865,6442,1023069,11381,592401,8786,430668,8582,75617,3834,47374,2872,43936,3287,25612,2536,41329,2809,16448,2011,24167,2605,12685,1668,21389,2223,9967,1816,18635,2651,16922,2150,11023,1759,11772,1661,7007,1267,10671,1530,8572,1343,5616,1036,9881,1513,12045,1552,2288461,4646,825015,8956,0,198,825015,8956,747,453,2488,985,7378,1607,6483,1436,17820,2358,12702,1749,23466,2649,22404,2275,45379,3715,27705,2700,79168,4355,98124,5272,80000,3980,73024,3884,54647,3717,54403,3761,67975,4455,49295,3348,53903,3952,47904,3275,1463446,9522,864265,8969,599181,8211,96529,3853,71342,3979,67552,3580,41199,3054,74617,3774,30660,2494,40639,3659,17932,2135,32057,2813,11050,1638,24562,2221,19092,2076,15835,2163,13464,1713,7579,1306,8117,1257,10134,1616,4758,936,5651,1220,6412,1533,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3143387,4276,1527373,3207,719717,7470,29,51,719688,7467,2151,799,1016,462,3358,781,2527,718,13509,2034,6942,1593,16673,2458,12430,2090,29457,3072,19270,1983,47351,3339,58141,4304,51245,3478,57955,3719,41651,3111,54066,3586,72403,4034,54844,3029,77777,4229,96922,4494,807656,8093,509933,7547,297723,6530,47272,2891,32839,2558,32917,3112,21715,2488,29479,2593,12483,1840,17106,2067,8418,1421,15391,2384,6685,1245,12851,1882,11699,2113,8450,1305,7565,1154,3670,893,6709,1449,6328,1368,3048,798,6265,1270,6833,1081,1616014,3197,545061,8657,0,197,545061,8657,693,283,1114,547,5557,1028,4407,993,12654,1577,8950,1836,20082,2107,13813,1859,30891,3285,23119,2765,55681,3851,60969,3861,47542,3416,43536,3333,35307,3095,38551,3161,43569,3275,29953,2464,34490,3119,34183,2631,1070953,8997,694015,8423,376938,8024,60986,3894,46299,3205,43213,3236,28878,2695,43164,2840,21729,2659,27080,2462,11144,1614,16940,2418,8044,1215,14486,2126,12446,1915,6943,1236,7242,1323,4442,1010,5671,1077,7652,1401,3099,950,4097,857,3383,817,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2344078,4582,1148082,3382,583065,10217,95,154,582970,10215,1448,791,394,240,2822,914,2521,676,13032,2583,4034,1146,11551,2614,10417,1865,19461,2577,12602,2522,29819,3515,32910,3590,30139,2951,38623,3349,27081,2699,41076,3549,57534,4190,42089,3246,79710,5287,125707,5726,565017,10521,361225,8985,203792,7780,26894,2455,19350,2917,18938,2578,11943,2444,17714,2557,8092,1410,12944,2500,6527,1272,9606,1776,4040,1178,8424,1364,8185,1781,6738,1312,7302,1342,3812,1176,5341,1411,5979,1333,3518,783,7883,1477,10562,1713,1195996,3709,408384,7984,169,221,408215,8038,473,405,827,396,2180,832,3132,1143,9146,1659,7773,1813,13765,2290,12466,2108,25296,2810,16514,2273,33280,3682,35663,3684,27448,2704,37171,3087,29590,2636,32318,3277,36329,3200,26974,2489,31737,2770,26133,2908,787612,8020,530589,8008,257023,7365,41058,3311,31735,2815,30288,3094,18117,2670,27262,2742,10425,1955,15315,2204,8235,1412,11843,1813,7110,1389,11133,1686,8818,1435,7189,1624,6796,1218,4645,1069,5053,1189,4242,1280,3037,895,2097,711,2625,907,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7459351,18945,3661541,10541,1945107,13026,87,88,1945020,13039,3054,817,2445,766,8963,1397,4742,1036,20440,2249,12107,2103,24825,2382,19023,2144,59282,4230,33047,2837,85777,5256,127448,5069,107991,4723,127194,5570,96309,4560,128903,5373,182992,6747,159550,6380,273691,7432,467237,9025,1716434,11802,972101,10477,744333,10488,117047,5561,75582,4239,71965,3671,45412,3087,64882,4027,26708,2546,40061,3304,19883,2346,35511,2834,14158,2175,34669,2978,29958,3015,19116,2012,22597,2363,14631,1962,18931,1939,22180,2223,15142,1765,24208,2097,31692,2777,3797810,11581,1396609,13648,185,201,1396424,13621,1409,484,2635,746,8455,1432,7103,1265,22952,2261,13398,1725,30982,2637,28917,3251,65241,3816,36544,2986,98446,4939,115972,4538,100986,4989,103854,4402,79175,3978,100863,4044,135921,5491,108285,4625,156289,4954,178997,6627,2401201,14141,1406605,12184,994596,12439,148646,5398,106630,4765,105222,4773,66711,4159,103210,4765,44548,3506,61989,3547,33254,2934,56224,3771,24570,2640,49446,3681,39467,2849,24614,1954,21383,2216,16401,1751,19375,2069,22503,2369,15720,2067,19614,2163,15069,1877,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2292611,4119,1124321,2952,608463,7111,20,24,608443,7108,3030,771,630,291,3313,807,2868,945,6868,1196,2510,770,7125,1222,6702,1670,16444,1914,10609,1641,33562,2363,44959,3101,42781,3273,49622,3248,39651,2943,56444,3922,73577,3728,53563,3219,68510,3686,85675,3807,515858,7522,277566,5710,238292,6888,42310,3353,30049,2649,26711,2146,18331,2138,20365,2519,7070,1183,12603,1536,5687,966,11770,1639,3673,795,11828,1657,7533,1231,5270,921,6369,1186,3915,856,5141,980,5944,1085,3397,751,3449,760,6877,1257,1168290,2918,453375,6990,30,38,453345,6990,825,343,1111,587,3067,788,3187,1080,9342,1285,6235,1555,12712,1825,8536,1134,24987,2782,14752,1937,40143,3333,49429,2832,41732,3187,41062,3059,28990,2292,36347,2657,43276,2832,29313,2128,31556,2456,26743,2440,714915,7367,390773,4914,324142,6554,50199,3024,39980,3025,40677,3241,21208,2033,30569,2154,16840,2055,23020,2596,12173,1447,17138,1729,7361,1269,13189,1713,11534,1583,6860,1205,7069,1026,5497,1349,4119,941,6329,1089,4329,1247,2612,554,3439,974,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1053646,2670,516578,1931,273954,5689,18,31,273936,5690,659,585,432,418,704,347,327,223,2071,962,1037,632,3299,1113,1701,568,7915,1557,3156,930,13004,1862,17090,2239,15264,2085,17812,2107,13747,2084,20982,2445,25012,2393,26098,2874,37382,3224,66244,3870,242624,6199,127504,4024,115120,4760,16126,2089,12514,1744,10961,1892,7823,1557,8701,1482,3260,873,8864,1699,3332,796,6426,1177,2347,764,5617,1149,3873,1044,3766,1171,4071,1164,1888,697,2378,784,3169,826,2119,644,3702,1100,4183,947,537068,1630,202280,4798,0,192,202280,4798,295,256,370,261,850,557,692,369,1978,593,1207,626,3503,876,2858,1120,8146,1328,5490,1005,16287,2074,18517,2142,16703,2002,22119,2420,14303,1929,14092,1618,19673,2118,14693,1813,21216,2201,19288,1965,334788,4976,178769,4458,156019,5137,23419,1978,17193,2001,15195,2147,9586,1410,14514,2197,6299,1464,9189,1582,6230,1345,10408,1358,3932,1045,8095,1378,6864,1139,4743,929,4215,935,2293,767,2616,725,2665,694,3722,845,2837,650,2004,548,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1870045,5151,911501,3479,444479,8535,165,257,444314,8522,1974,767,640,349,3142,1204,3291,1238,7467,1560,3182,1105,9630,1683,7625,1422,20216,3061,14494,2024,31664,3584,41518,4010,34511,2584,35050,3092,27916,2641,33915,2835,40671,2745,24689,2179,40910,3202,61809,4558,467022,7960,310723,6964,156299,6355,25012,2518,16726,2069,14902,1810,12709,2112,16456,2361,6754,1417,9730,1779,4403,1201,7901,1581,2603,932,6213,1374,5443,1154,4819,1057,4103,1043,2485,786,2447,748,2728,673,2238,787,2833,694,5794,1375,958544,3200,334357,8280,71,120,334286,8290,407,287,1252,607,2761,769,1857,601,8744,1720,4342,896,15245,2261,11836,1841,23441,2613,15225,2400,32697,3197,32506,2659,26792,2690,29366,2685,22498,2685,22991,2601,27795,2957,16329,1832,19405,1996,18797,2054,624187,8528,428077,6815,196110,7506,34176,2796,26554,2594,21677,2345,14879,2165,21932,2215,9555,1835,11851,1564,4827,887,8278,1373,3579,920,8371,1539,4858,1073,5161,1213,4492,1220,4282,1253,3136,844,3738,944,2236,705,1015,488,1513,508,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,554570,3537,268177,2387,130044,3874,0,200,130044,3874,650,457,539,339,455,375,1499,659,1259,564,222,245,1054,469,1684,724,4304,1245,1478,510,8578,1753,8303,1670,6923,1545,10261,1757,8333,1466,8486,1463,12687,1787,11030,1980,16469,1870,25830,2185,138133,3650,85107,3126,53026,3444,7902,1211,6764,1155,6294,1221,4584,1360,5458,1045,1783,731,3373,785,643,365,2654,839,726,375,1837,638,1814,618,1474,658,1843,702,709,371,781,373,1579,680,800,415,467,282,1541,540,286393,1856,102012,3442,0,200,102012,3442,20,37,260,296,581,423,867,658,1125,544,743,457,3369,1142,2755,975,3880,1044,3215,1061,8316,1527,9591,1644,8674,1546,5045,1067,7374,1365,7396,1454,9997,1812,8023,1499,10157,1472,10624,1547,184381,3550,114891,3472,69490,3582,12848,1697,9520,1345,6060,1099,4134,974,6649,1282,3219,1031,4118,1168,1476,573,3126,794,1705,590,2486,714,2690,683,1946,646,2116,944,988,567,1954,926,2365,790,588,324,919,339,583,272,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3780713,5700,1866327,3954,1009841,7715,104,79,1009737,7715,2247,540,1530,389,4987,845,2665,657,9661,1315,3703,940,11939,1732,8118,1312,21315,1915,13729,1678,43560,2809,60884,3744,59590,3028,75052,3869,58730,2698,74698,3743,106038,3446,94731,4089,145119,5667,211441,5163,856486,7325,437398,6378,419088,7193,58720,3325,42398,2778,43935,2818,25715,1969,35070,2574,16018,1804,23964,1913,12853,1501,21085,1923,7254,1030,19430,2339,17613,1991,12587,1541,13299,1774,7857,1053,9235,1087,13552,1477,9224,1383,12868,1602,16411,1708,1914386,3241,759114,8435,0,147,759114,8435,1126,359,1396,435,5086,1126,3128,583,10911,1568,4679,890,10040,1141,8461,1136,25025,2148,18313,1677,48075,2964,68922,4094,62439,3582,67219,3603,51957,3358,57483,3350,79088,3515,61563,3501,85018,3771,89185,4005,1155272,8458,595215,6755,560057,7308,73401,2773,58921,2796,57249,3142,33738,2210,53086,3143,23714,2025,36362,2141,20047,1868,31690,2072,14091,1502,26980,2132,25855,2281,16713,1868,15512,1464,10628,1475,12215,1436,15488,1694,12364,1540,13839,1605,8164,1330,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
