GEO_ID,B16005I_001E,B16005I_001M,B16005I_002E,B16005I_002M,B16005I_003E,B16005I_003M,B16005I_004E,B16005I_004M,B16005I_005E,B16005I_005M,B16005I_006E,B16005I_006M,B16005I_007E,B16005I_007M,B16005I_008E,B16005I_008M,B16005I_009E,B16005I_009M,B16005I_010E,B16005I_010M,B16005I_011E,B16005I_011M,NAME,B16005I_001MA,B16005I_001EA,B16005I_002EA,B16005I_002MA,B16005I_003EA,B16005I_003MA,B16005I_004MA,B16005I_004EA,B16005I_005MA,B16005I_005EA,B16005I_006MA,B16005I_006EA,B16005I_007MA,B16005I_007EA,B16005I_008MA,B16005I_008EA,B16005I_009MA,B16005I_009EA,B16005I_010EA,B16005I_010MA,B16005I_011EA,B16005I_011MA,state
0400000US32,806245,674,493824,9422,203347,10029,290477,8901,258600,9257,31877,3605,312421,9401,17355,2534,295066,9261,101231,5316,193835,8007,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,24061,1824,18104,1978,13146,2049,4958,1158,4074,1019,884,496,5957,1663,729,429,5228,1643,3414,1313,1814,765,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,381613,1289,254875,5725,129124,6547,125751,5136,107492,5042,18259,1986,126738,5382,6214,986,120524,5456,43690,3842,76834,4193,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,363265,1093,256148,5937,129250,6817,126898,6015,101769,5422,25129,3268,107117,5561,9846,1886,97271,5422,36398,3418,60873,4140,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3029857,4683,2951200,6870,152911,9556,2798289,12466,528863,15381,2269426,18274,78657,4828,5092,1293,73565,4592,7823,1966,65742,3959,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,733468,3738,384414,8197,176563,8410,207851,7439,175533,7696,32318,4228,349054,8292,19290,2817,329764,8672,126640,6884,203124,9215,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,24409,1730,21153,1725,13509,1828,7644,1566,6580,1462,1064,444,3256,974,716,483,2540,916,1727,790,813,431,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,266525,4178,155723,5191,69335,5876,86388,6039,70863,5675,15525,3339,110802,4992,11011,3510,99791,5318,37918,3783,61873,5101,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,505112,1463,323634,6942,154364,9305,169270,6942,150164,7009,19106,2839,181478,6794,9849,1734,171629,7136,58844,5527,112785,6707,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,52516,975,43941,1931,31498,2826,12443,2030,10908,1948,1535,709,8575,1863,888,659,7687,1784,3790,1237,3897,1647,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,14282879,1127,9092705,31409,3613183,42882,5479522,37846,4794952,37503,684570,16880,5190174,31467,236501,9149,4953673,32904,1555608,18994,3398065,32674,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,78810,2625,50777,3624,28874,4132,21903,2980,15806,2372,6097,2025,28033,2855,1669,736,26364,2752,8371,1861,17993,2519,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,542533,661,387453,8088,150155,7943,237298,8652,172697,7726,64601,4542,155080,7995,9223,2187,145857,7310,44729,3756,101128,7459,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,10365038,2808,7187924,41448,2697073,43503,4490851,36993,3587406,38104,903445,25752,3177114,40841,130763,7566,3046351,39430,893787,20043,2152564,31065,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,563376,985,287123,7321,107330,6451,179793,6672,146318,6565,33475,4781,276253,7430,14725,2322,261528,7573,91442,5082,170086,6852,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5194869,2313,2626709,24202,827546,21364,1799163,25296,1464506,23559,334657,15174,2568160,24108,150976,9056,2417184,23886,918791,22474,1498393,22795,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,772551,1483,498803,7881,176670,9087,322133,9265,234486,8985,87647,6192,273748,7814,15440,2356,258308,8181,91145,5783,167163,7540,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,71319,-555555555,37338,3190,19471,2961,17867,2518,15781,2453,2086,1011,33981,3189,4199,1489,29782,3272,10616,2137,19166,2877,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,404028,830,252804,6290,130148,7974,122656,7201,110316,6785,12340,2582,151224,6392,8582,2125,142642,6515,63072,5052,79570,5471,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3448521,2755,2040843,25643,740198,21831,1300645,19568,1047725,18620,252920,10889,1407678,25524,81470,5744,1326208,25765,409814,13690,916394,21957,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1682744,1149,921028,15008,327787,11747,593241,12666,486412,13010,106829,7287,761716,14791,35394,3984,726322,14611,253214,9951,473108,12828,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,411815,3400,318568,5847,197573,7133,120995,6540,91162,5801,29833,3488,93247,5554,8772,1314,84475,5736,32365,3905,52110,4728,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,228693,2452,163471,5553,105126,6914,58345,4356,46102,4124,12243,2428,65222,4955,5878,1500,59344,4986,25760,3033,33584,3882,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,879624,1508,662660,10846,294117,10006,368543,9136,256207,9249,112336,7552,216964,10694,16509,2477,200455,10913,73539,6261,126916,8649,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,470263,1431,354122,5999,223863,9203,130259,7127,110792,6678,19467,2831,116141,5914,11434,2071,104707,5789,43052,2832,61655,4727,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,190571,1334,120303,4807,66565,5221,53738,3764,45541,3809,8197,1664,70268,4837,4453,1486,65815,4507,19299,2461,46516,3544,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,200283,1412,136666,4808,76158,6587,60508,5430,51845,5251,8663,2385,63617,4335,5028,1556,58589,4511,20745,3033,37844,3625,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,956436,929,807290,8428,450323,13071,356967,11776,299969,10883,56998,5586,149146,8474,6353,1450,142793,8284,52489,4817,90304,6706,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,132575,593,116650,2379,93270,3880,23380,3021,20512,2833,2868,1131,15925,2325,1378,636,14547,2386,7421,1420,7126,2264,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,30668,935,23177,1480,14751,1718,8426,1556,6987,1495,1439,576,7491,1407,1145,481,6346,1526,2376,929,3970,1081,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,871873,895,562526,9440,281508,12044,281018,11905,244683,11042,36335,4048,309347,9371,18091,2353,291256,9564,97313,5782,193943,8380,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,152610,784,97769,5134,31068,4471,66701,4425,48912,4492,17789,2885,54841,5006,4178,1634,50663,4942,16097,3098,34566,4297,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,2069026,729,1488944,14124,705330,18776,783614,14688,695038,14738,88576,6585,580082,13966,36066,4239,544016,14787,191667,8581,352349,11783,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,330649,2567,188180,5205,89282,6530,98898,5870,81957,5841,16941,2479,142469,5033,11741,2049,130728,5389,45834,3892,84894,5489,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,312840,1670,204617,5995,106478,6397,98139,4789,86065,4520,12074,2104,108223,5839,5849,1327,102374,5870,31494,3635,70880,5056,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
