GEO_ID,B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,NAME,B01001G_001MA,B01001G_001EA,B01001G_002MA,B01001G_002EA,B01001G_003EA,B01001G_003MA,B01001G_004EA,B01001G_004MA,B01001G_005MA,B01001G_005EA,B01001G_006MA,B01001G_006EA,B01001G_007MA,B01001G_007EA,B01001G_008MA,B01001G_008EA,B01001G_009MA,B01001G_009EA,B01001G_010MA,B01001G_010EA,B01001G_011MA,B01001G_011EA,B01001G_012MA,B01001G_012EA,B01001G_013EA,B01001G_013MA,B01001G_014EA,B01001G_014MA,B01001G_015MA,B01001G_015EA,B01001G_016MA,B01001G_016EA,B01001G_017MA,B01001G_017EA,B01001G_018EA,B01001G_018MA,B01001G_019MA,B01001G_019EA,B01001G_020MA,B01001G_020EA,B01001G_021MA,B01001G_021EA,B01001G_022MA,B01001G_022EA,B01001G_023MA,B01001G_023EA,B01001G_024MA,B01001G_024EA,B01001G_025EA,B01001G_025MA,B01001G_026EA,B01001G_026MA,B01001G_027EA,B01001G_027MA,B01001G_028MA,B01001G_028EA,B01001G_029MA,B01001G_029EA,B01001G_030MA,B01001G_030EA,B01001G_031MA,B01001G_031EA,state
0400000US08,227470,10949,114978,7326,16890,1995,13957,2229,13364,1725,9038,1743,4502,1260,9311,1632,8741,1683,9187,1795,12692,2061,7298,1457,6105,1207,3254,799,504,297,135,129,112492,6145,12877,1922,15184,2033,13465,1744,6795,1372,3775,1063,9397,1688,7619,1749,7821,1336,13138,1948,10853,1680,6350,1644,3388,827,1685,748,145,184,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,180641,10300,90432,6022,16119,2516,13748,2201,11439,1793,6530,1395,4851,1498,9127,1703,4781,1400,5435,1532,7000,1737,4651,1069,4738,1454,1682,672,222,167,109,102,90209,6569,12275,2047,11990,2212,12881,1924,7024,1467,4762,1115,7381,1597,7600,1519,3458,1194,8498,1646,5615,1203,4926,1168,2408,788,961,506,430,363,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,108018,7125,54289,5019,8330,1395,10295,2033,7689,1752,4248,1191,3033,1053,3964,1070,5313,1747,1609,614,2842,1043,2159,935,2331,781,1741,657,680,717,55,101,53729,4327,8984,1893,7200,1614,6771,1582,3848,1227,2204,912,4740,1220,2788,906,3197,936,4123,1181,3796,1336,3778,1125,1388,537,684,421,228,262,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,105045,7750,54002,4792,8327,2361,7602,1759,9832,2063,3596,1042,1658,1067,4390,1321,3277,1050,2318,684,4703,1157,2715,895,3205,1046,1551,764,612,319,216,216,51043,4499,7458,1960,7565,1645,7184,1593,2791,941,1564,702,4573,1545,2753,804,3084,951,4543,1013,3784,970,2376,779,2119,762,946,573,303,221,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,340977,12577,173665,7514,27940,2342,22515,2719,24888,2934,12940,1603,6324,1177,12749,1927,13829,2242,9739,1530,16964,2041,10967,1798,7918,1566,5111,967,1263,507,518,302,167312,7429,22207,2492,23497,3130,21034,2833,9748,1665,7164,1564,13354,1921,15768,2072,11514,1838,15590,2270,11219,1423,7797,1226,6069,1164,1643,553,708,439,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,69268,5586,34591,3479,6773,1464,5113,1130,5430,1282,2627,828,2132,878,3405,866,1917,760,1751,640,2323,874,1363,474,1084,508,387,299,241,193,45,65,34677,3411,7035,1845,4944,1061,4470,1138,2306,687,1515,502,3583,1010,2597,1038,1295,595,3055,917,1319,546,1242,552,844,424,284,251,188,200,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,29957,3259,14995,2229,1585,775,1429,621,1959,646,836,431,1146,529,778,450,1332,781,1098,637,1447,575,1272,634,1335,666,582,359,165,187,31,45,14962,2432,1133,572,1952,810,2638,863,1482,676,859,453,1247,591,447,314,787,428,1142,792,1135,495,1108,640,441,351,522,454,69,110,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,88201,5889,44706,4249,5665,1332,5461,1096,6614,1826,3997,1186,1867,809,3422,969,2092,819,2673,941,3520,814,4053,1279,3080,879,1883,642,284,216,95,137,43495,3090,5692,1536,6252,1434,5854,1215,3382,897,1141,725,3477,1167,2573,948,1876,657,3299,907,3716,962,3238,930,2059,670,560,310,376,208,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,25828,3640,12955,2276,1356,679,1738,833,1853,765,694,370,204,155,1489,681,1638,835,1037,583,984,453,924,590,685,447,257,215,96,104,0,200,12873,2115,1708,836,2124,796,1740,640,691,415,918,528,1738,893,498,299,519,358,932,378,983,619,475,315,478,342,69,102,0,200,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,174832,8688,88523,5638,13628,1618,12694,1549,13812,2082,6642,1168,4246,1020,7163,1408,6461,1348,5428,1276,7652,1367,5390,1183,3212,880,1688,592,360,207,147,141,86309,5180,13212,1767,13896,1849,10549,1610,6652,1227,3142,901,8229,1578,5438,1116,6151,1181,7597,1398,4705,1074,3575,1017,2162,583,692,301,309,252,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
