GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001MA,B10057_001EA,B10057_002MA,B10057_002EA,B10057_003MA,B10057_003EA,B10057_004MA,B10057_004EA,B10057_005MA,B10057_005EA,B10057_006MA,B10057_006EA,B10057_007MA,B10057_007EA,B10057_008MA,B10057_008EA,B10057_009MA,B10057_009EA,B10057_010EA,B10057_010MA,B10057_011MA,B10057_011EA,state
0400000US08,98651,6801,61914,6420,20078,3251,11317,2495,8761,1747,41836,5108,36737,3713,11974,2038,7189,1647,4785,1015,24763,2954,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,126941,5932,78171,5220,40537,4095,25577,3035,14960,2320,37634,4238,48770,3933,19832,2515,10782,2045,9050,1391,28938,2973,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,106559,5979,73182,5199,43674,4241,24404,2761,19270,3035,29508,3492,33377,3185,14185,1834,7528,1388,6657,1246,19192,2400,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,106403,8195,63532,6068,34141,3779,18813,2813,15328,2603,29391,3954,42871,4479,16530,2385,8088,1577,8442,1736,26341,3496,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,245054,11087,153400,9641,51057,5080,30503,4123,20554,2833,102343,7228,91654,5103,26055,2386,13801,1602,12254,1762,65599,4526,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,38781,3299,24819,3241,9829,1723,5951,1420,3878,1089,14990,2568,13962,1558,3841,847,2276,740,1565,527,10121,1373,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,21308,2626,12865,2144,4738,1469,2958,1089,1780,691,8127,1690,8443,1526,2085,773,1084,745,1001,434,6358,1328,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,68089,5521,44303,5180,25163,3365,15255,2474,9908,1899,19140,2987,23786,2852,9081,1553,4123,1121,4958,1289,14705,2640,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,20234,2794,12988,2530,6448,1792,3095,1184,3353,1190,6540,1718,7246,1333,2470,869,1257,602,1213,618,4776,1327,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,68023,4546,42924,3860,17800,2497,9435,1765,8365,1555,25124,2939,25099,2448,6386,1040,3697,833,2689,666,18713,2051,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,17323,2005,11417,1972,7494,1621,3112,964,4382,1168,3923,1060,5906,1177,2093,700,1030,603,1063,417,3813,1027,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,19233,2422,12668,2177,3601,1025,1669,613,1932,762,9067,1825,6565,1416,2067,968,1110,546,957,576,4498,925,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,223877,9592,137474,7466,63316,5211,36566,4083,26750,2839,74158,5668,86403,5077,28353,2772,16649,2283,11704,1672,58050,3997,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
