GEO_ID,B05014_001E,B05014_001M,B05014_002E,B05014_002M,B05014_003E,B05014_003M,B05014_004E,B05014_004M,B05014_005E,B05014_005M,B05014_006E,B05014_006M,B05014_007E,B05014_007M,B05014_008E,B05014_008M,B05014_009E,B05014_009M,B05014_010E,B05014_010M,B05014_011E,B05014_011M,B05014_012E,B05014_012M,B05014_013E,B05014_013M,B05014_014E,B05014_014M,B05014_015E,B05014_015M,B05014_016E,B05014_016M,B05014_017E,B05014_017M,B05014_018E,B05014_018M,B05014_019E,B05014_019M,NAME,B05014_001EA,B05014_001MA,B05014_002EA,B05014_002MA,B05014_003EA,B05014_003MA,B05014_004EA,B05014_004MA,B05014_005EA,B05014_005MA,B05014_006EA,B05014_006MA,B05014_007EA,B05014_007MA,B05014_008MA,B05014_008EA,B05014_009EA,B05014_009MA,B05014_010EA,B05014_010MA,B05014_011EA,B05014_011MA,B05014_012EA,B05014_012MA,B05014_013EA,B05014_013MA,B05014_014EA,B05014_014MA,B05014_015EA,B05014_015MA,B05014_016EA,B05014_016MA,B05014_017EA,B05014_017MA,B05014_018EA,B05014_018MA,B05014_019EA,B05014_019MA,state
0400000US13,1064073,23643,526681,12671,12117,2331,33166,4268,76828,5329,120658,5550,124208,5386,83619,4723,44824,3450,31261,2753,537392,14210,14496,2684,29713,3364,69796,4595,110760,5826,128928,6270,86740,4261,52455,3674,44504,3411,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,60784,4531,27959,2524,473,315,1985,803,3740,1036,4594,1124,4061,810,7040,1434,4366,1042,1700,483,32825,2744,688,650,1805,667,2590,856,7379,1548,6521,1384,5999,1095,4701,883,3142,610,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,162567,6299,75842,4050,1928,786,5051,1307,12037,1949,20767,2841,14936,2060,9797,1811,6205,1213,5121,1127,86725,4718,2434,1084,6758,1815,14782,2223,16892,2155,16621,2028,11183,1564,8469,1547,9586,1489,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,30813,2783,13933,1627,359,240,2048,879,1507,683,2252,755,1730,603,2043,740,1966,643,2028,447,16880,1992,238,225,1554,891,2785,924,1717,531,2601,600,1914,642,2806,945,3265,724,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,587686,12421,279316,6719,3097,1049,12534,1863,27045,2564,57069,3743,66328,3530,53689,2586,32254,2397,27300,2179,308370,7792,2843,1012,9936,1846,29722,2691,56744,3698,71350,3976,57115,2923,43113,3203,37547,2120,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,27605,3482,13512,2285,368,378,1186,682,2037,746,3030,780,1836,868,2107,767,1588,597,1360,632,14093,1840,161,228,1203,626,1955,820,1986,829,1666,624,2859,829,2239,696,2024,640,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,236882,8949,120087,5303,3090,1066,6575,1061,20770,2372,28832,1925,25827,2243,18612,1879,9875,1416,6506,1077,116795,4703,3616,1011,8124,1662,17810,1850,26424,2022,23212,2132,16828,1316,11291,1253,9490,1393,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,297928,9093,154532,5795,4109,995,12023,2044,24448,2594,38396,2819,29075,2587,21378,2189,13577,1395,11526,1889,143396,4727,3367,934,11302,1995,20918,2377,30337,2150,26768,2442,21427,1984,13292,1428,15985,1646,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,85348,5137,37761,3092,767,450,975,482,4304,1517,3377,972,7076,1531,7103,1193,6899,1252,7260,1271,47587,3470,783,480,1698,715,3421,999,6006,1274,9230,1476,9967,1309,8497,1391,7985,1382,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1065076,19005,511812,11985,16278,2135,36187,3662,66998,5279,112919,5173,115865,4821,76645,4020,51635,3259,35285,2732,553264,10464,13456,2634,32133,3458,69774,4499,118694,4992,115142,4953,90653,3583,59102,3498,54310,3099,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,35824,3845,17968,2468,721,457,2236,1314,3800,1318,4655,1031,2694,993,2849,1051,513,247,500,270,17856,2292,425,330,1184,820,4098,1055,4879,1420,3471,862,2157,1037,919,408,723,366,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,256765,8349,129650,5674,4770,1437,8111,1746,21594,2646,29039,2747,27932,3199,16428,2136,13019,1587,8757,1464,127115,5195,4555,2057,7148,1754,15962,1962,26177,2829,25490,2402,18005,2037,13695,1452,16083,2044,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,432410,11909,212799,7007,4678,1396,11374,1959,31926,3743,45002,3214,49686,3736,33801,2712,19542,2407,16790,1714,219611,7345,4582,1413,10790,2260,29693,3475,45950,3349,48088,3003,34388,2846,22260,2259,23860,2150,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,17528,2525,7898,1634,83,136,145,179,2218,1019,1699,590,1671,932,1011,497,351,275,720,365,9630,1599,34,72,210,180,1941,744,2414,1017,1691,854,1548,813,1129,599,663,317,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,10625980,51558,5119339,30186,81848,5339,205908,8437,539718,13302,968345,13244,1091123,12965,993877,11611,692058,12388,546462,8509,5506641,29561,73878,5141,185241,7605,522677,11721,946491,13366,1172293,11443,1047304,12446,801296,11631,757461,10049,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,70860,4658,37440,3422,2142,1033,3207,1179,7463,1633,9134,1649,6781,1405,3767,1165,3459,857,1487,542,33420,2516,851,515,1575,643,5163,1156,7356,1577,6975,1608,3553,993,3860,975,4087,897,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,520262,14343,248328,8496,5360,1216,11316,2006,32886,3453,51938,3971,54084,3461,40977,3044,29545,2201,22222,1934,271934,7855,6663,1681,11187,1838,31311,2724,51987,3658,55219,3850,47067,3220,31795,2531,36705,2541,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,4928025,47230,2444840,29692,58044,4788,142941,8664,333975,10774,535530,14749,540288,10116,415732,10385,258951,8461,159379,5804,2483185,25659,55354,5303,141717,8725,309880,10423,514187,11686,548229,11043,419686,10534,277545,6882,216587,6491,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,915191,16828,436293,9367,10915,1923,24217,2846,55492,3731,95630,4688,95554,4781,75463,3615,48639,3613,30383,1878,478898,10317,10280,2150,25047,2782,60197,3863,97261,4546,99395,4852,81330,3504,57522,3557,47866,3150,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4475431,45732,2106717,24624,48015,5129,113536,6796,240756,11119,367601,11073,409500,10722,373836,8737,279203,9257,274270,7587,2368714,28171,45881,4511,104756,6112,227428,9330,374654,9536,438539,10216,421564,9506,347655,9473,408237,8597,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1198148,20609,568380,11666,16419,2628,37474,3711,82545,4839,118160,4974,107717,5681,92859,3550,62756,3781,50450,3153,629768,12668,14455,2137,37377,3032,85441,5320,122909,5639,116492,5497,102775,4664,72253,4753,78066,3873,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,97846,6609,43807,3657,1165,734,3049,1274,6492,1279,11478,2052,8972,1330,6397,1362,3316,1073,2938,709,54039,4115,678,518,4661,1578,7490,1513,14673,2111,8362,1388,6408,1409,6111,1247,5656,1245,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,271222,9031,135034,5604,3373,1440,10243,2104,22539,2497,32203,3172,29371,2380,18647,1913,11939,1659,6719,1224,136188,5597,3467,1325,10529,2149,21128,2335,29173,2886,30839,2589,19232,1808,12038,1497,9782,1211,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4447165,38315,2086765,22289,36332,3181,101329,5379,254444,7999,397732,10247,389008,9404,381726,8447,286706,7964,239488,6275,2360400,24417,31623,3638,97106,5076,273093,8820,413861,9657,429921,9396,424117,8253,340884,7589,349795,7825,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2033292,25652,983174,15199,22650,2785,44762,4244,113081,6510,198146,7417,205587,6592,178389,5726,123746,4593,96813,4811,1050118,13997,19722,2418,49789,4413,110671,5983,208669,6142,209074,5878,191519,5631,133405,4748,127269,4766,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,555583,13569,273020,7410,6949,1873,19286,2461,47586,3869,62712,4056,47113,3631,37948,3055,26634,2674,24792,1885,282563,8685,7556,1506,21003,3251,41062,3529,60761,3670,47366,3848,37032,3199,27928,2399,39855,3126,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,258390,10297,124879,6179,4909,1570,11202,1948,21558,2900,28230,2530,24741,2627,17215,2252,9504,1267,7520,1122,133511,5714,4418,1222,10407,1893,22358,2894,27693,2822,24940,2504,17695,2331,12643,1598,13357,1585,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,922585,19391,440716,11183,12764,2310,29607,3134,68498,5004,93175,5093,83653,4817,64331,3485,48595,3298,40093,3029,481869,11481,15209,2838,32001,3557,69585,3939,93477,5703,90265,4545,71984,4068,51913,3131,57435,4085,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,695217,15068,347077,8853,10951,2191,24066,2950,56863,4256,68185,3920,63351,3324,51328,2944,38781,2391,33552,2021,348140,8816,8618,1689,21946,2988,49375,3646,65577,3733,66928,3185,48806,3132,39040,2773,47850,2753,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,138953,6036,72384,3877,3242,844,6486,1345,12336,1666,18452,2055,15511,1717,9008,1540,4690,930,2659,819,66569,3486,2071,925,4824,1124,11130,1477,17568,1710,14742,1764,8045,1021,4159,853,4030,906,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,105228,6323,52472,3921,1056,686,2684,1122,8669,1930,10345,1885,12607,2373,10116,1795,4283,1075,2712,753,52756,4080,731,565,2734,992,7844,1758,9150,2130,13321,2450,8380,1633,5197,1217,5399,1156,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,198522,9992,99877,6230,1373,806,5742,1425,13396,2486,18955,2633,20356,2494,18589,2500,11426,1622,10040,1536,98645,5960,2541,1247,5188,1537,10874,2084,17732,2354,21983,2398,18847,2113,11398,1633,10082,1447,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,266147,9589,113917,5284,3364,1060,6422,1630,13388,2286,16208,2078,21962,2163,19781,2045,17399,1771,15393,1505,152230,6011,2497,747,5714,1185,14921,2035,21372,2202,28085,2279,25969,2338,26922,2295,26750,1955,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,35175,3580,17987,2331,1004,602,2312,957,5386,1451,3519,1017,2946,972,2151,888,555,467,114,121,17188,2476,607,360,1584,661,4994,1874,2910,829,3476,1124,1455,745,1003,768,1159,577,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1104850,20138,531389,10896,13425,2187,29312,3667,86331,4482,125716,5675,109055,3911,78875,3884,51129,3128,37546,2582,573461,12287,14565,2483,29576,3537,82398,5226,120687,5528,116194,4677,84578,3700,61562,3571,63901,3058,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,139063,8237,67525,5224,2501,1246,2762,891,9301,2401,12976,2021,12334,2134,12064,1826,9564,1503,6023,1110,71538,4899,1075,765,4013,1305,8338,1772,13548,1867,13114,1751,12856,1896,8544,1595,10050,1376,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,960275,17694,460505,11295,10154,1789,21476,2732,63310,4506,86887,4550,101059,5780,77920,3591,54709,3155,44990,3240,499770,10881,8542,1940,20747,2704,54352,3902,92258,4775,109805,5425,89082,4215,63274,4353,61710,3299,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,348562,10711,175479,7016,7896,2227,14508,1900,27519,3209,44876,3592,36314,3233,23370,2652,12352,1823,8644,1427,173083,5937,5387,1066,13323,2263,28323,2945,42618,3340,34382,2562,21694,2393,14289,2025,13067,1703,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,209362,8342,105821,5184,2349,894,8085,1630,19748,2434,22695,2318,23741,2140,15648,1489,9014,1427,4541,931,103541,4196,1989,859,7815,1612,15606,1994,23794,2290,22250,2322,16268,1551,8825,1323,6994,1190,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
