GEO_ID,C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,NAME,C25121_001EA,C25121_001MA,C25121_002EA,C25121_002MA,C25121_003EA,C25121_003MA,C25121_004EA,C25121_004MA,C25121_005EA,C25121_005MA,C25121_006EA,C25121_006MA,C25121_007EA,C25121_007MA,C25121_008EA,C25121_008MA,C25121_009EA,C25121_009MA,C25121_010EA,C25121_010MA,C25121_011MA,C25121_011EA,C25121_012EA,C25121_012MA,C25121_013EA,C25121_013MA,C25121_014EA,C25121_014MA,C25121_015EA,C25121_015MA,C25121_016EA,C25121_016MA,C25121_017EA,C25121_017MA,C25121_018EA,C25121_018MA,C25121_019EA,C25121_019MA,C25121_020EA,C25121_020MA,C25121_021EA,C25121_021MA,C25121_022MA,C25121_022EA,C25121_023EA,C25121_023MA,C25121_024EA,C25121_024MA,C25121_025EA,C25121_025MA,C25121_026EA,C25121_026MA,C25121_027EA,C25121_027MA,C25121_028EA,C25121_028MA,C25121_029EA,C25121_029MA,C25121_030EA,C25121_030MA,C25121_031EA,C25121_031MA,state
0400000US08,1417981,9500,38895,2846,4599,1195,1608,546,7277,1182,25411,2261,59616,4057,8776,1522,3829,927,13287,1733,33724,2787,117476,4739,12870,2029,6788,1351,23151,2691,74667,3187,133974,6108,9599,1435,6076,1217,23275,2472,95024,5177,230586,6276,11584,1584,5917,1278,31133,2580,181952,5351,837434,9806,11176,1741,7144,1264,41412,3490,777702,9211,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,57329,2999,17103,1804,12656,1581,17813,1776,9757,1502,104621,4689,29530,2495,30330,2672,31496,2496,13265,1679,214236,5908,44206,2844,60840,3912,78389,4180,30801,2537,232852,6871,36628,2983,60341,3246,96994,4347,38889,2991,366656,9257,38336,2924,78537,3683,173930,6605,75853,3674,816055,13360,28488,2370,85581,4651,324806,9228,377180,7962,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,57545,3930,23623,2139,12122,2106,13850,1718,7950,1567,95354,4712,34136,2663,22696,1822,25997,2664,12525,1701,163101,6061,42130,2960,39617,2783,57509,3504,23845,2504,153055,6053,25992,2257,37962,2945,60022,3960,29079,2762,218607,6467,26563,2145,39451,2778,102317,5037,50276,3227,480067,8885,20495,1877,38258,2787,176213,6029,245101,6108,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,61085,3786,21641,2417,9685,1437,18550,2094,11209,1504,96688,4556,30598,2898,20920,2499,27435,2288,17735,2118,157095,5612,40430,3364,29020,2760,55059,3468,32586,3042,139065,6196,20904,2319,24688,3116,57031,3317,36442,3433,196545,7428,21173,2230,26866,3168,88695,4663,59811,3753,487046,9728,22847,2571,31147,2671,148707,6110,284345,7137,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,99162,5063,22529,2108,13848,1576,30114,2903,32671,2925,155997,5482,37369,2658,29788,2593,47741,2796,41099,3783,320965,7955,55670,3127,60908,3507,106643,5511,97744,4373,334334,7230,43127,3339,65724,3639,120383,5140,105100,4583,550688,9959,48432,3138,85874,3356,215488,6861,200894,6871,1748967,14365,46273,2903,105310,4522,443430,9166,1153954,11990,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,24205,2114,7097,1080,4266,775,7741,1268,5101,1108,49969,2815,14354,1680,14123,1293,14702,1673,6790,1037,102161,4503,27181,2382,26253,2132,34861,2915,13866,1642,113987,4912,19195,1766,28366,2350,45890,3344,20536,2186,178179,5023,19042,1653,38096,2632,81249,3631,39792,2717,435250,7763,16690,1640,43282,2921,154368,5215,220910,5864,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,8344,1451,1022,557,751,491,2362,731,4209,965,14379,1904,3236,943,1805,735,3752,920,5586,1152,33764,2770,3952,1079,3066,826,10143,1713,16603,1877,34290,2831,3028,826,2015,628,10364,1263,18883,2369,59870,3479,3596,955,2774,724,16593,1883,36907,2454,228095,5794,4300,938,3259,946,33829,2630,186707,4957,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,35464,2992,13916,1700,8326,1422,8805,1675,4417,1052,62223,3572,23620,2280,15844,1799,15631,1973,7128,1127,116140,4799,33584,2565,30690,2626,34684,2781,17182,2189,108730,4795,22583,2394,26446,2644,40386,2721,19315,2249,146360,5723,21272,2340,33381,2891,63616,3804,28091,2703,291484,7495,14935,1772,33746,2779,111883,5578,130920,4460,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,8929,1708,1301,612,521,310,1340,450,5767,1535,13241,1539,2610,707,1438,616,3801,885,5392,1034,29807,2673,5364,1362,2045,693,8982,1636,13416,1851,27703,2988,2481,862,1219,534,8520,1500,15483,2004,49471,3344,2123,703,1927,719,14334,1847,31087,2587,131994,4066,2157,594,2426,786,20424,1981,106987,3573,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,35736,2284,6434,870,3125,618,11386,1370,14791,1556,64471,2809,11218,1229,9382,937,23709,1729,20162,1544,133285,4227,17520,1552,16464,1354,51642,2865,47659,2265,164220,5008,16887,1392,17407,1551,61834,3058,68092,3225,271652,7129,16629,1595,21753,1595,104186,4168,129084,4638,898575,8581,17144,1396,20608,1628,178086,5206,682737,8496,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
