GEO_ID,B22005B_001E,B22005B_001M,B22005B_002E,B22005B_002M,B22005B_003E,B22005B_003M,NAME,B22005B_001MA,B22005B_001EA,B22005B_002MA,B22005B_002EA,B22005B_003MA,B22005B_003EA,state
0400000US08,87423,4147,13299,2107,74124,4348,Colorado,null,null,null,null,null,null,08
0400000US18,240478,5675,50817,3715,189661,5694,Indiana,null,null,null,null,null,null,18
0400000US21,143544,3789,32651,3306,110893,4443,Kentucky,null,null,null,null,null,null,21
0400000US22,532586,7372,149254,6564,383332,8118,Louisiana,null,null,null,null,null,null,22
0400000US17,672761,9671,205409,7224,467352,8991,Illinois,null,null,null,null,null,null,17
0400000US19,36410,2387,12204,1678,24206,2384,Iowa,null,null,null,null,null,null,19
0400000US33,6411,1107,2053,820,4358,917,New Hampshire,null,null,null,null,null,null,33
0400000US05,170391,4882,41904,3908,128487,4668,Arkansas,null,null,null,null,null,null,05
0400000US10,79735,2903,16385,2571,63350,3102,Delaware,null,null,null,null,null,null,10
0400000US27,116958,3480,36194,3361,80764,3550,Minnesota,null,null,null,null,null,null,27
0400000US30,1250,626,156,182,1094,603,Montana,null,null,null,null,null,null,30
0400000US23,4907,947,1145,676,3762,907,Maine,null,null,null,null,null,null,23
0400000US37,852982,9371,199461,9296,653521,10394,North Carolina,null,null,null,null,null,null,37
0400000US13,1179551,12906,254821,9419,924730,13497,Georgia,null,null,null,null,null,null,13
0400000US02,8478,1065,1234,740,7244,1190,Alaska,null,null,null,null,null,null,02
0400000US01,493021,8071,129900,6466,363121,8239,Alabama,null,null,null,null,null,null,01
0400000US50,2432,757,112,169,2320,752,Vermont,null,null,null,null,null,null,50
0400000US32,104371,3565,25884,2701,78487,4000,Nevada,null,null,null,null,null,null,32
0400000US54,26856,2264,7448,1566,19408,2337,West Virginia,null,null,null,null,null,null,54
0400000US40,107725,3407,25745,2464,81980,3187,Oklahoma,null,null,null,null,null,null,40
0400000US55,135758,4063,51664,3678,84094,4017,Wisconsin,null,null,null,null,null,null,55
0400000US72,150486,5810,67343,3980,83143,4565,Puerto Rico,null,null,null,null,null,null,72
0400000US51,597962,8491,99519,6079,498443,9677,Virginia,null,null,null,null,null,null,51
0400000US38,9134,1196,1891,876,7243,1273,North Dakota,null,null,null,null,null,null,38
0400000US45,496173,7275,120128,6087,376045,7960,South Carolina,null,null,null,null,null,null,45
0400000US41,27381,1781,8049,1620,19332,1848,Oregon,null,null,null,null,null,null,41
0400000US56,1690,603,222,303,1468,601,Wyoming,null,null,null,null,null,null,56
0400000US06,814526,9600,118904,6746,695622,10145,California,null,null,null,null,null,null,06
0400000US28,406504,6039,103737,5118,302767,5786,Mississippi,null,null,null,null,null,null,28
0400000US09,136688,3693,33384,3272,103304,4401,Connecticut,null,null,null,null,null,null,09
0400000US48,1269557,14183,275076,10221,994481,15570,Texas,null,null,null,null,null,null,48
0400000US24,649208,8193,106938,4674,542270,9950,Maryland,null,null,null,null,null,null,24
0400000US12,1090941,14166,304445,9815,786496,14755,Florida,null,null,null,null,null,null,12
0400000US25,177589,5325,45439,4165,132150,4458,Massachusetts,null,null,null,null,null,null,25
0400000US11,124979,2771,34403,2294,90576,3415,District of Columbia,null,null,null,null,null,null,11
0400000US49,10328,1539,2434,1019,7894,1532,Utah,null,null,null,null,null,null,49
0400000US36,1104145,11118,291935,9282,812210,11847,New York,null,null,null,null,null,null,36
0400000US34,435136,7316,76729,4031,358407,7732,New Jersey,null,null,null,null,null,null,34
0400000US39,598666,7091,164135,5809,434531,7511,Ohio,null,null,null,null,null,null,39
0400000US29,281929,4491,71495,4271,210434,4562,Missouri,null,null,null,null,null,null,29
0400000US42,518485,8276,173884,7884,344601,7927,Pennsylvania,null,null,null,null,null,null,42
0400000US26,537672,6768,178853,5792,358819,6555,Michigan,null,null,null,null,null,null,26
0400000US31,34360,1877,8716,1462,25644,2019,Nebraska,null,null,null,null,null,null,31
0400000US16,4430,1295,1175,976,3255,986,Idaho,null,null,null,null,null,null,16
0400000US35,18901,2063,3266,1152,15635,1942,New Mexico,null,null,null,null,null,null,35
0400000US15,10329,1428,298,249,10031,1499,Hawaii,null,null,null,null,null,null,15
0400000US46,5801,971,1306,727,4495,1130,South Dakota,null,null,null,null,null,null,46
0400000US53,103926,4003,27058,3332,76868,4075,Washington,null,null,null,null,null,null,53
0400000US44,21315,1597,6339,1350,14976,1914,Rhode Island,null,null,null,null,null,null,44
0400000US04,113312,3788,20655,2669,92657,3354,Arizona,null,null,null,null,null,null,04
0400000US47,429625,6203,107054,6087,322571,7716,Tennessee,null,null,null,null,null,null,47
0400000US20,62880,2655,15494,1686,47386,2770,Kansas,null,null,null,null,null,null,20
