GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001MA,C16007_001EA,C16007_002MA,C16007_002EA,C16007_003EA,C16007_003MA,C16007_004EA,C16007_004MA,C16007_005EA,C16007_005MA,C16007_006EA,C16007_006MA,C16007_007EA,C16007_007MA,C16007_008MA,C16007_008EA,C16007_009EA,C16007_009MA,C16007_010EA,C16007_010MA,C16007_011EA,C16007_011MA,C16007_012EA,C16007_012MA,C16007_013MA,C16007_013EA,state
0400000US30,1000617,1629,168277,2033,161331,2355,2983,818,3963,1171,632101,1880,601352,4133,12512,2484,18237,2622,200239,1264,193644,1513,1670,811,4925,855,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1274994,977,185142,1483,173875,2318,1923,707,9344,1992,813783,1538,768468,3335,7390,1350,37925,3198,276069,1041,254628,2381,1091,448,20350,2218,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,9786428,4242,1699666,5527,1424672,8650,214494,6867,60500,4692,6398188,4908,5572300,14165,514919,10051,310969,11117,1688574,4023,1611221,4659,31695,2622,45658,3471,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,9873987,5653,1857805,6258,1557426,10462,215773,8443,84606,5603,6559754,6641,5576046,18804,538867,10777,444841,13165,1456428,5073,1355104,5517,38050,2767,63274,3428,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,685265,710,131287,739,112958,2278,4207,1266,14122,1992,465978,1632,387055,3886,20291,2841,58632,3413,88000,1518,73878,1487,1568,449,12554,1337,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4599282,4712,800516,5160,747771,5315,40760,3425,11985,2529,2969103,4298,2802685,6752,100312,5311,66106,4628,829663,3499,804969,3224,9860,1706,14834,2257,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,597489,710,86717,843,82369,1209,1192,475,3156,1069,386897,1353,365682,2050,5178,985,16037,1529,123875,1108,116164,1246,900,454,6811,1170,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2849853,1173,504681,1120,341611,6571,139418,5721,23652,2843,1870052,1820,1250796,9280,424108,7990,195148,6758,475120,1480,375706,4200,42752,3164,56662,2795,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1711910,1698,269303,2351,262192,2894,3742,1207,3369,1410,1081391,2205,1053200,3176,12557,1900,15634,2365,361216,1680,354102,2208,2127,803,4987,1294,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3685043,1828,698284,2116,609349,4585,72322,2946,16613,2551,2367158,2057,2093848,6608,185588,5312,87722,4390,619601,1789,588552,2618,13497,1019,17552,1959,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5482917,2177,941454,2648,834465,5528,65906,4316,41083,3353,3554980,2578,3221671,7536,180420,5545,152889,4828,986483,2500,942829,2607,15381,1628,28273,2282,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3069357,683,468214,684,17442,2508,450471,2586,301,279,1939927,-555555555,99378,7326,1837823,7402,2726,811,661216,-555555555,47219,3482,612994,3628,1003,668,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,72
0400000US51,8015583,3162,1367538,4435,1137951,6599,129771,4144,99816,5514,5329820,4934,4382390,13356,432676,6977,514754,11829,1318225,3253,1182856,4510,35655,2176,99714,3448,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,707902,1494,122539,1820,114798,2125,1865,707,5876,1535,468930,1365,430667,3788,11181,1959,27082,3151,116433,867,110295,1248,714,396,5424,1009,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4796771,2634,817053,3019,739617,5405,55215,4568,22221,3108,3079964,2711,2833932,7092,155439,5983,90593,4486,899754,2300,869845,2856,12263,1680,17646,2428,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3960198,2170,642073,3020,503973,7052,97142,5422,40958,5091,2578514,2886,2137033,9990,253893,6582,187588,7650,739611,2367,688164,3379,19672,1962,31775,2657,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,542342,1101,97701,1509,91749,1907,5171,1286,781,377,348084,1725,321299,3039,17405,2588,9380,1731,96557,1567,91380,1321,2820,1085,2357,634,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,37128552,2944,6557045,4110,3704362,24313,2220045,22236,632638,12523,24904170,3975,13247498,42886,7558414,35952,4098258,28541,5667337,3154,3622557,15743,958027,7665,1086753,12977,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2808769,2794,527961,3237,508916,3996,14275,2042,4770,1396,1806385,3290,1728840,5169,46315,4248,31230,3333,474423,2626,465913,2613,2722,832,5788,1317,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3391441,1509,553842,1670,431574,6216,74447,4969,47821,3796,2224452,1691,1688440,9973,294946,5851,241066,8831,613147,1300,520430,4283,34496,1473,58221,4037,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,26691064,5461,5388703,6120,3472850,22989,1676871,20666,238982,12277,17702762,6780,11026281,33800,5401084,31415,1275397,20515,3599599,5697,2632488,11285,759031,8782,208080,6654,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5681283,1984,976920,1943,776293,6164,115728,4604,84899,4560,3773322,2332,2986859,13165,338467,5768,447996,11589,931041,1928,818912,3594,27689,1880,84440,3232,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20163933,3880,3092483,5060,2187693,17317,712812,13543,191978,9769,12712666,5295,8538968,30991,3126593,18094,1047105,24710,4358784,5271,3441259,12511,629159,6847,288366,10260,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6544926,1447,1009903,1794,765430,9693,117148,6166,127325,7923,4397482,2404,3243880,17587,448770,7715,704832,15548,1137541,1733,944743,5390,49991,1598,142807,5301,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,656965,4,81724,71,65639,2235,11999,1742,4086,1306,489615,455,405681,5318,38546,2658,45388,4507,85626,453,74592,1547,4532,886,6502,1226,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2910911,1738,681637,1956,584470,6051,73429,5229,23738,3226,1877977,2289,1546576,8325,221664,7062,109737,5422,351297,1781,319249,2630,18613,1899,13435,1280,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,18402367,3320,2924843,3943,2037214,15736,473643,11044,413986,11836,12265459,3609,8341035,30678,1944040,18160,1980384,20634,3212065,2689,2378726,11129,332404,5006,500935,10487,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8390826,1490,1433311,1351,989208,11015,270317,7702,173786,7229,5519226,1889,3645841,21429,986158,10247,887227,18209,1438289,1457,1100017,7031,137647,2555,200625,6357,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,10996313,3418,1897307,4138,1754318,8439,53919,4809,89070,6839,7102843,4502,6542249,15214,182561,7517,378033,14397,1996163,3370,1892438,5015,24825,2021,78900,4310,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5756044,2583,1007318,3607,933793,6846,35420,3888,38105,4972,3713652,3923,3456319,8934,100365,4845,156968,7972,1035074,3446,1002068,3760,9062,1430,23944,2192,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,12106644,2083,1947201,2083,1689994,9991,125119,6158,132088,7713,7827074,3173,6803767,16701,461551,8380,561756,14590,2332369,2802,2166732,6464,46672,2051,118965,5818,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9426732,2419,1595082,3050,1425010,7530,62972,4393,107100,6448,6111197,3174,5467383,13791,195202,6786,448612,10603,1720453,2743,1607347,4389,24687,1776,88419,4078,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1798112,1351,343730,1790,299152,3219,33218,2971,11360,1933,1150384,1927,1006866,4701,90159,3663,53359,3258,303998,1612,290498,1725,6232,1201,7268,1324,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1640515,1459,331677,2357,292172,4290,33487,3791,6018,1735,1029397,2521,903376,6687,93600,4940,32421,4430,279441,2072,266065,2364,7611,1252,5765,1387,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1976934,1325,361743,2054,258332,7148,83220,6209,20191,2210,1246711,2539,805257,10283,337658,8963,103796,4435,368480,2236,239781,3747,100896,3117,27803,1689,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1333054,677,215818,857,173422,4704,4602,1454,37794,4375,855769,1015,605218,7908,26440,3500,224111,8234,261467,677,187243,3893,2180,711,72044,4048,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,821808,1563,154036,1907,146217,2323,3297,1012,4522,1500,521414,2321,478322,3377,12983,1874,30109,3789,146358,1177,141112,820,664,324,4582,1125,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,7077397,2099,1203745,2339,929429,9375,162421,6508,111895,6539,4709665,2937,3698988,16283,415755,8735,594922,13585,1163987,2853,1031385,4848,31412,2542,101190,4534,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,1002885,1221,149478,1305,114924,3816,26402,2889,8152,1998,670762,1619,517496,6242,87630,3541,65636,4668,182645,1139,152420,2382,8921,630,21304,2329,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,6737614,1597,1207967,1530,861031,11507,288077,9711,58859,5399,4270544,1908,2974343,15563,969802,12886,326399,9171,1259103,1716,1046893,5577,137236,3675,74974,3239,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6365571,3710,1104936,4260,999353,7000,74582,4456,31001,4123,4155838,4253,3824909,11238,178725,4792,152204,9166,1104797,3784,1075400,4266,11888,1977,17509,2361,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2724520,2178,518161,2835,446696,4808,57481,3363,13984,2634,1744168,3063,1519104,7287,146204,4741,78860,5054,462191,2488,438352,2901,11684,1449,12155,1515,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
