GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001EA,B25091_001MA,B25091_002EA,B25091_002MA,B25091_003EA,B25091_003MA,B25091_004EA,B25091_004MA,B25091_005EA,B25091_005MA,B25091_006EA,B25091_006MA,B25091_007EA,B25091_007MA,B25091_008EA,B25091_008MA,B25091_009EA,B25091_009MA,B25091_010EA,B25091_010MA,B25091_011EA,B25091_011MA,B25091_012EA,B25091_012MA,B25091_013EA,B25091_013MA,B25091_014EA,B25091_014MA,B25091_015MA,B25091_015EA,B25091_016EA,B25091_016MA,B25091_017EA,B25091_017MA,B25091_018EA,B25091_018MA,B25091_019EA,B25091_019MA,B25091_020EA,B25091_020MA,B25091_021EA,B25091_021MA,B25091_022EA,B25091_022MA,B25091_023EA,B25091_023MA,state
0400000US08,1417981,9500,994356,9931,73288,4437,169416,6332,211024,6144,161737,5961,105131,4516,64508,3675,46491,3635,61362,3974,96801,5295,4598,1068,423625,8439,220645,6605,72887,3589,38992,2488,21887,2142,15829,1711,10933,1462,7480,1313,8550,1485,22516,2560,3906,856,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,1166290,13091,125488,5092,283111,7997,260655,6957,164288,5573,97515,4831,59348,4433,38229,3290,46656,3677,86492,4225,4508,1052,625459,8925,312204,7472,121190,4698,62512,3430,34551,2797,21641,2118,15408,2123,9550,1601,10461,1625,29596,2416,8346,1210,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,661520,10687,64717,4049,145807,5330,144251,5273,97164,5221,53696,3677,37917,2997,27460,2704,28078,2853,58398,3425,4032,1214,506209,9323,239679,6140,96377,4367,53604,3608,29858,2955,20899,2302,11466,1693,9631,1471,10349,1708,25946,2885,8400,1296,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,593733,12573,64416,4266,118803,5795,117723,6655,82355,5250,52751,3889,35013,3240,26233,3249,27965,2404,63851,4810,4623,1222,543791,9848,283585,8270,90047,4259,53722,4137,30403,2516,20803,2147,11477,2110,8672,1555,10531,1526,24292,2528,10259,1814,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,2002424,16877,136157,4664,364348,9130,416252,8805,322771,6301,211680,7075,132225,5549,86390,4667,107249,5130,217853,7270,7499,1364,1207689,14489,443745,9096,251892,7640,145584,4438,89113,3955,65449,3576,42862,3821,29465,2329,36680,2698,87278,4741,15621,1829,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,543108,7724,50476,3164,118382,4415,130586,4529,85356,4171,48720,3354,28680,2060,20048,2144,21112,2412,37656,2643,2092,651,360643,6410,156932,4474,78577,3455,43025,2603,23346,2022,15923,1773,9826,1486,5888,982,9160,1449,14830,1661,3136,702,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,242076,6742,13236,1996,33346,2805,51016,3246,43680,2953,29500,2587,21520,2543,12640,1889,12224,1539,23812,2208,1102,541,136666,5000,40467,3193,28185,2050,18755,2351,11818,1543,9259,1519,5695,1360,5133,980,4936,1024,11635,1632,783,457,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,410135,8138,45265,3240,95944,4801,87858,4728,52667,3446,33159,2922,22183,2632,15847,2095,18181,2467,37045,3335,1986,655,350266,7304,177879,5563,63761,3309,35103,2702,21263,1870,11286,1716,8282,1244,5042,927,6388,1157,16010,2186,5252,1114,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,165425,4301,13127,1933,27352,2417,32287,2840,23400,2211,17238,1872,13007,1780,7831,1328,9202,1685,20678,2569,1303,730,95720,3582,46494,2743,17804,1887,7767,1278,5955,1193,3511,1200,2847,880,2069,697,3285,916,4947,1091,1041,509,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,1024974,8815,76875,2779,207372,5628,241480,6261,172440,5181,104169,3967,60700,3513,38990,2538,41923,2800,77769,3870,3256,862,542965,7124,251403,6397,106819,3660,59423,2789,35944,2069,19944,1471,14268,1444,10048,1135,13251,1479,27199,2164,4666,706,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,291018,4709,164197,4260,11964,1462,26234,2372,31866,2822,26352,2561,19062,2035,12602,1530,7499,1226,8893,1553,19262,1917,463,300,126821,4362,60286,3721,24090,2000,12975,1680,8022,1330,4108,893,3080,652,2315,757,3381,821,7537,1620,1027,352,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,406226,6154,247344,5145,19512,1924,45758,3278,51852,2855,40756,3036,24688,2231,16649,1728,11219,1365,12777,1800,23426,2419,707,267,158882,4066,64522,2824,30626,2284,18898,1714,10762,1280,8190,1113,5580,903,3364,823,5209,1018,10114,1289,1617,446,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2612904,19709,1623735,15836,155389,6187,327353,8859,343583,9980,236097,7564,151787,6303,100369,5036,67664,4748,76609,5115,157120,6738,7764,1341,989169,13290,467841,10120,186005,7593,106365,4530,62140,3756,40827,3159,28829,2971,17217,2082,19792,2370,47843,3086,12310,1659,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2426435,18052,1568112,21446,143955,6124,318307,9387,328475,10311,227795,8465,147371,7575,92967,5357,57922,4308,78164,5029,160883,7854,12273,1900,858323,14730,419559,11168,160300,6592,81234,4646,50663,3396,31803,2873,20798,2446,15082,2295,20229,2609,42334,3375,16321,2069,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167108,3496,102706,3651,6101,1229,17089,2082,21683,2039,15800,1638,12548,1624,6844,1092,5979,1252,6464,1149,10036,1722,162,117,64402,2833,32936,2271,11462,1490,6007,915,3500,895,2099,547,1413,529,1238,523,1153,364,3975,822,619,325,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1262257,12735,694367,11928,71890,4905,154209,5498,146209,6739,93739,3949,60532,3856,36573,3458,28348,3069,30312,2699,67810,4030,4745,1190,567890,8912,280541,6772,103245,5235,55738,3570,32768,2936,23201,2205,13980,1737,8862,1445,12843,1739,25192,2561,11520,1865,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,188798,4006,116755,3633,6120,1121,16764,1447,24838,1988,20230,1795,13391,1488,8572,1080,5334,1034,6503,1116,14525,1611,478,254,72043,2755,21510,1675,13094,1211,10270,1160,6349,978,4247,799,2856,598,3007,737,2872,782,6993,1142,845,365,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,641551,6758,435070,6717,32879,2618,70283,3896,82313,4501,70678,3683,45296,2629,32968,2900,21087,2182,24574,2212,51973,3792,3019,796,206481,5433,111809,4632,34102,2668,17303,2152,12622,1682,6191,1081,4285,943,3526,755,4433,1075,8894,1331,3316,975,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,532674,7982,244953,6434,28135,2461,57655,3856,51391,3593,31129,2402,18990,2187,13627,2200,9369,1601,12673,1832,19969,2437,2015,846,287721,6569,141849,4560,56037,3815,30585,2860,15841,2057,10418,1632,7129,1643,4870,1202,6156,1184,11383,2058,3453,846,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,971990,7832,522069,7962,46335,2902,112325,4206,118485,4411,76423,3499,48304,2646,31924,2282,19094,1700,22275,2259,44530,2798,2374,549,449921,7014,213075,5326,90084,3848,47606,2973,28980,2011,15644,1659,12119,1388,8289,984,9422,1123,19375,2112,5327,901,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
