GEO_ID,B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,NAME,B13010_001MA,B13010_001EA,B13010_002MA,B13010_002EA,B13010_003MA,B13010_003EA,B13010_004EA,B13010_004MA,B13010_005EA,B13010_005MA,B13010_006EA,B13010_006MA,B13010_007MA,B13010_007EA,B13010_008MA,B13010_008EA,B13010_009EA,B13010_009MA,B13010_010MA,B13010_010EA,B13010_011MA,B13010_011EA,B13010_012MA,B13010_012EA,B13010_013MA,B13010_013EA,B13010_014EA,B13010_014MA,B13010_015EA,B13010_015MA,B13010_016EA,B13010_016MA,B13010_017MA,B13010_017EA,B13010_018MA,B13010_018EA,B13010_019MA,B13010_019EA,state
0400000US08,1349826,5014,71087,4815,52991,4428,4557,1437,9379,1892,39055,3693,18096,2908,5602,1577,5674,1609,6820,1812,1278739,6795,592352,8903,28905,3306,65821,4662,497626,8758,686387,8575,115473,5967,128542,7642,442372,9552,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1504948,6092,89348,5423,53855,4119,5360,1210,11751,1931,36744,3105,35493,3790,17005,2455,8627,1480,9861,2113,1415600,7379,630722,10531,43047,3894,81733,4734,505942,9509,784878,12401,179284,7735,168578,8237,437016,9993,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,991339,4907,56713,3831,36948,3003,5509,1553,7763,1393,23676,2432,19765,2496,12138,2197,3341,961,4286,1024,934626,5907,442655,7630,49484,4091,69206,5141,323965,7607,491971,8005,131332,7341,107428,5962,253211,7781,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1079315,5268,62474,4491,34673,3372,5057,1247,8281,2210,21335,2705,27801,3223,16829,2722,6385,1769,4587,1263,1016841,6538,387920,8384,39276,3897,62721,4685,285923,7697,628921,9538,170938,7744,164690,8372,293293,8696,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2951816,5781,158463,6506,105200,5448,8189,1625,15346,2093,81665,4771,53263,3675,22484,2393,14177,2265,16602,2258,2793353,8269,1169976,11377,69808,3886,142766,6366,957402,11912,1623377,11296,322396,9239,307908,9818,993073,13176,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,683505,3604,40607,2934,28971,2315,1964,782,3859,751,23148,2221,11636,1669,4987,1128,3913,1066,2736,763,642898,4132,299326,6247,15186,2051,33741,2640,250399,5789,343572,6405,82986,4718,73798,5165,186788,5461,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,286656,2201,13925,2032,8950,1360,694,431,1020,612,7236,1103,4975,1327,1691,840,1441,646,1843,902,272731,2634,122525,4105,4304,1126,8315,1504,109906,4030,150206,4198,21458,2040,24875,2414,103873,3897,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,676631,4760,39613,2780,22471,2192,2608,790,6059,1138,13804,1822,17142,2188,9215,1792,5466,1295,2461,922,637018,5348,290070,7299,31710,2951,48504,3466,209856,6828,346948,7035,95965,6090,90839,5703,160144,6977,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,210636,1841,10129,1942,6490,1520,1224,738,603,570,4663,1157,3639,1124,1005,470,1204,786,1430,664,200507,2550,79384,3624,5093,1560,9157,1795,65134,2825,121123,4440,23289,3132,21687,3261,76147,5026,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1248698,4023,76154,3919,55845,3400,4160,1083,7855,1409,43830,3165,20309,2209,7626,1496,5794,1202,6889,1486,1172544,5154,533940,7814,22129,2458,46905,3661,464906,6985,638604,7852,111972,5332,111413,5874,415219,7320,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,222465,2248,11388,1548,7707,1340,1246,557,2129,710,4332,940,3681,1104,1692,644,856,461,1133,681,211077,2686,97920,3435,5765,1116,17435,2396,74720,3502,113157,3472,26336,2867,26950,2792,59871,3112,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,273400,2288,14372,2013,9967,1741,1349,722,1683,556,6935,1314,4405,1096,1806,727,1186,588,1413,621,259028,3260,111731,3802,5028,1158,13828,1936,92875,3694,147297,4719,30741,2997,31356,3018,85200,4460,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
