GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001MA,B20017A_001EA,B20017A_002EA,B20017A_002MA,B20017A_003EA,B20017A_003MA,B20017A_004EA,B20017A_004MA,B20017A_005MA,B20017A_005EA,B20017A_006MA,B20017A_006EA,B20017A_007MA,B20017A_007EA,state
0400000US02,46629,1487,52259,1524,65604,2017,22926,4191,37588,3004,51738,1270,15142,1665,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,34353,754,42369,810,52165,523,10534,420,26636,498,37800,1073,10177,383,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,33563,1253,37847,1904,51035,801,11584,778,30159,988,43632,1595,12348,1127,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,37322,521,41886,555,52369,1132,16708,773,32218,610,42956,1302,13588,988,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,30465,368,36696,791,47094,1302,11343,598,24366,622,32952,951,9999,564,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,32477,484,40680,450,50480,382,11164,345,26336,440,36652,364,10122,361,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,36884,252,44180,676,52671,687,11058,248,30724,251,42069,337,11566,234,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,17272,278,17506,509,23631,609,7974,457,17007,367,23124,541,7871,406,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,41981,297,50707,377,62154,397,12288,342,34754,791,50387,454,10992,249,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,40220,692,48787,1656,57403,2305,12963,1636,31185,748,41546,858,11579,708,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,35138,511,41317,475,51419,431,11450,412,29423,935,40974,525,10640,337,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,35510,442,41091,468,53044,1520,14223,992,29738,817,44617,1217,12278,274,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,33753,2448,43986,2623,55560,2474,11213,1194,25036,1787,39316,2707,10107,1064,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,39247,354,45660,346,60909,246,16351,257,31867,209,50799,279,14202,251,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,34119,1234,41386,554,50389,532,11294,785,27174,770,37832,1126,9578,799,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,46367,656,54922,1915,70861,705,13156,1183,38064,1248,57449,1300,14063,802,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,35290,177,41472,213,51740,251,12366,205,28147,369,41262,246,10634,145,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,49991,697,57265,913,72277,1018,12997,811,40645,541,59212,1595,12837,748,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,32583,343,37470,418,47510,624,12850,508,28852,457,40332,292,12227,138,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,45910,515,52742,1586,71137,659,14361,848,38069,979,58599,1626,15235,409,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,77126,2134,90371,3766,101817,2629,15618,4700,69769,3248,81115,1891,13805,4440,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,33569,854,45233,859,56686,807,11357,404,23774,725,40489,450,10089,327,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,44109,476,51200,210,65297,521,14763,509,37353,298,54423,755,13038,347,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,48035,1045,56605,840,71624,577,15354,524,37874,1036,56770,683,14561,517,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,35864,209,42508,541,52971,756,11038,217,29866,444,41851,270,10853,143,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,33637,457,40497,312,50433,349,11176,341,28468,558,39354,716,10441,232,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,37286,215,45257,315,55719,422,11258,201,30627,206,45003,461,10977,141,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,34626,429,41769,264,54825,767,11422,182,27504,423,42118,268,11075,172,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,35531,460,41716,377,51319,473,10562,441,28586,1022,41116,634,10939,318,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,30949,523,38305,1644,49463,1383,11001,682,24396,1073,37430,1232,10386,380,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,30709,469,35384,890,45808,1212,11160,485,25264,681,36687,799,10629,422,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,42211,1861,50417,1085,59666,2882,21655,2755,34792,3507,50840,1346,13698,2317,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,34160,943,39761,1101,48470,1450,10617,658,28257,1119,37325,688,11173,668,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,41516,297,51090,339,65002,991,16186,524,33158,784,50287,457,14096,577,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,40855,608,49728,4027,61112,1059,12232,1029,33594,1853,50509,863,14211,1046,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,34154,650,39543,999,50458,423,12745,611,30253,296,41257,373,11444,263,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,32949,575,39985,555,49768,846,11441,326,27515,604,38974,721,10724,242,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,34374,698,41160,476,51693,455,9865,472,27996,833,40600,465,10400,316,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
