GEO_ID,C01001G_001E,C01001G_001M,C01001G_002E,C01001G_002M,C01001G_003E,C01001G_003M,C01001G_004E,C01001G_004M,C01001G_005E,C01001G_005M,C01001G_006E,C01001G_006M,C01001G_007E,C01001G_007M,C01001G_008E,C01001G_008M,C01001G_009E,C01001G_009M,NAME,C01001G_001EA,C01001G_001MA,C01001G_002EA,C01001G_002MA,C01001G_003MA,C01001G_003EA,C01001G_004EA,C01001G_004MA,C01001G_005MA,C01001G_005EA,C01001G_006MA,C01001G_006EA,C01001G_007MA,C01001G_007EA,C01001G_008EA,C01001G_008MA,C01001G_009EA,C01001G_009MA,state
0400000US30,32463,3362,18304,2300,7987,1810,9190,1643,1127,436,14159,1959,4855,1076,7665,1362,1639,557,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,30019,2649,14352,1666,5791,1064,7816,1286,745,333,15667,2067,5480,1125,9004,1454,1183,529,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,298143,13105,149310,8310,72740,5427,69487,5380,7083,1437,148833,8276,70607,5676,71795,5293,6431,1142,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,286406,13656,138320,8449,65265,5367,67267,5938,5788,1432,148086,8498,71323,5465,69772,5685,6991,1406,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,62196,4631,31865,2733,13864,1832,16945,2053,1056,406,30331,2815,14526,1685,14525,1824,1280,737,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,101011,7687,49192,4399,22164,2849,23948,2795,3080,757,51819,4853,21522,3023,25918,2993,4379,1038,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,12785,1710,6468,1328,2497,864,3085,939,886,474,6317,1145,2317,722,3214,772,786,330,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,155830,9895,77854,5623,38019,4224,36947,3460,2888,658,77976,5984,33959,3914,40061,3297,3956,893,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,34411,2884,17351,2278,8763,1725,7596,1206,992,527,17060,2111,7379,1230,8849,1661,832,471,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,303744,9210,152054,5361,64760,3244,77724,3908,9570,801,151690,5839,61448,3312,78421,4129,11821,928,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,146513,8731,73269,5014,36363,3259,33881,2792,3025,860,73244,5103,37998,3341,31975,3188,3271,773,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,153216,9563,75212,5039,18920,2597,43219,3350,13073,1435,78004,5950,13875,2059,46725,3822,17404,2124,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,349504,14736,170601,8937,84290,5568,79606,5232,6705,1494,178903,8843,80139,5904,90649,5324,8115,1441,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,17567,2421,8874,1923,3953,1154,4765,1255,156,136,8693,1369,3820,826,4494,1071,379,291,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,121197,9549,62817,5957,31915,3681,28867,3328,2035,728,58380,5226,28765,3476,26355,3021,3260,1058,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,197222,8160,98228,5663,39405,3219,52990,3491,5833,1466,98994,5402,36757,3334,55819,3903,6418,1375,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,13716,2127,6830,1699,2383,1000,4108,1399,339,290,6886,1355,3145,883,3465,1022,276,270,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,2004462,33391,1002468,20148,435940,13303,518316,12952,48212,3217,1001994,21349,418558,11820,518947,13939,64489,3306,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,44950,5616,23467,3673,13234,2945,9746,1869,487,319,21483,3182,10962,2147,8890,1774,1631,644,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,121390,7616,58780,4373,29634,3337,27291,2683,1855,680,62610,5170,29050,3040,31053,3299,2507,643,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,763990,22649,385945,12476,168894,10251,200827,8140,16224,1887,378045,13830,173001,8881,183784,7767,21260,2364,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,223015,10957,111648,6867,53845,4560,52427,3842,5376,952,111367,6209,48179,4119,55810,4109,7378,1469,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,613925,21526,299810,13624,137627,9342,141214,7990,20969,2723,314115,12403,128432,7696,161488,8427,24195,2722,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,234744,12591,113373,7427,49035,4383,60410,4706,3928,1012,121371,7091,50295,4650,64348,4065,6728,1459,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,25167,2776,12141,1780,4285,1089,7375,1355,481,410,13026,1833,4019,955,7910,1470,1097,578,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,101151,6568,49249,4227,24459,2736,23539,2402,1251,471,51902,4102,27604,2888,22975,2305,1323,529,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,647655,24504,314151,14584,132688,7322,162099,8887,19364,2137,333504,12608,129451,7096,177070,7682,26983,2897,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,247399,16035,125392,9031,57717,5604,61000,4817,6675,1381,122007,9641,51092,5848,62962,5407,7953,1404,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,358398,15444,181700,8808,92983,6539,83026,4958,5691,1184,176698,8989,91392,6219,77748,5154,7558,1333,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,173864,7671,86209,5296,45417,3969,36745,3379,4047,906,87655,4852,41663,3428,40070,2911,5922,1211,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,333545,13725,164283,8217,78987,5252,80245,5167,5051,1005,169262,8322,79958,4467,81549,5433,7755,1132,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,292665,10365,147287,6797,70683,4348,69717,4581,6887,1129,145378,6665,65649,4236,70171,3991,9558,1175,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,58961,5128,29811,3160,14396,1793,14378,1970,1037,554,29150,3218,15975,2411,11726,1629,1449,514,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,53255,5086,27840,3040,12324,2362,14003,2129,1513,772,25415,3513,10375,2229,13455,2336,1585,643,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,67186,5531,36401,3492,16414,2381,17352,2284,2635,801,30785,3211,12738,2262,15379,2003,2668,910,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,345775,12027,176188,6624,66392,3796,97161,4270,12635,1483,169587,6907,64315,4012,90256,4924,15016,1496,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,23384,3663,12545,2365,6939,1780,5398,1403,208,174,10839,2029,4695,1295,5944,1333,200,158,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,452633,15689,222995,8661,99805,5826,116290,5461,6900,1031,229638,10629,100961,6516,117153,6961,11524,1726,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,32730,3451,17347,2465,7601,1791,8671,1884,1075,400,15383,2190,4925,1099,9621,1794,837,448,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,286980,13897,142684,8999,62341,5414,72363,5095,7980,1411,144296,7546,61561,4801,73368,4998,9367,1419,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,151792,8781,71651,5758,38859,4496,28870,3387,3922,1056,80141,5392,38261,4097,38475,3330,3405,907,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,108051,7339,55898,4461,27506,2730,26462,3343,1930,584,52153,4121,25361,2678,24776,2442,2016,675,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
