GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001EA,C17012_001MA,C17012_002EA,C17012_002MA,C17012_003EA,C17012_003MA,C17012_004EA,C17012_004MA,C17012_005EA,C17012_005MA,C17012_006EA,C17012_006MA,C17012_007MA,C17012_007EA,C17012_008EA,C17012_008MA,C17012_009EA,C17012_009MA,C17012_010EA,C17012_010MA,C17012_011EA,C17012_011MA,state
0400000US08,1372705,11369,85547,4645,22408,2453,40165,3065,19829,2907,3145,1145,1287158,12066,704262,10023,469540,8903,105736,4913,7620,1413,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,35689,2794,82383,4774,31933,3069,6580,1520,1526591,12372,866179,11138,516160,9947,131096,5750,13156,1590,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,38527,2627,71959,4362,28730,3395,4283,1215,995428,11461,572453,9884,350710,7914,67595,4405,4670,897,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,38903,3499,75908,5081,31447,3094,4432,1188,954157,12371,542584,9031,338855,10357,67693,5387,5025,1355,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,71432,4199,125604,5418,59001,4720,8641,1827,2854423,16905,1601459,14578,1016884,13157,221382,7273,14698,2036,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,13764,1460,28071,2516,13332,1714,2144,708,743018,8166,418891,6835,253293,5954,65333,3448,5501,1300,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,3902,877,8026,1607,3840,1348,410,290,325574,5975,203475,4224,102632,4286,18731,2583,736,363,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,26443,2781,47391,3850,20413,2900,3206,999,671681,9873,387251,8446,228053,6860,52036,3507,4341,1407,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,4644,937,10362,1902,4546,1383,474,338,218373,5852,133590,4307,72020,4094,11677,1748,1086,560,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,20750,2191,35766,3066,17611,2140,5625,1312,1317075,9514,736463,7819,453075,6685,116993,4402,10544,1332,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,20411,2093,5532,1014,9667,1380,4472,1071,740,315,245232,5528,146433,4069,77298,4055,19273,2294,2228,801,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,25166,2433,6900,1055,14021,2094,3485,965,760,553,317376,5824,201299,5103,99921,4255,14537,1945,1619,707,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
