GEO_ID,B13002_001E,B13002_001M,B13002_002E,B13002_002M,B13002_003E,B13002_003M,B13002_004E,B13002_004M,B13002_005E,B13002_005M,B13002_006E,B13002_006M,B13002_007E,B13002_007M,B13002_008E,B13002_008M,B13002_009E,B13002_009M,B13002_010E,B13002_010M,B13002_011E,B13002_011M,B13002_012E,B13002_012M,B13002_013E,B13002_013M,B13002_014E,B13002_014M,B13002_015E,B13002_015M,B13002_016E,B13002_016M,B13002_017E,B13002_017M,B13002_018E,B13002_018M,B13002_019E,B13002_019M,NAME,B13002_001EA,B13002_001MA,B13002_002MA,B13002_002EA,B13002_003MA,B13002_003EA,B13002_004MA,B13002_004EA,B13002_005MA,B13002_005EA,B13002_006MA,B13002_006EA,B13002_007MA,B13002_007EA,B13002_008MA,B13002_008EA,B13002_009MA,B13002_009EA,B13002_010MA,B13002_010EA,B13002_011MA,B13002_011EA,B13002_012EA,B13002_012MA,B13002_013EA,B13002_013MA,B13002_014EA,B13002_014MA,B13002_015MA,B13002_015EA,B13002_016MA,B13002_016EA,B13002_017MA,B13002_017EA,B13002_018EA,B13002_018MA,B13002_019MA,B13002_019EA,state
0400000US08,1376662,4542,71267,4836,53050,4449,661,556,34923,3273,17466,2121,18217,2913,909,531,14031,2517,3277,981,1305395,6325,594420,8819,1694,721,198257,5589,394469,6085,710975,8173,177021,3130,356801,7160,177153,5433,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1551701,5693,89630,5426,54009,4164,272,212,42113,3588,11624,1782,35621,3810,1927,716,29049,3472,4645,1313,1462071,7546,632780,10502,2479,673,206436,6881,423865,7737,829291,12216,216818,3971,385000,8407,227473,7924,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1021826,4656,56995,3846,37122,2979,147,151,29637,2774,7338,1328,19873,2500,1261,505,16988,2472,1624,568,964831,5818,444757,7583,2105,634,150927,5352,291725,5739,520074,7991,135631,3897,237118,6845,147325,5344,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1099363,4943,62709,4490,34695,3371,49,81,27030,3072,7616,1541,28014,3222,2201,852,23415,3083,2398,788,1036654,6207,388757,8285,1993,1087,123336,4894,263428,7574,647897,9364,142247,4641,307174,7144,198476,6547,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3009568,5290,158848,6532,105418,5473,160,141,69965,4190,35293,3329,53430,3687,4071,1144,40406,2995,8953,1701,2850720,7598,1172289,11389,3806,1074,344977,7482,823506,9083,1678431,11252,398487,3884,827806,7562,452138,9168,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,709250,3547,40916,2952,28971,2315,47,76,22343,2101,6581,1198,11945,1680,832,338,9443,1614,1670,481,668334,4190,299581,6238,1030,512,98398,3769,200153,4690,368753,6666,102860,2467,172624,3911,93269,4421,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,300261,1966,13925,2032,8950,1360,0,192,6174,1027,2776,921,4975,1327,175,224,3981,1124,819,640,286336,2583,122664,4107,216,216,33503,2332,88945,2952,163672,4246,46324,2064,77834,2941,39514,2974,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,694635,4154,39677,2789,22471,2192,39,52,18267,1844,4165,915,17206,2202,2475,896,14003,2056,728,382,654958,4750,290367,7305,1591,690,104012,4431,184764,5926,364591,6974,99375,4072,156849,5246,108367,5061,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,216969,1762,10138,1945,6499,1520,0,200,4646,1201,1853,916,3639,1124,210,207,2722,987,707,488,206831,2505,79392,3625,144,163,23725,2063,55523,2766,127439,4382,29552,1222,61372,2908,36515,2926,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1276341,3881,76157,3919,55845,3400,189,207,40777,2809,14879,1884,20312,2209,1215,423,16930,2254,2167,660,1200184,4857,534374,7749,1128,560,162831,4705,370415,5711,665810,7970,170130,2404,328601,5590,167079,5365,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,227860,2141,11388,1548,7707,1340,89,101,5623,1179,1995,609,3681,1104,1021,640,2140,818,520,486,216472,2511,98157,3379,589,318,34218,2412,63350,2614,118315,3712,30590,1603,56769,2606,30956,2413,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,282032,2182,14372,2013,9967,1741,41,73,8467,1541,1459,530,4405,1096,95,128,3521,1007,789,571,267660,3197,111881,3783,344,293,32145,2252,79392,3058,155779,4712,35843,1584,71608,2912,48328,3345,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2468872,7563,119280,5997,77564,5064,555,416,53728,4568,23281,2401,41716,3638,3691,1028,32703,3199,5322,1279,2349592,9993,1020323,13958,4019,1234,317309,8466,698995,10067,1329269,15107,336108,6081,620753,9591,372408,10146,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2619669,8548,122525,5675,75813,5726,1211,690,51760,4923,22842,2894,46712,3962,4914,1506,34468,3501,7330,1824,2497144,10191,1020024,17571,5312,1607,307348,8956,707364,13980,1477120,17398,362524,7134,690721,11622,423875,12100,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,171990,1891,10747,1579,6698,1325,0,157,4579,996,2119,757,4049,1012,604,379,2729,801,716,472,161243,2486,76063,2818,533,315,26236,2072,49294,2315,85180,3201,22579,1381,42559,2398,20042,2008,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1143519,5742,66070,4793,40650,4164,490,312,31814,3682,8346,1622,25420,2575,2146,774,20779,2369,2495,1001,1077449,7522,461942,9359,1655,771,150124,5627,310163,7179,615507,11034,157619,4355,278286,6868,179602,6835,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,137964,1376,5767,1277,3883,935,0,157,2655,836,1228,492,1884,790,21,43,1575,649,288,284,132197,1938,54733,2715,192,179,16430,1650,38111,1916,77464,2507,19391,1006,38715,1628,19358,1736,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,711652,2821,36733,3284,19984,2368,106,124,13649,1883,6229,1454,16749,2077,1170,732,13064,1787,2515,1025,674919,4244,279467,6836,1594,637,93462,4401,184411,4704,395452,7356,85015,1910,184156,4740,126281,4566,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,389283,3100,18926,2564,10895,1765,61,79,8430,1617,2404,783,8031,1681,1144,580,6059,1466,828,521,370357,3500,160499,5244,967,472,48204,3451,111328,4008,209858,6112,51201,2416,96022,4062,62635,3653,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,909783,3317,51095,3205,32699,2364,428,269,25927,2087,6344,1145,18396,2504,1118,401,15698,2429,1580,497,858688,4563,393150,6226,2322,706,141787,4248,249041,4763,465538,7174,126514,2794,216651,4586,122373,4521,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1299497,3170,68743,3495,47686,3120,137,153,34781,2720,12768,1557,21057,1922,1613,747,16465,1833,2979,800,1230754,4244,523398,6670,1769,655,159866,4977,361763,5091,707356,7493,183257,2402,340908,4940,183191,4692,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,745223,2967,21107,2781,10406,1566,416,363,7381,1423,2609,968,10701,1977,1681,893,8505,1654,515,304,724116,3963,205797,6331,585,360,49317,3674,155895,5843,518319,7440,99635,3231,240020,4964,178664,6068,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2035149,6537,99351,5523,68564,4115,181,224,45325,3548,23058,2302,30787,3751,2326,760,23370,3326,5091,1372,1935798,8282,867990,11211,3077,961,266881,7554,598032,8369,1067808,11003,274889,5173,516686,9030,276233,6887,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,171076,2101,11264,1676,8456,1514,0,161,6338,1249,2118,867,2808,835,96,124,2620,827,92,152,159812,2399,75753,3703,238,180,29366,2565,46149,2490,84059,4106,21606,1229,44435,3201,18018,2265,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1172188,4992,63951,4991,34710,3606,157,113,23590,2572,10963,2088,29241,3468,2336,1077,22960,3169,3945,1029,1108237,6836,453353,8179,2459,854,138715,5967,312179,6775,654884,9772,152376,4922,311826,7419,190682,6298,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,981781,4334,45820,3106,36100,2737,0,207,25326,2449,10774,1701,9720,1853,330,229,7754,1814,1636,605,935961,5085,409755,8170,1237,575,126552,5471,281966,5534,526206,9380,122480,3174,260989,6546,142737,5360,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,127854,2013,8297,1286,5405,1103,0,203,4626,1007,779,413,2892,869,386,326,2052,805,454,332,119557,2261,56581,2829,226,223,19140,2293,37215,1846,62976,3131,19124,2078,27028,2296,16824,1771,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,9647172,8061,454027,11738,308657,8907,2503,881,194644,7693,111510,4526,145370,7801,9141,1912,108610,6636,27619,2626,9193145,13183,3811030,24046,15633,2060,1144660,18188,2650737,16510,5382115,25637,1225787,5939,2781721,18691,1374607,16619,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,710350,4409,35639,3535,20870,2738,214,274,15181,2573,5475,1117,14769,2309,1166,712,12469,2112,1134,577,674711,5843,268128,6503,1101,523,89410,4197,177617,4790,406583,7530,102782,4795,180368,6522,123433,5314,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,818773,2817,35625,3419,26168,2873,0,207,16327,2473,9841,1670,9457,1817,335,349,6829,1557,2293,813,783148,4425,304347,7173,993,508,79937,4330,223417,5730,478801,7885,116611,2076,233720,4756,128470,5716,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,7084083,10216,383580,15108,249859,10110,2892,1052,173988,8200,72979,5637,133721,8709,15838,2879,97844,7540,20039,2920,6700503,18602,2974595,25263,11596,1779,998767,14844,1964232,19463,3725908,27349,982052,8642,1746352,16336,997504,19058,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1439455,4087,72172,5146,49433,3806,0,206,30073,2902,19360,2469,22739,2938,1722,826,17838,2261,3179,1044,1367283,6720,562719,9715,1289,624,161055,6138,400375,6329,804564,9540,182497,2907,396501,6696,225566,6371,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4707598,7701,230832,10602,138067,7546,1403,805,92453,5518,44211,4375,92765,6419,4582,1237,69983,5513,18200,3129,4476766,13198,1776113,18643,7730,1838,515978,11078,1252405,14683,2700653,21539,586334,6993,1294682,13741,819637,15228,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
