GEO_ID,B13015_001E,B13015_001M,B13015_002E,B13015_002M,B13015_003E,B13015_003M,B13015_004E,B13015_004M,B13015_005E,B13015_005M,B13015_006E,B13015_006M,B13015_007E,B13015_007M,B13015_008E,B13015_008M,B13015_009E,B13015_009M,B13015_010E,B13015_010M,B13015_011E,B13015_011M,B13015_012E,B13015_012M,B13015_013E,B13015_013M,B13015_014E,B13015_014M,B13015_015E,B13015_015M,NAME,B13015_001MA,B13015_001EA,B13015_002MA,B13015_002EA,B13015_003MA,B13015_003EA,B13015_004MA,B13015_004EA,B13015_005EA,B13015_005MA,B13015_006MA,B13015_006EA,B13015_007MA,B13015_007EA,B13015_008MA,B13015_008EA,B13015_009MA,B13015_009EA,B13015_010MA,B13015_010EA,B13015_011MA,B13015_011EA,B13015_012MA,B13015_012EA,B13015_013MA,B13015_013EA,B13015_014MA,B13015_014EA,B13015_015MA,B13015_015EA,state
0400000US08,1376662,4542,71267,4836,53050,4449,394,276,52656,4465,18217,2913,1314,838,16903,2719,1305395,6325,594420,8819,5897,1436,588523,8959,710975,8173,11065,1857,699910,8291,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1551701,5693,89630,5426,54009,4164,684,295,53325,4221,35621,3810,1779,787,33842,3748,1462071,7546,632780,10502,5593,1086,627187,10496,829291,12216,10385,1983,818906,12170,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1021826,4656,56995,3846,37122,2979,279,241,36843,3041,19873,2500,1347,675,18526,2387,964831,5818,444757,7583,4946,1011,439811,7480,520074,7991,8631,1690,511443,7958,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1099363,4943,62709,4490,34695,3371,365,418,34330,3353,28014,3222,1142,641,26872,3144,1036654,6207,388757,8285,4645,1255,384112,8181,647897,9364,15998,2488,631899,9203,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3009568,5290,158848,6532,105418,5473,2012,655,103406,5382,53430,3687,4681,1039,48749,3475,2850720,7598,1172289,11389,11230,1651,1161059,11329,1678431,11252,30496,2737,1647935,11480,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,709250,3547,40916,2952,28971,2315,354,341,28617,2336,11945,1680,482,305,11463,1616,668334,4190,299581,6238,1624,566,297957,6252,368753,6666,7967,1512,360786,6678,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,300261,1966,13925,2032,8950,1360,170,189,8780,1345,4975,1327,502,432,4473,1228,286336,2583,122664,4107,1083,540,121581,4097,163672,4246,4436,1242,159236,4134,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,694635,4154,39677,2789,22471,2192,89,97,22382,2194,17206,2202,876,515,16330,2097,654958,4750,290367,7305,2811,947,287556,7161,364591,6974,5708,1186,358883,7002,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,216969,1762,10138,1945,6499,1520,175,273,6324,1453,3639,1124,317,317,3322,1063,206831,2505,79392,3625,914,559,78478,3680,127439,4382,1857,785,125582,4600,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1276341,3881,76157,3919,55845,3400,1194,467,54651,3314,20312,2209,3199,791,17113,2113,1200184,4857,534374,7749,5066,1138,529308,7656,665810,7970,21710,2578,644100,7104,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,227860,2141,11388,1548,7707,1340,668,434,7039,1227,3681,1104,230,193,3451,1076,216472,2511,98157,3379,1410,568,96747,3471,118315,3712,2817,660,115498,3732,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,282032,2182,14372,2013,9967,1741,231,222,9736,1719,4405,1096,773,439,3632,1027,267660,3197,111881,3783,1100,513,110781,3764,155779,4712,4501,971,151278,4856,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2468872,7563,119280,5997,77564,5064,737,548,76827,5130,41716,3638,2915,1241,38801,3316,2349592,9993,1020323,13958,7212,1544,1013111,13829,1329269,15107,17960,2616,1311309,15141,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2619669,8548,122525,5675,75813,5726,875,516,74938,5668,46712,3962,2036,799,44676,3897,2497144,10191,1020024,17571,6863,1506,1013161,17361,1477120,17398,14246,2204,1462874,17615,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,171990,1891,10747,1579,6698,1325,121,110,6577,1322,4049,1012,198,144,3851,996,161243,2486,76063,2818,1071,463,74992,2787,85180,3201,4553,1133,80627,3292,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1143519,5742,66070,4793,40650,4164,293,238,40357,4163,25420,2575,1637,987,23783,2562,1077449,7522,461942,9359,4391,1207,457551,9346,615507,11034,10038,2331,605469,10928,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,137964,1376,5767,1277,3883,935,91,130,3792,919,1884,790,344,247,1540,805,132197,1938,54733,2715,933,509,53800,2766,77464,2507,2755,843,74709,2563,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,711652,2821,36733,3284,19984,2368,222,220,19762,2377,16749,2077,2255,976,14494,1951,674919,4244,279467,6836,3400,941,276067,7013,395452,7356,9477,1858,385975,7532,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,389283,3100,18926,2564,10895,1765,373,315,10522,1724,8031,1681,859,466,7172,1595,370357,3500,160499,5244,3192,1042,157307,5051,209858,6112,5272,1202,204586,6207,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,909783,3317,51095,3205,32699,2364,590,522,32109,2406,18396,2504,1439,611,16957,2309,858688,4563,393150,6226,5992,1152,387158,6467,465538,7174,11419,1679,454119,6835,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1299497,3170,68743,3495,47686,3120,475,259,47211,3076,21057,1922,1599,556,19458,1887,1230754,4244,523398,6670,4805,961,518593,6565,707356,7493,11590,1542,695766,7583,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,745223,2967,21107,2781,10406,1566,844,658,9562,1507,10701,1977,551,423,10150,1862,724116,3963,205797,6331,6611,1353,199186,6471,518319,7440,26204,2383,492115,7383,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
