GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,B15002H_018E,B15002H_018M,B15002H_019E,B15002H_019M,NAME,B15002H_001EA,B15002H_001MA,B15002H_002EA,B15002H_002MA,B15002H_003EA,B15002H_003MA,B15002H_004MA,B15002H_004EA,B15002H_005EA,B15002H_005MA,B15002H_006EA,B15002H_006MA,B15002H_007EA,B15002H_007MA,B15002H_008EA,B15002H_008MA,B15002H_009EA,B15002H_009MA,B15002H_010EA,B15002H_010MA,B15002H_011EA,B15002H_011MA,B15002H_012EA,B15002H_012MA,B15002H_013EA,B15002H_013MA,B15002H_014EA,B15002H_014MA,B15002H_015MA,B15002H_015EA,B15002H_016EA,B15002H_016MA,B15002H_017EA,B15002H_017MA,B15002H_018EA,B15002H_018MA,B15002H_019EA,B15002H_019MA,state
0400000US08,2834445,2420,1408449,1702,11137,1934,41049,3580,216315,7256,54504,3751,298542,6967,119641,5207,416635,8889,250626,6027,1425996,1680,12860,2150,31765,2547,219018,7409,34956,2859,302352,8409,132831,5624,430477,7636,261737,6622,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3680035,2861,1777765,1941,50874,4006,123345,5515,521458,9906,104180,5265,343937,8001,147474,5910,317684,8266,168813,6563,1902270,1576,46432,3849,116536,5210,536601,11046,83542,3897,382502,8817,194541,6673,345244,8592,196872,7225,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2649257,2410,1274231,1709,70738,4380,104079,5485,354579,7556,93622,4679,256402,7941,86921,4492,190730,5306,117160,4837,1375026,1632,60554,4029,95667,4266,342990,7689,88295,4760,285892,7575,141603,4556,200013,5280,160012,5865,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1941691,3035,939200,2249,37937,3874,72838,3722,255274,7749,64270,4487,195514,6658,57816,4019,169245,5820,86306,4296,1002491,1777,33002,3090,65027,4919,279793,8588,47578,4105,204115,8482,74317,4466,196980,7682,101679,4820,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,5677276,2935,2745183,2184,47078,2647,117501,5221,611720,9382,110304,4490,564996,8497,222370,6901,653938,10902,417276,9278,2932093,1608,52073,3506,104735,4550,654542,10351,84674,3857,597000,10118,275149,6586,689492,9426,474428,9591,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1875578,1667,913599,963,17477,1608,40209,2880,263883,6826,38070,2292,188415,5118,108728,4321,176031,5716,80786,3905,961979,1064,14683,1567,34661,2550,252757,7087,33602,2700,203502,5765,123061,5148,206811,5675,92902,4347,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,891901,1016,434495,990,9284,1839,21268,2321,105536,4819,21648,2228,78890,3955,41168,3241,96979,3597,59722,3156,457406,359,7591,1916,16156,2166,106029,3965,14348,1767,86582,4080,53724,3391,105357,4451,67619,3588,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1547248,1878,746188,1431,24657,2380,58695,3580,219782,6695,49076,3472,167289,5905,43922,3103,113725,4515,69042,4691,801060,1177,22613,2382,53935,3106,211635,5801,46516,3317,182147,6303,74072,4527,133494,5432,76648,4162,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,455106,358,216694,108,3629,1028,10991,1635,64780,3949,8163,1412,41823,2692,14568,1717,46676,3103,26064,2162,238412,298,3727,1060,11370,1924,68825,3955,5321,1060,43025,3340,22797,2185,47140,3236,36207,2368,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3196491,1322,1568905,971,19448,2009,57782,3188,347918,5917,53948,3109,331240,6290,182254,5095,387374,6926,188941,4813,1627586,796,14410,1589,36747,2950,345185,7160,33029,2588,338227,7288,213083,5227,432183,8426,214722,6196,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
