GEO_ID,B18106_001E,B18106_001M,B18106_002E,B18106_002M,B18106_003E,B18106_003M,B18106_004E,B18106_004M,B18106_005E,B18106_005M,B18106_006E,B18106_006M,B18106_007E,B18106_007M,B18106_008E,B18106_008M,B18106_009E,B18106_009M,B18106_010E,B18106_010M,B18106_011E,B18106_011M,B18106_012E,B18106_012M,B18106_013E,B18106_013M,B18106_014E,B18106_014M,B18106_015E,B18106_015M,B18106_016E,B18106_016M,B18106_017E,B18106_017M,B18106_018E,B18106_018M,B18106_019E,B18106_019M,B18106_020E,B18106_020M,B18106_021E,B18106_021M,B18106_022E,B18106_022M,B18106_023E,B18106_023M,B18106_024E,B18106_024M,B18106_025E,B18106_025M,B18106_026E,B18106_026M,B18106_027E,B18106_027M,B18106_028E,B18106_028M,B18106_029E,B18106_029M,B18106_030E,B18106_030M,B18106_031E,B18106_031M,B18106_032E,B18106_032M,B18106_033E,B18106_033M,NAME,B18106_001MA,B18106_001EA,B18106_002MA,B18106_002EA,B18106_003MA,B18106_003EA,B18106_004MA,B18106_004EA,B18106_005MA,B18106_005EA,B18106_006MA,B18106_006EA,B18106_007MA,B18106_007EA,B18106_008MA,B18106_008EA,B18106_009MA,B18106_009EA,B18106_010MA,B18106_010EA,B18106_011MA,B18106_011EA,B18106_012MA,B18106_012EA,B18106_013MA,B18106_013EA,B18106_014MA,B18106_014EA,B18106_015MA,B18106_015EA,B18106_016MA,B18106_016EA,B18106_017MA,B18106_017EA,B18106_018MA,B18106_018EA,B18106_019MA,B18106_019EA,B18106_020MA,B18106_020EA,B18106_021EA,B18106_021MA,B18106_022MA,B18106_022EA,B18106_023MA,B18106_023EA,B18106_024MA,B18106_024EA,B18106_025MA,B18106_025EA,B18106_026MA,B18106_026EA,B18106_027MA,B18106_027EA,B18106_028MA,B18106_028EA,B18106_029MA,B18106_029EA,B18106_030MA,B18106_030EA,B18106_031MA,B18106_031EA,B18106_032EA,B18106_032MA,B18106_033MA,B18106_033EA,state
0400000US08,5268463,3285,2621629,5311,474747,3755,4810,1337,469937,4029,703601,4045,4952,1534,698649,4554,1078725,3600,16730,2182,1061995,4005,237847,1330,5799,1020,232048,1761,126709,1018,9921,1628,116788,1844,2646834,4148,454739,3372,2794,904,451945,3604,671498,3634,4734,1326,666764,3779,1091523,2967,21349,2167,1070174,3702,260627,1922,6580,1320,254047,2551,168447,2076,19829,2594,148618,3177,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6174730,2963,3015987,5618,584220,3958,8300,1325,575920,4088,754924,4044,6249,1337,748675,4118,1227172,4624,30948,3191,1196224,5788,283231,1950,9942,1573,273289,2731,166440,1919,15604,1694,150836,2595,3158743,5142,561189,3611,5389,1176,555800,3405,747996,3667,6460,1268,741536,3925,1283341,3555,36865,2981,1246476,4789,321759,1995,12514,1771,309245,2664,244458,1970,32601,2910,211857,3437,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4114715,2846,2002846,4901,376250,4129,6357,1224,369893,4141,483799,3502,4995,1321,478804,3579,827161,3179,28490,2451,798671,3967,201184,1437,11567,1712,189617,2009,114452,1464,13026,1586,101426,2114,2111869,4838,355847,3529,5031,1524,350816,3542,490054,3458,4269,1302,485785,3748,872088,3480,34578,3425,837510,4429,228741,1587,11487,1837,217254,2326,165139,1437,28110,2330,137029,2791,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4254221,3494,2041702,5857,409189,4346,5639,1691,403550,4589,506850,3839,5859,1605,500991,3907,819036,4675,28478,3592,790558,5172,197498,2605,12462,1835,185036,2957,109129,1990,14033,1696,95096,2478,2212519,5887,384790,4099,3243,933,381547,4167,535422,3711,3779,1338,531643,3896,900049,4090,27913,2813,872136,5110,229927,2816,12543,2130,217384,3209,162331,2444,25230,2360,137101,3423,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11804483,2510,5757672,4614,1070379,2941,10710,1663,1059669,3440,1447445,4468,13312,2342,1434133,4640,2394123,4759,45477,3779,2348646,6083,523834,2299,20092,2223,503742,2673,321891,1720,30326,2325,291565,2867,6046811,4913,1022127,2950,7786,1505,1014341,3299,1443936,2774,9001,1733,1434935,3211,2500937,3179,54000,3390,2446937,4657,602170,2425,27395,2967,574775,3716,477641,2429,64252,3765,413389,4537,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2915146,2277,1439605,3646,273970,2547,3036,773,270934,2738,356341,3283,2389,691,353952,3419,576827,3763,9878,1650,566949,4066,141383,1123,4659,946,136724,1335,91084,851,6265,925,84819,1181,1475541,3570,259395,2241,1569,490,257826,2357,348462,2700,1691,529,346771,2760,584446,2751,11744,1813,572702,2730,153923,1314,4560,997,149363,1385,129315,1444,14169,1924,115146,1977,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1276692,1118,627186,2232,97727,1336,1002,347,96725,1345,147862,1496,1215,615,146647,1505,272522,1684,5894,1397,266628,2388,69896,922,2005,653,67891,1128,39179,695,2902,762,36277,932,649506,2279,97330,1621,586,297,96744,1663,143033,1364,960,615,142073,1515,281283,1481,5589,1192,275694,2035,74678,910,2310,738,72368,1112,53182,908,5936,1210,47246,1488,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2772411,2901,1345150,4441,260523,3340,4257,993,256266,3429,331781,3482,4568,1165,327213,3701,530988,3765,19314,2346,511674,4271,136296,1722,8478,1478,127818,2001,85562,1232,11094,1408,74468,1630,1427261,3870,253730,2963,2389,824,251341,2995,334941,2912,3351,937,331590,3146,569556,3597,21206,2194,548350,4148,156164,1821,9982,1657,146182,2350,112870,1563,18104,2366,94766,2497,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,897876,1169,428808,1733,74794,791,934,573,73860,966,101168,1211,1522,841,99646,1517,173087,1286,4501,1167,168586,1604,49319,912,1070,347,48249,1033,30440,770,2659,828,27781,1063,469068,954,73605,654,655,384,72950,799,105020,913,391,268,104629,931,193315,1000,5510,1235,187805,1184,57612,670,1267,652,56345,845,39516,705,4095,875,35421,1067,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5198632,1833,2580376,3342,484216,2312,7278,1516,476938,2727,632031,2649,4792,986,627239,2522,1070502,2812,19065,2502,1051437,3294,242775,1445,8331,1205,234444,1776,150852,1513,12584,1633,138268,1867,2618256,3286,460984,2228,2766,625,458218,2279,616298,2108,3846,785,612452,2210,1076249,2627,19194,1869,1057055,3163,262786,1633,9171,1492,253615,2044,201939,1787,20082,2044,181857,2219,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
