GEO_ID,B17003_001E,B17003_001M,B17003_002E,B17003_002M,B17003_003E,B17003_003M,B17003_004E,B17003_004M,B17003_005E,B17003_005M,B17003_006E,B17003_006M,B17003_007E,B17003_007M,B17003_008E,B17003_008M,B17003_009E,B17003_009M,B17003_010E,B17003_010M,B17003_011E,B17003_011M,B17003_012E,B17003_012M,B17003_013E,B17003_013M,B17003_014E,B17003_014M,B17003_015E,B17003_015M,B17003_016E,B17003_016M,B17003_017E,B17003_017M,B17003_018E,B17003_018M,B17003_019E,B17003_019M,B17003_020E,B17003_020M,B17003_021E,B17003_021M,B17003_022E,B17003_022M,B17003_023E,B17003_023M,NAME,B17003_001EA,B17003_001MA,B17003_002EA,B17003_002MA,B17003_003EA,B17003_003MA,B17003_004EA,B17003_004MA,B17003_005EA,B17003_005MA,B17003_006EA,B17003_006MA,B17003_007EA,B17003_007MA,B17003_008EA,B17003_008MA,B17003_009EA,B17003_009MA,B17003_010MA,B17003_010EA,B17003_011MA,B17003_011EA,B17003_012MA,B17003_012EA,B17003_013EA,B17003_013MA,B17003_014EA,B17003_014MA,B17003_015EA,B17003_015MA,B17003_016MA,B17003_016EA,B17003_017EA,B17003_017MA,B17003_018EA,B17003_018MA,B17003_019EA,B17003_019MA,B17003_020MA,B17003_020EA,B17003_021MA,B17003_021EA,B17003_022MA,B17003_022EA,B17003_023EA,B17003_023MA,state
0400000US08,3846402,5058,298076,10073,124704,5559,23914,2618,35394,3294,39034,3334,26362,2663,173372,7337,33360,3468,46140,4246,54839,4201,39033,3426,3548326,11631,1778533,7499,131171,7138,371599,10255,513691,12526,762072,10711,1769793,7641,116990,5884,335265,9463,524169,13291,793369,9382,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4382852,5574,445669,12926,179731,7253,51088,4424,68969,4590,38854,3341,20820,2458,265938,8919,61503,4081,98307,5377,78129,5105,27999,2582,3937183,14455,1922688,8480,190655,7452,654325,10947,533915,10615,543793,10905,2014495,9006,168617,6735,616224,11542,618781,11137,610873,13206,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2974275,5122,412878,13059,168439,7241,56558,4259,67522,4815,32540,3057,11819,1856,244439,8880,64394,4426,88846,4780,71446,5033,19753,2403,2561397,13762,1252493,8076,142507,5951,421405,8544,356047,8783,332534,7846,1308904,9571,119272,6005,387257,8590,417978,8721,384397,7704,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3048288,6373,456264,14418,174532,7868,60714,5550,70530,5282,29020,2940,14268,1740,281732,9269,76480,5261,111986,5703,68199,4670,25067,2925,2592024,15428,1257729,9204,152958,7546,439458,11240,350487,10013,314826,7425,1334295,10959,123123,6334,418807,11040,392452,12136,399913,10385,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8558519,5532,839871,17493,335886,9773,85126,4716,118785,6230,79566,5108,52409,3517,503985,11940,109590,6811,161982,7157,155753,6723,76660,4846,7718648,18607,3772294,11254,357360,8895,993323,12156,1044761,14516,1376850,16570,3946354,11986,320388,7342,937947,10898,1156017,13636,1532002,14468,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2066198,4307,175332,7241,71798,4261,13521,2074,30857,2581,19102,2250,8318,1340,103534,4890,19379,2003,38470,2869,34039,2561,11646,1564,1890866,8696,933773,5429,66802,3531,294375,6593,299459,5911,273137,6741,957093,5279,55142,3459,266251,6596,322245,7093,313455,7098,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,956336,1712,59376,3926,24594,2467,5949,1256,9850,1681,4318,1061,4477,939,34782,2971,5231,1222,13840,1909,9282,1850,6429,1338,896960,4133,442207,2732,28938,2946,124690,5006,123062,4310,165517,5001,454753,3408,23942,2729,113731,3728,137851,4775,179229,4824,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1977082,5212,264252,11134,100568,6103,26538,3167,41723,4157,22501,2617,9806,1762,163684,6812,38821,3522,61299,4497,49917,3817,13647,1898,1712830,11005,841293,7067,99016,4923,298822,7590,238166,7447,205289,6714,871537,7256,83659,4470,265280,6839,284527,7480,238071,7746,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,669042,1013,67261,5422,28373,3054,5580,1286,13128,2098,5558,1298,4107,1243,38888,3710,8302,1833,15895,2412,10154,1816,4537,1062,601781,5652,286868,3363,26463,2661,95397,4846,72270,3804,92738,3939,314913,3874,24694,2632,97459,4799,81932,4104,110828,4481,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3757888,3697,289322,8488,123380,5056,25975,2548,43563,3244,34561,3186,19281,1686,165942,5516,33392,2410,54144,3263,51577,3157,26829,2518,3468566,8758,1722394,5870,106570,4763,420040,7229,556161,7228,639623,7672,1746172,5966,78669,4118,378396,7974,582886,8603,706221,8782,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
