GEO_ID,B19326_001E,B19326_001M,B19326_002E,B19326_002M,B19326_003E,B19326_003M,B19326_004E,B19326_004M,B19326_005E,B19326_005M,B19326_006E,B19326_006M,B19326_007E,B19326_007M,NAME,B19326_001EA,B19326_001MA,B19326_002EA,B19326_002MA,B19326_003EA,B19326_003MA,B19326_004MA,B19326_004EA,B19326_005EA,B19326_005MA,B19326_006EA,B19326_006MA,B19326_007EA,B19326_007MA,state
0400000US55,31971,172,40047,311,52540,575,20070,319,25777,245,42113,322,15097,214,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,13183,199,14837,231,23619,501,10133,218,11689,206,23986,423,8552,138,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,35024,327,42456,469,60929,436,19619,508,27469,429,48494,731,14245,225,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,35659,690,45259,1256,57453,2135,19507,1083,27362,998,41393,866,15237,647,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,26869,292,32303,337,47548,1034,17293,345,22235,268,37618,673,13160,248,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,31087,272,37089,479,52865,1255,20791,411,25343,378,45335,794,15476,279,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,31234,718,41453,1112,57096,2504,22566,1599,22391,1025,40261,2224,12697,759,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,32155,100,39228,322,56920,362,18747,217,26559,152,50290,219,14734,121,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,24123,539,30830,459,45898,826,15413,509,19595,534,35064,842,11871,224,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,36835,443,45684,848,67991,1823,20960,433,30429,441,56494,718,16675,279,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,30462,108,36712,196,51158,217,16718,220,23892,200,41322,227,12335,84,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,39520,558,46648,502,65064,1152,20211,453,32831,640,55276,938,16730,301,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,27544,232,32482,244,45965,345,19233,256,23108,214,39288,505,14477,141,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,37090,310,45950,527,70202,726,20224,366,30604,293,57123,720,16401,242,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,50978,1000,55676,1972,82221,3496,16343,1644,46891,1748,71710,1455,14008,1316,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,31006,307,41455,448,55315,964,18793,771,21790,373,40351,474,12044,226,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,33799,288,40656,207,60301,281,19068,257,28180,332,51655,235,14882,151,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,38019,455,47700,846,69551,1360,21084,306,30751,290,54581,1006,16451,229,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,30141,148,36821,242,52489,599,18330,307,23871,241,41758,247,13806,166,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,29455,336,35610,317,50488,334,18274,399,23970,333,39839,639,13608,201,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,30814,150,38514,377,55422,449,19254,231,24543,262,44946,477,14059,141,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,29563,251,36508,291,54279,881,19637,318,23116,258,41908,276,14107,177,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,31581,314,39112,733,51282,503,17480,591,25265,472,41022,601,14176,443,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,27174,479,34810,1011,48966,1609,18971,707,21149,494,37491,1347,12786,472,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,25353,419,31015,587,45490,1352,17007,653,20530,439,36804,742,12319,274,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,34531,792,40491,725,52209,942,21450,775,30143,538,44800,1243,16633,602,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,30768,426,37341,851,49042,1356,17287,948,24912,714,37138,532,13356,603,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,36009,243,44805,707,63396,1149,22957,402,28340,453,50239,401,16044,222,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,31884,555,40212,1066,59706,2124,17363,1062,26103,963,49730,2179,14820,597,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,30262,207,35377,342,49663,849,20121,351,24957,339,41175,321,15045,239,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,27390,232,33592,558,47593,738,17352,307,22253,255,38527,632,12612,224,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,30328,267,36761,482,51873,469,17217,498,23999,561,40862,446,13714,331,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
