GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001MA,B17001A_001EA,B17001A_002MA,B17001A_002EA,B17001A_003MA,B17001A_003EA,B17001A_004EA,B17001A_004MA,B17001A_005EA,B17001A_005MA,B17001A_006EA,B17001A_006MA,B17001A_007MA,B17001A_007EA,B17001A_008MA,B17001A_008EA,B17001A_009EA,B17001A_009MA,B17001A_010MA,B17001A_010EA,B17001A_011EA,B17001A_011MA,B17001A_012MA,B17001A_012EA,B17001A_013MA,B17001A_013EA,B17001A_014EA,B17001A_014MA,B17001A_015EA,B17001A_015MA,B17001A_016EA,B17001A_016MA,B17001A_017MA,B17001A_017EA,B17001A_018MA,B17001A_018EA,B17001A_019EA,B17001A_019MA,B17001A_020EA,B17001A_020MA,B17001A_021MA,B17001A_021EA,B17001A_022EA,B17001A_022MA,B17001A_023EA,B17001A_023MA,B17001A_024MA,B17001A_024EA,B17001A_025MA,B17001A_025EA,B17001A_026MA,B17001A_026EA,B17001A_027MA,B17001A_027EA,B17001A_028MA,B17001A_028EA,B17001A_029EA,B17001A_029MA,B17001A_030EA,B17001A_030MA,B17001A_031EA,B17001A_031MA,B17001A_032MA,B17001A_032EA,B17001A_033EA,B17001A_033MA,B17001A_034EA,B17001A_034MA,B17001A_035EA,B17001A_035MA,B17001A_036EA,B17001A_036MA,B17001A_037MA,B17001A_037EA,B17001A_038MA,B17001A_038EA,B17001A_039EA,B17001A_039MA,B17001A_040EA,B17001A_040MA,B17001A_041EA,B17001A_041MA,B17001A_042EA,B17001A_042MA,B17001A_043MA,B17001A_043EA,B17001A_044EA,B17001A_044MA,B17001A_045EA,B17001A_045MA,B17001A_046EA,B17001A_046MA,B17001A_047MA,B17001A_047EA,B17001A_048MA,B17001A_048EA,B17001A_049EA,B17001A_049MA,B17001A_050EA,B17001A_050MA,B17001A_051EA,B17001A_051MA,B17001A_052EA,B17001A_052MA,B17001A_053EA,B17001A_053MA,B17001A_054MA,B17001A_054EA,B17001A_055EA,B17001A_055MA,B17001A_056EA,B17001A_056MA,B17001A_057EA,B17001A_057MA,B17001A_058EA,B17001A_058MA,B17001A_059MA,B17001A_059EA,state
0400000US08,4695611,16241,408335,16569,183926,9736,14337,2537,2700,1060,21590,3255,8092,1808,2208,748,5153,1104,32234,2897,24142,2800,16326,2172,16595,2009,22961,2427,10840,1532,6748,1317,224409,9406,13108,2253,2639,863,17946,2417,7911,1889,3612,1080,5458,1357,39524,3048,34068,3299,23800,2775,19329,2532,24419,2699,16555,2105,16040,1800,4287276,22604,2171110,12313,120637,3311,22967,2152,154373,5069,83297,4082,24427,2468,54627,2951,165128,4381,349576,5169,313928,4212,284495,3103,280083,2938,205177,1845,112395,1399,2116166,13461,115220,3114,25559,2565,145941,4133,74898,3973,26996,2190,47238,2570,143649,4327,315055,4269,291384,3949,278307,3267,294282,3087,217854,2323,139783,2416,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5386341,11994,584877,19529,254591,10071,23802,2746,3596,851,25110,2660,12398,1991,5235,1301,9017,1495,40943,3864,28612,2954,23481,2503,26923,2817,31093,2919,14794,1823,9587,1406,330286,12023,24200,2529,3653,819,26833,3062,12652,2158,3927,971,10687,1696,51160,3714,49489,3411,33381,3002,33579,2486,37600,3161,21966,1770,21159,2111,4801464,20354,2395040,12793,136118,3584,27409,2901,172894,4857,96383,4479,29785,2126,61980,2895,188066,4269,316042,3931,306693,3700,327540,3449,342798,3387,243760,1877,145572,2094,2406424,11871,126399,3125,27259,2421,167250,5034,84275,4181,30976,2468,56738,3022,169319,3264,293197,4016,301600,3135,324907,3295,353405,3251,267726,2106,203373,2566,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3765168,7107,586690,19865,257838,10520,25619,2912,4268,1211,30769,3012,13231,1932,4150,886,7988,1563,30453,2815,31079,2786,29198,2870,26217,2423,31942,2780,14666,1624,8258,1268,328852,12138,22803,2437,4820,1397,29564,3638,12221,1978,4170,1123,5968,1100,42920,3502,46232,4069,39141,2788,36971,2893,41459,3168,21949,2233,20634,2194,3178478,20138,1584045,11617,86538,3198,17317,2094,107148,4423,58189,3115,19549,1681,40313,1990,129543,3614,204382,3359,203270,3355,221212,2698,224809,3100,172233,1871,99542,1446,1594433,12990,83477,2747,15126,2140,103332,3999,53650,3795,18597,2028,37764,2515,106888,3438,197751,3877,198688,3524,220483,2798,237135,3249,188855,2458,132687,2367,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2815645,8111,358365,17164,150208,8416,14257,2500,3107,979,14323,2206,6774,1530,1927,804,3891,1073,18743,2524,20023,3133,16280,2428,16191,1928,18813,2564,9344,1610,6535,1141,208157,11208,14535,2531,3342,1457,17197,2677,5339,1288,1878,733,4916,1323,30150,3301,32162,3198,26011,3049,22239,2806,22466,2405,14691,2153,13231,2053,2457280,17587,1232534,9721,70079,2808,16413,2178,84437,4264,43614,3661,12664,1654,31492,2207,94051,2777,166886,3925,163971,3300,161577,3120,174959,2811,133083,2091,79308,1642,1224746,11502,66769,2969,12748,1997,80472,3753,40330,2848,15388,1578,26558,2226,80271,3440,155527,3913,153762,3395,161457,3561,183790,2588,142427,2345,105247,2462,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8941073,25928,834662,23545,367671,13562,27992,2906,5858,1131,37293,3809,18043,2647,7943,1476,13434,1979,54475,4369,44940,3815,38192,3130,34882,3009,45209,3184,22928,2035,16482,2042,466991,13025,31555,3111,5970,1399,34642,3313,17206,2362,6103,1298,11425,1664,69440,3849,65475,4659,54257,3596,43969,3747,53980,3380,35695,2863,37274,3034,8106411,36612,4050315,21567,228433,4594,41134,3073,278647,7322,151969,6072,49373,2862,102693,3275,312490,4844,556898,6011,531152,5467,559816,4654,582115,3908,402257,2716,253338,2479,4056096,19386,209883,3788,40533,2762,268535,7112,142432,6655,48604,2930,94757,3668,277003,5128,521746,5539,512638,5098,553998,5405,596154,3816,437181,3126,352632,3447,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2760739,6012,272631,12034,116861,7028,9838,1645,1834,639,10569,1874,4536,881,2620,749,3748,752,22001,3259,13970,1862,11129,1746,11060,1746,13527,1835,5813,939,6216,987,155770,7106,9170,1551,2585,916,10465,1516,4717,1317,2331,654,3647,930,33700,2868,20946,2343,15869,1889,12772,1669,16865,1912,8941,964,13762,1413,2488108,12195,1249813,7331,74854,2262,13730,1578,94384,3423,51127,3013,15560,1606,33624,1745,95390,3263,158380,2508,159201,2096,158518,2106,179747,1920,131679,1291,83619,1274,1238295,6992,70669,1784,15194,1695,88962,3406,46843,2428,13239,1319,31233,1722,79703,3246,146169,2538,153492,2132,157059,1892,184274,2056,139838,1109,111620,1647,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1216879,3434,86537,6339,37826,3497,3260,918,400,334,3274,1305,2260,739,568,346,1171,556,5439,1385,4028,996,3910,1072,3545,912,5586,1061,2842,724,1543,539,48711,4110,3301,1059,390,319,3986,1046,1471,649,1127,615,1083,574,6010,1291,7314,1214,5888,1370,4389,1000,6273,1343,4045,978,3434,747,1130342,6482,563486,4013,24580,1240,5377,1340,33158,2308,19074,2008,7990,1099,12718,1246,43844,1602,72794,1210,65051,1519,82757,1477,94257,1203,64928,911,36958,870,566856,4341,23873,1173,5517,1010,32401,2190,16982,1931,6129,969,12693,956,38693,1682,65886,1224,64846,1574,85732,1191,97292,1426,68758,1305,48054,1035,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2244044,7006,312912,16141,131949,8523,13905,1792,2821,958,14222,2119,6345,1306,2023,725,5178,1192,17932,2118,14234,2165,12760,2206,11579,1757,16368,2168,8983,1278,5599,1229,180963,9263,14231,2174,2401,804,14591,2292,7298,1695,1922,759,3466,994,26141,3114,24826,2779,21816,2593,18992,2054,22250,2548,13310,1517,9719,1229,1931132,16897,970486,9156,52020,2202,11227,1694,69433,3561,35209,2556,12257,1653,22276,1644,75477,3190,128469,2958,122391,3134,129978,2392,130879,2241,108218,1400,72652,1493,960646,10193,49115,2500,8700,1560,63502,3444,34515,3310,12547,1395,23764,1659,60648,3438,117591,3116,117178,2910,125901,2478,136875,2693,118520,1695,91790,1797,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,644730,4744,58898,6272,25881,3477,1539,920,193,187,2071,914,2024,919,311,235,792,494,2621,1095,3512,1230,2489,868,3294,784,4037,975,2297,754,701,289,33017,4118,1479,697,418,292,2813,970,586,425,220,249,943,496,4603,864,4650,1448,2826,850,3953,1182,5639,1495,2594,628,2293,689,585832,7336,287884,4213,14680,927,1858,817,17480,1587,9692,1357,2610,673,7238,687,20159,1410,38468,1382,31810,1091,37800,1077,43460,1289,37883,958,24746,649,297948,4630,14037,1008,1724,747,16364,1434,9775,1264,2928,736,6052,840,17085,1390,37156,1564,33543,1045,38183,1314,47774,1663,42759,649,30568,841,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4537631,8248,337356,10806,149738,6337,11037,1944,1613,543,11303,1523,6362,1235,2148,585,4981,1054,26011,2539,15869,1752,13238,1704,15145,1478,21363,1954,11920,1262,8748,1305,187618,6651,8455,1215,1437,392,13904,2243,4419,803,2215,683,3165,663,37480,2840,23032,2095,17443,1853,17359,1691,23110,1735,17108,1753,18491,1579,4200275,12964,2109395,8231,120621,2169,24649,2083,145398,2939,78800,2722,25845,1903,50735,1933,152946,3265,280517,2164,278168,2453,281201,1896,317981,2371,216735,1152,135799,1594,2090880,7486,115247,1568,21617,1798,139678,4177,75830,3665,25005,1470,49096,1643,131710,3273,264819,2491,263956,2157,277506,1992,324813,1938,227356,1781,174247,2147,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
