GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M,NAME,B21001_001MA,B21001_001EA,B21001_002MA,B21001_002EA,B21001_003MA,B21001_003EA,B21001_004EA,B21001_004MA,B21001_005EA,B21001_005MA,B21001_006MA,B21001_006EA,B21001_007MA,B21001_007EA,B21001_008MA,B21001_008EA,B21001_009MA,B21001_009EA,B21001_010MA,B21001_010EA,B21001_011EA,B21001_011MA,B21001_012EA,B21001_012MA,B21001_013EA,B21001_013MA,B21001_014MA,B21001_014EA,B21001_015EA,B21001_015MA,B21001_016EA,B21001_016MA,B21001_017EA,B21001_017MA,B21001_018EA,B21001_018MA,B21001_019MA,B21001_019EA,B21001_020MA,B21001_020EA,B21001_021EA,B21001_021MA,B21001_022EA,B21001_022MA,B21001_023EA,B21001_023MA,B21001_024MA,B21001_024EA,B21001_025MA,B21001_025EA,B21001_026EA,B21001_026MA,B21001_027EA,B21001_027MA,B21001_028EA,B21001_028MA,B21001_029MA,B21001_029EA,B21001_030MA,B21001_030EA,B21001_031EA,B21001_031MA,B21001_032EA,B21001_032MA,B21001_033EA,B21001_033MA,B21001_034EA,B21001_034MA,B21001_035EA,B21001_035MA,B21001_036MA,B21001_036EA,B21001_037EA,B21001_037MA,B21001_038MA,B21001_038EA,B21001_039EA,B21001_039MA,state
0400000US08,4395702,3304,371081,8511,4024621,8691,2187025,3926,330988,7628,1856037,7928,717710,3720,35100,3444,682610,5206,753942,2965,84636,4901,669306,5195,346045,1785,56346,3159,289699,3528,239923,1304,85384,2901,154539,2934,129405,997,69522,2734,59883,2626,2208677,2752,40093,2811,2168584,3448,674567,3436,8083,1560,666484,3828,730646,2744,15001,1742,715645,3498,364937,1655,9524,1449,355413,2202,262495,1863,4740,1380,257755,2170,176032,1765,2745,845,173287,2051,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5121007,3058,380079,8280,4740928,8620,2491047,3595,352650,7818,2138397,8898,776718,3876,30194,3234,746524,4616,825902,3441,75964,3598,749938,4980,425890,2045,61890,3750,364000,4423,287314,1800,101003,3765,186311,3992,175223,1456,83599,3005,91624,3312,2629960,3344,27429,2729,2602531,3985,752167,3623,4235,1453,747932,4038,840895,3339,9561,1506,831334,3322,448289,2038,6541,1210,441748,2334,326385,1724,4265,981,322120,1979,262224,1338,2827,652,259397,1506,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3449056,2702,261887,7670,3187169,7819,1670222,3448,241849,6807,1428373,7586,498743,3251,19047,2299,479696,3702,558683,2818,58121,4188,500562,4970,289404,1964,44205,2962,245199,3119,204030,1388,67991,2588,136039,2649,119362,1181,52485,2177,66877,2268,1778834,2895,20038,2368,1758796,3567,493282,3403,3006,1063,490276,3471,566998,3146,8487,1966,558511,3666,310554,1926,4136,914,306418,2093,231435,1446,2796,735,228639,1508,176565,1328,1613,514,174952,1452,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3546810,2452,247339,7323,3299471,7380,1699859,3189,222969,6431,1476890,6601,532830,3478,18625,2518,514205,4071,563220,3967,55224,4508,507996,6009,288310,2089,35047,2684,253263,3300,202164,2561,62268,3522,139896,3986,113335,1967,51805,2688,61530,2993,1846951,2897,24370,2883,1822581,4243,538363,3632,4333,1273,534030,3930,589066,3692,9652,2001,579414,4203,314411,1879,5462,1001,308949,2188,232733,2739,3191,739,229542,2772,172378,2412,1732,719,170646,2479,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9871480,2944,559656,9843,9311824,10105,4789978,3499,519141,8851,4270837,9719,1484659,4025,39400,3046,1445259,4840,1625221,4056,104470,4839,1520751,6162,810362,1956,81815,3691,728547,4331,533438,1797,153644,4680,379794,4615,336298,1261,139812,3594,196486,3381,5081502,2775,40515,3782,5040987,4748,1449359,2652,7779,1759,1441580,2684,1652021,2565,16656,2326,1635365,3538,859310,1780,7656,1321,851654,2243,609891,2107,4087,847,605804,2166,510921,1546,4337,928,506584,1735,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2421401,2341,184032,5367,2237369,5895,1186872,2552,171800,5269,1015072,6345,362137,3103,11107,1646,351030,3360,378560,3061,35120,2643,343440,4073,206660,1518,25357,2032,181303,2449,143876,1088,52599,2587,91277,2488,95639,595,47617,1961,48022,1985,1234529,2259,12232,1600,1222297,3010,349276,2645,1617,619,347659,2762,374209,2465,4142,962,370067,2593,212741,1521,4027,956,208714,1859,155457,1218,1218,368,154239,1314,142846,1028,1228,430,141618,1118,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1096924,1682,93957,3596,1002967,3794,538322,1766,85760,3349,452562,3664,150822,1581,5265,1281,145557,1892,171264,1148,15866,1886,155398,1939,104134,1027,17346,1767,86788,1981,70969,777,24601,1948,46368,2082,41133,496,22682,1261,18451,1322,558602,1405,8197,1272,550405,1844,143387,1403,947,513,142440,1362,173208,1337,2965,803,170243,1646,108953,816,2212,541,106741,900,75630,697,1212,454,74418,802,57424,660,861,324,56563,748,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2306307,2881,187903,6038,2118404,6932,1115719,3238,172261,5577,943458,6047,342117,3420,13605,2328,328512,3738,362126,3265,39347,2847,322779,3723,185354,1702,30137,2229,155217,2347,138155,1602,49336,2766,88819,2877,87967,1032,39836,2187,48131,2532,1190588,2276,15642,1840,1174946,2952,336521,3018,2133,782,334388,3111,373969,3023,6686,1523,367283,3467,198544,1756,3624,839,194920,1974,158653,1797,2053,564,156600,2030,122901,1253,1146,405,121755,1283,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,760607,1177,66896,3649,693711,3893,361858,1433,60637,3109,301221,3247,104122,1092,3792,1007,100330,1562,112738,943,10123,1498,102615,1756,64019,697,11883,1534,52136,1673,49802,825,18364,1795,31438,1945,31177,682,16475,1195,14702,1321,398749,680,6259,1412,392490,1655,105240,860,124,149,105116,855,121486,855,3538,1226,117948,1413,72246,543,1903,637,70343,846,58093,638,401,266,57692,727,41684,551,293,261,41391,640,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4306817,2149,294377,5719,4012440,6127,2124936,3046,272750,5505,1852186,6113,640535,2683,17670,1634,622865,3056,708149,2269,49507,2793,658642,3776,373198,1541,44762,2795,328436,3086,245473,1346,82503,3050,162970,3051,157581,947,78308,2604,79273,2693,2181881,2319,21627,1779,2160254,2807,617605,2117,3875,830,613730,2143,695626,2315,7465,1095,688161,2622,383070,1871,5223,994,377847,2119,265013,1615,2672,534,262341,1730,220567,1107,2392,532,218175,1290,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
