GEO_ID,B24010A_001E,B24010A_001M,B24010A_002E,B24010A_002M,B24010A_003E,B24010A_003M,B24010A_004E,B24010A_004M,B24010A_005E,B24010A_005M,B24010A_006E,B24010A_006M,B24010A_007E,B24010A_007M,B24010A_008E,B24010A_008M,B24010A_009E,B24010A_009M,B24010A_010E,B24010A_010M,B24010A_011E,B24010A_011M,B24010A_012E,B24010A_012M,B24010A_013E,B24010A_013M,B24010A_014E,B24010A_014M,B24010A_015E,B24010A_015M,B24010A_016E,B24010A_016M,B24010A_017E,B24010A_017M,B24010A_018E,B24010A_018M,B24010A_019E,B24010A_019M,B24010A_020E,B24010A_020M,B24010A_021E,B24010A_021M,B24010A_022E,B24010A_022M,B24010A_023E,B24010A_023M,B24010A_024E,B24010A_024M,B24010A_025E,B24010A_025M,B24010A_026E,B24010A_026M,B24010A_027E,B24010A_027M,B24010A_028E,B24010A_028M,B24010A_029E,B24010A_029M,B24010A_030E,B24010A_030M,B24010A_031E,B24010A_031M,B24010A_032E,B24010A_032M,B24010A_033E,B24010A_033M,B24010A_034E,B24010A_034M,B24010A_035E,B24010A_035M,B24010A_036E,B24010A_036M,B24010A_037E,B24010A_037M,B24010A_038E,B24010A_038M,B24010A_039E,B24010A_039M,B24010A_040E,B24010A_040M,B24010A_041E,B24010A_041M,B24010A_042E,B24010A_042M,B24010A_043E,B24010A_043M,B24010A_044E,B24010A_044M,B24010A_045E,B24010A_045M,B24010A_046E,B24010A_046M,B24010A_047E,B24010A_047M,B24010A_048E,B24010A_048M,B24010A_049E,B24010A_049M,B24010A_050E,B24010A_050M,B24010A_051E,B24010A_051M,B24010A_052E,B24010A_052M,B24010A_053E,B24010A_053M,B24010A_054E,B24010A_054M,B24010A_055E,B24010A_055M,B24010A_056E,B24010A_056M,B24010A_057E,B24010A_057M,B24010A_058E,B24010A_058M,B24010A_059E,B24010A_059M,B24010A_060E,B24010A_060M,B24010A_061E,B24010A_061M,B24010A_062E,B24010A_062M,B24010A_063E,B24010A_063M,B24010A_064E,B24010A_064M,B24010A_065E,B24010A_065M,B24010A_066E,B24010A_066M,B24010A_067E,B24010A_067M,B24010A_068E,B24010A_068M,B24010A_069E,B24010A_069M,B24010A_070E,B24010A_070M,B24010A_071E,B24010A_071M,B24010A_072E,B24010A_072M,B24010A_073E,B24010A_073M,NAME,B24010A_001MA,B24010A_001EA,B24010A_002MA,B24010A_002EA,B24010A_003EA,B24010A_003MA,B24010A_004EA,B24010A_004MA,B24010A_005EA,B24010A_005MA,B24010A_006EA,B24010A_006MA,B24010A_007EA,B24010A_007MA,B24010A_008EA,B24010A_008MA,B24010A_009EA,B24010A_009MA,B24010A_010EA,B24010A_010MA,B24010A_011EA,B24010A_011MA,B24010A_012EA,B24010A_012MA,B24010A_013MA,B24010A_013EA,B24010A_014MA,B24010A_014EA,B24010A_015EA,B24010A_015MA,B24010A_016EA,B24010A_016MA,B24010A_017EA,B24010A_017MA,B24010A_018EA,B24010A_018MA,B24010A_019EA,B24010A_019MA,B24010A_020EA,B24010A_020MA,B24010A_021EA,B24010A_021MA,B24010A_022EA,B24010A_022MA,B24010A_023MA,B24010A_023EA,B24010A_024MA,B24010A_024EA,B24010A_025MA,B24010A_025EA,B24010A_026EA,B24010A_026MA,B24010A_027EA,B24010A_027MA,B24010A_028EA,B24010A_028MA,B24010A_029EA,B24010A_029MA,B24010A_030EA,B24010A_030MA,B24010A_031EA,B24010A_031MA,B24010A_032EA,B24010A_032MA,B24010A_033EA,B24010A_033MA,B24010A_034EA,B24010A_034MA,B24010A_035EA,B24010A_035MA,B24010A_036MA,B24010A_036EA,B24010A_037EA,B24010A_037MA,B24010A_038EA,B24010A_038MA,B24010A_039EA,B24010A_039MA,B24010A_040EA,B24010A_040MA,B24010A_041EA,B24010A_041MA,B24010A_042EA,B24010A_042MA,B24010A_043EA,B24010A_043MA,B24010A_044EA,B24010A_044MA,B24010A_045EA,B24010A_045MA,B24010A_046MA,B24010A_046EA,B24010A_047MA,B24010A_047EA,B24010A_048EA,B24010A_048MA,B24010A_049EA,B24010A_049MA,B24010A_050EA,B24010A_050MA,B24010A_051EA,B24010A_051MA,B24010A_052EA,B24010A_052MA,B24010A_053EA,B24010A_053MA,B24010A_054EA,B24010A_054MA,B24010A_055EA,B24010A_055MA,B24010A_056EA,B24010A_056MA,B24010A_057EA,B24010A_057MA,B24010A_058MA,B24010A_058EA,B24010A_059EA,B24010A_059MA,B24010A_060MA,B24010A_060EA,B24010A_061EA,B24010A_061MA,B24010A_062EA,B24010A_062MA,B24010A_063EA,B24010A_063MA,B24010A_064EA,B24010A_064MA,B24010A_065EA,B24010A_065MA,B24010A_066EA,B24010A_066MA,B24010A_067EA,B24010A_067MA,B24010A_068MA,B24010A_068EA,B24010A_069MA,B24010A_069EA,B24010A_070EA,B24010A_070MA,B24010A_071EA,B24010A_071MA,B24010A_072EA,B24010A_072MA,B24010A_073EA,B24010A_073MA,state
0400000US08,2541894,16827,1362085,11200,564403,9970,273574,6537,195506,6440,78068,4341,151656,5390,81095,4026,54428,3536,16133,1901,101774,4934,13798,2002,15588,2274,44973,3050,27415,2434,37399,2613,27231,2239,10168,1580,172799,6412,10062,1954,41043,3107,23899,2497,17144,1956,61443,4218,44162,3818,16089,2261,220261,7646,147683,6490,72578,4175,220384,9347,9238,1518,143488,7959,67658,4853,184238,6766,62304,3977,71156,4617,50778,3739,1179809,12721,563036,9817,213100,6539,127012,5683,86088,4139,51728,3407,24854,2503,12798,1913,14076,1786,186782,7290,30067,2514,15383,2149,108553,5889,32779,3055,111426,5126,79133,4100,32293,3113,223152,8211,53585,4031,11185,1545,7113,1438,4072,830,76195,4939,29678,3223,52509,3600,330227,9290,124182,6256,206045,7647,11188,1952,2420,751,6304,1408,2464,708,52206,3649,23244,2303,12350,1467,16612,2370,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2747429,15263,1455800,10308,454605,10837,230106,7738,169776,6882,60330,3953,106679,6184,47201,3977,48786,3345,10692,1789,85364,5022,17440,1977,9508,1253,41100,3095,17316,2200,32456,2719,23221,2428,9235,1492,168220,7100,7585,1338,38839,3279,19418,2158,19421,2487,50226,3923,58786,4051,12784,1897,197651,7989,129435,6345,68216,4229,237690,6681,10287,1626,131959,5184,95444,4979,397634,9583,201806,6901,92491,5351,103337,5345,1291629,10271,521338,10068,172637,5877,103403,5019,69234,4139,28891,2548,15033,2168,6209,1057,7649,1264,172092,5855,32081,2757,9416,1586,110306,5097,20289,2165,147718,6436,100386,5359,47332,3473,255267,6312,63088,4009,9249,1887,5575,1474,3674,1119,94011,5155,35574,3093,53345,2504,372919,8495,130699,5872,242220,6954,9693,1495,2027,604,5029,1152,2637,776,132412,5092,79737,4419,14075,1858,38600,3361,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1747168,12866,916041,7846,275582,7120,132867,5450,96915,4635,35952,2509,57588,3235,26778,2556,24477,2144,6333,993,60590,3722,13045,1857,7866,1356,25884,2242,13795,1916,24537,2458,17042,2065,7495,1315,117154,5242,6388,1154,28978,2783,14221,2013,14757,1667,33467,3204,39908,3322,8413,1639,138170,7152,85335,5212,52835,4113,155925,6511,9125,1489,83893,4712,62907,4127,229210,6978,106191,4995,62272,3366,60747,4276,831127,9706,350369,8079,107314,4763,63865,3631,43449,3084,19668,2208,10742,1676,3929,872,4997,946,121618,5384,23616,2494,7798,1589,77328,4360,12876,1670,101769,5971,68656,4467,33113,2992,163424,7018,43980,4205,8636,1562,4913,1119,3723,1013,55891,3901,20783,2323,34134,3208,239251,7199,85754,4317,153497,5868,5291,1185,1315,533,2376,618,1600,707,72792,3983,42253,3266,9710,1681,20829,2187,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1324300,14379,713470,9579,239896,6995,114809,5489,85177,5732,29632,3018,51763,4005,17427,2299,26265,2866,8071,1431,49832,3479,7903,1393,9131,1500,19568,2447,13230,1927,23492,2839,17386,2219,6106,1431,84271,5099,2866,923,22830,2734,10652,2284,12178,1785,24142,2928,26373,3052,8060,1644,99820,5003,70373,4235,29447,2687,160562,6700,6436,1307,98002,5762,56124,4468,128921,5581,64622,4725,38297,3093,26002,2523,610830,8361,274684,7950,88053,5325,56865,4153,31188,3402,15755,2237,6116,1760,4939,1229,4700,1001,100535,5472,10350,1768,12369,1937,65021,4321,12795,1783,70341,4427,47521,3706,22820,2830,115137,5567,22264,2723,6652,1548,4381,1356,2271,802,43611,3957,14577,2043,28033,3001,193658,7106,66639,4837,127019,5934,5486,1541,1294,1162,2800,902,1392,662,21865,2890,7549,1608,8849,1785,5467,1258,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4654283,23793,2469639,15199,912444,12869,473257,8861,321911,8192,151346,6313,191116,6682,106675,5352,63105,3367,21336,2074,189545,6261,25719,2452,36358,2934,80892,4441,46576,2917,58526,3539,40452,3318,18074,1929,313992,8143,15125,1905,76490,4582,39693,3290,36797,2886,102812,6104,93167,5316,26398,2621,391487,9409,261489,7120,129998,6380,350419,10688,15382,2005,207535,8573,127502,5215,501297,11131,204789,7101,166227,6007,130281,5646,2184644,14207,1000221,13123,365777,9404,205442,6309,160335,6119,62321,3577,34925,2669,10115,1209,17281,1924,358396,7455,47885,3174,31176,2851,227285,5839,52050,3194,213727,6959,150170,5202,63557,4159,394165,9951,94002,4877,19196,2176,11183,1864,8013,1416,129923,6182,53812,3331,97232,5043,633495,9796,227860,6816,405635,9039,15094,2095,2532,700,7179,1383,5383,1184,141669,5498,75424,3756,25352,3004,40893,3091,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1478598,9167,771297,5874,244893,6601,125333,4648,95110,4140,30223,2547,54045,3335,25772,2004,21683,2279,6590,1194,48767,3083,7400,1209,6068,1092,25680,2642,9619,1163,16748,1762,12614,1519,4134,902,83368,4837,4409,1082,14584,1665,7708,1166,6876,1142,29900,2782,27539,2408,6936,1197,119381,5084,77060,4041,42321,2991,132287,5151,14797,1446,70220,4349,47270,3170,191368,6890,83685,3891,55933,3473,51750,4097,707301,6363,302178,6750,99620,4548,55827,3393,43793,2966,17193,2249,9828,1879,2449,651,4916,865,110905,4890,17214,2062,5010,1022,75804,3799,12877,1530,74460,3590,50890,2855,23570,2237,152510,5744,40949,2784,5536,1070,3193,774,2343,682,47344,3396,18765,2028,39916,3105,193496,5632,68178,3624,125318,5083,6733,968,2842,579,2393,675,1498,597,52384,3131,29771,2239,6245,953,16368,2097,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,681066,6608,354295,4373,133016,4963,62318,3869,44829,3520,17489,1922,38934,2825,18736,2086,17056,1964,3142,927,21146,1724,2195,643,2077,556,11325,1547,5549,971,10618,1839,7589,1509,3029,998,46265,3336,1554,647,9507,1499,5380,1121,4127,848,16144,2318,15538,2156,3522,941,58208,3826,39502,3519,18706,2137,56386,3582,1916,716,34634,2992,19836,2267,60420,4076,29875,2950,17660,2243,12885,1655,326771,4794,143667,4975,52668,3855,33421,3147,19247,2190,12255,1583,6937,1163,3332,920,1986,574,47315,3046,7299,1286,3793,902,31118,2328,5105,1107,31429,2404,20742,1980,10687,1598,63860,3369,17017,2268,1552,509,1038,410,514,332,20125,2291,8466,1534,16700,1842,95356,4849,35758,2996,59598,3507,2667,780,1017,477,951,447,699,381,21221,2607,12867,2142,3275,940,5079,1046,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1028361,11975,548343,8885,165369,6199,81749,4725,63854,4213,17895,2247,29293,2340,14029,1837,11141,1643,4123,921,35196,3001,8000,1449,4000,1010,15475,1845,7721,1813,19131,2351,13159,2131,5972,1164,63914,4334,2740,1016,16268,1941,7006,1416,9262,1327,15798,2322,23696,3115,5412,1252,82617,5077,55119,4386,27498,2770,105270,6491,10831,1882,54756,4988,39683,3379,131173,5897,60346,4230,36673,3571,34154,2866,480018,7082,204389,6288,64465,4447,40159,3582,24306,2554,8801,1693,4672,1156,1872,762,2257,772,71266,3533,8629,1449,3512,1020,52561,3168,6564,1235,59857,3745,37532,3094,22325,2559,90265,4764,26152,2964,4378,1178,1589,657,2789,990,28927,2720,14371,2247,16437,1802,145107,5802,52923,3626,92184,4873,3783,916,2044,725,1338,582,401,258,36474,2879,23061,2537,4002,968,9411,1494,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,319880,5547,165500,3797,57658,3197,28466,2322,21295,2041,7171,1143,12609,1890,6424,1411,4595,1069,1590,560,12408,1684,1724,737,2293,691,5709,1085,2682,811,4175,1002,2490,718,1685,734,24292,2914,235,171,5133,1285,2482,840,2651,937,7159,1336,9263,1727,2502,808,28815,2879,19344,2236,9471,1502,31005,2996,1436,595,17805,2886,11764,1865,23730,2610,8525,1543,9726,1710,5479,1633,154380,3679,70278,3268,24355,2139,13409,1640,10946,1708,5257,1181,1636,591,1617,646,2004,653,25462,2738,2979,877,2395,775,15955,1934,4133,1213,15204,1923,10263,1568,4941,1270,30559,2957,6625,1625,1632,578,805,429,827,411,10623,1732,2995,958,8684,1820,44200,3015,15180,1897,29020,2854,1442,690,330,235,884,576,228,254,7901,1724,3319,1281,2154,923,2428,839,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2522109,11570,1305255,7881,493514,7289,245217,5625,172624,4445,72593,3225,123406,5232,61671,3830,46540,3101,15195,1602,91078,4003,17076,1725,10775,1638,39079,2582,24148,2394,33813,2134,24413,1830,9400,1288,144522,4975,11780,1405,25087,2130,11674,1526,13413,1488,45054,3462,49196,2824,13405,1533,215450,6021,144146,5143,71304,3541,201156,5671,17380,1458,111513,4295,72263,3422,250613,5333,117124,4461,73623,3547,59866,3070,1216854,8208,584793,8360,210886,5543,119187,4578,91699,3620,47235,3226,25232,2542,8155,1109,13848,1497,186709,4769,33785,2106,14108,1526,109189,3953,29627,2197,139963,5151,92175,4191,47788,3134,225077,5963,66191,3397,6529,1019,3998,806,2531,634,71964,3340,28177,2490,52216,3163,324128,8125,112091,4703,212037,6191,10217,1283,4199,777,3373,692,2645,887,72639,3845,40613,2876,11428,1467,20598,1828,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
