GEO_ID,C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,C27016_042E,C27016_042M,C27016_043E,C27016_043M,C27016_044E,C27016_044M,C27016_045E,C27016_045M,C27016_046E,C27016_046M,C27016_047E,C27016_047M,C27016_048E,C27016_048M,C27016_049E,C27016_049M,C27016_050E,C27016_050M,C27016_051E,C27016_051M,NAME,C27016_001EA,C27016_001MA,C27016_002EA,C27016_002MA,C27016_003EA,C27016_003MA,C27016_004EA,C27016_004MA,C27016_005EA,C27016_005MA,C27016_006EA,C27016_006MA,C27016_007EA,C27016_007MA,C27016_008EA,C27016_008MA,C27016_009EA,C27016_009MA,C27016_010EA,C27016_010MA,C27016_011EA,C27016_011MA,C27016_012EA,C27016_012MA,C27016_013EA,C27016_013MA,C27016_014MA,C27016_014EA,C27016_015EA,C27016_015MA,C27016_016EA,C27016_016MA,C27016_017EA,C27016_017MA,C27016_018EA,C27016_018MA,C27016_019EA,C27016_019MA,C27016_020EA,C27016_020MA,C27016_021EA,C27016_021MA,C27016_022EA,C27016_022MA,C27016_023EA,C27016_023MA,C27016_024EA,C27016_024MA,C27016_025EA,C27016_025MA,C27016_026EA,C27016_026MA,C27016_027MA,C27016_027EA,C27016_028EA,C27016_028MA,C27016_029EA,C27016_029MA,C27016_030EA,C27016_030MA,C27016_031MA,C27016_031EA,C27016_032MA,C27016_032EA,C27016_033MA,C27016_033EA,C27016_034EA,C27016_034MA,C27016_035EA,C27016_035MA,C27016_036EA,C27016_036MA,C27016_037EA,C27016_037MA,C27016_038MA,C27016_038EA,C27016_039EA,C27016_039MA,C27016_040EA,C27016_040MA,C27016_041MA,C27016_041EA,C27016_042MA,C27016_042EA,C27016_043MA,C27016_043EA,C27016_044EA,C27016_044MA,C27016_045EA,C27016_045MA,C27016_046EA,C27016_046MA,C27016_047EA,C27016_047MA,C27016_048EA,C27016_048MA,C27016_049MA,C27016_049EA,C27016_050EA,C27016_050MA,C27016_051EA,C27016_051MA,state
0400000US08,5555265,3104,537492,18885,157795,10958,147635,10529,10160,2692,320819,10379,268250,9166,52569,5140,58878,3868,57173,3732,1705,905,281013,19124,89982,9378,82879,8672,7103,2587,143765,9596,113737,7470,30028,4259,47266,3666,47008,3691,258,244,556790,22143,164598,10627,153488,10316,11110,2392,312791,14139,250877,12414,61914,5808,79401,4651,78176,4557,1225,799,1631931,35106,407587,14802,385882,14293,21705,3431,987987,21344,854521,20336,133466,7993,236357,7048,233708,7124,2649,1051,2548039,27271,499695,10901,488888,11082,10807,2061,1676616,19461,1601921,18905,74695,5498,371728,8050,370995,8156,733,514,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6485781,4621,852638,24677,288425,13435,268897,13665,19528,3478,484037,13720,390952,11930,93085,5848,80176,4196,78495,4168,1681,814,422758,19416,141325,11512,129610,10539,11715,3783,211209,8917,166270,7939,44939,4345,70224,4416,69586,4344,638,484,743169,23168,216471,11272,191694,10102,24777,4716,395259,13171,315597,11749,79662,6297,131439,5570,130853,5612,586,367,2185957,39566,549485,17040,514155,16497,35330,4704,1260521,24002,1118813,21799,141708,8991,375951,9896,374546,9985,1405,653,2281259,35603,414253,14046,400406,14402,13847,2536,1508908,22799,1441724,23286,67184,5325,358098,9811,355983,9558,2115,1041,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4320783,3937,730357,22168,234750,11962,222926,11463,11824,3527,423119,12807,373825,11436,49294,4701,72488,4614,71964,4614,524,402,318520,16148,86384,7488,81333,7577,5051,1715,163621,7953,141252,7500,22369,2989,68515,4671,68201,4698,314,228,533587,20626,141659,8481,135456,8201,6203,1911,296318,11511,257223,10744,39095,3967,95610,5843,95124,5815,486,484,1370965,26278,312008,11150,300382,10950,11626,2466,808629,16863,743497,16161,65132,4730,250328,6985,249732,7025,596,432,1367354,27187,255328,10227,251348,9925,3980,1220,889451,18211,861737,18114,27714,2931,222575,7610,222127,7605,448,337,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4518116,3547,843461,23598,298497,13130,289025,12832,9472,2690,458245,15097,372196,12032,86049,7023,86719,4826,85460,4808,1259,667,379717,19819,118624,11105,112767,10591,5857,2014,191413,10624,161985,10194,29428,4672,69680,3788,68750,3705,930,746,586503,22825,156466,10166,151126,10134,5340,1331,332329,13905,273801,11608,58528,6524,97708,6386,96797,6379,911,739,1269629,30380,303958,12241,293354,12032,10604,2368,743626,17830,652530,16494,91096,8417,222045,9320,221543,9301,502,400,1438806,28815,263802,10639,257817,10904,5985,1624,952271,20537,898809,19805,53462,5131,222733,8394,221911,8376,822,599,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12439217,4084,1508754,32746,480177,19347,460638,18947,19539,2966,858215,16795,708397,14248,149818,7710,170362,6559,164503,6233,5859,1641,724402,24813,239931,11955,228125,11585,11806,2794,360189,14673,280872,12821,79317,7272,124282,5935,122025,5804,2257,1337,1264349,33839,358583,14054,341821,14220,16762,3816,678661,19312,542159,17540,136502,7092,227105,8990,225375,8830,1730,784,3611146,49326,876765,25393,843800,24437,32965,4352,2133289,28400,1874193,27695,259096,10899,601092,11978,597071,11959,4021,1147,5330566,40281,1014776,14957,996447,14798,18329,2591,3513095,29717,3386823,27645,126272,8192,802695,13041,799174,13035,3521,1388,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3054586,1660,343504,13910,103237,7713,97609,7475,5628,1881,203664,7803,176049,7106,27615,3451,36603,2446,36107,2419,496,349,186573,8436,58176,4684,56846,4768,1330,695,89333,4756,79903,4472,9430,1627,39064,3371,39047,3368,17,31,320314,14246,91898,7020,88628,7032,3270,1101,167684,8231,141214,6894,26470,3306,60732,3189,60710,3185,22,37,1033427,21006,274767,9866,267286,9590,7481,2824,569725,12889,526897,12338,42828,4285,188935,5556,188465,5576,470,365,1170768,21846,227178,8557,224773,8502,2405,834,753219,13962,735604,13891,17615,2437,190371,6042,190171,6080,200,217,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1310916,1744,100220,6538,28419,4189,27903,4164,516,366,58712,3339,49868,3375,8844,1594,13089,2031,12897,1964,192,185,52482,5183,11705,3027,11498,3018,207,207,26352,2991,21591,2753,4761,1143,14425,1810,14274,1785,151,174,105878,7688,24095,3540,22718,3449,1377,920,58161,5057,46890,4108,11271,2275,23622,2838,23612,2836,10,16,376253,14397,80979,5559,78559,5410,2420,895,218666,9493,193437,9077,25229,2638,76608,3936,76153,3919,455,333,676083,14723,122027,5576,119839,5411,2188,964,444865,10329,426696,10049,18169,2706,109191,3716,109171,3714,20,37,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2922262,2564,504443,19790,180230,10671,172224,10562,8006,2358,273931,12135,221749,11314,52182,4487,50282,3879,49259,3878,1023,614,251203,11286,75743,5290,72812,5309,2931,1114,131203,6655,107129,5958,24074,3615,44257,3143,44193,3144,64,98,404879,18046,109424,8043,104601,7416,4823,1409,220777,11097,181991,9738,38786,4417,74678,4541,74535,4552,143,117,932233,21344,213921,8272,203470,8035,10451,2731,549663,15149,483193,14671,66470,6014,168649,5089,167554,5001,1095,491,829504,20007,149687,7043,143955,6605,5732,1710,526791,14162,502211,14478,24580,3419,153026,5955,152716,5924,310,271,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,937739,1670,117152,9234,38811,5315,36659,5148,2152,1035,67469,5765,59718,5543,7751,1917,10872,1561,10709,1538,163,187,49251,6558,17583,3870,16604,3901,979,910,23990,3499,21254,3251,2736,1099,7678,1500,7678,1500,0,200,89504,8536,23310,3903,22143,3758,1167,693,48766,5498,43906,5307,4860,1280,17428,2033,17145,1983,283,386,275156,10833,61482,4868,59867,4870,1615,742,157814,6938,139418,6982,18396,3291,55860,3232,55786,3214,74,101,406676,11314,66599,4706,64972,4510,1627,1080,255028,7759,243676,7398,11352,2817,85049,3666,84702,3625,347,332,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5486021,2678,529028,16511,157365,9362,148232,9060,9133,2186,306609,9137,266274,8374,40335,4143,65054,3732,64231,3757,823,441,275136,13698,84688,7595,80323,7516,4365,1313,137527,7079,121986,6101,15541,2936,52921,3298,52828,3297,93,127,489517,16386,145447,7462,138809,7259,6638,1482,250965,9637,219151,8535,31814,3258,93105,4878,92638,4782,467,377,1594518,24376,404295,11721,389358,11757,14937,2050,906872,14729,839401,13553,67471,4839,283351,6479,282708,6463,643,429,2597822,24410,549669,10685,540825,10584,8844,1998,1684232,16170,1643562,15790,40670,3044,363921,6476,363137,6500,784,551,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
