GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,NAME,C08524_001MA,C08524_001EA,C08524_002EA,C08524_002MA,C08524_003EA,C08524_003MA,C08524_004EA,C08524_004MA,C08524_005EA,C08524_005MA,C08524_006EA,C08524_006MA,C08524_007EA,C08524_007MA,C08524_008EA,C08524_008MA,C08524_009MA,C08524_009EA,C08524_010MA,C08524_010EA,C08524_011EA,C08524_011MA,C08524_012MA,C08524_012EA,C08524_013EA,C08524_013MA,C08524_014MA,C08524_014EA,C08524_015MA,C08524_015EA,C08524_016EA,C08524_016MA,C08524_017EA,C08524_017MA,C08524_018EA,C08524_018MA,C08524_019MA,C08524_019EA,C08524_020MA,C08524_020EA,C08524_021EA,C08524_021MA,C08524_022EA,C08524_022MA,C08524_023MA,C08524_023EA,C08524_024MA,C08524_024EA,C08524_025MA,C08524_025EA,C08524_026EA,C08524_026MA,C08524_027EA,C08524_027MA,C08524_028EA,C08524_028MA,C08524_029MA,C08524_029EA,C08524_030MA,C08524_030EA,C08524_031EA,C08524_031MA,C08524_032EA,C08524_032MA,C08524_033EA,C08524_033MA,C08524_034MA,C08524_034EA,C08524_035EA,C08524_035MA,C08524_036MA,C08524_036EA,C08524_037MA,C08524_037EA,C08524_038MA,C08524_038EA,C08524_039EA,C08524_039MA,C08524_040EA,C08524_040MA,C08524_041MA,C08524_041EA,C08524_042MA,C08524_042EA,state
0400000US08,2957533,19044,1264761,13696,475527,11804,639605,14668,268441,10383,287813,8813,21386,2186,2217788,20053,935701,12241,351539,10095,483158,12810,209268,9019,226501,8107,11621,1734,251916,10548,84164,5157,49382,4412,50765,3937,37631,3625,28972,3228,1002,561,81493,5074,34709,2777,20042,3420,15619,2252,2641,719,8482,1819,0,198,152816,6397,62595,3852,31111,3231,30799,2975,6816,1514,13247,1945,8248,1078,253520,8712,147592,5528,23453,2462,59264,4005,12085,2386,10611,1833,515,614,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3110716,18136,1076749,16135,508495,11477,646184,13229,264481,8019,613426,12029,1381,513,2575963,19050,900957,14788,406066,10815,539357,12426,222442,6745,506160,11222,981,453,279617,9259,73921,4583,52824,4002,50720,3965,29340,3459,72745,4655,67,123,23092,2619,6043,1189,6139,1494,5649,1589,762,287,4499,1152,0,198,109759,5575,31098,2874,29226,2943,19883,2237,6443,1304,23045,2797,64,106,122285,5492,64730,4115,14240,2359,30575,2793,5494,1289,6977,1407,269,174,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1980353,16709,680760,13359,331262,10455,419844,11802,176686,7055,358984,9034,12817,1757,1633433,18870,565045,12262,261775,9853,352164,11402,145755,6427,300448,8583,8246,1641,187344,8488,54762,3743,38058,3571,33289,3062,20589,2746,39348,3701,1298,593,18696,2570,3573,906,5707,1533,4548,1262,519,294,4328,1373,21,41,61116,3904,15921,1936,14871,2313,11592,1677,4509,1251,10971,2023,3252,515,79764,4166,41459,3523,10851,2046,18251,1946,5314,1129,3889,1012,0,198,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2002142,18569,679190,12946,391065,11887,432046,11279,230328,6950,259821,8132,9692,2072,1656149,17739,574560,12046,305710,10379,365037,11105,183006,7040,220144,8382,7692,1784,181399,8891,47655,3760,42272,4004,33627,3720,34003,3481,22215,3328,1627,938,23661,2959,3903,1051,9814,1793,5450,1434,1144,893,3350,1256,0,198,74001,5691,18806,2100,24547,2956,12699,2294,7686,1726,9982,2110,281,469,66932,4870,34266,3788,8722,1691,15233,2130,4489,1339,4130,1305,92,197,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6175357,24033,2414538,23875,1047970,15609,1344651,17849,434552,11568,926666,15224,6980,1328,4480777,24809,1686614,21150,743267,12430,982868,16677,346376,9270,718543,12443,3109,1038,507467,14824,144794,5949,105856,6424,99500,5602,48580,4147,108629,5635,108,147,587614,14545,302164,8404,96144,5371,130571,6384,13541,2191,45131,3928,63,105,280906,8796,113466,5195,59891,4524,57709,3839,11393,1709,36020,3468,2427,1011,318593,9126,167500,5852,42812,3727,74003,4411,14662,2451,18343,2485,1273,686,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1584558,11154,570929,10576,263725,7450,326168,8283,147894,5276,275471,7521,371,192,1292215,12295,468959,9360,203712,6659,270842,7320,120041,4674,228328,7079,333,191,129495,5754,36541,3266,25286,2153,22815,2043,15365,1734,29451,3082,37,61,16120,2446,6995,1513,3280,1091,2893,1106,508,312,2444,929,0,198,65422,3803,19404,1949,18143,2013,12489,1788,4879,1032,10507,1416,0,198,81306,3953,39030,3102,13304,1458,17129,2516,7101,1260,4741,1106,1,2,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,678998,8606,264318,7825,115362,5097,154123,5755,55980,3628,88791,5737,424,569,544813,8403,213797,6620,87756,5036,126209,4816,45877,3288,70992,5030,182,206,53999,4733,13967,1907,12204,1960,10840,1885,5185,1206,11771,2354,32,54,3702,1320,773,687,1358,701,273,217,133,166,1165,611,0,198,27498,2904,7759,1384,8726,1881,5196,1224,2298,977,3414,1186,105,188,48986,3627,28022,2750,5318,1162,11605,1804,2487,695,1449,522,105,188,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1296811,13164,437525,10574,217515,7675,276745,8633,127329,6744,236592,7376,1105,540,1072570,13291,368391,10061,175192,7795,234108,8158,99519,5381,194332,6372,1028,517,134607,6887,36915,3092,25432,2890,22575,3174,21540,2506,28068,3337,77,114,4620,1307,1275,629,1831,820,664,508,131,196,719,441,0,198,36248,3928,7646,1373,9401,1658,7167,1455,2854,836,9180,2150,0,198,48766,4552,23298,2842,5659,1396,12231,1979,3285,1143,4293,1170,0,198,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,445816,9167,180497,6853,80737,5016,97216,4586,39057,3574,47127,3827,1182,654,358429,8760,147069,5696,63260,4301,77230,4216,30360,3036,39582,3463,928,582,39415,4133,13474,2285,7610,1686,9835,1733,4946,1477,3528,1103,22,40,7636,1401,2650,727,1926,874,2098,843,526,452,436,320,0,198,14597,2233,4421,1038,4879,1293,3308,1021,555,415,1395,648,39,67,25739,2523,12883,1610,3062,1099,4745,1073,2670,1289,2186,946,193,293,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2939577,12818,1212428,12321,468278,8896,621015,10816,228255,6210,408340,8897,1261,615,2287243,14490,937980,11530,345593,6928,487024,9858,188389,5745,327134,8517,1123,562,245736,7117,88428,4711,44795,3284,45870,3564,23653,2111,42977,2806,13,22,103468,5425,45693,2968,20168,2648,24299,2601,2224,658,11084,1867,0,198,125425,4812,45328,2890,29894,2662,25635,2574,5974,949,18576,2081,18,30,177705,5568,94999,4165,27828,2637,38187,2726,8015,1237,8569,1272,107,179,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,512185,6841,187832,5964,99628,4859,110027,4753,58150,3560,55091,3565,1457,819,384786,6506,136205,5861,74014,4117,87406,4522,41140,2772,45016,3111,1005,411,48316,4103,14985,2115,11537,2091,9154,1793,8015,1656,4455,1091,170,199,3632,1191,1016,479,730,449,916,572,456,326,366,236,148,624,37876,3717,14860,2318,9277,1580,6553,1480,3688,981,3398,1168,100,160,37575,3236,20766,2373,4070,988,5998,1203,4851,1155,1856,609,34,62,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,651085,7044,242774,6480,120039,5322,140703,5205,66938,3718,80131,3861,500,270,507394,6901,187577,5553,91826,4423,112782,5023,51707,3022,63148,3531,354,259,64305,4660,19348,2511,13036,1808,11928,1568,10034,1706,9959,1673,0,198,3854,1294,1119,552,1004,593,1113,623,0,198,618,361,0,198,35896,2952,12017,2166,9462,1703,7585,1046,2672,757,4049,1021,111,129,39636,2976,22713,2169,4711,956,7295,1397,2525,691,2357,621,35,72,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4861678,26159,1856960,19765,829786,17968,989470,17390,438312,11071,701336,15262,45814,3793,3930572,25398,1513608,18487,653267,15010,814689,16118,333895,10943,581940,12731,33173,3598,446022,15109,125130,6386,96666,5999,76578,5390,66949,4873,77549,5875,3150,955,47083,3988,17179,2339,14481,2357,7548,1690,2340,884,5328,1146,207,279,145055,6861,41638,3543,33935,3393,26719,3054,14073,2326,20940,2602,7750,1403,292946,10535,159405,7395,31437,3622,63936,4951,21055,2822,15579,2830,1534,999,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,4883071,25801,1842219,23784,794276,17266,1066938,15793,421319,13257,736311,14212,22008,2067,3874426,27933,1477889,21532,605109,15159,863318,15167,318025,10810,594364,13493,15721,1726,459988,15972,128291,7043,96012,7020,79304,5649,72579,6629,82339,5562,1463,657,97785,7874,29834,3292,27964,4581,20256,3085,4280,1243,15451,2645,0,198,161920,8859,45911,4466,40228,4765,30682,3787,13224,2381,27890,3846,3985,842,288952,10096,160294,7290,24963,2966,73378,6161,13211,2238,16267,2520,839,515,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,365188,5466,134306,4847,63655,2842,69997,3633,43704,3777,44525,3535,9001,1303,244924,5892,91647,4402,42580,2590,48346,3337,29645,3264,26358,2908,6348,1226,44563,3760,15120,1724,8846,1250,9820,1798,4250,1364,5509,1659,1018,526,4910,1225,973,522,1182,491,1502,841,435,299,717,544,101,175,52053,3518,18221,2402,8093,1353,7037,1043,7913,1546,10040,1494,749,332,18738,2140,8345,1422,2954,920,3292,742,1461,727,1901,758,785,354,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,2032160,15857,713132,12493,328386,10756,436959,11176,197156,7149,353056,9640,3471,863,1753526,14932,624344,12107,275229,9859,383242,10296,161567,6602,306409,8822,2735,809,159978,7646,42154,3755,31950,3392,28107,3383,25712,3606,31923,3680,132,156,6503,1811,1752,820,1895,958,1038,695,333,447,1485,603,0,198,40753,4023,9211,1413,10951,1900,7039,1474,4598,1632,8405,1849,549,366,71400,5949,35671,3895,8361,1654,17533,2660,4946,1601,4834,1260,55,78,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,323584,5900,139755,5019,56523,3389,59717,3386,31978,2795,35096,2634,515,368,245015,6040,104041,4331,42271,3145,44347,2949,25569,2418,28367,2407,420,328,27801,2711,10740,1412,4778,931,5725,1080,3100,823,3416,1004,42,70,2639,665,1338,508,405,318,727,404,21,45,148,164,0,198,23923,2142,9548,1492,5852,1135,4927,1411,1683,605,1860,780,53,91,24206,2226,14088,1605,3217,785,3991,888,1605,770,1305,461,0,198,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1431562,12015,434257,8386,358571,11495,331285,8902,130064,6784,174029,7468,3356,809,1121611,14377,345478,8566,277877,9997,257672,8498,102940,5937,135045,6645,2599,694,148808,6445,40382,3513,40855,3625,31148,2919,16815,2178,19131,2220,477,274,42413,4081,5244,1389,14789,2051,10798,1797,3541,1117,8041,2148,0,198,59336,4530,12768,2089,18319,2532,15190,2390,4529,1361,8250,1791,280,241,59394,4320,30385,2784,6731,1507,16477,2511,2239,864,3562,1211,0,198,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,716625,9698,242982,7282,137066,6474,158271,5764,72038,4117,105789,5144,479,310,596303,10843,206312,7092,108566,5934,131375,5633,58667,3444,90940,4726,443,315,61200,5281,16668,2151,13485,2635,13016,1941,8982,1709,9013,2147,36,60,5961,1295,726,407,1672,700,2054,816,184,212,1325,588,0,198,28268,2850,6481,1397,8244,1592,6908,1446,3062,1053,3573,982,0,198,24893,2651,12795,1688,5099,1289,4918,1027,1143,571,938,425,0,198,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1772588,11328,609195,10525,308714,6810,400865,8870,192324,5753,250582,6433,10908,1742,1458512,13553,511012,10314,246971,6880,333647,8483,154542,5003,206615,5950,5725,1306,170281,6951,49504,3269,34092,2718,34776,3190,24124,2311,26622,2583,1163,590,7853,1682,2443,1275,1940,737,1390,550,887,517,1129,408,64,128,62295,3490,14326,1745,16006,2089,13462,1876,7338,1428,10838,1654,325,305,73647,4116,31910,2576,9705,1521,17590,1569,5433,865,5378,1137,3631,1200,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2914855,13285,1061526,12291,478302,9892,592540,11470,251222,6016,529157,10028,2108,798,2375230,14048,860302,11008,369263,9287,490729,10445,209499,5644,443504,9255,1933,771,221664,8218,67851,3681,43343,3406,40114,2907,23252,2524,47066,3579,38,62,43445,2832,15022,1868,11763,1602,8291,1202,1097,589,7183,1194,89,148,131635,5771,45303,3289,33917,2911,22233,2482,7821,1234,22343,2444,18,19,142881,4623,73048,3754,20016,1959,31173,2260,9553,1117,9061,1320,30,32,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,980661,13679,314571,8986,211016,8982,249815,8761,91850,5622,112895,5976,514,381,825509,13742,266248,7976,174912,8191,209923,8114,75573,4864,98464,5673,389,295,78384,5520,26946,2795,14539,2126,22377,2877,6743,1302,7654,1518,125,225,16634,1955,3070,858,7057,1353,4589,1280,567,336,1351,646,0,198,37744,3291,8744,1791,10689,1860,8272,1967,5749,1395,4290,1150,0,198,22390,2472,9563,1689,3819,1232,4654,1041,3218,1233,1136,481,0,198,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,4138905,24620,1765569,21647,676117,14567,810910,14160,359292,9608,473344,12551,53673,3801,3243522,22559,1404893,18559,500101,12065,650010,12389,277325,9145,376509,10904,34684,2819,365070,11298,119879,6466,74877,5531,64612,4168,50564,4183,51148,4755,3990,1102,123941,7145,51751,3818,29000,3646,21019,2661,5493,1680,14264,2822,2414,794,169594,7428,51964,3777,44968,3723,30948,3534,15153,2476,20335,2916,6226,1713,236778,8412,137082,6159,27171,2834,44321,3566,10757,1869,11088,2178,6359,1859,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,426892,6242,158654,5584,74458,3995,80250,4539,54181,3202,56715,3807,2634,760,351035,6873,130879,5803,58331,3835,67833,4170,45906,3181,45932,3232,2154,628,38127,3657,12627,2077,7262,1524,6453,1366,5364,1053,6133,1346,288,299,3319,1290,481,380,836,616,732,457,234,243,844,598,192,336,19514,1985,6134,987,5597,1180,2929,847,1598,418,3256,965,0,198,14897,1634,8533,1273,2432,616,2303,645,1079,441,550,373,0,198,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,2272985,16798,777846,14584,411608,13394,496250,13156,214552,8180,355350,10886,17379,2409,1846123,19874,649193,13755,322407,12997,408106,11873,165116,6637,295430,9651,5871,1725,218231,10000,52275,4091,51552,4335,39792,3954,34440,4115,39863,3884,309,268,11595,1987,1980,884,3642,1232,2741,806,1083,562,1669,792,480,338,82052,6346,15775,2128,20372,2511,15685,3135,8006,1993,12714,2467,9500,1429,114984,5700,58623,3910,13635,2398,29926,3010,5907,1930,5674,1273,1219,1043,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
