GEO_ID,B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,NAME,B05009_001EA,B05009_001MA,B05009_002EA,B05009_002MA,B05009_003EA,B05009_003MA,B05009_004MA,B05009_004EA,B05009_005EA,B05009_005MA,B05009_006EA,B05009_006MA,B05009_007EA,B05009_007MA,B05009_008EA,B05009_008MA,B05009_009EA,B05009_009MA,B05009_010EA,B05009_010MA,B05009_011EA,B05009_011MA,B05009_012EA,B05009_012MA,B05009_013EA,B05009_013MA,B05009_014EA,B05009_014MA,B05009_015MA,B05009_015EA,B05009_016EA,B05009_016MA,B05009_017EA,B05009_017MA,B05009_018EA,B05009_018MA,B05009_019EA,B05009_019MA,B05009_020EA,B05009_020MA,B05009_021EA,B05009_021MA,B05009_022EA,B05009_022MA,B05009_023EA,B05009_023MA,B05009_024EA,B05009_024MA,B05009_025EA,B05009_025MA,B05009_026MA,B05009_026EA,B05009_027EA,B05009_027MA,B05009_028EA,B05009_028MA,B05009_029EA,B05009_029MA,B05009_030EA,B05009_030MA,B05009_031EA,B05009_031MA,B05009_032EA,B05009_032MA,B05009_033EA,B05009_033MA,B05009_034EA,B05009_034MA,B05009_035EA,B05009_035MA,B05009_036EA,B05009_036MA,B05009_037MA,B05009_037EA,state
0400000US08,1216350,4945,392389,5098,292415,7304,288584,7225,3831,1270,223196,5562,37865,4478,34319,4294,3546,1249,31354,3604,31274,3590,80,93,99974,6377,98515,6330,1459,775,85907,5945,14067,2696,12766,2598,1301,750,823961,6975,593472,10165,572324,10290,21148,3509,438505,9486,85529,7127,69058,6552,16471,3032,69438,6128,68416,5996,1022,499,230489,8569,223991,8509,6498,1791,190659,8650,39830,4462,34245,4202,5585,1714,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1464283,7782,475155,5851,305886,7338,302731,7338,3155,879,265176,7176,23988,3367,21991,3296,1997,711,16722,2740,16548,2733,174,183,169269,7246,167916,7124,1353,894,155922,7108,13347,2955,12066,2820,1281,891,989128,7370,652832,12462,634918,12536,17914,2943,564870,11004,52436,5349,39302,4425,13134,2815,35526,5067,35058,5100,468,361,336296,11961,332089,11895,4207,1264,307729,11426,28567,4148,25091,3651,3476,1245,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,922990,7447,304797,5180,196179,5467,194962,5508,1217,510,171640,5278,16035,2838,15035,2880,1000,471,8504,1809,8443,1804,61,76,108618,6029,108315,6018,303,290,102447,6050,6171,1609,5868,1605,303,290,618193,6725,402877,8577,394235,8746,8642,1938,365003,8312,24036,3986,17655,3516,6381,1707,13838,2531,13138,2412,700,512,215316,7680,211254,7756,4062,1382,202138,7844,13178,2559,10532,2429,2646,1212,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1024540,6778,343700,6574,180586,6415,179260,6303,1326,685,158673,6640,12993,2573,11667,2546,1326,685,8920,2037,8920,2037,0,217,163114,7051,162310,7049,804,571,155606,7004,7508,2114,6753,2014,755,570,680840,7317,377036,11464,365820,11709,11216,2618,336340,11718,24605,3598,15291,3066,9314,2403,16091,3082,15275,2969,816,515,303804,11069,300476,11274,3328,1256,294347,11401,9457,1951,6443,1388,3014,1211,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2731791,7784,872610,6652,577001,9643,567196,9515,9805,1878,401078,9282,107144,6728,98122,6477,9022,1754,68779,5638,68686,5639,93,112,295609,10056,292791,9820,2818,1092,257284,8890,38325,4327,35606,4065,2719,1077,1859181,9088,1226226,14654,1179081,14856,47145,4286,819675,13046,285814,11117,247397,10472,38417,4173,120737,8069,118349,7824,2388,1045,632955,15026,617982,14401,14973,2594,517097,14133,115858,8964,102789,8252,13069,2587,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,699584,4003,231199,3901,160106,4411,158155,4301,1951,876,137334,4374,14544,3111,12720,3003,1824,872,8228,1495,8108,1458,120,120,71093,4772,70767,4708,326,390,64433,4819,6660,1793,6357,1748,303,392,468385,4492,320088,7174,310561,6759,9527,2070,282593,6797,25578,3447,18837,2633,6741,1795,11917,2352,11407,2219,510,510,148297,6757,145781,6844,2516,965,131603,6640,16694,3273,14244,3225,2450,982,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,246095,2633,72834,2109,50685,2875,49965,2890,720,489,43565,2911,3264,1196,2617,979,647,485,3856,1230,3783,1209,73,104,22149,2549,22024,2535,125,148,20177,2668,1972,952,1847,970,125,148,173261,2963,121180,5125,117802,5156,3378,1356,105875,5032,7651,1886,5295,1232,2356,1276,7654,1922,7460,1908,194,199,52081,4946,50443,5075,1638,821,48765,4944,3316,1214,2131,864,1185,781,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,656612,4630,213739,4194,125245,5160,124544,5229,701,459,109177,5338,9784,1803,9200,1728,584,420,6284,1502,6284,1502,0,201,88494,4804,88158,4781,336,306,83389,5124,5105,1419,4769,1343,336,306,442873,4874,278101,7779,272760,7893,5341,1477,237356,6930,27258,3888,23115,3547,4143,1426,13487,2839,12966,2839,521,360,164772,7514,162906,7304,1866,813,151726,7415,13046,2629,11442,2645,1604,751,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,190941,2071,59319,1895,35804,2557,34859,2516,945,511,27635,2260,6291,1515,5564,1387,727,485,1878,863,1660,800,218,313,23515,2289,23153,2267,362,300,19506,2246,4009,1203,3647,1193,362,300,131622,2238,79330,3720,75192,3726,4138,1379,58936,4095,15307,2386,11706,2234,3601,1276,5087,1761,4788,1656,299,345,52292,3682,51135,3763,1157,688,42787,3874,9505,2145,8348,1953,1157,688,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1251901,4632,413963,4363,305082,5468,301383,5474,3699,914,242534,5258,41170,3824,37751,3764,3419,874,21378,2112,21353,2116,25,46,108881,4838,107702,5016,1179,692,88451,4640,20430,2989,19416,3001,1014,672,837938,5195,598890,8606,571975,9017,26915,3360,480194,7718,80494,6312,60717,5688,19777,3204,38202,3953,37421,3997,781,390,239048,8180,226994,8392,12054,2514,191457,7621,47591,4926,36458,4273,11133,2469,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
