GEO_ID,B18105_001E,B18105_001M,B18105_002E,B18105_002M,B18105_003E,B18105_003M,B18105_004E,B18105_004M,B18105_005E,B18105_005M,B18105_006E,B18105_006M,B18105_007E,B18105_007M,B18105_008E,B18105_008M,B18105_009E,B18105_009M,B18105_010E,B18105_010M,B18105_011E,B18105_011M,B18105_012E,B18105_012M,B18105_013E,B18105_013M,B18105_014E,B18105_014M,B18105_015E,B18105_015M,B18105_016E,B18105_016M,B18105_017E,B18105_017M,B18105_018E,B18105_018M,B18105_019E,B18105_019M,B18105_020E,B18105_020M,B18105_021E,B18105_021M,B18105_022E,B18105_022M,B18105_023E,B18105_023M,B18105_024E,B18105_024M,B18105_025E,B18105_025M,B18105_026E,B18105_026M,B18105_027E,B18105_027M,B18105_028E,B18105_028M,B18105_029E,B18105_029M,B18105_030E,B18105_030M,B18105_031E,B18105_031M,B18105_032E,B18105_032M,B18105_033E,B18105_033M,NAME,B18105_001MA,B18105_001EA,B18105_002MA,B18105_002EA,B18105_003MA,B18105_003EA,B18105_004MA,B18105_004EA,B18105_005MA,B18105_005EA,B18105_006MA,B18105_006EA,B18105_007MA,B18105_007EA,B18105_008MA,B18105_008EA,B18105_009MA,B18105_009EA,B18105_010EA,B18105_010MA,B18105_011MA,B18105_011EA,B18105_012MA,B18105_012EA,B18105_013MA,B18105_013EA,B18105_014MA,B18105_014EA,B18105_015MA,B18105_015EA,B18105_016MA,B18105_016EA,B18105_017MA,B18105_017EA,B18105_018MA,B18105_018EA,B18105_019MA,B18105_019EA,B18105_020MA,B18105_020EA,B18105_021EA,B18105_021MA,B18105_022MA,B18105_022EA,B18105_023MA,B18105_023EA,B18105_024MA,B18105_024EA,B18105_025MA,B18105_025EA,B18105_026MA,B18105_026EA,B18105_027MA,B18105_027EA,B18105_028MA,B18105_028EA,B18105_029MA,B18105_029EA,B18105_030MA,B18105_030EA,B18105_031MA,B18105_031EA,B18105_032EA,B18105_032MA,B18105_033MA,B18105_033EA,state
0400000US08,5268463,3285,2621629,5311,474747,3755,2502,999,472245,3861,703601,4045,8529,2110,695072,4701,1078725,3600,47984,3506,1030741,5124,237847,1330,25032,2158,212815,2426,126709,1018,31033,2726,95676,2578,2646834,4148,454739,3372,2347,836,452392,3532,671498,3634,7720,1526,663778,3979,1091523,2967,65184,4562,1026339,5531,260627,1922,32083,2603,228544,3164,168447,2076,52626,2801,115821,3078,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6174730,2963,3015987,5618,584220,3958,3759,830,580461,3845,754924,4044,9421,1731,745503,4076,1227172,4624,90088,4356,1137084,6428,283231,1950,40249,2811,242982,3663,166440,1919,45564,2536,120876,3093,3158743,5142,561189,3611,4240,891,556949,3446,747996,3667,11450,1865,736546,4202,1283341,3555,118296,5492,1165045,6404,321759,1995,53440,3083,268319,3514,244458,1970,85256,3693,159202,4103,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4114715,2846,2002846,4901,376250,4129,3733,995,372517,4322,483799,3502,7831,1947,475968,3971,827161,3179,88612,4554,738549,5644,201184,1437,38133,2538,163051,2638,114452,1464,34042,2148,80410,2399,2111869,4838,355847,3529,2508,983,353339,3427,490054,3458,8131,1604,481923,3874,872088,3480,111294,4433,760794,5591,228741,1587,49198,2941,179543,2963,165139,1437,62274,3332,102865,3250,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4254221,3494,2041702,5857,409189,4346,3880,1345,405309,4564,506850,3839,9325,1869,497525,4037,819036,4675,74732,5364,744304,6685,197498,2605,33430,2903,164068,3545,109129,1990,31039,2356,78090,2671,2212519,5887,384790,4099,1672,592,383118,4169,535422,3711,7319,1402,528103,3933,900049,4090,83094,5064,816955,6359,229927,2816,46616,3936,183311,4633,162331,2444,61481,3426,100850,3715,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11804483,2510,5757672,4614,1070379,2941,4190,1050,1066189,3040,1447445,4468,16373,2614,1431072,4567,2394123,4759,121891,5353,2272232,7329,523834,2299,66790,3815,457044,3663,321891,1720,78029,3320,243862,3415,6046811,4913,1022127,2950,6010,1343,1016117,3214,1443936,2774,16068,2709,1427868,4101,2500937,3179,163416,5469,2337521,6239,602170,2425,90858,3949,511312,4716,477641,2429,160889,4907,316752,5403,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2915146,2277,1439605,3646,273970,2547,1515,627,272455,2638,356341,3283,3259,788,353082,3313,576827,3763,29906,2515,546921,4229,141383,1123,14159,1555,127224,1859,91084,851,19595,1486,71489,1706,1475541,3570,259395,2241,1573,518,257822,2330,348462,2700,2592,696,345870,2809,584446,2751,37424,2757,547022,3446,153923,1314,20235,1643,133688,2055,129315,1444,36962,2283,92353,2512,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1276692,1118,627186,2232,97727,1336,170,166,97557,1349,147862,1496,1486,830,146376,1542,272522,1684,15321,2398,257201,3167,69896,922,7419,1228,62477,1524,39179,695,8716,1148,30463,1259,649506,2279,97330,1621,330,252,97000,1641,143033,1364,1426,669,141607,1524,281283,1481,18917,2113,262366,2552,74678,910,8841,1318,65837,1436,53182,908,14211,1551,38971,1727,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2772411,2901,1345150,4441,260523,3340,2015,883,258508,3522,331781,3482,6389,1472,325392,3825,530988,3765,58279,3939,472709,5105,136296,1722,28302,2601,107994,2404,85562,1232,30337,2236,55225,2341,1427261,3870,253730,2963,1010,447,252720,3099,334941,2912,5819,1261,329122,3189,569556,3597,73210,4309,496346,5422,156164,1821,35189,2958,120975,2900,112870,1563,44984,2463,67886,2474,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,897876,1169,428808,1733,74794,791,352,331,74442,806,101168,1211,1453,943,99715,1527,173087,1286,11614,1849,161473,1909,49319,912,6087,1076,43232,1347,30440,770,6910,1358,23530,1534,469068,954,73605,654,519,415,73086,842,105020,913,813,490,104207,981,193315,1000,15985,2051,177330,1879,57612,670,8316,1348,49296,1386,39516,705,11789,1549,27727,1469,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5198632,1833,2580376,3342,484216,2312,3173,958,481043,2411,632031,2649,5344,1030,626687,2469,1070502,2812,46498,3042,1024004,3731,242775,1445,23268,1950,219507,2324,150852,1513,35812,2532,115040,2463,2618256,3286,460984,2228,2305,897,458679,2512,616298,2108,5531,1116,610767,2228,1076249,2627,54642,3283,1021607,3878,262786,1633,32409,2313,230377,2489,201939,1787,59241,2882,142698,2657,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,985387,1804,493203,2956,85880,1769,945,608,84935,1774,115505,2065,786,316,114719,2067,197263,2143,11749,1605,185514,2517,60200,899,6932,1254,53268,1275,34355,510,7092,1120,27263,1093,492184,2592,81095,1599,961,666,80134,1667,110161,1739,1543,607,108618,1749,200012,1936,14381,1750,185631,2557,59793,824,7916,1087,51877,1325,41123,787,11487,1065,29636,1324,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1259879,1065,614142,2281,95354,1312,294,197,95060,1324,132562,1526,2084,749,130478,1727,264687,1596,20869,2284,243818,2809,77407,648,9097,1357,68310,1580,44132,752,9917,1272,34215,1343,645737,2178,89323,1360,356,223,88967,1322,130750,1426,2045,613,128705,1450,279603,1876,18493,2211,261110,2535,85207,953,12741,1417,72466,1502,60854,971,19728,1843,41126,1893,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,9586529,5802,4586073,6976,868100,6452,5691,1251,862409,6406,1100722,6843,14887,2111,1085835,6730,1893991,6418,136827,5982,1757164,8796,459187,3479,66213,3596,392974,4357,264073,2598,69249,3946,194824,4369,5000456,6516,828438,5062,3880,1046,824558,5356,1163479,5066,15030,2129,1148449,5677,2082754,5389,173619,7370,1909135,8351,544660,2533,86683,5274,457977,5671,381125,2725,127048,5425,254077,5226,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,9689470,6022,4643065,8253,952116,5956,8094,1783,944022,6214,1162449,7283,17778,3360,1144671,7632,1905854,7977,124427,6737,1781427,10330,401135,3272,58650,3947,342485,4757,221511,3346,60164,3544,161347,4647,5046405,6473,902771,4437,4974,1089,897797,4447,1235037,5972,16051,2542,1218986,6144,2105444,7028,160206,7002,1945238,9751,485057,3917,83724,4410,401333,5210,318096,3113,107314,5132,210782,5317,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
