GEO_ID,B24081_001E,B24081_001M,B24081_002E,B24081_002M,B24081_003E,B24081_003M,B24081_004E,B24081_004M,B24081_005E,B24081_005M,B24081_006E,B24081_006M,B24081_007E,B24081_007M,B24081_008E,B24081_008M,B24081_009E,B24081_009M,NAME,B24081_001EA,B24081_001MA,B24081_002MA,B24081_002EA,B24081_003MA,B24081_003EA,B24081_004MA,B24081_004EA,B24081_005EA,B24081_005MA,B24081_006EA,B24081_006MA,B24081_007MA,B24081_007EA,B24081_008MA,B24081_008EA,B24081_009EA,B24081_009MA,state
0400000US08,41343,303,40452,368,39949,619,51821,1337,44647,2060,47237,1444,47138,1416,62909,4844,29928,2176,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,36073,290,35958,312,35706,306,47376,5136,35172,1133,38473,1218,40277,1312,58537,4306,25502,1057,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,33850,620,32481,567,32264,332,49404,4129,37386,1471,36886,1508,39283,1263,55052,3378,21934,948,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,33955,930,32254,474,31951,409,46877,6391,37347,2984,39623,1874,41594,1010,54570,4145,22793,2256,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,40668,195,40018,348,39041,560,52990,2308,41309,581,51220,688,49908,1431,61291,1068,25735,803,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,37087,325,36714,391,36408,377,48937,4114,35209,1272,41265,1011,49720,2065,58030,3727,26443,1222,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,41616,504,41330,690,41117,713,50524,6371,41674,1405,46232,1983,42312,4859,64383,4022,32045,2133,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,32287,340,31709,371,31428,367,47943,6416,35747,1220,34770,1924,40406,1190,51161,2570,22347,1514,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,38023,1600,35568,1087,34707,1092,49881,5148,40142,2087,56680,9666,48918,2089,60306,9688,21908,1658,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,41433,216,40789,258,40373,282,52445,2883,42580,1049,49489,1576,50916,821,56420,4212,28093,2253,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,32219,480,30846,603,30257,680,41137,6647,36026,1763,36686,2448,42189,1902,49429,4474,26687,2337,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,35942,482,35034,771,34205,895,48645,4191,37431,1550,40980,1418,42637,1883,60834,2470,25523,1867,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,35151,238,33246,527,32453,317,50074,2667,40430,1088,39042,723,41529,544,54871,2170,22024,611,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,36117,260,35342,310,34490,628,51214,1299,40997,1183,40502,715,39878,1124,64030,3395,25064,1208,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,44026,2337,40398,1297,37900,2619,60098,11294,45798,3816,49898,2759,57627,4790,61029,2204,32438,4857,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,33877,672,32220,292,31903,295,50103,4254,32889,2465,37404,1380,41798,1144,67229,4148,24273,1625,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,36697,769,35249,954,34570,1499,45819,7660,43294,2771,42561,3757,51006,1992,70484,7382,22935,3028,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,36103,389,34843,677,34284,759,50325,5706,40386,2577,50873,1105,50080,2118,53879,5843,25376,2130,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,31795,374,30778,473,30670,470,40071,10478,32091,2509,33318,1572,34398,1378,60719,2392,21585,2387,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,33135,512,32045,216,31707,220,46916,2485,34881,1816,34442,948,38019,1389,53250,2600,24988,1795,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,38139,490,37174,240,36870,244,50560,919,40072,1020,46005,944,45703,1075,52276,2758,24701,1428,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,17524,345,16664,232,16551,234,24220,3825,19526,1477,17123,556,26212,762,30642,4940,11239,811,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,41854,266,38779,730,37854,691,54830,5467,45958,895,45438,681,44275,1646,94385,3071,24748,1579,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,41050,590,40686,808,40027,1667,62453,10368,35363,3113,41631,1850,47397,4252,50774,8823,41501,3002,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,32528,599,31775,287,31395,286,50386,4352,34809,1819,39055,1258,40530,1004,56516,2246,22550,1773,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,37227,435,36208,476,35671,521,51240,2313,40586,1075,50127,1547,48010,2504,56467,2757,24693,1964,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,36764,958,35963,1135,35042,1659,60030,13366,42012,5790,42449,5730,41888,3775,50305,6357,23022,3198,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,40305,118,37871,334,37050,148,61523,540,48647,997,51734,411,55938,988,62430,1472,28924,971,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,31760,404,31191,474,30942,483,47282,5842,32121,3963,32239,2252,36389,1028,51468,2381,24732,2422,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,45934,522,43895,1087,42870,1051,60584,7780,48734,2441,57960,3404,60922,2561,69392,3249,31786,1248,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,36410,143,35561,178,35109,181,53686,3706,38319,1402,44159,1194,45727,840,58129,2319,26084,534,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,47083,433,40927,359,40465,372,60337,3790,50573,926,55954,1474,51267,898,98381,2645,29481,3164,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,32758,359,31800,156,31314,163,45496,1997,37028,674,42129,390,40934,557,60828,1013,22146,411,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,47252,432,45858,533,45248,546,64686,3704,50678,741,57361,1981,61805,1210,65689,2854,31723,698,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,63780,2988,58050,4243,56527,1926,100019,21841,61875,1584,59949,6736,67662,11993,99224,4436,36099,8758,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,35687,397,34493,1001,32961,1059,51984,2144,38671,3441,39042,3517,42533,2291,55969,3382,21766,1261,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,42309,143,40855,171,40360,180,57435,3752,44772,869,56405,711,60048,1138,60941,881,26346,575,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,47517,697,45034,663,43835,940,57770,4597,49921,1566,57441,1526,61857,928,70285,2921,32743,2952,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,36775,207,35566,239,35239,248,50609,980,40035,786,45165,980,48546,1879,62390,1366,24561,1142,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,35549,265,35127,352,34576,610,46518,2416,37002,954,38747,1260,36192,789,58262,4716,25681,832,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,39268,370,37204,235,36834,237,52181,1133,41472,508,48736,907,50829,708,61556,872,26744,920,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,36021,244,35302,276,34802,459,51171,1072,38577,1272,41488,731,50239,895,61385,1092,22563,1410,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,36675,434,35677,469,35413,483,43040,7494,39195,2471,44848,2441,41857,1601,59282,4841,27440,2794,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,32480,875,31530,600,31035,599,49463,5926,35719,3203,37577,1928,41719,1165,60928,2945,22209,1748,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,31271,351,28729,805,28004,816,50037,9140,33214,3850,35622,1517,40891,1989,60117,4546,20427,1223,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,40008,1074,36041,677,35598,692,48073,4857,43289,3986,51959,3442,48718,1862,63523,5538,25445,3341,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,35073,675,33831,1406,32497,1123,51346,2715,35729,1650,39069,2568,37932,2843,50794,3809,29099,3430,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,42863,731,41602,312,41188,310,56640,5999,45193,1456,55021,1751,51386,721,62831,3178,27114,1351,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,40974,516,38478,1614,37455,1278,53794,9303,41601,1420,56454,5448,57108,7122,61735,6385,32639,6384,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
