GEO_ID,B24080_001E,B24080_001M,B24080_002E,B24080_002M,B24080_003E,B24080_003M,B24080_004E,B24080_004M,B24080_005E,B24080_005M,B24080_006E,B24080_006M,B24080_007E,B24080_007M,B24080_008E,B24080_008M,B24080_009E,B24080_009M,B24080_010E,B24080_010M,B24080_011E,B24080_011M,B24080_012E,B24080_012M,B24080_013E,B24080_013M,B24080_014E,B24080_014M,B24080_015E,B24080_015M,B24080_016E,B24080_016M,B24080_017E,B24080_017M,B24080_018E,B24080_018M,B24080_019E,B24080_019M,B24080_020E,B24080_020M,B24080_021E,B24080_021M,NAME,B24080_001MA,B24080_001EA,B24080_002MA,B24080_002EA,B24080_003MA,B24080_003EA,B24080_004EA,B24080_004MA,B24080_005MA,B24080_005EA,B24080_006MA,B24080_006EA,B24080_007MA,B24080_007EA,B24080_008MA,B24080_008EA,B24080_009MA,B24080_009EA,B24080_010EA,B24080_010MA,B24080_011EA,B24080_011MA,B24080_012EA,B24080_012MA,B24080_013MA,B24080_013EA,B24080_014MA,B24080_014EA,B24080_015EA,B24080_015MA,B24080_016EA,B24080_016MA,B24080_017EA,B24080_017MA,B24080_018MA,B24080_018EA,B24080_019MA,B24080_019EA,B24080_020EA,B24080_020MA,B24080_021EA,B24080_021MA,state
0400000US08,2982794,18123,1594353,11806,1231192,13978,1133814,13710,97378,5267,78337,4533,84144,4818,51284,3805,48364,3832,97476,4706,3556,816,1388441,11922,938266,12745,884773,13436,53493,3888,156164,5920,115052,5337,66516,4237,31085,2949,77695,4188,3663,1040,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3238769,17111,1698000,10899,1371556,12641,1309202,12719,62354,3952,90945,4874,74409,4556,47442,3302,26056,2302,85627,4873,1965,694,1540769,12750,1088755,13603,1061145,13677,27610,2542,202622,6374,95338,5118,70420,4257,23625,2842,57812,3652,2197,879,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1995789,14195,1043858,8963,812811,9539,774079,9943,38732,3050,46204,3957,44060,3251,49243,3733,22800,2496,66079,4315,2661,802,951931,10748,648764,9951,633434,10146,15330,1664,104918,5180,60426,3841,79319,4527,19495,2061,37624,2916,1385,531,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2015672,17879,1029182,10608,794880,11106,746816,11096,48064,4316,37762,3267,56611,4432,37235,3279,22221,2445,78792,5272,1681,591,986490,12652,681666,11305,657894,11738,23772,2507,82372,5015,77129,5521,74555,5347,21979,2387,46868,4039,1921,752,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6294086,22560,3291779,13601,2611102,17340,2442655,17085,168447,5921,186622,6768,177252,6839,91229,4324,54287,4212,164823,6533,6464,1267,3002307,15055,2101676,15990,2032486,15636,69190,3675,362545,8946,229559,6866,132424,6046,47511,4210,123514,5677,5078,1015,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1615999,9976,845207,6194,654159,6884,612414,6942,41745,2554,39702,2360,38202,2553,36951,2535,14595,1787,59503,3099,2095,613,770792,7692,511551,7382,495053,7201,16498,2163,95727,4438,60051,3718,53009,3214,11155,1320,37851,2716,1448,503,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,729001,7362,379821,4660,285154,4964,268836,5103,16318,1573,28226,3009,18383,2009,9288,1343,10407,1674,28114,2334,249,207,349180,5201,225152,5263,217442,5313,7710,1425,54906,3945,30585,2422,12331,1579,6616,1260,19056,1922,534,343,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1317275,12542,689487,9576,515541,10832,484063,10484,31478,2823,33767,3114,29731,2890,34177,3149,15674,2601,58926,4087,1671,828,627788,7893,422841,8192,407150,8308,15691,1989,63102,4282,39151,3447,61224,4417,10927,1711,29166,3134,1377,560,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,458434,6653,232197,4340,174358,5366,160213,5542,14145,2066,12872,1854,6027,1463,18475,2295,7077,1263,13241,1764,147,133,226237,4529,155598,5076,149907,4793,5691,1263,24994,2502,6416,1252,28186,2530,3317,774,7621,1444,105,112,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2973535,12514,1535294,8881,1185449,9582,1107324,9996,78125,3700,109083,4407,77502,3711,48403,3213,20980,1786,90900,3450,2977,700,1438241,8894,950285,9920,916160,10288,34125,2243,230607,6295,110895,4475,65589,3006,17646,1750,61048,2730,2171,541,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,523058,5868,273970,4433,192836,5219,170762,5375,22074,2390,16113,2124,14643,1818,12470,1613,11781,1586,25150,2209,977,474,249088,4849,150089,4430,141550,4218,8539,1177,33017,2825,22656,2157,14964,1751,8655,1348,18853,2255,854,561,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,678540,6859,344616,5064,243656,5666,223348,5800,20308,1930,29541,2590,16435,1956,11963,1489,9579,1378,32954,2537,488,260,333924,4902,200619,5023,191625,4926,8994,1437,65105,3574,25042,2151,15868,1995,5747,1151,20990,2264,553,395,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
