GEO_ID,C17017_001E,C17017_001M,C17017_002E,C17017_002M,C17017_003E,C17017_003M,C17017_004E,C17017_004M,C17017_005E,C17017_005M,C17017_006E,C17017_006M,C17017_007E,C17017_007M,C17017_008E,C17017_008M,C17017_009E,C17017_009M,C17017_010E,C17017_010M,C17017_011E,C17017_011M,C17017_012E,C17017_012M,C17017_013E,C17017_013M,C17017_014E,C17017_014M,C17017_015E,C17017_015M,C17017_016E,C17017_016M,C17017_017E,C17017_017M,C17017_018E,C17017_018M,C17017_019E,C17017_019M,NAME,C17017_001EA,C17017_001MA,C17017_002EA,C17017_002MA,C17017_003EA,C17017_003MA,C17017_004MA,C17017_004EA,C17017_005MA,C17017_005EA,C17017_006MA,C17017_006EA,C17017_007MA,C17017_007EA,C17017_008EA,C17017_008MA,C17017_009MA,C17017_009EA,C17017_010MA,C17017_010EA,C17017_011EA,C17017_011MA,C17017_012EA,C17017_012MA,C17017_013EA,C17017_013MA,C17017_014MA,C17017_014EA,C17017_015MA,C17017_015EA,C17017_016MA,C17017_016EA,C17017_017MA,C17017_017EA,C17017_018MA,C17017_018EA,C17017_019MA,C17017_019EA,state
0400000US34,3249567,9867,313457,8424,154894,6289,55682,4821,99212,5453,14999,2387,84213,4661,158563,6613,61958,4243,96605,5387,2936110,13106,2076742,16581,1608112,15838,468630,11074,143452,6170,325178,9177,859368,13161,383683,9453,475685,8594,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,4685447,12486,643024,12593,283821,8789,80024,4113,203797,7926,31589,2905,172208,8087,359203,9035,160412,5597,198791,7205,4042423,16190,2640423,18155,2032543,17860,607880,11599,196031,7393,411849,8909,1402000,14135,681072,10979,720928,10983,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,2434806,10407,317100,7723,139886,5874,53421,4133,86465,4380,14625,1876,71840,3776,177214,6477,75996,4599,101218,4911,2117706,12306,1410990,14568,1106081,12858,304909,9794,95042,6018,209867,7185,706716,11910,340186,8221,366530,8499,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,5070931,12151,612242,11403,263075,8044,84281,3938,178794,7266,32802,3080,145992,6077,349167,8239,144953,4846,204214,6782,4458689,15376,2972182,17693,2326988,17024,645194,12617,203530,6860,441664,10539,1486507,18192,708232,11884,778275,13017,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,3957466,12369,528477,8904,238401,7742,81866,3764,156535,6131,28507,2626,128028,5774,290076,7113,126858,5651,163218,5406,3428989,14177,2281600,14297,1767604,11952,513996,10312,167031,5712,346965,8107,1147389,11902,557946,9382,589443,8334,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,765490,3878,83471,3719,34617,2440,13109,1548,21508,2136,4069,988,17439,1820,48854,2764,20724,1827,28130,2128,682019,4529,451011,5547,366692,5695,84319,3673,30335,2222,53984,2869,231008,4992,115480,3967,115528,3574,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,640270,5214,76668,4930,35922,3490,16447,2232,19475,3006,3586,1451,15889,2562,40746,3608,17213,2166,23533,2507,563602,6862,401843,8117,332367,8163,69476,5714,25064,3245,44412,4941,161759,6719,82267,4611,79492,4636,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,794093,5137,150841,6701,74665,4183,30209,3367,44456,3421,8812,1483,35644,3144,76176,5218,33713,3666,42463,3681,643252,7434,420713,8572,314043,6793,106670,5344,36306,3241,70364,4053,222539,7081,112254,5192,110285,5055,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,455309,4541,41080,3209,17920,2129,6252,1215,11668,1859,1710,598,9958,1710,23160,2408,9928,1367,13232,1955,414229,4579,298929,5142,228910,5124,70019,3865,21442,2053,48577,3022,115300,4192,58510,3228,56790,3606,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,345449,3406,39146,2787,17571,1790,5315,1244,12256,1605,2320,687,9936,1509,21575,2098,9148,1415,12427,1719,306303,4078,202136,5094,166624,4895,35512,2902,12509,1695,23003,2385,104167,4505,53735,3196,50432,3248,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,2895575,9139,283690,8465,119246,5731,45676,3505,73570,4855,10976,1814,62594,4857,164444,7077,70631,4765,93813,5155,2611885,11791,1760391,15008,1409215,14984,351176,10191,124943,6684,226233,8180,851494,12847,429792,9528,421702,8829,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,406573,4965,55282,4018,22542,2460,7028,1563,15514,2303,3391,1004,12123,2034,32740,3220,13618,2565,19122,2416,351291,5811,224934,4489,167685,5095,57249,4131,16341,2329,40908,3369,126357,5605,59296,3814,67061,3664,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,2614298,11305,325732,9344,170206,6517,73049,4238,97157,5129,19304,2569,77853,4735,155526,6595,73127,4701,82399,4924,2288566,13348,1542800,14601,1174221,13242,368579,10680,132390,6574,236189,8416,745766,11687,364270,8158,381496,7992,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,2603140,11640,383621,10166,193311,7696,66388,4815,126923,6204,22787,2635,104136,5537,190310,7654,74659,4431,115651,5269,2219519,14510,1514857,14083,1179350,14316,335507,9726,104360,4746,231147,8097,704662,12217,343085,9215,361577,9691,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,1133408,7193,137074,5698,58190,3428,21067,2019,37123,3191,8302,1819,28821,2802,78884,4327,34640,2944,44244,2810,996334,8476,668558,8388,549673,7417,118885,5314,38498,3088,80387,4010,327776,7695,160589,4763,167187,5795,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
