GEO_ID,C17017_001E,C17017_001M,C17017_002E,C17017_002M,C17017_003E,C17017_003M,C17017_004E,C17017_004M,C17017_005E,C17017_005M,C17017_006E,C17017_006M,C17017_007E,C17017_007M,C17017_008E,C17017_008M,C17017_009E,C17017_009M,C17017_010E,C17017_010M,C17017_011E,C17017_011M,C17017_012E,C17017_012M,C17017_013E,C17017_013M,C17017_014E,C17017_014M,C17017_015E,C17017_015M,C17017_016E,C17017_016M,C17017_017E,C17017_017M,C17017_018E,C17017_018M,C17017_019E,C17017_019M,NAME,C17017_001EA,C17017_001MA,C17017_002EA,C17017_002MA,C17017_003EA,C17017_003MA,C17017_004MA,C17017_004EA,C17017_005MA,C17017_005EA,C17017_006MA,C17017_006EA,C17017_007MA,C17017_007EA,C17017_008EA,C17017_008MA,C17017_009MA,C17017_009EA,C17017_010MA,C17017_010EA,C17017_011EA,C17017_011MA,C17017_012EA,C17017_012MA,C17017_013EA,C17017_013MA,C17017_014MA,C17017_014EA,C17017_015MA,C17017_015EA,C17017_016MA,C17017_016EA,C17017_017MA,C17017_017EA,C17017_018MA,C17017_018EA,C17017_019MA,C17017_019EA,state
0400000US08,2176757,7548,211680,7115,85547,4645,33505,2957,52042,3833,9781,1619,42261,3590,126133,5546,54456,3535,71677,4145,1965077,9438,1287158,12066,1034680,11425,252478,7778,88954,4188,163524,6574,677919,11287,342353,9003,335566,7088,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,328497,8491,156585,6413,54921,4024,101664,5687,17619,2467,84045,5207,171912,6146,74475,4587,97437,4832,2270672,11747,1526591,12372,1193356,14682,333235,9913,112408,5718,220827,7451,744081,11400,362883,8383,381198,7900,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,284340,9037,143499,6052,55171,3642,88328,5350,13980,1967,74348,4793,140841,6786,58891,4320,81950,4853,1448373,11413,995428,11461,782808,10652,212620,7320,69704,4330,142916,6010,452945,9748,219757,6533,233188,6457,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,314236,8537,150690,6789,40845,3593,109845,5963,18642,2556,91203,5519,163546,6236,63854,4085,99692,4749,1422984,11897,954157,12371,707759,11650,246398,8481,69647,4560,176751,6439,468827,9427,228452,7069,240375,6994,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,588923,12676,264678,8286,87199,4895,177479,7404,27547,2604,149932,7200,324245,9096,137695,6131,186550,6396,4275941,16206,2854423,16905,2205892,15963,648531,10751,199653,6299,448878,8558,1421518,17798,682507,11840,739011,11565,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,142646,5001,57311,3654,19142,2117,38169,3292,5738,1309,32431,2670,85335,4319,35040,2708,50295,3364,1125227,9064,743018,8166,603000,8814,140018,5254,51405,3386,88613,4043,382209,7669,192830,5230,189379,5409,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,42254,3285,16178,1948,5014,998,11164,1824,1628,708,9536,1739,26076,3022,12185,1960,13891,2401,488958,5904,325574,5975,269295,5998,56279,3710,20561,2285,35718,2833,163384,5365,81354,4480,82030,3583,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,193614,8014,97453,5721,33387,3343,64066,4417,10347,1934,53719,4100,96161,5762,38368,3992,57793,3617,962733,9055,671681,9873,520074,8925,151607,6598,47299,3860,104308,4843,291052,8075,140352,5927,150700,4370,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,46383,3397,20026,2424,7164,1520,12862,1831,2133,702,10729,1770,26357,2663,11984,1958,14373,2090,321288,4875,218373,5852,166670,4828,51703,3861,16090,2287,35613,3033,102915,5151,46580,3337,56335,3543,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,209289,6734,79752,4368,29644,2266,50108,3748,8104,1274,42004,3165,129537,5420,54717,3363,74820,3922,1985163,8636,1317075,9514,1073467,10241,243608,5880,88196,4329,155412,5083,668088,8606,327541,6215,340547,6815,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,431421,4444,58196,3932,20411,2093,9384,1462,11027,1463,2264,688,8763,1313,37785,3050,17632,2138,20153,2442,373225,5450,245232,5528,203789,4862,41443,3111,15563,1994,25880,2283,127993,4948,65008,3868,62985,3361,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,570307,5261,71714,4198,25166,2433,9300,1407,15866,2093,3172,700,12694,1864,46548,3041,20012,2167,26536,2472,498593,6454,317376,5824,257715,5871,59661,3817,21134,2427,38527,2971,181217,5788,85785,4095,95432,4146,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4011462,16617,533624,13573,266430,10873,94082,5614,172348,9710,27997,3085,144351,8417,267194,8287,106158,5776,161036,6216,3477838,18076,2355865,20602,1826154,19501,529711,13915,150990,6409,378721,11309,1121973,17157,519114,11948,602859,12506,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3803012,14400,521557,10715,275202,8546,88327,5121,186875,7293,29266,3896,157609,6344,246355,7828,94775,5296,151580,6171,3281455,17619,2262204,21079,1695048,18376,567156,13788,154095,7603,413061,12027,1019251,16536,489076,11436,530175,11007,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,254551,3266,24734,2344,12621,1743,5054,948,7567,1325,2710,940,4857,966,12113,1627,7243,1214,4870,1016,229817,3370,154906,4331,122770,3806,32136,2711,12903,1670,19233,1875,74911,3576,40316,2392,34595,2606,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1855184,11821,313929,8087,148603,5524,47724,3630,100879,5233,11145,1924,89734,4879,165326,7289,66257,4494,99069,4723,1541255,12147,1066191,13354,831503,12499,234688,7313,66804,4960,167884,6437,475064,10046,227062,8930,248002,6633,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,261373,3502,30592,2672,9658,1519,4220,921,5438,1238,1013,472,4425,1124,20934,2318,10353,1743,10581,1567,230781,4203,146146,3549,118524,3336,27622,2484,11026,1374,16596,2150,84635,3757,38345,2780,46290,2305,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1129810,6479,145260,5319,64271,3303,24851,2738,39420,3004,9671,1509,29749,2768,80989,4042,37553,3366,43436,3102,984550,8334,642367,8611,464530,8471,177837,6823,69006,4122,108831,4958,342183,8844,183659,7327,158524,5660,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,734703,6052,128143,5827,60272,4189,24544,2622,35728,3101,7766,1696,27962,2809,67871,3968,29470,2608,38401,3066,606560,7406,401639,6907,322727,7498,78912,4693,26062,2625,52850,3836,204921,6654,101276,4824,103645,4240,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1485310,6108,223453,5636,112542,4172,41055,2392,71487,3683,11867,1730,59620,3360,110911,4109,50354,3169,60557,3309,1261857,8128,870765,7305,675235,7220,195530,4504,67287,3264,128243,3951,391092,6161,193077,5105,198015,3700,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2371960,6714,262021,7045,103509,4884,37813,2556,65696,4093,12464,1768,53232,3618,158512,5694,67177,3596,91335,4470,2109939,9127,1383861,10404,1112837,10666,271024,8041,100665,4859,170359,5643,726078,8971,365471,7237,360607,6260,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1179637,9819,520498,9708,314362,8322,117423,5167,196939,6652,40671,3550,156268,5478,206136,6643,83087,3932,123049,5273,659139,10071,476992,9063,320647,7229,156345,5562,41547,3143,114798,4205,182147,6703,87779,4493,94368,4538,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,3175524,13138,332051,9669,148530,6199,51107,3994,97423,5126,13713,1988,83710,5020,183521,7605,74524,4510,108997,5872,2843473,14204,1945777,15975,1527971,14740,417806,10834,131504,6476,286302,8152,897696,15171,413483,9873,484213,9820,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,319355,4442,36859,3178,10750,1615,3914,1091,6836,1312,1385,634,5451,1274,26109,2587,13646,1791,12463,1805,282496,4597,177169,5279,145435,5370,31734,3004,11670,1583,20064,2233,105327,4629,58814,3197,46513,3046,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1927991,12233,286747,8223,136160,5539,41703,3533,94457,4424,14768,2259,79689,4252,150587,7459,60363,4717,90224,5987,1641244,14121,1122113,13870,853849,11439,268264,9353,72204,4980,196060,7595,519131,11222,248258,8085,270873,7419,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1639970,6988,194831,7172,82653,5378,34677,3587,47976,4594,10053,1917,37923,4088,112178,4370,47459,3541,64719,3451,1445139,9401,944995,11105,758860,10348,186135,6564,67226,4127,118909,5810,500144,10029,231869,7403,268275,7510,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,230252,3746,25365,3171,10239,1789,4041,1077,6198,1463,1226,588,4972,1267,15126,2388,5343,1329,9783,1758,204887,4216,134286,4506,112665,4199,21621,2479,7407,1396,14214,1941,70601,4471,40224,3474,30377,2404,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,13072122,21485,1590817,19110,811643,14917,348830,9073,462813,11679,90510,4846,372303,11909,779174,13388,316631,9707,462543,11045,11481305,21905,8122978,22881,6109593,28167,2013385,18959,700604,11794,1312781,18296,3358327,21124,1645830,16443,1712497,17346,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1108630,9460,215688,8227,109072,6161,28260,3097,80812,5643,8416,1625,72396,5624,106616,6109,44138,4257,62478,4177,892942,8576,618876,9767,463500,10340,155376,6286,37941,3745,117435,4759,274066,8279,133761,5557,140305,6156,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,1378091,6923,146552,5944,62963,3956,18738,2126,44225,4037,7172,1594,37053,3658,83589,4907,33459,3081,50130,3979,1231539,7390,828972,10321,631579,10503,197393,6544,59814,4566,137579,6167,402567,8895,184604,6218,217963,6167,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,9776083,21679,1365380,18865,767608,16310,316242,11180,451366,11723,63956,5010,387410,11193,597772,13196,250812,8639,346960,9907,8410703,25762,5962660,29586,4555732,28065,1406928,20073,441588,12717,965340,15914,2448043,25092,1243807,16699,1204236,19443,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2215935,9432,197184,6796,88511,5106,27194,2537,61317,4316,8663,1677,52654,3922,108673,4813,40790,3302,67883,3492,2018751,11698,1383861,12434,1042239,9663,341622,10057,93063,5510,248559,8922,634890,10747,286422,8020,348468,8350,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,7809358,20825,1015911,15756,488362,11115,202949,8368,285413,8607,49092,3964,236321,8318,527549,13113,205509,8530,322040,10013,6793447,26153,4538153,27789,3435109,27603,1103044,18421,338990,10141,764054,15997,2255294,20484,1060306,15300,1194988,17079,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,2624294,8879,280369,8432,106906,5425,35611,3355,71295,4014,9689,1938,61606,3992,173463,6127,69181,4177,104282,5425,2343925,12125,1537299,12862,1189633,13298,347666,9006,99598,4913,248068,7958,806626,11639,367811,9664,438815,8729,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,287476,2752,43333,3419,13761,2006,1755,536,12006,1895,1584,783,10422,1779,29572,2667,10295,1452,19277,2129,244143,4204,107768,3941,71254,3023,36514,3017,8584,1455,27930,2674,136375,5245,62350,3544,74025,3686,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,998891,5079,91076,5239,45593,3522,22058,2806,23535,2681,3151,986,20384,2524,45483,3468,17575,2120,27908,2813,907815,6539,698174,8382,586349,7535,111825,5698,41684,3275,70141,4366,209641,6191,105249,5175,104392,3870,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,7367015,16617,1004528,16922,465342,12311,177681,8479,287661,9948,43511,3721,244150,9135,539186,12643,213271,8017,325915,9384,6362487,20360,4167594,21693,3065832,21310,1101762,15179,317254,9412,784508,12102,2194893,17873,1012428,13015,1182465,15228,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
