GEO_ID,C18131_001E,C18131_001M,C18131_002E,C18131_002M,C18131_003E,C18131_003M,C18131_004E,C18131_004M,C18131_005E,C18131_005M,C18131_006E,C18131_006M,C18131_007E,C18131_007M,C18131_008E,C18131_008M,C18131_009E,C18131_009M,C18131_010E,C18131_010M,C18131_011E,C18131_011M,C18131_012E,C18131_012M,C18131_013E,C18131_013M,C18131_014E,C18131_014M,C18131_015E,C18131_015M,C18131_016E,C18131_016M,NAME,C18131_001EA,C18131_001MA,C18131_002EA,C18131_002MA,C18131_003EA,C18131_003MA,C18131_004MA,C18131_004EA,C18131_005MA,C18131_005EA,C18131_006MA,C18131_006EA,C18131_007MA,C18131_007EA,C18131_008MA,C18131_008EA,C18131_009MA,C18131_009EA,C18131_010MA,C18131_010EA,C18131_011EA,C18131_011MA,C18131_012EA,C18131_012MA,C18131_013EA,C18131_013MA,C18131_014MA,C18131_014EA,C18131_015MA,C18131_015EA,C18131_016EA,C18131_016MA,state
0400000US08,5555265,3104,255879,12214,43659,3388,212220,11355,281613,15737,60026,5526,221587,14099,369361,21896,62520,5229,306841,19348,468442,21009,61649,4832,406793,19872,4179970,32611,370128,8993,3809842,30077,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6485781,4621,396763,18031,74508,5580,322255,16461,455875,17639,107325,6500,348550,15444,568575,23311,114055,6767,454520,20491,597352,21955,105146,5955,492206,19769,4467216,32833,486757,11512,3980459,32591,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4320783,3937,325902,16763,67245,4937,258657,15057,404455,16209,122567,7172,281888,13687,426053,17992,115958,6346,310095,14602,426054,17973,92552,6465,333502,15352,2738319,27850,358861,9740,2379458,28781,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4518116,3547,365932,15658,70058,5130,295874,14741,477529,22068,105239,6125,372290,19585,498511,20950,106204,6894,392307,19865,467709,21560,88714,6124,378995,20005,2708435,30149,328965,10729,2379470,29319,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12439217,4084,695247,22723,113524,6627,581723,19999,813507,24092,169133,7484,644374,23322,961811,27956,160679,7381,801132,25830,1026940,30373,146957,7543,879983,27054,8941712,48287,795844,15266,8145868,48418,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3054586,1660,154683,8495,24978,2337,129705,8212,188821,9582,39350,3135,149471,8373,243643,10286,46840,3325,196803,9014,263244,13557,41161,3653,222083,12374,2204195,18282,210461,6629,1993734,17920,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1310916,1744,49395,5798,10334,2001,39061,4806,50825,4721,13748,2090,37077,4295,71865,6242,19718,2539,52147,5370,86495,7529,17936,2783,68559,6662,1052336,9826,111811,5379,940525,10645,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2922262,2564,196541,11349,43856,3994,152685,10215,307902,16310,76649,5260,231253,13672,331585,14207,80425,4992,251160,12918,324497,17196,72246,6081,252251,13946,1761737,25578,247895,8211,1513842,23011,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,937739,1670,50635,5990,7989,1725,42646,5763,66517,6944,14101,2247,52416,6302,62611,7237,11112,1907,51499,6693,76144,8757,14177,2411,61967,7985,681832,11204,77344,4815,604488,10882,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5486021,2678,231327,11764,46531,3602,184796,10598,297701,13587,65220,3827,232481,12450,370868,14160,74699,4569,296169,12801,393785,15710,62892,3600,330893,14702,4192340,24680,354976,8649,3837364,24722,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
