GEO_ID,B27002_001E,B27002_001M,B27002_002E,B27002_002M,B27002_003E,B27002_003M,B27002_004E,B27002_004M,B27002_005E,B27002_005M,B27002_006E,B27002_006M,B27002_007E,B27002_007M,B27002_008E,B27002_008M,B27002_009E,B27002_009M,B27002_010E,B27002_010M,B27002_011E,B27002_011M,B27002_012E,B27002_012M,B27002_013E,B27002_013M,B27002_014E,B27002_014M,B27002_015E,B27002_015M,B27002_016E,B27002_016M,B27002_017E,B27002_017M,B27002_018E,B27002_018M,B27002_019E,B27002_019M,B27002_020E,B27002_020M,B27002_021E,B27002_021M,B27002_022E,B27002_022M,B27002_023E,B27002_023M,B27002_024E,B27002_024M,B27002_025E,B27002_025M,B27002_026E,B27002_026M,B27002_027E,B27002_027M,B27002_028E,B27002_028M,B27002_029E,B27002_029M,B27002_030E,B27002_030M,B27002_031E,B27002_031M,B27002_032E,B27002_032M,B27002_033E,B27002_033M,B27002_034E,B27002_034M,B27002_035E,B27002_035M,B27002_036E,B27002_036M,B27002_037E,B27002_037M,B27002_038E,B27002_038M,B27002_039E,B27002_039M,B27002_040E,B27002_040M,B27002_041E,B27002_041M,B27002_042E,B27002_042M,B27002_043E,B27002_043M,B27002_044E,B27002_044M,B27002_045E,B27002_045M,B27002_046E,B27002_046M,B27002_047E,B27002_047M,B27002_048E,B27002_048M,B27002_049E,B27002_049M,B27002_050E,B27002_050M,B27002_051E,B27002_051M,B27002_052E,B27002_052M,B27002_053E,B27002_053M,B27002_054E,B27002_054M,B27002_055E,B27002_055M,B27002_056E,B27002_056M,B27002_057E,B27002_057M,NAME,B27002_001EA,B27002_001MA,B27002_002EA,B27002_002MA,B27002_003MA,B27002_003EA,B27002_004MA,B27002_004EA,B27002_005MA,B27002_005EA,B27002_006EA,B27002_006MA,B27002_007EA,B27002_007MA,B27002_008MA,B27002_008EA,B27002_009MA,B27002_009EA,B27002_010MA,B27002_010EA,B27002_011EA,B27002_011MA,B27002_012EA,B27002_012MA,B27002_013MA,B27002_013EA,B27002_014MA,B27002_014EA,B27002_015MA,B27002_015EA,B27002_016EA,B27002_016MA,B27002_017EA,B27002_017MA,B27002_018MA,B27002_018EA,B27002_019MA,B27002_019EA,B27002_020MA,B27002_020EA,B27002_021MA,B27002_021EA,B27002_022MA,B27002_022EA,B27002_023EA,B27002_023MA,B27002_024EA,B27002_024MA,B27002_025MA,B27002_025EA,B27002_026MA,B27002_026EA,B27002_027MA,B27002_027EA,B27002_028EA,B27002_028MA,B27002_029EA,B27002_029MA,B27002_030EA,B27002_030MA,B27002_031MA,B27002_031EA,B27002_032MA,B27002_032EA,B27002_033EA,B27002_033MA,B27002_034EA,B27002_034MA,B27002_035EA,B27002_035MA,B27002_036MA,B27002_036EA,B27002_037MA,B27002_037EA,B27002_038EA,B27002_038MA,B27002_039EA,B27002_039MA,B27002_040EA,B27002_040MA,B27002_041MA,B27002_041EA,B27002_042MA,B27002_042EA,B27002_043MA,B27002_043EA,B27002_044EA,B27002_044MA,B27002_045EA,B27002_045MA,B27002_046MA,B27002_046EA,B27002_047MA,B27002_047EA,B27002_048EA,B27002_048MA,B27002_049EA,B27002_049MA,B27002_050EA,B27002_050MA,B27002_051MA,B27002_051EA,B27002_052MA,B27002_052EA,B27002_053EA,B27002_053MA,B27002_054MA,B27002_054EA,B27002_055EA,B27002_055MA,B27002_056MA,B27002_056EA,B27002_057MA,B27002_057EA,state
0400000US08,5604105,2082,2794853,5393,205962,3538,129910,4854,76052,4627,483517,5194,320128,7948,163389,6493,265288,5735,193603,5715,71685,4748,396805,4796,283792,6371,113013,4826,386800,2920,294325,4690,92475,4933,350042,2378,277418,4903,72624,5023,341883,1853,264631,4151,77252,4153,237847,1330,131283,3813,106564,3823,126709,1018,79676,2410,47033,2491,2809252,4984,198625,3536,121980,4547,76645,4974,456954,5551,299171,7555,157783,6717,257103,4280,189009,4674,68094,4579,375973,4524,274637,5429,101336,5160,376112,2851,289253,5308,86859,4699,352293,2442,277002,4431,75291,4331,363118,1740,283359,4781,79759,4456,260627,1922,148786,3738,111841,3943,168447,2076,106307,3069,62140,3037,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,256042,4346,146174,5300,109868,4867,594285,6271,389091,9708,205194,8022,327421,6483,251568,6715,75853,5491,376527,6449,278162,7080,98365,5287,398371,3408,303507,5523,94864,4809,408902,3159,317556,5470,91346,4466,419899,1995,324772,5298,95127,4903,283231,1950,164539,4075,118692,4102,166440,1919,107977,2575,58463,2450,3361386,5708,243732,3880,141379,4883,102353,4355,566317,5495,371276,8767,195041,7948,314992,5403,231028,5285,83964,4504,386787,4567,268567,6700,118220,5553,412769,3209,309821,5974,102948,5661,424680,2919,331506,5421,93174,4806,445892,2184,343639,5096,102253,4890,321759,1995,194911,4249,126848,3901,244458,1970,153267,3545,91191,3844,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,167410,3226,81227,4397,86183,4594,380029,5158,217053,6870,162976,6883,208890,4722,146377,4860,62513,3921,243444,4058,161312,4904,82132,4970,266231,2640,183827,4410,82404,4802,276674,2487,202290,4454,74384,4043,284256,2136,196992,4688,87264,3883,201184,1437,120541,3685,80643,3573,114452,1464,72322,2380,42130,2395,2245634,5101,159248,3822,80579,3829,78669,4062,359407,5119,212017,6699,147390,6557,205441,4981,137245,4903,68196,4419,255570,4015,162375,5217,93195,4658,273135,2826,183954,4559,89181,4312,290390,2570,204122,4306,86268,4752,308563,2012,216523,4926,92040,4941,228741,1587,137316,3386,91425,3302,165139,1437,101474,3492,63665,3512,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,184923,5133,82891,4309,102032,5968,411566,5234,203596,7232,207970,7094,207993,5607,131010,4839,76983,5861,264646,6146,166205,5098,98441,5823,271980,3598,187731,4689,84249,4445,265982,4539,183959,4662,82023,4969,281074,2449,186943,4544,94131,4629,197498,2605,104090,3930,93408,4303,109129,1990,62115,2280,47014,2467,2361287,6963,178531,5048,78223,4886,100308,5182,385474,5457,192532,6688,192942,7739,213050,4356,125709,5530,87341,5043,291925,4775,171664,5630,120261,5639,296956,3760,192890,5490,104066,5384,289956,3528,201660,5198,88296,4799,313137,1975,213177,4135,99960,3859,229927,2816,124136,4073,105791,4325,162331,2444,85936,2905,76395,3020,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,462125,4293,276235,6875,185890,6763,1086053,5431,701983,10233,384070,9687,581862,6383,435747,6990,146115,6119,778536,6185,573674,7793,204862,7758,801232,3697,612553,7417,188679,6396,793935,3411,628714,7365,165221,6535,798956,2288,625671,6304,173285,5887,523834,2299,311878,5930,211956,6316,321891,1720,203240,3933,118651,4220,6415484,5220,440023,4920,262404,6584,177619,5995,1039543,6666,665980,9713,373563,8204,574785,6842,406208,7502,168577,6059,780385,5112,547132,7955,233253,7552,821859,3231,609967,5432,211892,5601,825804,3572,651384,7135,174420,6716,853274,1913,659394,5589,193880,5436,602170,2425,354918,5999,247252,6111,477641,2429,290390,4943,187251,5224,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,120285,2771,75978,3471,44307,3300,280180,4009,192641,5041,87539,5370,152836,3935,119495,3904,33341,3205,178095,3696,137305,3911,40790,2715,190309,2484,154537,3418,35772,2926,182472,2286,150993,3135,31479,2892,204046,1572,168551,3005,35495,2799,141383,1123,94259,2171,47124,2237,91084,851,64834,1720,26250,1706,1572339,3755,117608,3453,75875,2917,41733,3094,262689,2639,180834,3824,81855,4066,148645,3478,113896,3417,34749,3102,175713,3195,129101,3588,46612,3204,189481,2403,148154,3061,41327,2497,183403,1860,149676,2358,33727,2452,211562,1596,173937,2956,37625,3013,153923,1314,106236,2097,47687,1893,129315,1444,91445,2316,37870,2230,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,38569,1963,25796,1722,12773,2094,102058,2507,77708,3125,24350,2747,62974,2374,50310,2245,12664,1903,74094,2195,54164,2381,19930,2202,75599,1360,60446,2328,15153,1941,92991,1297,76994,2246,15997,1838,103932,1054,84037,2357,19895,2091,69896,922,44853,1878,25043,1462,39179,695,27924,1410,11255,1411,680257,2304,37610,1579,24823,1830,12787,1523,101670,2600,71615,3213,30055,3023,58967,2191,46290,2154,12677,1935,72867,1629,54428,2524,18439,2084,77386,1352,61777,1828,15609,1974,95459,1091,80395,1822,15064,1859,108438,904,88830,2252,19608,2147,74678,910,49116,2127,25562,2055,53182,908,35799,1739,17383,1565,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,115421,3067,46451,3004,68970,3465,263600,4219,131897,4843,131703,5066,140213,4675,93856,4312,46357,3979,169517,3984,110255,4836,59262,3965,172460,3162,120332,3939,52128,3799,177086,3504,124397,4411,52689,3785,181442,1705,122062,3460,59380,3340,136296,1722,72067,2671,64229,2812,85562,1232,52821,2212,32741,2190,1518906,4340,108534,3343,44657,2846,63877,3531,259199,4042,123136,5436,136063,5583,135283,4053,90850,3481,44433,3328,177300,3991,113367,4322,63933,3926,183941,2693,123676,3550,60265,3920,187809,2588,128198,3760,59611,3303,197806,1858,134932,4071,62874,3667,156164,1821,90092,2769,66072,3244,112870,1563,64393,2558,48477,2538,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,32204,1678,18645,1727,13559,1665,75809,1791,47706,2333,28103,2753,40833,1620,30772,1929,10061,1646,54727,1655,35336,2189,19391,2219,52253,1154,38706,1820,13547,1965,57622,908,45263,1467,12359,1677,63212,750,49434,1600,13778,1642,49319,912,33624,1445,15695,1516,30440,770,23201,1262,7239,1126,495792,1400,30441,1299,18355,2187,12086,1579,76676,1859,48689,2762,27987,2928,40906,2237,29656,2240,11250,1796,57326,1824,40501,2278,16825,2421,57552,1039,41585,1948,15967,1965,63679,1122,48735,1937,14944,2141,72084,563,56652,2041,15432,1991,57612,670,38998,1527,18614,1525,39516,705,26733,1625,12783,1594,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,218759,3309,147874,3779,70885,3831,485623,4013,347494,5028,138129,5073,251483,4144,196220,5063,55263,3925,341542,3948,266265,4474,75277,3352,356256,2415,286540,4494,69716,3607,343948,2309,282243,3647,61705,3336,370298,1609,303248,3728,67050,3616,242775,1445,163084,3020,79691,2882,150852,1513,111323,2448,39529,2298,2792028,3590,207005,3011,137914,3906,69091,3853,464727,3604,334321,5863,130406,5573,241591,3246,187165,3861,54426,3135,337731,3220,252572,4733,85159,4281,352529,2439,278834,3611,73695,3659,341666,1928,284742,3350,56924,2990,382054,1903,312446,3536,69608,3051,262786,1633,190258,3150,72528,2956,201939,1787,144843,2378,57096,2478,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
