GEO_ID,C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,NAME,C17014_001EA,C17014_001MA,C17014_002EA,C17014_002MA,C17014_003EA,C17014_003MA,C17014_004EA,C17014_004MA,C17014_005EA,C17014_005MA,C17014_006EA,C17014_006MA,C17014_007MA,C17014_007EA,C17014_008MA,C17014_008EA,C17014_009EA,C17014_009MA,C17014_010EA,C17014_010MA,C17014_011EA,C17014_011MA,state
0400000US01,1214794,12486,148603,5524,61204,4115,73165,4561,12549,1523,1685,744,1066191,13354,177729,4784,346085,8972,443633,10753,98744,5109,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,155804,3606,9658,1519,3722,889,4063,804,1752,822,121,114,146146,3549,17999,1441,37620,2253,75500,3162,15027,1630,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,706638,8667,64271,3303,21683,2088,34490,3007,7050,1281,1048,556,642367,8611,85296,3611,206903,7800,269049,7449,81119,4598,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,461911,6789,60272,4189,30561,2830,23676,2634,5065,1221,970,516,401639,6907,84159,3575,138097,5263,148828,5371,30555,2684,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,983307,7405,112542,4172,38289,2358,59393,3304,12967,1669,1893,619,870765,7305,120484,3636,285093,5435,380376,6932,84812,3841,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1487370,10614,103509,4884,32789,2617,54458,3510,14545,1823,1717,602,1383861,10404,186089,4333,371385,8085,655834,9857,170553,4864,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,791354,11339,314362,8322,171238,6493,119408,5221,21245,2263,2471,740,476992,9063,123256,5391,174307,6769,146480,5056,32949,2771,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2094307,16182,148530,6199,55831,3942,73379,4080,17142,2187,2178,816,1945777,15975,224935,5945,568897,11720,910669,14126,241276,7176,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,187919,5457,10750,1615,3533,935,5651,1257,1399,674,167,135,177169,5279,18582,1759,47395,3179,93580,4436,17612,1755,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1258273,13739,136160,5539,50055,3900,70183,4239,13522,2023,2400,869,1122113,13870,175731,5583,359917,10359,475906,11421,110559,5054,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1027648,10811,82653,5378,30019,3365,42844,4134,8023,1764,1767,792,944995,11105,143864,4780,274600,9025,418273,8256,108258,5234,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,144525,4783,10239,1789,3296,1198,5694,1286,1139,431,110,159,134286,4506,18488,1589,38009,2994,65622,3690,12167,1713,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8934621,23655,811643,14917,281989,7758,407682,10548,102696,4732,19276,2337,8122978,22881,841302,11963,2481439,24722,3517270,24701,1282967,16148,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,727948,11079,109072,6161,43568,3729,55594,3930,8418,1602,1492,725,618876,9767,96714,3934,202820,6868,261567,9132,57775,4267,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,891935,10679,62963,3956,22336,2322,31891,3118,7860,1766,876,372,828972,10321,89796,3687,239659,7765,388449,8325,111068,5024,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,6730268,29102,767608,16310,234489,8742,418078,12522,100492,5755,14549,2393,5962660,29586,582431,9429,1950965,24209,2656591,24438,772673,16605,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1472372,11475,88511,5106,29391,2912,44394,3668,13249,2054,1477,544,1383861,12434,137453,4718,393713,9435,647463,12643,205232,6668,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5026515,28230,488362,11115,192592,7837,240598,7253,49429,3480,5743,1505,4538153,27789,811011,12340,1431545,20699,1811702,20411,483895,11020,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1644205,12629,106906,5425,45135,2996,49190,3769,10924,1705,1657,583,1537299,12862,156022,4788,412840,10045,732777,10327,235660,6661,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,121529,3987,13761,2006,6930,1571,5557,1607,1069,634,205,262,107768,3941,8131,1258,32152,2969,59761,3202,7724,1465,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,743767,8138,45593,3522,13216,1977,22050,2487,9183,1718,1144,487,698174,8382,68503,2804,191347,6700,316274,7143,122050,4115,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4632936,21570,465342,12311,188517,7633,212887,7785,55151,3691,8787,1433,4167594,21693,471224,9134,1246170,17120,1840497,19188,609703,11532,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2231636,16928,154894,6289,53640,3968,79499,5187,19389,2680,2366,744,2076742,16581,212026,6672,588979,11347,943038,15581,332699,8273,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2924244,16447,283821,8789,99524,5428,150848,6189,29354,2765,4095,1307,2640423,18155,358352,6493,803616,12902,1170297,15779,308158,7811,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1550876,14411,139886,5874,48148,3516,70397,4431,18839,2330,2502,849,1410990,14568,200713,5422,416317,10257,635676,11810,158284,6101,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,3235257,16951,263075,8044,97206,5049,129323,6213,31866,3117,4680,1338,2972182,17693,401806,7004,849796,14464,1330162,15054,390418,7420,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2520001,12884,238401,7742,88805,4580,121149,5763,24679,2287,3768,995,2281600,14297,346557,5929,684882,9993,973817,9319,276344,6605,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,485628,5777,34617,2440,8765,1602,18391,1756,6532,1328,929,560,451011,5547,46420,2084,118343,3845,232326,6036,53922,2621,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,437765,8417,35922,3490,11782,2294,17076,2243,5751,1220,1313,503,401843,8117,55984,2856,121380,5653,176519,6122,47960,4202,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,495378,8167,74665,4183,30260,2936,33947,3183,9730,1537,728,333,420713,8572,72218,3731,147618,5657,165537,6328,35340,3031,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,316849,5403,17920,2129,6706,1190,8835,1591,2319,714,60,73,298929,5142,33956,2344,80810,3549,127698,3606,56465,2807,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,219707,5207,17571,1790,6268,1174,8553,1266,2227,641,523,291,202136,5094,22936,2016,52651,3167,107198,3495,19351,1864,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1879637,15187,119246,5731,42468,3442,59458,4792,15431,2374,1889,714,1760391,15008,227575,5256,532575,10341,805740,12609,194501,6561,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,247476,4287,22542,2460,9917,1962,10276,1956,2057,867,292,244,224934,4489,27545,2144,67625,4038,101018,4278,28746,2372,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1713006,14051,170206,6517,58537,3799,84530,5000,22697,2435,4442,1265,1542800,14601,263942,6415,485853,10919,613904,11707,179101,7169,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1708168,14564,193311,7696,72895,4536,96656,5440,22275,2803,1485,588,1514857,14083,217867,5634,481457,10365,660278,11529,155255,5856,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,726748,8743,58190,3428,18260,2017,30669,2783,8376,1344,885,387,668558,8388,77257,3259,188067,6558,323147,6841,80087,3678,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
