GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001EA,B13012_001MA,B13012_002MA,B13012_002EA,B13012_003MA,B13012_003EA,B13012_004MA,B13012_004EA,B13012_005EA,B13012_005MA,B13012_006EA,B13012_006MA,B13012_007EA,B13012_007MA,B13012_008EA,B13012_008MA,B13012_009EA,B13012_009MA,B13012_010MA,B13012_010EA,B13012_011MA,B13012_011EA,B13012_012MA,B13012_012EA,B13012_013MA,B13012_013EA,B13012_014MA,B13012_014EA,B13012_015MA,B13012_015EA,state
0400000US30,221205,2261,11388,1548,7707,1340,4432,1077,3275,786,3681,1104,2262,900,1419,609,209817,2591,98157,3379,78079,3816,20078,2010,111660,3725,83800,3429,27860,2283,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,274741,2355,14372,2013,9967,1741,6952,1361,3015,962,4405,1096,3158,1003,1247,592,260369,3329,111881,3783,91279,3468,20602,1844,148488,4927,113950,4957,34538,2974,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2402511,8468,118970,5917,77546,5063,49878,4060,27668,2788,41424,3632,27891,3099,13533,2579,2283541,10875,1020081,13954,770485,12927,249596,8710,1263460,15545,906901,15056,356559,8603,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2551374,8632,122443,5668,75813,5726,49603,4060,26210,3355,46630,3959,31727,3459,14903,2356,2428931,10542,1019355,17653,758746,16656,260609,10483,1409576,18015,994722,17311,414854,10623,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167167,1877,10597,1573,6698,1325,4342,1034,2356,630,3899,939,2625,861,1274,496,156570,2489,76050,2820,58380,2715,17670,1904,80520,3191,58271,3012,22249,2225,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1117312,5485,65842,4843,40650,4164,24638,3201,16012,2621,25192,2590,15765,2280,9427,1825,1051470,7419,461727,9325,332032,9284,129695,5604,589743,11137,385415,8676,204328,7909,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,135088,1471,5767,1277,3883,935,3169,785,714,365,1884,790,1186,575,698,463,129321,1974,54733,2715,46059,2768,8674,1235,74588,2596,56893,2561,17695,1598,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,692868,3828,36675,3272,19984,2368,11982,1981,8002,1379,16691,2067,11813,1832,4878,1152,656193,5065,279334,6839,203831,6614,75503,4124,376859,7842,283556,7132,93303,4937,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,380287,3286,18837,2522,10895,1765,7568,1545,3327,895,7942,1649,3871,1043,4071,1253,361450,3609,160422,5250,110738,4759,49684,2997,201028,6179,130277,5503,70751,4835,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,883964,3400,51067,3199,32699,2364,19904,1789,12795,1516,18368,2498,11583,2196,6785,1107,832897,4364,393048,6236,286204,5584,106844,3728,439849,7068,307800,6301,132049,5616,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1264408,3726,68615,3499,47686,3120,34853,2723,12833,1544,20929,1921,15265,1804,5664,1063,1195793,4519,523078,6646,432384,7229,90694,4503,672715,7480,529331,7828,143384,5420,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,727701,3182,20965,2806,10317,1565,5619,1058,4698,1369,10648,1989,4848,1235,5800,1358,706736,4396,205742,6307,139160,5058,66582,3954,500994,7593,272270,6965,228724,7341,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1979647,6157,99155,5533,68564,4115,43671,3173,24893,2661,30591,3764,20130,2973,10461,2056,1880492,7896,867694,11231,673148,11611,194546,6955,1012798,11396,738357,12186,274441,9101,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,166740,2203,11264,1676,8456,1514,6458,1354,1998,667,2808,835,2225,794,583,299,155476,2470,75743,3704,61231,3281,14512,1994,79733,4110,63847,4070,15886,1649,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1143393,5079,63799,4987,34710,3606,23036,2967,11674,2124,29089,3410,19311,2976,9778,2098,1079594,7273,453153,8179,344526,8333,108627,5344,626441,10264,452490,9984,173951,6378,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,957355,4657,45773,3107,36100,2737,22765,2332,13335,1941,9673,1850,5794,1477,3879,1126,911582,5137,409597,8215,313385,7335,96212,5173,501985,9598,378075,7771,123910,6022,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,123818,2064,8297,1286,5405,1103,3206,998,2199,834,2892,869,1848,628,1044,598,115521,2247,56581,2829,44442,2825,12139,1782,58940,3109,44925,2881,14015,1822,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,9393950,10575,453350,11593,308657,8907,188871,6890,119786,6553,144693,7708,94694,5277,49999,4987,8940600,15408,3809645,23995,2717281,22967,1092364,16561,5130955,26927,3603064,22833,1527891,19941,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,690682,4374,35639,3535,20870,2738,14499,2120,6371,1725,14769,2309,10791,2109,3978,1044,655043,5955,268128,6503,200154,6152,67974,4632,386915,7696,242600,7568,144315,6799,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,798202,3162,35625,3419,26168,2873,17669,2395,8499,1517,9457,1817,7315,1550,2142,900,762577,4679,304264,7176,239618,7238,64646,3774,458313,8052,335817,8777,122496,4984,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,6876886,11108,382997,15088,249859,10110,139585,7044,110274,6721,133138,8689,78409,5603,54729,5752,6493889,19316,2973879,25191,2062179,23630,911700,17006,3520010,27014,2449743,26324,1070267,16893,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1401485,4473,72172,5146,49433,3806,35680,2829,13753,2182,22739,2938,14488,2140,8251,1942,1329313,6560,562389,9673,458443,9461,103946,4770,766924,9454,583202,10452,183722,6661,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4591326,8950,230459,10640,138067,7546,83775,5700,54292,4895,92392,6401,63853,5354,28539,3446,4360867,14097,1775399,18661,1325575,18506,449824,11758,2585468,22158,1883806,22497,701662,14083,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1634126,5185,74285,4013,54011,3576,41163,3106,12848,2214,20274,2549,14249,2512,6025,1398,1559841,6546,619646,10625,504859,11397,114787,5613,940195,12731,703809,12462,236386,9038,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,209333,1292,8651,1728,4415,1044,4056,1061,359,247,4236,1321,3097,1116,1139,677,200682,1907,48985,3402,43338,3230,5647,1486,151697,3943,120938,3927,30759,2656,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,767798,3301,51959,4137,43480,3579,22148,2312,21332,2812,8479,1649,5414,1466,3065,937,715839,5196,377914,6305,264838,5722,113076,4990,337925,7481,256708,6915,81217,4771,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4573192,7098,215735,7400,155901,6130,104888,4832,51013,3347,59834,4409,39332,3930,20502,2326,4357457,10923,1718201,15759,1317986,15161,400215,9572,2639256,17300,1882343,18590,756913,12809,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1999466,5222,105090,4934,74614,3754,49432,3233,25182,2464,30476,3472,21547,2594,8929,1842,1894376,7732,844498,11207,649727,9948,194771,6909,1049878,11864,752987,12367,296891,8444,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2580486,7184,146297,6573,87492,4395,57081,3750,30411,3108,58805,4135,41304,3468,17501,2301,2434189,10108,1017681,13718,798569,12568,219112,7979,1416508,14507,1059986,14335,356522,10661,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1360375,4776,80237,5004,53936,3702,36033,3489,17903,2078,26301,3122,18861,2412,7440,1657,1280138,6860,584827,9339,462388,8764,122439,5456,695311,10777,510057,9719,185254,7606,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2796688,6754,147516,6751,96561,5542,65710,4350,30851,2863,50955,3969,34396,3517,16559,2510,2649172,9761,1128338,12322,898480,12278,229858,6684,1520834,15221,1109257,15323,411577,9719,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2202120,5840,115418,5745,75255,4225,48515,3387,26740,2307,40163,3438,28985,3002,11178,1715,2086702,7613,868695,9194,658166,8194,210529,6560,1218007,11397,898601,12438,319406,8418,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,428291,2501,25692,2421,18407,1950,13262,1669,5145,1029,7285,1376,5178,1131,2107,634,402599,3692,195060,4022,159881,4054,35179,2864,207539,4747,162823,4599,44716,3115,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,386373,3460,23410,2393,18745,2297,9625,1626,9120,1524,4665,1210,3399,1070,1266,583,362963,4288,182205,6726,131496,5602,50709,3762,180758,7273,132638,6134,48120,3814,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,457554,3309,23984,2699,11610,1985,6815,1567,4795,1157,12374,2161,6085,1256,6289,1787,433570,4026,176936,5554,122224,5224,54712,3909,256634,5835,170498,5530,86136,4724,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,308012,2231,18487,2061,12388,1537,8353,1315,4035,913,6099,1359,4393,1192,1706,545,289525,3198,137790,4732,109280,4487,28510,2838,151735,5082,114130,4883,37605,3209,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,188136,2942,11346,1551,7139,1313,5334,1048,1805,679,4207,917,2641,685,1566,601,176790,2796,81324,3464,69184,3390,12140,1634,95466,3918,73788,4188,21678,1979,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1739558,5454,92108,5586,66122,4695,36890,3411,29232,2475,25986,3170,15907,2424,10079,2030,1647450,8091,784542,11919,585415,10757,199127,6093,862908,12084,638716,11105,224192,8749,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,246944,2781,10613,1842,6950,1516,4399,1052,2551,936,3663,1206,2715,1011,948,510,236331,3791,83893,4420,67788,4186,16105,2386,152438,4538,112294,4456,40144,3799,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1595996,4636,92611,5888,57596,4359,32103,3050,25493,3268,35015,4054,21786,3185,13229,2259,1503385,8037,632081,9799,446745,9903,185336,5820,871304,11551,625153,11275,246151,9011,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1554350,4752,83897,5896,52598,4943,34364,4076,18234,2322,31299,3839,20117,3063,11182,1864,1470453,7252,667692,11260,492411,11583,175281,6142,802761,12262,578457,11430,224304,7641,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,636536,3923,40898,2884,29581,2321,18476,2199,11105,1534,11317,1805,8545,1652,2772,1006,595638,5098,288726,5935,229331,5329,59395,3194,306912,6149,233802,5628,73110,4142,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
