GEO_ID,B14007G_001E,B14007G_001M,B14007G_002E,B14007G_002M,B14007G_003E,B14007G_003M,B14007G_004E,B14007G_004M,B14007G_005E,B14007G_005M,B14007G_006E,B14007G_006M,B14007G_007E,B14007G_007M,B14007G_008E,B14007G_008M,B14007G_009E,B14007G_009M,B14007G_010E,B14007G_010M,B14007G_011E,B14007G_011M,B14007G_012E,B14007G_012M,B14007G_013E,B14007G_013M,B14007G_014E,B14007G_014M,B14007G_015E,B14007G_015M,B14007G_016E,B14007G_016M,B14007G_017E,B14007G_017M,B14007G_018E,B14007G_018M,B14007G_019E,B14007G_019M,NAME,B14007G_001EA,B14007G_001MA,B14007G_002EA,B14007G_002MA,B14007G_003EA,B14007G_003MA,B14007G_004MA,B14007G_004EA,B14007G_005EA,B14007G_005MA,B14007G_006EA,B14007G_006MA,B14007G_007EA,B14007G_007MA,B14007G_008EA,B14007G_008MA,B14007G_009EA,B14007G_009MA,B14007G_010EA,B14007G_010MA,B14007G_011EA,B14007G_011MA,B14007G_012EA,B14007G_012MA,B14007G_013EA,B14007G_013MA,B14007G_014EA,B14007G_014MA,B14007G_015MA,B14007G_015EA,B14007G_016EA,B14007G_016MA,B14007G_017EA,B14007G_017MA,B14007G_018EA,B14007G_018MA,B14007G_019EA,B14007G_019MA,state
0400000US08,209161,10330,97052,6626,7780,1754,4551,1257,4742,1036,7238,1354,5256,1215,6660,1566,5384,1063,5196,1053,6310,1255,4784,1225,5079,1161,5457,1050,5744,1324,4984,1316,14815,2149,3072,996,112109,6692,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,163551,9179,85091,6027,6362,1357,4954,1400,5054,1184,5444,1350,5045,1364,5456,1085,5762,1104,4463,1125,5627,1619,4122,1233,3460,853,4074,1112,4947,1251,5552,1462,12775,1815,1994,916,78460,5503,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,97100,7119,51745,4662,3448,994,4242,1224,2503,951,3648,1181,3086,1056,4010,1422,3967,1179,3000,1114,2217,792,2876,1006,1781,706,3012,993,2545,943,2545,1030,7725,1383,1140,780,45355,4928,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,94776,7045,48867,5098,4055,1116,2391,826,3618,1263,3066,892,3627,1266,2483,789,3161,939,3434,1167,4004,1231,3156,977,2673,1100,2166,743,1871,699,1379,619,5947,1702,1836,707,45909,4463,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,311284,11978,153302,7267,16800,2395,9269,1687,9453,1618,8445,1491,8145,1389,8557,1938,8331,1499,9883,1710,9362,1635,8694,1626,7882,1423,8016,1513,7839,1588,7581,1344,18993,2584,6052,1247,157982,7802,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,61923,5030,35962,3469,4200,1040,1899,538,1239,490,2300,957,1801,619,2453,1037,2113,791,1764,578,2314,781,1550,746,1436,551,2431,729,1374,527,1174,558,6749,1356,1165,559,25961,3180,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,28213,3167,13663,2135,370,305,879,523,363,257,927,508,883,493,344,232,1006,459,870,417,868,395,1169,451,977,500,908,636,809,430,286,277,2702,949,302,241,14550,2200,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,81107,5937,38053,4239,3083,951,2610,957,2065,767,1976,616,2895,883,1976,734,3016,1036,2531,859,2482,875,2041,761,1983,652,2560,956,2085,920,2074,772,3967,1216,709,662,43054,3385,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,24262,3478,12761,2557,579,479,435,349,934,568,609,398,1065,568,779,427,1065,493,1015,601,763,463,421,335,799,427,267,193,245,212,492,367,2988,1173,305,304,11501,1865,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,158094,8324,82748,5067,7178,1129,6372,1181,4817,1056,4736,865,5249,899,4591,911,5391,1373,5178,1000,3372,843,5230,1266,4495,994,3802,862,4329,1041,4886,1233,10693,1815,2429,704,75346,4989,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
