GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001MA,B16010_001EA,B16010_002MA,B16010_002EA,B16010_003MA,B16010_003EA,B16010_004EA,B16010_004MA,B16010_005EA,B16010_005MA,B16010_006MA,B16010_006EA,B16010_007MA,B16010_007EA,B16010_008MA,B16010_008EA,B16010_009EA,B16010_009MA,B16010_010EA,B16010_010MA,B16010_011MA,B16010_011EA,B16010_012MA,B16010_012EA,B16010_013MA,B16010_013EA,B16010_014MA,B16010_014EA,B16010_015MA,B16010_015EA,B16010_016EA,B16010_016MA,B16010_017EA,B16010_017MA,B16010_018EA,B16010_018MA,B16010_019MA,B16010_019EA,B16010_020MA,B16010_020EA,B16010_021EA,B16010_021MA,B16010_022EA,B16010_022MA,B16010_023MA,B16010_023EA,B16010_024MA,B16010_024EA,B16010_025MA,B16010_025EA,B16010_026EA,B16010_026MA,B16010_027EA,B16010_027MA,B16010_028EA,B16010_028MA,B16010_029MA,B16010_029EA,B16010_030MA,B16010_030EA,B16010_031EA,B16010_031MA,B16010_032EA,B16010_032MA,B16010_033EA,B16010_033MA,B16010_034MA,B16010_034EA,B16010_035MA,B16010_035EA,B16010_036EA,B16010_036MA,B16010_037EA,B16010_037MA,B16010_038EA,B16010_038MA,B16010_039EA,B16010_039MA,B16010_040EA,B16010_040MA,B16010_041MA,B16010_041EA,B16010_042MA,B16010_042EA,B16010_043MA,B16010_043EA,B16010_044EA,B16010_044MA,B16010_045MA,B16010_045EA,B16010_046MA,B16010_046EA,B16010_047MA,B16010_047EA,B16010_048MA,B16010_048EA,B16010_049EA,B16010_049MA,B16010_050EA,B16010_050MA,B16010_051MA,B16010_051EA,B16010_052MA,B16010_052EA,B16010_053MA,B16010_053EA,state
0400000US08,3900287,4963,317116,10676,172698,7683,74266,5578,88786,6858,3300,1348,4181,1113,2165,919,144418,6837,79854,4783,53045,4194,3394,933,4856,1073,3269,1166,812615,16824,498191,14291,398480,12201,76844,7060,8296,1935,8492,1541,6079,1818,314424,8773,267504,7379,33453,3422,5964,1431,5038,1010,2465,1028,1145007,20486,788005,18164,687270,17137,69518,5328,13887,1901,11007,2182,6323,1592,357002,9995,323835,9662,20076,2694,7000,1249,4406,989,1685,655,1625549,16434,1231699,15057,1101663,13966,51365,4038,39586,3476,30025,2959,9060,1749,393850,8392,354274,7973,13394,1780,14692,1985,9055,1311,2435,948,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4467893,5468,491834,12470,216178,7807,150440,6535,42318,4120,14824,2377,7905,1799,691,389,275656,9359,234844,8387,20442,2531,13532,2130,5506,1466,1332,663,1480040,18309,835325,14184,777121,13800,41124,3403,8171,1547,5854,1571,3055,1248,644715,12159,618737,11681,17301,2015,5155,1086,1823,847,1699,1138,1284953,16754,892847,16034,844498,14713,28536,2973,9598,1884,5069,1201,5146,1975,392106,9744,375727,10129,7236,1304,4759,1015,2328,897,2056,856,1211066,20496,922692,18157,840564,17660,22149,2639,29850,3806,24111,3176,6018,1768,288374,8526,261730,8290,6022,1642,10036,1983,8146,1552,2440,866,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3039414,5069,401064,10290,123807,5814,99825,5435,16577,2357,4467,1188,2452,856,486,354,277257,8088,262162,7765,6992,1555,4119,1303,2682,911,1302,788,990911,13404,514758,10394,490709,10103,14150,2185,4722,1210,3213,1012,1964,726,476153,9965,465281,10215,5653,1292,2617,734,1121,501,1481,950,893654,13721,582615,11983,560642,11849,11818,1903,5640,1035,3092,960,1423,800,311039,8949,299661,8689,4483,1151,2903,881,2647,1233,1345,814,753785,13036,562830,10092,523535,9876,12747,1942,11357,1975,11284,2118,3907,1195,190955,5649,180720,5606,2590,973,4663,1109,2413,706,569,287,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3125733,6646,442559,13418,171087,8295,142287,7289,20472,2993,3798,1164,4058,1163,472,467,271472,9690,240321,8899,10510,1720,16220,2342,2792,865,1629,883,1071772,18924,590390,15323,547205,15800,22179,3247,12043,2167,6934,1924,2029,1096,481382,11441,445455,10995,10520,1967,20383,2339,3271,1102,1753,879,852749,16829,554492,14338,521765,14588,16153,2385,9907,1957,5246,1174,1421,725,298257,10027,279802,9988,7161,1469,7882,1316,3028,789,384,225,758653,13151,560110,12326,514065,12068,14388,2221,15429,2207,11985,1910,4243,1888,198543,7213,183393,6728,4898,1352,5820,1200,3629,996,803,446,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8706376,5516,914782,15662,418622,11317,157591,7041,216219,8921,22213,2729,14559,2313,8040,1824,496160,10544,300471,8298,135114,5829,35124,2921,16142,2512,9309,2136,2269285,22474,1288281,16910,937205,15995,252544,8820,66147,4821,20423,2819,11962,2063,981004,13590,830145,12463,85982,4962,42078,4079,15023,2229,7776,1730,2469625,22218,1694227,19577,1387315,16097,181078,8312,76906,5337,33607,2999,15321,2382,775398,12884,673663,12039,47767,3617,34851,2882,12799,1849,6318,1542,3052684,24472,2362100,22309,1877317,19678,131516,7297,194716,7987,129441,5855,29110,3600,690584,9977,553890,10126,20890,2361,62037,4475,44538,3710,9229,2020,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2104792,4251,162649,6432,75447,4402,43963,2970,20074,2062,2898,984,6390,1338,2122,1272,87202,4323,70876,3900,8287,1265,3959,1039,3369,1028,711,500,649269,9810,369767,8096,340340,7834,14450,1896,5579,1406,5448,1236,3950,1341,279502,6211,269952,6156,3721,1056,3463,885,1587,595,779,487,682334,9528,488742,8228,463427,8028,11047,1858,7271,2185,3781,893,3216,1116,193592,4921,185768,4759,2108,579,2115,1065,1926,704,1675,769,610540,11363,471676,9668,434310,8743,10699,1735,12147,2074,10435,2110,4085,1466,138864,5180,130738,4966,1182,426,3282,781,2747,1000,915,686,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,970748,1700,66510,4177,28022,3190,21968,2772,2760,918,1505,629,1533,1253,256,245,38488,3236,31228,2770,2545,906,3411,954,885,551,419,444,269202,6894,165490,5567,154561,5551,4435,1017,3923,1109,2187,709,384,399,103712,4072,96358,4004,1466,540,4387,1032,1152,680,349,368,277457,6815,194487,5905,182597,5883,4330,1216,5335,1026,1666,674,559,339,82970,4498,77600,4212,1341,582,3358,913,404,254,267,312,357579,7419,261944,6699,241660,6480,3923,1010,9410,1439,5195,1192,1756,824,95635,4847,87776,4701,1168,626,4678,1007,1808,759,205,160,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2021939,5228,258986,8253,100313,5698,67669,4639,28548,3087,63,83,3985,979,48,76,158673,5437,144802,5158,11525,1815,933,474,1172,696,241,251,686867,12671,361958,9019,336193,8470,18926,2358,1879,971,4702,1396,258,220,324909,9200,313956,8861,5522,1238,2617,1156,2626,918,188,153,604811,11937,385497,10460,364952,9697,13651,2567,1875,647,4579,1406,440,355,219314,6782,213095,6761,3662,912,1310,467,770,447,477,307,471275,11367,331352,9947,309462,9886,9282,1863,4115,1104,7695,1374,798,477,139923,4698,132637,4881,2155,739,2587,999,2144,944,400,310,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,679700,997,69081,4750,29451,3203,15329,2053,11595,1982,962,500,1565,1033,0,200,39630,2845,32417,3041,4799,1162,1552,698,726,471,136,218,225797,8197,131784,6459,116242,5723,7655,1373,4148,1662,2770,1037,969,867,94013,4624,87902,4618,3339,981,1656,630,945,515,171,205,171830,5832,112784,5189,104158,4632,4505,1277,1693,796,1047,775,1381,1144,59046,3665,55385,3521,1933,881,1121,456,505,325,102,116,212992,6726,150109,5297,131326,5076,5526,1324,5613,1404,6030,1437,1614,686,62883,3726,55707,3701,968,401,2525,795,3128,838,555,337,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3809229,3716,252805,7381,126649,5161,66563,3506,32387,2875,2565,862,11036,1549,14098,2438,126156,5266,88775,3883,10413,1690,4482,1294,14215,1902,8271,1768,921287,12474,532410,10306,469910,9341,22999,2534,6799,1561,17371,2175,15331,2577,388877,7901,368002,7021,6525,1297,4773,915,4613,1100,4964,1286,1237009,12671,892463,10187,818856,9375,19193,2296,12481,1852,23884,2494,18049,2585,344546,7686,323131,7398,5425,1089,5833,1296,4557,1045,5600,1342,1398128,12536,1082001,11522,967162,10933,23831,2771,33869,3454,38062,3885,19077,2321,316127,6570,287314,6227,5070,1082,11358,1646,8815,1514,3570,1011,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
