GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001MA,B17007_001EA,B17007_002MA,B17007_002EA,B17007_003MA,B17007_003EA,B17007_004MA,B17007_004EA,B17007_005MA,B17007_005EA,B17007_006MA,B17007_006EA,B17007_007EA,B17007_007MA,B17007_008EA,B17007_008MA,B17007_009MA,B17007_009EA,B17007_010MA,B17007_010EA,B17007_011MA,B17007_011EA,B17007_012MA,B17007_012EA,B17007_013MA,B17007_013EA,B17007_014MA,B17007_014EA,B17007_015MA,B17007_015EA,B17007_016MA,B17007_016EA,B17007_017MA,B17007_017EA,B17007_018MA,B17007_018EA,B17007_019EA,B17007_019MA,B17007_020EA,B17007_020MA,B17007_021MA,B17007_021EA,B17007_022MA,B17007_022EA,B17007_023MA,B17007_023EA,B17007_024MA,B17007_024EA,B17007_025MA,B17007_025EA,B17007_026MA,B17007_026EA,B17007_027MA,B17007_027EA,B17007_028MA,B17007_028EA,B17007_029EA,B17007_029MA,B17007_030EA,B17007_030MA,B17007_031MA,B17007_031EA,B17007_032MA,B17007_032EA,B17007_033MA,B17007_033EA,B17007_034MA,B17007_034EA,B17007_035MA,B17007_035EA,B17007_036MA,B17007_036EA,B17007_037MA,B17007_037EA,B17007_038MA,B17007_038EA,B17007_039MA,B17007_039EA,B17007_040MA,B17007_040EA,B17007_041EA,B17007_041MA,B17007_042EA,B17007_042MA,B17007_043MA,B17007_043EA,state
0400000US08,1238639,18602,242910,7984,107593,5843,307,299,2192,729,29933,3296,20612,2886,10925,2018,11907,1887,19256,2326,7862,1190,4599,1112,135317,6127,903,568,2885,1342,37518,3466,21548,2552,9796,1761,14467,2365,18797,2172,15313,2070,14090,1844,995729,17342,527483,13276,0,204,54,90,53857,4398,172204,6150,83635,5301,71004,4554,68617,3630,48749,3191,29363,2452,468246,9343,49,83,55,95,46853,3688,117494,4508,48946,3604,52276,3151,70740,3795,68459,3459,63374,2849,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1294197,17757,323776,9513,146218,6727,1815,749,3642,1084,43878,4721,19620,2300,15738,2187,19798,2007,24380,2731,10886,1660,6461,1138,177558,6858,613,368,3450,1085,44781,3520,29101,3779,13517,2207,22628,2440,29750,2939,15797,1671,17921,1992,970421,15289,492965,10909,0,198,0,198,49757,3892,118335,6008,72287,4628,76065,4443,80241,4495,57749,3154,38531,2609,477456,8961,0,198,243,300,44062,4160,76420,4690,39291,3074,58553,3625,78793,3961,81989,3902,98105,3643,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,846243,14953,252184,10751,110337,6225,449,443,2170,675,24531,3138,14945,2298,16881,2276,15636,1912,21779,2262,8997,1500,4949,905,141847,7456,554,323,1166,639,29593,2933,15955,2361,14965,2047,20456,2330,27223,2768,15121,2027,16814,2059,594059,12051,298632,7955,0,197,0,197,28600,2962,65682,4248,44218,3378,46021,3117,53516,3397,35917,2437,24678,2152,295427,7441,120,184,191,227,23272,2793,46709,4045,27116,2665,32897,2565,52185,3584,54179,2864,58758,3288,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,884152,16985,273853,10602,113816,6748,319,274,742,453,21222,3398,18633,3048,13869,2608,18071,2519,23939,2879,11435,1721,5586,1074,160037,6750,223,197,580,435,30459,3850,22808,3342,17823,2536,22507,2866,30468,2823,18293,2083,16876,2043,610299,12128,309800,8774,0,217,0,217,21493,2907,79971,5492,48611,4242,47520,3737,49125,3577,39986,2701,23094,2301,300499,8601,0,217,0,217,19167,2407,56892,4601,30895,2994,35659,3819,52953,3304,53225,3201,51708,2985,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2435330,26325,578642,11989,254018,8986,1856,629,4184,1315,59722,4802,43404,3783,25133,2676,33070,3153,51643,3354,22251,1914,12755,1827,324624,8516,1237,572,3188,779,73512,4206,46564,4271,31054,2875,37098,3930,56493,3836,37381,3156,38097,3066,1856688,25332,931496,15108,0,190,236,200,67793,4731,254469,7685,147235,5777,141122,5235,143437,6095,101223,5030,75981,3910,925192,14229,130,192,340,341,59052,4056,191932,5835,87144,4311,102994,4466,142998,5441,151562,4489,189040,5553,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,662587,12175,156741,6529,67629,4271,755,486,1098,420,21964,3082,10158,1777,6827,1255,8539,1645,10157,1525,4272,770,3859,674,89112,4707,713,396,1079,377,32571,2852,10325,1365,5387,1046,8150,1302,12053,1771,7473,1039,11361,1231,505846,10281,260932,6605,0,163,0,163,32145,2963,62296,3297,38459,2798,35221,2348,43775,2609,27662,1899,21374,2007,244914,6138,0,163,93,109,24914,2517,37192,2843,19380,1983,25191,2131,40884,2526,40772,2370,56488,2399,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,278164,8853,48196,3754,21991,2676,91,78,169,174,4746,1210,4253,1164,2402,886,2834,926,4147,1030,2112,718,1237,511,26205,2857,562,499,485,458,5446,1345,4392,1068,2217,811,2060,666,4895,1270,3096,964,3052,718,229968,7329,117677,5312,0,192,0,192,10794,1808,30521,2706,15710,1994,16431,2144,20554,1889,14638,1396,9029,1343,112291,4024,0,192,0,192,7880,1316,20662,1913,9157,1644,11498,1616,22363,2053,20118,1833,20613,1775,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,544045,13395,164012,7991,65801,5028,525,310,1538,648,17384,2476,9589,1494,6807,1560,7046,1479,12923,1558,5718,1002,4271,973,98211,5370,327,294,979,519,21697,3127,11476,1978,9496,1891,15274,2186,18716,2294,11270,1586,8976,1192,380033,11152,191970,7527,0,201,65,104,21163,2413,43686,3961,26389,3282,28894,3264,32032,2815,23002,2283,16739,2060,188063,6186,0,201,0,201,14053,2209,28642,3063,15673,2247,21047,2326,31970,2341,36461,2441,40217,2264,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,184854,8660,44222,4108,20211,2681,20,27,201,172,2844,1150,3581,1409,2006,709,3177,840,5545,1212,1944,855,893,397,24011,2611,72,126,359,284,4620,922,3655,1284,1006,519,4218,1101,5837,1371,2363,645,1881,585,140632,7343,67232,4436,0,200,0,200,3795,1064,14324,1911,9781,1777,13118,1925,10433,1538,9349,1433,6432,1103,73400,4752,0,200,0,200,3406,898,12962,1934,7914,1832,9025,1748,13628,1557,14529,1337,11936,1402,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1173442,14455,248817,8433,112288,5707,517,243,2546,846,28172,3656,17550,1989,13672,2106,14439,1688,19941,1815,9032,1098,6419,1171,136529,5515,723,278,1626,492,38374,3283,17414,1998,10869,1651,14130,1656,21077,2046,15345,1787,16971,1805,924625,12440,473656,8190,56,73,11,23,47064,3691,129183,5451,68859,3825,65128,3492,77444,3377,51384,2894,34527,2216,450969,8758,49,50,68,101,41201,3149,90121,4053,43529,3297,50151,2876,77050,3228,64139,2658,84661,2994,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
