GEO_ID,C15002H_001E,C15002H_001M,C15002H_002E,C15002H_002M,C15002H_003E,C15002H_003M,C15002H_004E,C15002H_004M,C15002H_005E,C15002H_005M,C15002H_006E,C15002H_006M,C15002H_007E,C15002H_007M,C15002H_008E,C15002H_008M,C15002H_009E,C15002H_009M,C15002H_010E,C15002H_010M,C15002H_011E,C15002H_011M,NAME,C15002H_001EA,C15002H_001MA,C15002H_002EA,C15002H_002MA,C15002H_003EA,C15002H_003MA,C15002H_004MA,C15002H_004EA,C15002H_005EA,C15002H_005MA,C15002H_006EA,C15002H_006MA,C15002H_007EA,C15002H_007MA,C15002H_008MA,C15002H_008EA,C15002H_009MA,C15002H_009EA,C15002H_010MA,C15002H_010EA,C15002H_011EA,C15002H_011MA,state
0400000US08,2834445,2420,1408449,1702,52186,3863,270819,8272,418183,9323,667261,9251,1425996,1680,44625,3397,253974,7778,435183,10102,692214,8308,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3680035,2861,1777765,1941,174219,7046,625638,10610,491411,8706,486497,10120,1902270,1576,162968,6503,620143,10305,577043,9100,542116,10463,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2649257,2410,1274231,1709,174817,6775,448201,8602,343323,8671,307890,7349,1375026,1632,156221,5449,431285,8027,427495,8245,360025,7396,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1941691,3035,939200,2249,110775,5049,319544,9008,253330,7650,255551,6565,1002491,1777,98029,6008,327371,8184,278432,9767,298659,8927,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,5677276,2935,2745183,2184,164579,5532,722024,9001,787366,10555,1071214,12141,2932093,1608,156808,5567,739216,11022,872149,12056,1163920,11839,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1875578,1667,913599,963,57686,3272,301953,6615,297143,6035,256817,6481,961979,1064,49344,2814,286359,7213,326563,7241,299713,6482,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,891901,1016,434495,990,30552,2997,127184,4977,120058,4352,156701,4295,457406,359,23747,2818,120377,3850,140306,4635,172976,4730,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1547248,1878,746188,1431,83352,4137,268858,6992,211211,6427,182767,5652,801060,1177,76548,3647,258151,6884,256219,6754,210142,6379,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,455106,358,216694,108,14620,1996,72943,4084,56391,3067,72740,3470,238412,298,15097,2035,74146,3887,65822,3176,83347,3636,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3196491,1322,1568905,971,77230,3444,401866,5958,513494,6541,576315,6919,1627586,796,51157,3221,378214,7746,551310,7789,646905,7992,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,653868,1141,325359,861,19358,2099,96523,3540,106140,3910,103338,4008,328509,701,15243,1969,84542,3452,117160,4592,111564,4155,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,929693,499,446818,314,34035,2400,154906,4816,126840,4485,131037,4675,482875,275,28191,2678,139732,4131,151671,4757,163281,3892,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4763977,3413,2279262,2376,220639,8244,575253,9998,684831,11520,798539,10191,2484715,2189,176740,6239,584815,11569,819616,13199,903544,12553,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3933908,3403,1902565,2205,190254,7637,521422,10328,502039,11578,688850,8274,2031343,2258,169497,7522,547475,10874,592909,11738,721462,12105,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,318874,826,168998,686,8697,1357,42655,2951,60345,3581,57301,3587,149876,487,5688,1156,32663,2128,52499,2473,59026,2752,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,2292702,1905,1098817,1379,134135,6182,334327,9007,317604,8695,312751,7052,1193885,1302,126154,7060,349373,7902,383356,9124,335002,7990,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,418883,681,202631,170,16002,1714,64523,2661,50720,2571,71386,2502,216252,621,10043,1652,58195,2964,60156,2924,87858,2892,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1141780,1982,580107,1335,34985,3311,153062,5952,216745,5334,175315,5873,561673,1080,33207,2249,144255,5288,219439,5381,164772,5865,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1196662,2321,578127,1802,78991,4436,240487,6223,138433,5088,120216,5567,618535,1305,68053,4230,240018,6739,176389,5754,134075,5433,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1851977,1478,894258,1133,81889,3478,290299,7089,273405,6133,248665,6733,957719,671,79947,3491,287810,6433,319761,5608,270201,5188,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,3396952,1710,1669087,1055,106430,4544,541353,8133,519303,6985,502001,6801,1727865,763,89234,4375,507869,7305,561561,8406,569201,7862,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,23562,3085,14029,2120,1776,727,3361,1030,3790,1175,5102,1212,9533,1987,1446,627,1987,866,2100,873,4000,1204,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,3771260,2628,1833925,1657,146893,5550,439699,9460,454173,8058,793160,9963,1937335,1910,121145,4820,442246,8230,542563,11431,831381,11337,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,434400,895,220403,554,15474,1724,62726,3112,83189,3267,59014,3010,213997,639,12031,1533,49296,2627,78306,3405,74364,3407,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,2359200,2426,1128153,1580,107362,5582,309231,8305,333542,7828,378018,8574,1231047,1421,98100,6185,331464,9129,391998,8505,409485,9019,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,2361136,1425,1148453,796,79332,5193,264758,6835,397041,8041,407322,7279,1212683,900,61150,4117,265424,7012,447809,8396,438300,8319,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,338739,1529,170772,1011,9123,1500,53897,3396,61667,2979,46085,2700,167967,1050,9541,1521,40879,2860,67397,3156,50150,3440,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,11160404,4958,5530486,2867,270345,8778,1021746,12667,1738576,15980,2499819,17520,5629918,3363,279158,7745,1007089,13706,1886667,17388,2457004,15330,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1191113,2481,572854,1639,75973,4746,166070,6571,182937,5870,147874,5634,618259,1575,61195,4274,172936,6209,208796,6135,175332,6435,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
