GEO_ID,C24090_001E,C24090_001M,C24090_002E,C24090_002M,C24090_003E,C24090_003M,C24090_004E,C24090_004M,C24090_005E,C24090_005M,C24090_006E,C24090_006M,C24090_007E,C24090_007M,C24090_008E,C24090_008M,C24090_009E,C24090_009M,C24090_010E,C24090_010M,C24090_011E,C24090_011M,C24090_012E,C24090_012M,C24090_013E,C24090_013M,C24090_014E,C24090_014M,C24090_015E,C24090_015M,C24090_016E,C24090_016M,C24090_017E,C24090_017M,C24090_018E,C24090_018M,C24090_019E,C24090_019M,NAME,C24090_001MA,C24090_001EA,C24090_002MA,C24090_002EA,C24090_003MA,C24090_003EA,C24090_004MA,C24090_004EA,C24090_005MA,C24090_005EA,C24090_006MA,C24090_006EA,C24090_007EA,C24090_007MA,C24090_008MA,C24090_008EA,C24090_009MA,C24090_009EA,C24090_010MA,C24090_010EA,C24090_011MA,C24090_011EA,C24090_012MA,C24090_012EA,C24090_013MA,C24090_013EA,C24090_014MA,C24090_014EA,C24090_015MA,C24090_015EA,C24090_016MA,C24090_016EA,C24090_017MA,C24090_017EA,C24090_018EA,C24090_018MA,C24090_019MA,C24090_019EA,state
0400000US08,2109163,18698,1224175,13914,948766,13708,874521,13249,74245,4684,60336,3882,70341,4377,40757,3233,43655,3743,60320,3896,884988,11392,599989,10370,568308,10335,31681,2879,105532,4500,78193,4126,46602,3395,27097,2775,27575,2610,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2302647,18037,1325909,12517,1084573,11872,1034376,11860,50197,3459,66678,4061,60044,4065,34796,3001,24053,2264,55765,4321,976738,11857,700855,12143,685253,12409,15602,1977,126109,5446,57207,4137,48226,3468,19816,2506,24525,2471,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1410641,14617,793049,8727,624299,8861,594588,9055,29711,2463,34102,3182,35986,3134,38642,3216,20050,2496,39970,3380,617592,9507,411911,9357,402809,9440,9102,1380,71812,4408,40022,3207,61717,3870,16296,1781,15834,1669,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1466692,17184,804720,11030,631082,11241,593998,11244,37084,3477,28536,2688,48229,3834,29645,3100,20288,2337,46940,4121,661972,11054,450076,9292,435984,9322,14092,2234,56053,4178,60542,4572,58344,4758,18049,1858,18908,2368,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4446948,23770,2529393,13883,2034133,15524,1899444,15627,134689,5329,131826,6015,139271,6037,71252,4131,48745,4058,104166,4884,1917555,16906,1352416,15075,1311579,14225,40837,3267,239199,6731,141456,5502,90662,5109,40146,3464,53676,3473,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1144012,11209,652848,7534,511947,7525,476166,7504,35781,2347,28007,2194,29855,2293,26637,2153,13158,1817,43244,2772,491164,8077,329704,7117,321019,7339,8685,1200,62040,3445,35926,3112,36857,2622,8881,1221,17756,1847,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,506596,8260,291747,5905,223321,5373,210765,5257,12556,1361,20098,2617,13806,1880,6752,1200,10060,1611,17710,1869,214849,5037,139162,5017,134170,5013,4992,1153,37171,3427,17052,1926,8466,1336,5054,1044,7944,1477,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,974039,15169,546379,10283,414678,9772,389182,9433,25496,2517,25068,2594,25011,2676,27642,2874,13311,2097,40669,3644,427660,9554,287233,8893,276195,8917,11038,1752,44130,3851,27389,3041,45498,3705,9436,1583,13974,2182,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,324415,6956,174112,4885,130609,4661,119154,4650,11455,2021,9621,1585,5318,1352,14265,2208,6365,1254,7934,1456,150303,5091,101659,4657,97768,4425,3891,1167,16104,1775,4380,1113,21697,2219,2808,679,3655,790,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2057638,12119,1172483,8648,915241,9389,853349,9858,61892,3299,77919,3612,61186,3310,36849,2471,18383,1842,62905,3196,885155,8961,587926,8908,567761,9307,20165,1856,140750,4323,68471,3348,45445,2753,13805,1631,28758,1939,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,345944,6562,196933,4900,138286,4455,122051,4423,16235,1896,11559,1722,11247,1726,9938,1541,9973,1583,15930,1621,149011,4465,87230,4310,83237,4184,3993,917,20475,2104,15344,1584,10144,1438,6695,1172,9123,1479,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,461655,7448,253662,5280,183160,5709,167350,5501,15810,1701,20454,1970,12493,1654,10443,1370,8686,1251,18426,1884,207993,5493,123708,4458,117878,4191,5830,1239,42580,3056,14965,1949,12399,1756,5080,1087,9261,1534,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,3480261,23892,1936367,15622,1517747,16178,1423724,16264,94023,5551,90382,5044,92969,5268,83316,4416,56445,4403,95508,5608,1543894,15403,1068775,15617,1033323,15658,35452,3202,145629,6267,104898,6408,142125,5644,36871,3143,45596,3662,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3637769,22761,2017780,13787,1599655,15707,1484226,15556,115429,6154,77249,5576,109174,6763,64318,5264,64268,4809,103116,5676,1619989,17173,1145637,14530,1104251,14491,41386,3874,117066,7569,146709,7771,113670,6189,53390,4756,43517,4360,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,230905,5858,127718,4220,79448,4080,72966,3749,6482,1419,8245,1386,9755,1456,9865,1796,13779,2212,6626,1201,103187,3500,50688,3323,47962,3157,2726,1076,15295,2016,12466,1652,12046,1635,7227,1158,5465,1115,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1539677,16527,863496,10342,668941,11545,629694,11611,39247,3094,32737,3155,47268,3970,34524,3630,34097,2754,45929,4034,676181,11395,460205,11798,449999,11644,10206,1447,57017,4706,54323,4109,57825,4043,24826,3092,21985,3160,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,215821,5266,118365,3525,83033,3470,75236,3511,7797,1200,11492,1115,5408,967,4932,849,3152,700,10348,1523,97456,3293,51295,3018,47493,3151,3802,829,23772,2081,7608,1365,6218,867,2940,728,5623,1226,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1033709,11867,585293,8893,480882,8729,459326,8893,21556,2674,12865,1713,30002,3010,15814,1904,16583,2165,29147,3068,448416,8348,342396,8450,331260,8365,11136,1901,21247,2559,36637,2788,21398,2047,11029,2016,15709,2090,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,530425,8071,301908,5488,224261,6628,216928,6433,7333,1284,14906,2319,16830,2247,22500,2580,12497,2085,10914,1593,228517,5956,140714,5211,138525,5151,2189,774,25746,2622,18790,2494,26695,2318,11113,1674,5459,1158,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1307603,11271,742792,7408,552951,7975,518775,7916,34176,2072,30778,2236,38929,2741,33115,2833,38666,2601,48353,3104,564811,8126,366865,8313,355099,8222,11766,1537,51451,3273,38903,2785,61703,3317,23884,2245,22005,1969,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2114254,13978,1207953,9313,974327,9494,919985,9411,54342,3030,58413,3191,57090,3235,38065,3152,16698,1894,63360,3957,906301,10101,630752,9678,611491,9595,19261,1463,119596,4623,64214,3396,51136,2943,13978,1540,26625,2251,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,655324,12414,363394,9226,236736,8435,222596,8170,14140,2114,10306,1573,24173,3235,49418,3945,11077,1934,31684,2788,291930,6932,173917,6887,169353,6648,4564,948,16135,2367,20922,2741,64049,3773,6085,1384,10822,1782,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,3024021,21077,1686451,13053,1190251,12689,1119313,13127,70938,4978,85090,4638,99879,5948,60081,4745,179157,7044,71993,4520,1337570,16077,821432,14010,794054,13298,27378,2196,149782,5657,136083,5942,75582,5069,113955,5428,40736,2935,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,291174,5914,169779,3731,119407,4407,110337,4459,9070,1412,9239,1831,9763,1493,7695,1256,6878,1445,16797,1590,121395,3984,72068,3944,68973,4035,3095,799,20206,2233,10006,1769,9284,1556,4264,953,5567,1161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1660720,19739,906761,11450,713779,11582,669108,11578,44671,3805,35393,3758,41081,3093,43779,3539,28460,3325,44269,3777,753959,13966,523516,12269,504533,12147,18983,2741,57800,3846,52605,3842,78854,5357,19097,2514,22087,2513,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1374812,13236,794613,9235,616724,9546,576667,10089,40057,2900,45632,3897,42513,3136,31642,2752,15584,1724,42518,3505,580199,10317,375734,9349,358525,9077,17209,1841,78891,4399,46118,3795,41087,3374,10763,1638,27606,2906,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,203223,5086,121497,3421,85622,3517,76779,3503,8843,1766,5297,1083,11157,1678,7626,1598,4959,1394,6836,1406,81726,3793,46373,3467,43706,3200,2667,799,7495,1402,11009,1363,8821,1311,3678,1052,4350,1047,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
