GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,NAME,C08501_001EA,C08501_001MA,C08501_002EA,C08501_002MA,C08501_003EA,C08501_003MA,C08501_004EA,C08501_004MA,C08501_005MA,C08501_005EA,C08501_006EA,C08501_006MA,C08501_007EA,C08501_007MA,C08501_008EA,C08501_008MA,C08501_009EA,C08501_009MA,C08501_010EA,C08501_010MA,C08501_011EA,C08501_011MA,C08501_012EA,C08501_012MA,C08501_013EA,C08501_013MA,C08501_014EA,C08501_014MA,C08501_015EA,C08501_015MA,C08501_016MA,C08501_016EA,C08501_017EA,C08501_017MA,C08501_018EA,C08501_018MA,C08501_019EA,C08501_019MA,C08501_020EA,C08501_020MA,C08501_021EA,C08501_021MA,C08501_022EA,C08501_022MA,C08501_023EA,C08501_023MA,C08501_024EA,C08501_024MA,C08501_025EA,C08501_025MA,C08501_026EA,C08501_026MA,C08501_027MA,C08501_027EA,C08501_028EA,C08501_028MA,C08501_029EA,C08501_029MA,C08501_030EA,C08501_030MA,C08501_031EA,C08501_031MA,C08501_032EA,C08501_032MA,C08501_033EA,C08501_033MA,C08501_034EA,C08501_034MA,C08501_035EA,C08501_035MA,C08501_036EA,C08501_036MA,C08501_037EA,C08501_037MA,C08501_038MA,C08501_038EA,C08501_039EA,C08501_039MA,C08501_040EA,C08501_040MA,C08501_041EA,C08501_041MA,C08501_042EA,C08501_042MA,state
0400000US08,2957533,19044,119041,4926,283211,5956,1358072,12107,570705,5923,260660,7296,365844,7810,2217788,20053,82475,4344,200190,6779,1026262,11489,429604,6277,204679,7563,274578,7636,251916,10548,15593,2230,31153,3805,122957,7156,44080,3696,17740,1866,20393,2253,81493,5074,3370,1129,11903,2055,40408,3492,12832,2175,5150,1199,7830,1580,152816,6397,14126,1544,29237,2927,67827,5174,20528,2057,7972,1160,13126,1573,253520,8712,3477,1093,10728,2180,100618,5327,63661,4240,25119,2133,49917,2992,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3110716,18136,135599,5619,318997,6832,1305845,10834,637808,8262,307083,7806,405384,8695,2575963,19050,93007,5128,249031,6773,1084393,11826,538599,7763,264258,7287,346675,7951,279617,9259,23248,2501,35327,3567,129213,6138,53616,4210,18414,2252,19799,1925,23092,2619,1246,592,4223,1109,8850,1563,4940,1224,1361,499,2472,830,109759,5575,15212,1513,23428,2075,36425,3354,14182,1651,8148,1514,12364,1606,122285,5492,2886,858,6988,1393,46964,3386,26471,2519,14902,2268,24074,2165,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1980353,16709,86059,4479,206590,5959,849858,10940,408577,6733,187557,6709,241712,7436,1633433,18870,62971,3635,164042,5648,698108,12377,341137,6208,160953,6339,206222,7328,187344,8488,12280,1777,23287,2729,91145,5878,34506,2914,12049,2018,14077,1879,18696,2570,459,292,2380,881,8287,1736,4008,1234,1833,680,1729,622,61116,3904,8830,1650,13644,1804,21443,2220,7860,1743,4592,1139,4747,1241,79764,4166,1519,633,3237,805,30875,3338,21066,1998,8130,1399,14937,1764,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2002142,18569,59956,4522,186827,6975,909238,10188,399916,8611,187932,5658,258273,7138,1656149,17739,44293,3701,149007,6782,748183,11024,336478,8299,160530,5406,217658,7197,181399,8891,10004,1971,19793,2768,88010,6215,34472,3320,12464,1912,16656,2052,23661,2959,538,343,2862,1251,13939,2100,2868,840,1196,532,2258,681,74001,5691,4228,1155,13011,2676,32178,3872,11036,1725,5714,1372,7834,1213,66932,4870,893,433,2154,948,26928,3232,15062,2587,8028,1449,13867,2233,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6175357,24033,219075,5260,560965,10056,2704116,13751,1284147,8536,606672,10806,800382,11475,4480777,24809,146207,5173,372199,9649,1924283,16132,957263,10343,471233,9150,609592,9880,507467,14824,30658,3128,57579,4152,227439,9064,100397,5732,40701,3021,50693,3596,587614,14545,12734,2255,70394,4896,313418,10689,99732,4975,41395,3697,49941,3987,280906,8796,24122,2433,45551,3629,121578,6288,42769,3214,20613,2274,26273,2255,318593,9126,5354,1240,15242,2569,117398,5901,83986,4110,32730,2468,63883,4406,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1584558,11154,81116,3405,160887,4990,647806,6011,304148,5121,162169,4246,228432,4949,1292215,12295,57695,3454,124917,4498,528879,6056,255912,5157,135320,4014,189492,5034,129495,5754,10123,1603,16744,2046,60465,4367,21015,2215,10347,1361,10801,1460,16120,2446,1196,606,2819,1002,7694,1630,1870,706,989,522,1552,555,65422,3803,9203,1389,12960,1690,21039,2142,8131,1331,5183,1099,8906,1046,81306,3953,2899,753,3447,781,29729,2723,17220,2063,10330,1519,17681,1789,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,678998,8606,34478,2506,62189,3251,244170,5920,149139,4065,76939,4213,112083,4163,544813,8403,22583,2048,50371,2833,197307,5689,121422,3970,63193,3863,89937,3588,53999,4733,4950,1321,5169,1511,24290,3248,10367,1586,3645,939,5578,1241,3702,1320,814,496,356,368,922,464,694,537,237,247,679,642,27498,2904,4379,1109,4344,1221,9136,1848,3377,1009,2424,822,3838,1175,48986,3627,1752,614,1949,567,12515,1468,13279,1925,7440,1578,12051,1733,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1296811,13164,47779,3254,131862,5886,566070,7355,262993,6506,119722,5041,168385,5912,1072570,13291,36187,2647,105997,5546,462799,8512,222941,6689,102258,4500,142388,5256,134607,6887,7738,1729,17422,2435,65749,4499,23630,2483,9329,1570,10739,1718,4620,1307,31,60,1044,549,2025,924,600,288,460,411,460,279,36248,3928,2865,835,4912,1335,16719,2887,5303,1309,2698,813,3751,820,48766,4552,958,461,2487,1099,18778,2649,10519,1981,4977,989,11047,1856,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,445816,9167,17695,2136,39645,2857,184248,4955,92794,3609,44273,3059,67161,4051,358429,8760,12403,1493,29049,2715,150608,4925,74850,3702,36153,2962,55366,3688,39415,4133,3157,1215,5814,1529,17324,2513,6923,1439,2728,843,3469,1117,7636,1401,284,297,866,395,2795,806,2095,918,1140,430,456,298,14597,2233,1314,429,2598,733,5075,1271,2076,819,1518,667,2016,818,25739,2523,537,312,1318,587,8446,1710,6850,1308,2734,813,5854,1187,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2939577,12818,128610,4026,274416,5295,1257824,8203,587183,5622,313533,7016,378011,7061,2287243,14490,85638,3472,202509,5304,981068,9590,465525,6560,253717,6390,298786,6325,245736,7117,17690,2207,28356,2961,115517,4882,45379,2933,18726,1783,20068,2036,103468,5425,5093,1293,13828,1762,48702,3636,17652,2097,8386,1268,9807,1425,125425,4812,12900,1635,21207,2589,50267,3407,16805,1646,9443,1096,14803,1750,177705,5568,7289,1086,8516,1339,62270,3445,41822,2847,23261,1749,34547,2276,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
