GEO_ID,B21001I_001E,B21001I_001M,B21001I_002E,B21001I_002M,B21001I_003E,B21001I_003M,B21001I_004E,B21001I_004M,B21001I_005E,B21001I_005M,B21001I_006E,B21001I_006M,B21001I_007E,B21001I_007M,B21001I_008E,B21001I_008M,B21001I_009E,B21001I_009M,B21001I_010E,B21001I_010M,B21001I_011E,B21001I_011M,B21001I_012E,B21001I_012M,B21001I_013E,B21001I_013M,B21001I_014E,B21001I_014M,B21001I_015E,B21001I_015M,B21001I_016E,B21001I_016M,B21001I_017E,B21001I_017M,B21001I_018E,B21001I_018M,B21001I_019E,B21001I_019M,B21001I_020E,B21001I_020M,B21001I_021E,B21001I_021M,B21001I_022E,B21001I_022M,B21001I_023E,B21001I_023M,B21001I_024E,B21001I_024M,B21001I_025E,B21001I_025M,B21001I_026E,B21001I_026M,B21001I_027E,B21001I_027M,B21001I_028E,B21001I_028M,B21001I_029E,B21001I_029M,B21001I_030E,B21001I_030M,B21001I_031E,B21001I_031M,B21001I_032E,B21001I_032M,B21001I_033E,B21001I_033M,NAME,B21001I_001MA,B21001I_001EA,B21001I_002MA,B21001I_002EA,B21001I_003MA,B21001I_003EA,B21001I_004MA,B21001I_004EA,B21001I_005MA,B21001I_005EA,B21001I_006MA,B21001I_006EA,B21001I_007MA,B21001I_007EA,B21001I_008MA,B21001I_008EA,B21001I_009EA,B21001I_009MA,B21001I_010MA,B21001I_010EA,B21001I_011MA,B21001I_011EA,B21001I_012MA,B21001I_012EA,B21001I_013MA,B21001I_013EA,B21001I_014MA,B21001I_014EA,B21001I_015MA,B21001I_015EA,B21001I_016MA,B21001I_016EA,B21001I_017MA,B21001I_017EA,B21001I_018MA,B21001I_018EA,B21001I_019MA,B21001I_019EA,B21001I_020EA,B21001I_020MA,B21001I_021MA,B21001I_021EA,B21001I_022MA,B21001I_022EA,B21001I_023MA,B21001I_023EA,B21001I_024MA,B21001I_024EA,B21001I_025MA,B21001I_025EA,B21001I_026MA,B21001I_026EA,B21001I_027MA,B21001I_027EA,B21001I_028MA,B21001I_028EA,B21001I_029MA,B21001I_029EA,B21001I_030MA,B21001I_030EA,B21001I_031EA,B21001I_031MA,B21001I_032MA,B21001I_032EA,B21001I_033MA,B21001I_033EA,state
0400000US08,832172,1528,421063,2265,175768,2625,5451,1823,170317,2970,161541,2282,11510,2275,150031,2676,45418,1060,6136,1121,39282,1426,24404,965,7126,1245,17278,1083,13932,690,5148,973,8784,1007,411109,1569,164288,1984,1111,569,163177,2054,151593,1786,2662,982,148931,2085,48444,1151,998,610,47446,1404,28175,1066,403,256,27772,1082,18609,1135,133,196,18476,1109,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,296460,1656,154307,1849,64239,2086,1441,727,62798,2107,64556,2092,2768,768,61788,2127,15756,1285,1620,585,14136,1337,6142,776,1018,413,5124,710,3614,814,1136,495,2478,841,142153,1731,59015,1855,267,247,58748,1872,59126,1814,76,107,59050,1774,13770,1044,230,211,13540,1059,5868,585,224,227,5644,632,4374,656,221,228,4153,652,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,99783,2143,53436,2103,23805,1640,1120,562,22685,1635,21281,1539,1463,743,19818,1608,5104,908,498,351,4606,902,2230,604,278,224,1952,559,1016,556,224,175,792,524,46347,1622,22065,1483,163,166,21902,1452,15469,1178,331,345,15138,1183,4653,971,0,197,4653,971,2142,716,40,69,2102,715,2018,659,50,86,1968,661,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,162666,2474,86810,2684,34213,2248,649,381,33564,2237,34504,1928,1849,883,32655,1733,9220,1200,660,343,8560,1186,6405,1504,1529,840,4876,1360,2468,941,395,241,2073,867,75856,2014,29678,1712,317,300,29361,1692,28010,1973,349,309,27661,2009,7999,748,84,112,7915,748,5866,975,69,108,5797,987,4303,738,0,217,4303,738,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1497532,1891,767208,1975,305524,2075,4919,1117,300605,2410,309417,2202,9785,1627,299632,2593,88376,1178,4796,1051,83580,1619,43007,1001,4800,993,38207,1301,20884,780,2787,720,18097,992,730324,1603,287202,1510,823,685,286379,1461,285196,1558,1170,489,284026,1587,84321,982,284,231,84037,1000,44863,853,138,116,44725,866,28742,786,0,190,28742,786,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,116340,1461,58348,1524,26639,1725,299,271,26340,1713,23468,1747,1254,510,22214,1777,5198,786,677,447,4521,903,2188,703,761,441,1427,512,855,438,208,183,647,373,57992,1465,25910,1396,136,162,25774,1406,22571,1359,599,507,21972,1315,6227,1102,0,163,6227,1102,2131,636,0,163,2131,636,1153,512,0,163,1153,512,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,36100,850,18876,718,9267,806,215,182,9052,805,6847,552,277,210,6570,525,1470,380,365,309,1105,411,794,423,161,220,633,406,498,270,43,68,455,275,17224,710,6689,701,103,175,6586,727,6792,724,137,143,6655,711,2035,390,0,192,2035,390,1141,400,0,192,1141,400,567,331,0,192,567,331,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,141611,2060,73519,1886,35446,2138,881,697,34565,1789,27734,1301,872,499,26862,1345,6330,870,294,230,6036,822,2753,856,369,272,2384,841,1256,469,716,420,540,291,68092,1355,31715,1722,51,82,31664,1732,26411,1547,204,192,26207,1557,6429,928,16,28,6413,928,2072,672,0,201,2072,672,1465,510,0,201,1465,510,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,58918,235,30307,563,12830,463,663,492,12167,631,12190,472,357,279,11833,560,3278,635,227,222,3051,632,1205,469,103,109,1102,478,804,429,234,295,570,339,28611,540,11819,367,0,200,11819,367,11511,368,289,313,11222,466,3096,428,131,206,2965,484,1183,330,0,200,1183,330,1002,388,0,200,1002,388,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,192250,1164,100131,1452,45226,1737,1525,698,43701,1589,40739,1543,1422,669,39317,1696,9353,933,703,399,8650,928,3093,634,802,386,2291,513,1720,537,696,301,1024,449,92119,1170,41239,1403,392,300,40847,1439,35597,1420,315,216,35282,1418,9513,807,183,176,9330,805,3815,760,149,220,3666,729,1955,597,0,147,1955,597,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
