GEO_ID,C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,NAME,C17025_001EA,C17025_001MA,C17025_002MA,C17025_002EA,C17025_003MA,C17025_003EA,C17025_004MA,C17025_004EA,C17025_005MA,C17025_005EA,C17025_006MA,C17025_006EA,C17025_007EA,C17025_007MA,C17025_008EA,C17025_008MA,C17025_009EA,C17025_009MA,C17025_010MA,C17025_010EA,C17025_011MA,C17025_011EA,state
0400000US30,1037462,1216,135114,8427,132446,8239,2668,1195,969,579,1699,921,902348,8454,882361,8643,19987,2688,12410,1876,7577,1578,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1301941,1553,151541,7765,147095,7679,4446,1386,1566,720,2880,1187,1150400,7795,1109018,8300,41382,3689,22660,2426,18722,3131,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10100431,4443,1417873,35989,1277868,33139,140005,9748,30182,3655,109823,9427,8682558,36090,8009157,36448,673401,15440,288623,10972,384778,14418,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10238658,5792,1468642,34068,1327297,32004,141345,9174,44800,5388,96545,8327,8770016,34716,7864521,40601,905495,23780,431626,18204,473869,18151,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,720869,846,78620,7217,71964,6528,6656,1964,3950,1532,2706,1010,642249,7059,588534,6538,53715,4476,32054,3519,21661,2784,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4763828,2786,800422,20616,769879,19836,30543,3962,7882,1851,22661,3795,3963406,20900,3836386,19707,127020,6495,58557,4128,68463,5772,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,601261,637,66013,5347,62668,5137,3345,1252,1678,1040,1667,783,535248,5441,509141,5934,26107,2845,16573,2160,9534,2011,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2991978,2471,387327,14864,309559,13012,77768,6275,27239,3072,50529,5084,2604651,15361,2097403,18021,507248,12395,274054,9492,233194,10577,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1753476,2196,312188,15244,306521,14867,5667,2270,1579,787,4088,2121,1441288,15363,1420418,14910,20870,2526,12368,1685,8502,2153,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3825027,2627,596949,16807,553728,15249,43221,4852,9300,1544,33921,4230,3228078,16426,3040275,17011,187803,7635,77972,4400,109831,6434,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5665153,2578,625826,17423,581803,16316,44023,4713,14598,2129,29425,3946,5039327,17120,4789498,15895,249829,9068,126413,5979,123416,7257,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3165711,1397,1363666,23647,1328832,23059,34834,2838,15034,1880,19800,2311,1802045,23877,1752339,24208,49706,4267,27197,2964,22509,3176,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8264095,3584,884647,27692,774001,23413,110646,8749,41985,4353,68661,7802,7379448,27718,6439132,28013,940316,18248,526951,10353,413365,16741,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,736671,693,78676,5987,71377,5094,7299,2791,2625,1263,4674,2034,657995,6069,630321,6427,27674,3615,12951,3089,14723,2588,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4944754,2221,755215,23160,716363,23229,38852,4958,9313,1871,29539,4379,4189539,23282,3976789,24836,212750,8815,100632,6785,112118,7760,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,4113142,3089,516570,19440,456367,16497,60203,7442,17780,2494,42423,6679,3596572,19500,3229708,20160,366864,11207,176387,8158,190477,10289,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,563374,898,62301,6775,59145,6390,3156,1112,946,724,2210,1002,501073,6875,487105,7137,13968,2109,5303,1259,8665,1738,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,38818454,7167,4969326,62249,3489750,49502,1479576,31322,550348,16939,929228,22151,33849128,62685,24804753,71756,9044375,53050,4989900,39808,4054475,45655,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2886448,1942,567645,18752,555764,18547,11881,2797,2835,1103,9046,2554,2318803,18660,2265100,18392,53703,4567,23015,3103,30688,4621,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3468263,1416,361377,14037,299266,13842,62111,6396,21518,2990,40593,5125,3106886,14383,2655384,19480,451502,12750,250845,8885,200657,9744,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,28074573,7348,4180675,65525,3305725,52608,874950,29392,198556,10558,676394,25734,23893898,64986,19899856,72118,3994042,43106,1646960,29746,2347082,32957,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5899819,3071,528203,21054,444421,19015,83782,7425,29855,4067,53927,5703,5371616,20671,4548006,24762,823610,16643,455569,12837,368041,12326,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20882651,6372,2840977,47549,2167109,41966,673868,19587,303329,12613,370539,15047,18041674,48881,14278355,57646,3763319,44898,2226222,35048,1537097,33752,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6665083,2673,663918,20551,510887,17274,153031,9668,61980,5349,91051,6850,6001165,20805,4984340,24108,1016825,20390,572023,13421,444802,18723,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,669031,717,108055,8920,95663,8144,12392,2671,5176,1267,7216,2137,560976,8913,480191,9552,80785,6301,37666,3708,43119,5146,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,3110944,2668,280773,15853,244409,14460,36364,4550,10104,2064,26260,3514,2830171,15674,2599278,14942,230893,9327,100919,6127,129974,8388,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,19037564,4341,2591391,46405,1926964,40333,664427,19505,319381,11648,345046,15059,16446173,46766,12725400,47941,3720773,36739,2254516,28430,1466257,25106,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8739304,2908,832133,26316,614946,22698,217187,10433,98335,6682,118852,8204,7907171,26524,6108330,31864,1798841,25302,1088175,21399,710666,20237,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,11362304,4398,1578673,37243,1485533,34854,93140,8264,34419,4559,58721,7025,9783631,37381,9333933,35425,449698,12169,254471,10840,195227,10048,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5943658,3566,786330,21180,748114,20172,38216,5471,11026,2368,27190,4649,5157328,21844,4943650,24614,213678,9409,114645,6458,99033,7738,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,12394000,4366,1517870,30308,1382326,28819,135544,9916,50437,5463,85107,7471,10876130,30422,10108184,34181,767946,18137,440251,13017,327695,13940,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9774124,3126,1373349,26495,1261914,22809,111435,8013,47447,4586,63988,6676,8400775,26829,7826807,30239,573968,13068,322395,10142,251573,8357,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1875342,1788,206341,9787,181403,8072,24938,3832,6798,2127,18140,2881,1669001,9761,1558614,10682,110387,5737,48199,3679,62188,4792,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1723154,1641,203264,12603,188581,12018,14683,2526,3951,1134,10732,2483,1519890,12775,1430691,13329,89199,5844,41082,5025,48117,3808,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,2051759,2065,399456,16659,354419,14491,45037,5089,13980,2237,31057,4323,1652303,16608,1503049,18814,149254,9529,66965,5206,82289,8312,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1382448,1809,122143,8890,99250,8087,22893,2832,9076,1666,13817,2781,1260305,9167,1021884,13171,238421,9302,144414,6482,94007,7559,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,852419,1438,111626,6667,106096,6600,5530,1964,965,486,4565,1866,740793,6444,712087,6382,28706,3471,11513,2702,17193,2874,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,7400557,3213,759013,23800,623525,19354,135488,10912,47098,4445,88390,8870,6641544,23615,5683896,26161,957648,18231,486710,14341,470938,15222,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,1016469,1124,131205,9492,105296,8138,25909,4516,13094,2581,12815,3860,885264,9706,775120,11157,110144,7137,70337,5503,39807,5448,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,7013444,3179,983499,28300,800623,23889,182876,12360,53472,5072,129404,10025,6029945,28753,5263524,30060,766421,15084,375193,10713,391228,12713,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6603013,4007,1011016,27948,945817,25644,65199,7080,15826,3617,49373,6018,5591997,28518,5314130,29221,277867,11104,123518,6641,154349,9811,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2825680,2043,338175,14157,305013,13690,33162,4536,6484,1635,26678,4136,2487505,13957,2314499,13617,173006,7555,76595,5171,96411,6608,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
