GEO_ID,B15011_001E,B15011_001M,B15011_002E,B15011_002M,B15011_003E,B15011_003M,B15011_004E,B15011_004M,B15011_005E,B15011_005M,B15011_006E,B15011_006M,B15011_007E,B15011_007M,B15011_008E,B15011_008M,B15011_009E,B15011_009M,B15011_010E,B15011_010M,B15011_011E,B15011_011M,B15011_012E,B15011_012M,B15011_013E,B15011_013M,B15011_014E,B15011_014M,B15011_015E,B15011_015M,B15011_016E,B15011_016M,B15011_017E,B15011_017M,B15011_018E,B15011_018M,B15011_019E,B15011_019M,B15011_020E,B15011_020M,B15011_021E,B15011_021M,B15011_022E,B15011_022M,B15011_023E,B15011_023M,B15011_024E,B15011_024M,B15011_025E,B15011_025M,B15011_026E,B15011_026M,B15011_027E,B15011_027M,B15011_028E,B15011_028M,B15011_029E,B15011_029M,B15011_030E,B15011_030M,B15011_031E,B15011_031M,B15011_032E,B15011_032M,B15011_033E,B15011_033M,B15011_034E,B15011_034M,B15011_035E,B15011_035M,B15011_036E,B15011_036M,B15011_037E,B15011_037M,B15011_038E,B15011_038M,B15011_039E,B15011_039M,NAME,B15011_001EA,B15011_001MA,B15011_002EA,B15011_002MA,B15011_003EA,B15011_003MA,B15011_004EA,B15011_004MA,B15011_005EA,B15011_005MA,B15011_006EA,B15011_006MA,B15011_007EA,B15011_007MA,B15011_008EA,B15011_008MA,B15011_009EA,B15011_009MA,B15011_010EA,B15011_010MA,B15011_011EA,B15011_011MA,B15011_012EA,B15011_012MA,B15011_013EA,B15011_013MA,B15011_014EA,B15011_014MA,B15011_015EA,B15011_015MA,B15011_016MA,B15011_016EA,B15011_017EA,B15011_017MA,B15011_018EA,B15011_018MA,B15011_019EA,B15011_019MA,B15011_020MA,B15011_020EA,B15011_021MA,B15011_021EA,B15011_022EA,B15011_022MA,B15011_023EA,B15011_023MA,B15011_024MA,B15011_024EA,B15011_025MA,B15011_025EA,B15011_026MA,B15011_026EA,B15011_027EA,B15011_027MA,B15011_028EA,B15011_028MA,B15011_029EA,B15011_029MA,B15011_030MA,B15011_030EA,B15011_031MA,B15011_031EA,B15011_032EA,B15011_032MA,B15011_033EA,B15011_033MA,B15011_034EA,B15011_034MA,B15011_035MA,B15011_035EA,B15011_036MA,B15011_036EA,B15011_037EA,B15011_037MA,B15011_038EA,B15011_038MA,B15011_039EA,B15011_039MA,state
0400000US08,1625549,16434,790778,10935,258750,6595,124651,5273,11360,1649,54752,3794,5835,1242,62152,3688,363500,7304,171104,5614,16156,1705,86308,4736,15078,1774,74854,3691,168528,3817,84536,3727,8038,1281,34576,2725,14967,1836,26411,2393,834771,9903,301767,5951,105355,4530,32797,2682,50213,3638,24971,2617,88431,4231,385536,7149,110861,4723,46675,2918,78358,3589,47159,3120,102483,4996,147468,4139,34078,2406,19365,1539,14118,1823,42435,3128,37472,3114,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1211066,20496,569272,11056,184663,6897,75520,4449,12500,1760,38329,2826,11530,2000,46784,3914,262841,6848,97165,5244,21890,2045,72393,4032,17214,1751,54179,3827,121768,4692,44781,2632,9972,1362,26367,2323,19250,1944,21398,2400,641794,13214,231448,9088,57260,3973,41564,3468,41466,3234,30130,2455,61028,4332,303006,7881,63830,4055,52597,3074,64858,4373,60541,3629,61180,4438,107340,4169,14019,1780,13682,1482,8757,1615,50459,3231,20423,1972,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,753785,13036,347460,8057,108476,4400,41893,2974,7381,1439,22797,2336,6695,1375,29710,2845,160483,5963,65427,3832,9694,1290,38664,2888,10396,1895,36302,2436,78501,3251,28009,2443,4057,719,19948,1814,12048,1565,14439,1759,406325,7793,144108,5372,35980,2948,24263,2755,21575,2433,23667,2422,38623,2765,189594,5553,38194,2759,33760,2919,37102,2935,40829,2816,39709,2802,72623,3622,9359,1231,8994,1427,6311,1279,33701,2565,14258,1662,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,758653,13151,331426,7897,109405,5508,40715,3143,8336,1586,24335,2738,4430,1394,31589,3468,141630,5522,50662,3475,11333,1939,37575,3499,8434,1710,33626,2884,80391,3512,31495,2418,5642,973,18741,1803,11972,1934,12541,1484,427227,10374,154710,5920,44524,3985,25253,2722,25736,2722,16104,2386,43093,4065,194076,6623,34942,3158,36949,3302,39147,3254,39555,3128,43483,3932,78441,4207,8926,1173,9364,1543,8716,1610,36308,2869,15127,1875,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3052684,24472,1436818,16518,503260,9149,219081,7382,30643,2743,116161,4529,19902,2323,117473,5068,662297,10878,276807,7467,37402,2777,179669,7161,33753,2688,134666,5345,271261,5729,114942,4608,14297,1803,62297,3740,30376,2454,49349,2968,1615866,13791,597811,8782,175272,6026,76244,4681,110037,5068,69293,3515,166965,5390,753686,10801,183855,6739,98574,4920,166429,6755,125322,4966,179506,5548,264369,5825,44550,2885,32576,2237,25794,2406,100054,4561,61395,3242,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,610540,11363,283373,7022,95100,4310,43647,2981,4806,958,22134,2566,6103,1319,18410,1857,125744,4835,52684,3246,6120,1075,32136,2846,11618,1585,23186,2359,62529,2902,22442,1792,3676,757,12965,1403,11698,1250,11748,1433,327167,6970,117867,4722,29184,2635,15666,1756,23441,2252,20122,2227,29454,2186,149904,5176,30322,2952,22141,2017,32362,2535,35927,2413,29152,2322,59396,3027,6260,984,7178,1117,3960,906,29165,2281,12833,1530,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,357579,7419,170768,5076,43102,2919,19081,1838,3294,1313,8842,1655,1502,543,10383,1591,82359,3596,41501,2710,3498,873,20316,2024,2919,637,14125,1749,45307,2135,21483,1733,2366,827,8921,1069,3412,660,9125,1248,186811,5254,54555,2796,17161,2203,6170,1328,10233,1615,6314,1231,14677,1933,93202,3955,27401,2214,10985,1669,18182,2208,13688,1691,22946,2010,39054,2318,8536,1225,4593,777,3381,940,12123,1476,10421,1523,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,471275,11367,216583,6918,67645,4027,28082,2929,4389,1398,14523,1728,3641,1240,17010,2274,93213,4433,35896,2793,6999,1448,25191,2550,8757,1421,16370,1781,55725,3393,23115,2429,3329,903,12934,1550,7466,1178,8881,1701,254692,7657,86969,4918,22293,2637,15627,2209,13923,2034,14593,2338,20533,2499,115895,4974,22239,2252,18311,2364,25662,3011,26512,2744,23171,2536,51828,2816,9075,1274,5143,947,5864,1277,22397,2305,9349,1567,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,212992,6726,97236,3885,23543,2371,11263,1572,1396,660,5304,1332,1253,460,4327,964,44727,2625,17680,1887,2158,813,12495,1511,2439,769,9955,1399,28966,1989,14438,1651,1161,442,6064,1070,3586,948,3717,769,115756,4608,34962,2922,10289,1573,4782,1467,5569,1740,6763,1572,7559,1335,54446,3026,13622,1782,7143,1421,13073,2041,9542,1597,11066,1627,26348,2068,5477,956,3280,799,3325,825,8349,1204,5917,1061,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1398128,12536,661467,7819,220828,4162,99291,3926,10199,1457,55170,3516,8297,1196,47871,2889,301039,6107,125368,5213,16359,1605,79907,4334,20244,1627,59161,3276,139600,3675,61035,2636,8531,1086,25072,1985,21752,1556,23210,1617,736661,8961,272027,5214,85743,3809,37189,2666,45521,2477,29879,2427,73695,3823,340901,6152,85125,3524,48266,2750,66667,3173,56704,2756,84139,3185,123733,3599,19673,1986,16254,1354,8820,1417,48376,2797,30610,1924,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
