GEO_ID,C15010H_001E,C15010H_001M,C15010H_002E,C15010H_002M,C15010H_003E,C15010H_003M,C15010H_004E,C15010H_004M,C15010H_005E,C15010H_005M,C15010H_006E,C15010H_006M,NAME,C15010H_001EA,C15010H_001MA,C15010H_002EA,C15010H_002MA,C15010H_003EA,C15010H_003MA,C15010H_004MA,C15010H_004EA,C15010H_005EA,C15010H_005MA,C15010H_006EA,C15010H_006MA,state
0400000US50,159244,4499,60546,2847,13885,1417,16014,1610,20717,1589,48082,2961,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,340087,8988,108919,4722,31626,2802,77493,4298,48406,3411,73643,5095,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,254291,8906,71428,4482,36580,3453,46734,3466,51262,3521,48287,3726,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,518866,9447,147090,5430,51077,2704,114680,4965,99607,4353,106412,4380,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1071202,11457,331900,6687,119883,4527,214207,6517,170355,5312,234857,5878,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,9102,1844,2606,759,748,459,2601,1030,1467,730,1680,643,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1624541,16635,631496,12078,119652,4662,286536,7591,168942,6358,417915,8948,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,133378,5178,31453,2625,21424,2585,25697,2365,28396,2279,26408,2187,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,787503,14149,249224,7109,75454,4819,177975,7306,118993,6043,165857,6157,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,845622,12287,323353,8025,77083,4853,127976,5691,90301,4506,226909,7079,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,96235,4358,34944,3088,9574,1474,12115,2266,20071,2251,19531,2399,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,4956823,26122,1979617,20956,341455,9167,834411,14199,356000,10342,1445340,18449,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,323206,9683,81358,4740,43216,3349,69377,4202,62044,4363,67211,4586,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,780797,11499,273661,6731,68341,3762,154391,5250,86602,4588,197802,6313,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3386967,25140,1138242,17741,282903,9805,784235,12519,437511,11417,744076,15065,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1036509,12459,425216,9216,83033,4378,170599,5769,102704,4625,254957,7519,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,2997921,23737,930774,15832,292498,8903,710672,12847,426900,10481,637077,11582,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1713235,15756,667094,12384,145112,4811,301258,8888,165127,6091,434644,8938,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,186579,1687,94015,3432,8426,1636,18185,2206,5006,1348,60947,3378,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,570157,10759,189004,6695,58167,4151,108006,4793,78795,3835,136185,5386,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3467217,22136,1177621,15428,276047,7173,605081,12149,424909,11019,983559,15749,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1617812,14539,548972,11516,127151,4898,352186,8147,213087,6008,376416,9153,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,1972585,20433,575530,11106,228143,6941,426719,10310,332154,8913,410039,9500,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1046132,13252,304746,7285,114581,4314,226588,6371,177235,5596,222982,6904,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2387790,20170,769843,10849,261394,6715,472658,10889,363464,7732,520431,9842,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1646551,16908,514783,9428,181993,5646,351526,9649,250051,6896,348198,8455,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,364184,7229,100664,3816,38186,2385,81763,3692,68070,3503,75501,2826,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,289391,8644,101749,6332,32604,2342,51380,3243,41596,3227,62062,4074,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,254713,5994,97995,3783,22650,2676,37469,2806,37464,2969,59135,3874,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,109010,4539,44735,3240,9124,1302,14469,1840,9415,1368,31267,2688,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,156385,5435,46337,3265,18588,2105,27932,2442,32933,2675,30595,2582,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1442931,17273,561802,10689,125521,5342,233028,8258,156263,5412,366317,9839,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,214244,6873,72476,4100,21548,2153,40777,3300,26737,2556,52706,3842,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1071678,13436,339598,8445,103834,4920,230859,6496,161521,5825,235866,8678,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1031855,14393,303927,7660,118466,4660,220978,7217,152021,5932,236463,7675,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,560257,8140,157213,5728,63683,4267,115832,4701,95738,4145,127791,4677,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
