GEO_ID,B23002H_001E,B23002H_001M,B23002H_002E,B23002H_002M,B23002H_003E,B23002H_003M,B23002H_004E,B23002H_004M,B23002H_005E,B23002H_005M,B23002H_006E,B23002H_006M,B23002H_007E,B23002H_007M,B23002H_008E,B23002H_008M,B23002H_009E,B23002H_009M,B23002H_010E,B23002H_010M,B23002H_011E,B23002H_011M,B23002H_012E,B23002H_012M,B23002H_013E,B23002H_013M,B23002H_014E,B23002H_014M,B23002H_015E,B23002H_015M,B23002H_016E,B23002H_016M,B23002H_017E,B23002H_017M,B23002H_018E,B23002H_018M,B23002H_019E,B23002H_019M,B23002H_020E,B23002H_020M,B23002H_021E,B23002H_021M,B23002H_022E,B23002H_022M,B23002H_023E,B23002H_023M,B23002H_024E,B23002H_024M,B23002H_025E,B23002H_025M,B23002H_026E,B23002H_026M,B23002H_027E,B23002H_027M,B23002H_028E,B23002H_028M,B23002H_029E,B23002H_029M,B23002H_030E,B23002H_030M,B23002H_031E,B23002H_031M,B23002H_032E,B23002H_032M,B23002H_033E,B23002H_033M,B23002H_034E,B23002H_034M,B23002H_035E,B23002H_035M,B23002H_036E,B23002H_036M,B23002H_037E,B23002H_037M,B23002H_038E,B23002H_038M,B23002H_039E,B23002H_039M,B23002H_040E,B23002H_040M,B23002H_041E,B23002H_041M,B23002H_042E,B23002H_042M,B23002H_043E,B23002H_043M,B23002H_044E,B23002H_044M,B23002H_045E,B23002H_045M,B23002H_046E,B23002H_046M,B23002H_047E,B23002H_047M,B23002H_048E,B23002H_048M,B23002H_049E,B23002H_049M,B23002H_050E,B23002H_050M,B23002H_051E,B23002H_051M,B23002H_052E,B23002H_052M,B23002H_053E,B23002H_053M,B23002H_054E,B23002H_054M,B23002H_055E,B23002H_055M,B23002H_056E,B23002H_056M,B23002H_057E,B23002H_057M,B23002H_058E,B23002H_058M,B23002H_059E,B23002H_059M,B23002H_060E,B23002H_060M,B23002H_061E,B23002H_061M,B23002H_062E,B23002H_062M,B23002H_063E,B23002H_063M,B23002H_064E,B23002H_064M,B23002H_065E,B23002H_065M,B23002H_066E,B23002H_066M,B23002H_067E,B23002H_067M,B23002H_068E,B23002H_068M,B23002H_069E,B23002H_069M,B23002H_070E,B23002H_070M,B23002H_071E,B23002H_071M,B23002H_072E,B23002H_072M,B23002H_073E,B23002H_073M,B23002H_074E,B23002H_074M,B23002H_075E,B23002H_075M,B23002H_076E,B23002H_076M,B23002H_077E,B23002H_077M,B23002H_078E,B23002H_078M,B23002H_079E,B23002H_079M,NAME,B23002H_001EA,B23002H_001MA,B23002H_002EA,B23002H_002MA,B23002H_003EA,B23002H_003MA,B23002H_004EA,B23002H_004MA,B23002H_005EA,B23002H_005MA,B23002H_006EA,B23002H_006MA,B23002H_007EA,B23002H_007MA,B23002H_008MA,B23002H_008EA,B23002H_009MA,B23002H_009EA,B23002H_010EA,B23002H_010MA,B23002H_011EA,B23002H_011MA,B23002H_012EA,B23002H_012MA,B23002H_013EA,B23002H_013MA,B23002H_014EA,B23002H_014MA,B23002H_015EA,B23002H_015MA,B23002H_016MA,B23002H_016EA,B23002H_017EA,B23002H_017MA,B23002H_018EA,B23002H_018MA,B23002H_019EA,B23002H_019MA,B23002H_020MA,B23002H_020EA,B23002H_021MA,B23002H_021EA,B23002H_022MA,B23002H_022EA,B23002H_023EA,B23002H_023MA,B23002H_024EA,B23002H_024MA,B23002H_025EA,B23002H_025MA,B23002H_026EA,B23002H_026MA,B23002H_027MA,B23002H_027EA,B23002H_028EA,B23002H_028MA,B23002H_029EA,B23002H_029MA,B23002H_030MA,B23002H_030EA,B23002H_031MA,B23002H_031EA,B23002H_032MA,B23002H_032EA,B23002H_033EA,B23002H_033MA,B23002H_034EA,B23002H_034MA,B23002H_035EA,B23002H_035MA,B23002H_036EA,B23002H_036MA,B23002H_037EA,B23002H_037MA,B23002H_038MA,B23002H_038EA,B23002H_039EA,B23002H_039MA,B23002H_040EA,B23002H_040MA,B23002H_041EA,B23002H_041MA,B23002H_042EA,B23002H_042MA,B23002H_043MA,B23002H_043EA,B23002H_044MA,B23002H_044EA,B23002H_045EA,B23002H_045MA,B23002H_046EA,B23002H_046MA,B23002H_047EA,B23002H_047MA,B23002H_048EA,B23002H_048MA,B23002H_049MA,B23002H_049EA,B23002H_050EA,B23002H_050MA,B23002H_051EA,B23002H_051MA,B23002H_052EA,B23002H_052MA,B23002H_053MA,B23002H_053EA,B23002H_054MA,B23002H_054EA,B23002H_055EA,B23002H_055MA,B23002H_056EA,B23002H_056MA,B23002H_057EA,B23002H_057MA,B23002H_058EA,B23002H_058MA,B23002H_059EA,B23002H_059MA,B23002H_060EA,B23002H_060MA,B23002H_061EA,B23002H_061MA,B23002H_062EA,B23002H_062MA,B23002H_063EA,B23002H_063MA,B23002H_064EA,B23002H_064MA,B23002H_065MA,B23002H_065EA,B23002H_066MA,B23002H_066EA,B23002H_067MA,B23002H_067EA,B23002H_068EA,B23002H_068MA,B23002H_069EA,B23002H_069MA,B23002H_070EA,B23002H_070MA,B23002H_071MA,B23002H_071EA,B23002H_072EA,B23002H_072MA,B23002H_073EA,B23002H_073MA,B23002H_074EA,B23002H_074MA,B23002H_075MA,B23002H_075EA,B23002H_076MA,B23002H_076EA,B23002H_077MA,B23002H_077EA,B23002H_078EA,B23002H_078MA,B23002H_079EA,B23002H_079MA,state
0400000US08,3231639,3505,1617291,2335,89356,2662,42026,2620,1786,563,40240,2710,34817,2485,5423,1125,47330,3276,119486,2199,97372,3060,5594,976,91778,3147,84296,3253,7482,1564,22114,2698,826056,1800,754930,4889,10807,1540,744123,4859,720865,5279,23258,2712,71126,4620,272692,487,203469,3734,188,223,203281,3767,196986,3817,6295,1132,69223,3661,112489,3043,47120,2868,46048,2813,1072,478,65369,3563,197212,3072,34578,2634,33849,2667,729,427,162634,3249,1614348,2475,80669,2570,41303,2528,475,319,40828,2565,36029,2463,4799,996,39366,2579,107683,1843,88549,2467,760,364,87789,2450,84537,2604,3252,765,19134,2272,777560,1544,641171,6176,1608,628,639563,6111,622799,5852,16764,2203,136389,5776,286018,575,188760,3675,0,204,188760,3675,184863,3737,3897,774,97258,3599,119129,3186,39688,2273,38739,2216,949,390,79441,3053,243289,3201,25762,2647,23982,2237,1780,1334,217527,3523,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4290168,4247,2090518,3205,139233,3659,59621,3655,0,198,59621,3655,52334,3619,7287,1367,79612,3934,173520,2511,136609,3335,539,339,136070,3312,126071,3816,9999,1742,36911,3470,991227,1412,884053,5034,1983,750,882070,5130,853769,5830,28301,3195,107174,4966,367749,618,267153,4385,99,167,267054,4395,261628,4410,5426,1054,100596,4292,145852,3411,51991,2915,49902,2780,2089,713,93861,3562,272937,3576,40137,2677,38863,2649,1274,506,232800,3492,2199650,2899,126943,3154,63195,3198,0,198,63195,3198,55650,3216,7545,1396,63748,3279,170437,2048,134679,3577,0,198,134679,3577,126921,3516,7758,1513,35758,2957,989491,1279,775907,6661,311,247,775596,6690,751488,7312,24108,2722,213584,6383,384506,643,232583,4534,0,198,232583,4534,227961,4492,4622,949,151923,4437,162391,3654,46453,2603,45336,2689,1117,494,115938,4004,365882,3624,32249,2771,31022,2608,1227,863,333633,3833,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3075912,3140,1493889,2522,95449,2879,40774,2761,364,188,40410,2784,33628,2636,6782,1368,54675,2821,124209,2713,98157,3515,3078,567,95079,3507,87314,3801,7765,1601,26052,2545,718504,1662,594766,5192,4025,866,590741,5278,565143,5480,25598,3103,123738,5094,256707,288,152535,3673,0,197,152535,3673,148059,3670,4476,1256,104172,3679,106764,2909,32464,2287,31489,2274,975,450,74300,2821,192256,2930,26363,2257,25489,2319,874,457,165893,2829,1582023,2465,90607,3227,42536,2897,0,197,42536,2897,37551,2645,4985,1177,48071,2790,116390,2431,84635,2827,0,197,84635,2827,78880,2913,5755,1182,31755,2601,724526,1356,532321,6053,213,169,532108,6020,509082,6609,23026,3218,192205,6204,276624,486,141951,4514,0,197,141951,4514,139408,4430,2543,765,134673,4583,116205,2742,28131,2229,27604,2203,527,316,88074,2811,257671,2857,20599,1996,20018,1965,581,354,237072,3460,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2230864,2570,1088476,2061,69072,3247,22028,2017,1203,670,20825,2059,15216,1942,5609,1272,47044,2931,80204,2725,59219,2725,2823,821,56396,2815,51774,2916,4622,1264,20985,2764,522885,2193,450881,4484,5437,1333,445444,4422,427577,5436,17867,2856,72004,4353,190370,144,129902,3566,31,52,129871,3569,125712,3825,4159,1191,60468,3578,79895,2952,29679,2327,28733,2310,946,465,50216,2871,146050,2937,23055,2030,22370,2004,685,378,122995,3193,1142388,2405,59696,2967,21384,2664,75,258,21309,2613,18436,2525,2873,893,38312,3137,80201,2578,56340,3439,302,254,56038,3459,51984,3510,4054,955,23861,2980,523222,1820,389410,5420,562,413,388848,5400,373233,5913,15615,2595,133812,5286,201105,178,106942,3700,89,157,106853,3689,105057,3655,1796,611,94163,3696,86280,3207,21180,2074,20848,2087,332,232,65100,2981,191884,3136,14753,1824,14557,1776,196,211,177131,3272,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6476152,4315,3157158,3436,179587,2893,75922,3502,1040,780,74882,3382,63438,3171,11444,1451,103665,3474,232388,1755,178942,4107,1971,1019,176971,4274,163800,4064,13171,1794,53446,3927,1495029,2051,1358312,6296,4355,1047,1353957,6437,1309032,6501,44925,3147,136717,6027,580028,667,434089,4866,95,87,433994,4863,418366,5262,15628,2115,145939,4878,231863,3875,90313,3241,87671,3248,2642,654,141550,3813,438263,3844,64893,3242,63909,3328,984,365,373370,4292,3318994,3196,169541,3213,75240,2976,271,339,74969,3025,66199,2872,8770,1281,94301,3477,217360,2515,170536,3660,218,234,170318,3690,159281,3967,11037,1831,46824,3010,1480532,1482,1217186,7518,168,131,1217018,7500,1180536,7806,36482,2673,263346,7246,603164,788,387310,5168,0,190,387310,5168,376065,5360,11245,1494,215854,5133,243609,4357,76283,3422,73692,3411,2591,735,167326,4023,604788,4432,53764,2936,51741,2993,2023,558,551024,4682,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2195486,2441,1076286,1680,74381,3127,37519,2750,57,78,37462,2742,33829,2547,3633,988,36862,2658,88306,2445,71672,3113,410,477,71262,3104,66197,3072,5065,1572,16634,1968,489721,911,445980,3301,605,314,445375,3381,433975,3462,11400,1296,43741,3210,191923,182,146938,2468,53,86,146885,2469,144099,2541,2786,641,44985,2459,78909,2498,33302,2025,32990,2024,312,167,45607,1876,153046,2498,24190,1739,23806,1726,384,230,128856,2530,1119200,1667,69572,1753,38786,2324,0,163,38786,2324,34784,2345,4002,891,30786,2087,87649,1822,73653,2199,0,163,73653,2199,69873,2339,3780,975,13996,1666,478743,954,404956,3618,113,112,404843,3616,394603,4127,10240,1528,73787,3385,197283,330,137857,2735,0,163,137857,2735,135801,2794,2056,461,59426,2751,84244,2714,25294,1658,24847,1641,447,325,58950,2386,201709,2712,17117,1709,16869,1700,248,139,184592,2758,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1026837,1646,502557,1537,30064,1371,15092,1442,105,188,14987,1437,13017,1526,1970,889,14972,1767,37998,910,31232,1180,305,392,30927,1257,28095,1709,2832,1049,6766,1064,227406,976,207734,2473,713,384,207021,2448,200280,2860,6741,1515,19672,2373,98920,75,75746,2091,0,192,75746,2091,74028,2135,1718,614,23174,2067,39136,1889,17392,1434,17121,1453,271,199,21744,1659,69033,1894,12727,1433,12565,1450,162,125,56306,1654,524280,975,32341,1898,18258,1669,0,192,18258,1669,17178,1691,1080,457,14083,1454,34533,1717,29364,1726,0,192,29364,1726,27523,1863,1841,844,5169,1167,226625,250,188286,2734,0,192,188286,2734,184225,2945,4061,936,38339,2727,102699,61,68473,2016,0,192,68473,2016,67030,2088,1443,539,34226,2013,39610,1830,12574,1538,12376,1516,198,163,27036,1743,88472,1850,10638,1214,10572,1194,66,112,77834,2101,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1782959,2088,866228,1957,52993,2706,20281,2094,221,241,20060,2058,16668,1949,3392,1054,32712,2624,67047,2237,49920,2954,184,244,49736,2960,45679,2951,4057,1128,17127,1997,402669,1438,334256,4786,1905,671,332351,4842,321945,4901,10406,1718,68413,4320,147156,38,91616,2784,32,56,91584,2786,89376,2768,2208,672,55540,2783,62765,2486,19939,1573,19434,1535,505,383,42826,2465,133598,2487,19550,2289,19343,2262,207,196,114048,2492,916731,1496,51141,2387,16778,1823,0,201,16778,1823,13403,1702,3375,942,34363,2198,64530,1793,46259,2383,36,45,46223,2375,43588,2344,2635,698,18271,2011,402754,1168,295260,4360,197,283,295063,4367,286172,4648,8891,1491,107494,4322,156514,11,83347,2866,0,201,83347,2866,81435,2924,1912,656,73167,2868,70962,2770,18165,1827,17951,1800,214,205,52797,2660,170830,2770,13122,1824,12944,1814,178,162,157708,2693,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,511752,904,245731,647,13588,602,5963,1101,129,154,5834,1099,4794,904,1040,501,7625,1073,15449,150,12602,764,473,314,12129,811,10945,848,1184,630,2847,733,105463,100,91522,1761,1473,610,90049,1740,85695,2016,4354,1399,13941,1780,46029,39,33131,1510,0,200,33131,1510,32264,1542,867,530,12898,1512,21850,1351,7870,1230,7464,1237,406,359,13980,1228,43352,1351,6722,1020,6451,980,271,230,36630,1656,266021,667,12876,583,6423,961,0,200,6423,961,5947,972,476,299,6453,981,14733,249,10395,983,80,119,10315,987,9761,907,554,311,4338,959,108208,283,89188,2215,0,200,89188,2215,85689,2063,3499,1194,19020,2241,51435,98,30053,1817,0,200,30053,1817,29170,1817,883,511,21382,1798,24003,1608,7780,1231,7514,1226,266,223,16223,1405,54766,1608,5857,1026,5546,1088,311,244,48909,1717,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3664737,2828,1806574,2129,103664,2032,52370,2184,83,91,52287,2168,47504,2236,4783,751,51294,2346,134005,801,111494,2192,236,204,111258,2173,104737,2579,6521,1209,22511,2218,854968,819,795699,3691,1250,589,794449,3685,772550,3495,21899,2010,59269,3485,335708,277,258203,3543,139,155,258064,3528,251411,3508,6653,828,77505,3534,133869,2808,49731,2478,48467,2367,1264,406,84138,2595,244360,2813,36170,2507,35594,2505,576,203,208190,3312,1858163,1723,99835,1636,57180,2297,0,147,57180,2297,54411,2493,2769,750,42655,2262,130742,954,113966,2268,15,27,113951,2273,109511,2402,4440,979,16776,1945,831750,708,727561,4544,149,121,727412,4559,712845,4455,14567,1695,104189,4556,342301,299,240427,3781,0,147,240427,3781,235481,3729,4946,901,101874,3763,137584,3062,42745,2511,42337,2468,408,223,94839,2779,315951,3063,25834,1735,25500,1723,334,195,290117,3168,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
