GEO_ID,B19019_001E,B19019_001M,B19019_002E,B19019_002M,B19019_003E,B19019_003M,B19019_004E,B19019_004M,B19019_005E,B19019_005M,B19019_006E,B19019_006M,B19019_007E,B19019_007M,B19019_008E,B19019_008M,NAME,B19019_001EA,B19019_001MA,B19019_002EA,B19019_002MA,B19019_003EA,B19019_003MA,B19019_004EA,B19019_004MA,B19019_005EA,B19019_005MA,B19019_006EA,B19019_006MA,B19019_007MA,B19019_007EA,B19019_008EA,B19019_008MA,state
0400000US08,71953,655,37332,815,80349,1063,95245,2202,104380,3196,100091,5714,95997,4847,102066,8876,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,55746,522,30018,635,63199,997,73285,2278,84677,1864,82152,2417,84025,5180,76246,5385,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,50247,567,25538,609,56582,983,66308,2050,77138,2668,73513,4533,72459,6644,68126,5835,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,47905,740,24445,639,55274,1131,64453,2273,79676,3230,72850,5400,72288,7724,72604,9523,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,65030,500,33133,781,73240,817,83611,2030,100424,1224,92776,3483,92028,3924,98071,4920,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,59955,877,30686,766,68293,1284,79382,2150,91690,2399,88483,4363,85218,4683,76505,10452,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,74991,1555,32489,1597,80082,2271,101958,3405,118377,4614,110390,7342,119955,36287,116386,20150,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,47062,713,23362,873,53458,1319,59419,2914,71581,3880,68414,3603,69391,7905,68650,6063,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,64805,1570,32265,1665,72785,2557,84709,3706,97446,6802,92374,16038,76126,19243,99395,23010,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,70315,539,34966,753,77345,862,97178,1838,110507,2055,105456,3639,95658,6929,91219,8159,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,55328,1172,27454,1429,63605,1767,74730,4258,85192,5407,80472,8171,57543,9464,75032,15164,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,55602,1326,26226,1206,66173,1842,78309,5021,91529,4330,88143,7273,77558,6934,84375,15390,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,53855,573,29310,743,62092,797,69227,1924,84153,1831,75358,3850,75545,6290,70943,7491,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,58756,711,31568,588,65719,1043,73795,2145,85940,2047,77544,2884,74634,5015,78978,5885,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,74346,2288,40421,2456,77493,4919,99869,5265,103833,6477,95043,9152,105753,12720,88863,16313,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,49861,783,23825,633,56714,972,66917,1977,80793,2323,75765,3462,68552,10089,71309,9796,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,60782,1551,30728,1463,71908,3278,84567,4766,98683,6849,87313,9098,93112,25567,56475,4746,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,58646,1133,32415,958,66402,1493,78409,3336,80366,3287,79154,4613,82174,6348,90683,12269,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,44097,1016,23043,772,51513,1065,63783,3741,74623,4250,61550,7656,67142,15194,61210,9858,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,51924,450,27627,794,59758,1010,65790,1046,74533,2343,68964,2901,76411,4659,76405,7641,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,60773,391,30960,436,68585,971,83195,2110,96127,1706,87523,3127,84739,6591,80951,7338,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,20296,426,11247,370,22447,523,27360,1055,33117,2147,32113,3464,30923,3869,40424,6741,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,72577,686,37368,794,79827,1168,91210,1763,107254,2765,103168,3926,103166,5429,104618,8828,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,63837,2324,35248,2052,76633,2339,85437,5915,96404,7758,106399,7760,99406,23263,64639,10658,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,52306,631,26969,656,61055,1023,66334,1462,79314,1956,73243,3744,74133,5791,65657,4606,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,63426,1056,31945,675,70630,1055,81914,3198,92516,3549,86339,5276,89859,10033,94224,11909,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,61584,1401,31212,1425,72489,3373,82113,8348,92776,8126,86810,10509,74617,9348,86496,21671,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,75277,317,38580,699,81514,664,91004,808,100746,893,90651,1114,88561,2133,101166,2399,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,44717,793,22682,897,51012,1408,59956,3069,68011,3836,68672,3405,70823,3613,56448,16102,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,76348,921,37053,1097,88444,1732,101700,2352,121962,3784,106115,6537,113241,19739,132106,34735,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,60629,279,33277,664,67256,656,75093,1377,85371,1425,77535,1890,73128,2309,76105,3680,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,83242,1022,43653,1213,90807,1256,106311,1998,124458,2427,112045,6808,116818,6738,125790,13212,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,55462,384,30138,348,63076,621,70365,803,81376,997,77303,1953,76076,2952,84597,9560,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,79835,970,35533,790,86720,1361,107873,2161,130119,3023,127314,4447,129613,7003,130976,15912,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,85203,3414,59146,4856,122761,6395,132380,11453,151127,19793,112093,33254,148911,70396,71163,58625,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,71414,741,35546,1264,69375,1904,80604,2105,90401,2593,95711,3356,100723,4371,104974,4801,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,67844,637,33593,639,75464,755,90537,1314,105732,1637,99168,2641,97249,4757,102209,3327,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,81740,687,38713,935,86281,1360,106472,1891,126894,2336,121809,3571,121761,5673,117891,9065,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,56111,425,29381,509,65254,537,76954,1163,90494,1686,85453,2986,77835,2700,80612,3875,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,54478,751,29129,673,61585,781,72912,1601,87490,2464,81997,4619,75994,6468,73655,12008,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,60905,315,29889,521,67786,700,82726,1398,100488,1176,93782,2452,86180,6857,80176,9776,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,56697,406,29993,402,63944,675,77872,1349,89848,1805,82168,2527,79079,3526,78270,4754,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,59566,1072,30724,823,68215,1908,79003,3555,94462,4123,85219,5964,87818,7145,79795,13692,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,55583,915,27790,1569,61659,1449,68916,3855,77364,4229,71353,7062,78002,11941,83538,10337,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,47169,900,25730,1282,55636,1533,63681,2298,66534,5571,62212,4472,67026,7977,71729,11094,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,80212,2020,38101,2966,78294,3109,100284,3488,115950,6037,106173,7437,141893,7222,168635,20433,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,56274,1454,30557,800,67307,2360,71296,5575,83154,5175,88535,9486,67288,10377,72989,8928,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
