GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001MA,B14004_001EA,B14004_002MA,B14004_002EA,B14004_003MA,B14004_003EA,B14004_004MA,B14004_004EA,B14004_005MA,B14004_005EA,B14004_006MA,B14004_006EA,B14004_007MA,B14004_007EA,B14004_008MA,B14004_008EA,B14004_009MA,B14004_009EA,B14004_010MA,B14004_010EA,B14004_011EA,B14004_011MA,B14004_012MA,B14004_012EA,B14004_013MA,B14004_013EA,B14004_014MA,B14004_014EA,B14004_015MA,B14004_015EA,B14004_016MA,B14004_016EA,B14004_017MA,B14004_017EA,B14004_018MA,B14004_018EA,B14004_019MA,B14004_019EA,B14004_020MA,B14004_020EA,B14004_021MA,B14004_021EA,B14004_022MA,B14004_022EA,B14004_023MA,B14004_023EA,B14004_024MA,B14004_024EA,B14004_025MA,B14004_025EA,B14004_026MA,B14004_026EA,B14004_027MA,B14004_027EA,B14004_028MA,B14004_028EA,B14004_029MA,B14004_029EA,B14004_030MA,B14004_030EA,B14004_031MA,B14004_031EA,B14004_032MA,B14004_032EA,B14004_033EA,B14004_033MA,state
0400000US08,4643242,3035,2324144,3672,146197,6045,710,411,86721,4188,36978,3253,21788,2544,30145,2919,0,204,11801,1750,7819,1419,10525,1813,2147802,7463,108004,2508,176082,4995,420199,5708,1443517,4304,2319098,3328,160583,5961,1049,610,94375,4507,37623,3015,27536,2612,42886,3493,15,30,16560,1882,14232,2358,12079,1709,2115629,7502,104638,2150,143000,5064,372805,4726,1495186,3929,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5392554,3850,2630369,4390,144593,5645,894,454,97667,4310,26679,2696,19353,2453,39650,3626,113,105,25822,2739,8444,1983,5271,1165,2446126,7410,135446,2511,214897,5404,404851,4861,1690932,4319,2762185,4386,174726,6611,549,356,108756,4525,36647,3332,28774,2755,52572,4177,132,134,31988,2547,9398,1912,11054,2018,2534887,7728,130599,2695,177798,4565,388227,5504,1838263,4307,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3629102,3031,1769333,3523,93269,4907,802,472,60547,3634,18889,1996,13031,1711,20104,2572,75,123,11642,2102,4189,908,4198,1112,1655960,5939,87410,2183,144967,4350,266873,3481,1156710,3891,1859769,3655,117702,4814,857,454,75299,3658,22544,2334,19002,2064,25843,2357,65,91,13881,1843,6310,1167,5587,1089,1716224,5891,79272,2211,114871,4233,260715,3505,1261366,4154,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3742752,2833,1805868,4161,90163,5442,30,50,57188,4342,18677,2621,14268,2038,21698,3489,48,86,12434,2915,4951,1286,4265,1062,1694007,6978,92795,3247,152237,5629,296469,5696,1152506,4850,1936884,3955,126674,6183,760,557,74697,5043,29648,3202,21569,2122,33001,3160,38,52,15995,2027,9809,1839,7159,1329,1777209,7504,86688,3014,124109,5043,285701,5932,1280711,4529,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10381247,2772,5059081,3380,263499,7224,1884,661,171416,6627,52736,3698,37463,3306,124930,6107,215,209,70573,4400,35175,3333,18967,1992,4670652,8081,255041,2371,359202,6493,804468,6069,3251941,5367,5322166,3498,305420,7871,1210,518,183326,6000,68221,4099,52663,3666,158883,6178,506,363,86432,3993,37895,3486,34050,2791,4857863,9847,237113,2036,307953,6269,767022,5921,3545775,5684,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2545586,2869,1252744,3239,72394,4286,155,191,51013,3548,12616,1661,8610,1612,23560,2343,5,10,16508,1977,2748,708,4299,902,1156790,5270,64470,1750,94592,4071,185617,3014,812111,3690,1292842,2770,78779,4204,182,141,53626,3705,14689,2274,10282,1369,31376,2385,38,71,20975,1800,5169,1171,5194,1042,1182687,5096,57980,1417,81250,3711,173668,3198,869789,3401,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1147794,1036,564372,1636,26259,2326,27,57,19673,2005,3383,951,3176,823,12465,1709,0,192,7330,1243,2535,781,2600,1004,525648,2383,24795,854,37795,2255,81123,1683,381935,1966,583422,1587,29702,2717,437,368,17856,2209,5107,1200,6302,1287,18793,2185,28,60,10701,1504,4535,1319,3529,1005,534927,3151,24177,1032,34227,2170,71139,1977,405384,2197,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2429708,3636,1178871,3696,61794,4417,304,233,41359,3548,12040,1823,8091,1484,12933,1719,76,125,8045,1595,2494,792,2318,686,1104144,5474,59508,2241,99384,4713,180885,3738,764367,3887,1250837,3727,79910,4808,337,213,47258,3810,17632,2289,14683,2276,14037,1866,129,220,9041,1758,2006,682,2861,630,1156890,6554,59489,2682,82839,3802,177880,3756,836682,3394,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,798598,418,382718,890,21446,2358,183,246,14766,1623,4332,1083,2165,738,5041,1356,78,130,1981,743,1448,695,1534,697,356231,2870,17276,533,25845,1711,58017,1364,255093,1391,415880,910,25422,2603,0,200,17269,1885,3055,876,5098,1073,7602,1429,0,200,3272,1033,2344,879,1986,623,382856,2956,17040,614,21188,1621,58203,1718,286425,1485,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4525167,2579,2239045,3619,124462,5194,508,322,74436,4098,28783,2556,20735,1967,36718,2834,59,83,22338,2173,7612,1424,6709,983,2077865,6037,111471,1672,157620,3620,350851,3570,1457923,3469,2286122,2601,147306,5733,674,574,85810,4380,34021,2790,26801,2542,53994,4106,161,151,30695,2733,11128,1660,12010,1840,2084822,6622,103162,1526,129004,3893,327146,4246,1525510,3489,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
