GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001MA,B25006_001EA,B25006_002MA,B25006_002EA,B25006_003EA,B25006_003MA,B25006_004EA,B25006_004MA,B25006_005MA,B25006_005EA,B25006_006MA,B25006_006EA,B25006_007MA,B25006_007EA,B25006_008EA,B25006_008MA,B25006_009EA,B25006_009MA,B25006_010MA,B25006_010EA,state
0400000US08,2176757,7548,1891210,7909,87423,4147,20047,2128,60599,3029,2469,792,58706,3915,56303,3635,8127,1493,48176,3326,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,2216065,11405,240478,5675,5651,1144,48965,2502,1053,537,46387,3770,40570,3739,5405,1436,35165,3440,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1530685,8928,143544,3789,2135,763,20095,1774,1323,766,11921,1792,23010,2834,2098,821,20912,2828,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1130618,8671,532586,7372,8466,1482,23434,1568,338,213,18260,2837,23518,2654,2836,742,20682,2477,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3664221,13727,672761,9671,12074,1735,245152,4623,1396,617,190372,5818,78888,4372,14114,1862,64774,4188,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,1179050,7943,36410,2387,3494,763,26213,2054,1071,645,8917,1678,12718,1903,812,456,11906,1833,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,503097,4897,6411,1107,1412,549,10301,1076,219,220,2307,837,7465,1501,556,408,6909,1430,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,916121,6731,170391,4882,6267,1281,15267,1635,1931,258,24078,2400,22292,2471,778,448,21514,2340,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,261689,4128,79735,2903,1643,520,13006,1102,556,558,4968,1099,6074,1419,366,281,5708,1370,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1917487,6520,116958,3480,18491,1469,76066,2921,545,293,27447,2184,37458,3190,2810,638,34648,3035,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,431421,4444,396231,4741,1250,626,18601,1574,2635,747,487,394,2068,811,10149,1405,471,326,9678,1399,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,570307,5261,548426,4827,4907,947,3244,593,4561,1008,78,116,946,434,8145,1433,314,216,7831,1392,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4011462,16617,2862129,13476,852982,9371,42701,2299,99942,3623,2869,849,85558,4893,65281,5029,5718,1240,59563,4691,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3803012,14400,2333249,13079,1179551,12906,11933,1935,134715,4105,4263,1510,76499,4931,62802,4940,9245,1815,53557,4583,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,254551,3266,182659,3040,8478,1065,29780,1584,12755,1255,2389,693,3480,886,15010,2067,690,412,14320,1998,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1855184,11821,1285812,9516,493021,8071,8759,1410,21536,1871,761,595,19859,2467,25436,2945,2198,796,23238,2641,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,261373,3502,249621,3466,2432,757,718,482,3045,704,106,208,753,385,4698,1009,130,149,4568,1014,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1129810,6479,780236,7229,104371,3565,15750,1462,84513,2936,6088,943,100525,4474,38327,3050,7070,1393,31257,2838,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,734703,6052,692350,6464,26856,2264,1207,554,4710,1037,438,350,1447,693,7695,1413,278,206,7417,1365,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1485310,6108,1134498,6150,107725,3407,102119,3143,27156,1583,952,393,30607,2341,82253,3461,2515,447,79738,3433,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2371960,6714,2098240,7704,135758,4063,19442,1380,50967,2516,433,248,35285,2871,31835,2901,3146,939,28689,2806,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1179637,9819,763228,9460,150486,5810,1612,555,2144,797,101,125,206035,7016,56031,3755,4104,782,51927,3560,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,3175524,13138,2261200,11948,597962,8491,8333,1263,172201,4777,1646,589,54606,3342,79576,4998,7639,1505,71937,4946,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,319355,4442,284841,4081,9134,1196,11559,1223,4129,962,285,358,3464,1213,5943,1209,533,446,5410,1168,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1927991,12233,1352947,10101,496173,7275,7862,1440,23610,1521,986,850,24437,2963,21976,2781,2961,978,19015,2605,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1639970,6988,1434525,7485,27381,1781,18511,1951,63522,2800,4520,972,38497,3372,53014,3552,4735,1314,48279,3500,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
