GEO_ID,B25103_001E,B25103_001M,B25103_002E,B25103_002M,B25103_003E,B25103_003M,NAME,B25103_001EA,B25103_001MA,B25103_002EA,B25103_002MA,B25103_003MA,B25103_003EA,state
0400000US08,1808,17,1896,22,1558,36,Colorado,null,null,null,null,null,null,08
0400000US18,1214,12,1273,13,1080,25,Indiana,null,null,null,null,null,null,18
0400000US21,1239,14,1418,18,916,26,Kentucky,null,null,null,null,null,null,21
0400000US22,912,23,1107,31,644,33,Louisiana,null,null,null,null,null,null,22
0400000US17,4480,30,4900,41,3712,51,Illinois,null,null,null,null,null,null,17
0400000US19,2354,28,2527,35,2053,55,Iowa,null,null,null,null,null,null,19
0400000US33,5641,71,5841,75,5222,154,New Hampshire,null,null,null,null,null,null,33
0400000US05,815,19,935,23,682,24,Arkansas,null,null,null,null,null,null,05
0400000US10,1472,34,1632,45,1204,58,Delaware,null,null,null,null,null,null,10
0400000US27,2542,16,2639,22,2348,25,Minnesota,null,null,null,null,null,null,27
0400000US30,2014,51,2172,66,1834,54,Montana,null,null,null,null,null,null,30
0400000US23,2579,39,2714,47,2314,78,Maine,null,null,null,null,null,null,23
0400000US37,1453,9,1625,18,1181,20,North Carolina,null,null,null,null,null,null,37
0400000US13,1712,16,1970,20,1198,23,Georgia,null,null,null,null,null,null,13
0400000US02,3250,97,3590,121,2489,197,Alaska,null,null,null,null,null,null,02
0400000US01,591,9,692,12,451,16,Alabama,null,null,null,null,null,null,01
0400000US50,4297,76,4366,97,4180,135,Vermont,null,null,null,null,null,null,50
0400000US32,1640,26,1707,28,1472,43,Nevada,null,null,null,null,null,null,32
0400000US54,727,15,870,24,593,18,West Virginia,null,null,null,null,null,null,54
0400000US40,1237,16,1470,22,864,26,Oklahoma,null,null,null,null,null,null,40
0400000US55,3267,17,3368,24,3080,34,Wisconsin,null,null,null,null,null,null,55
0400000US72,634,37,718,47,536,56,Puerto Rico,null,null,null,null,null,null,72
0400000US51,2261,24,2509,31,1748,34,Virginia,null,null,null,null,null,null,51
0400000US38,1971,49,2325,78,1543,72,North Dakota,null,null,null,null,null,null,38
0400000US45,939,11,1106,17,691,19,South Carolina,null,null,null,null,null,null,45
0400000US41,3140,33,3265,36,2852,50,Oregon,null,null,null,null,null,null,41
0400000US56,1372,28,1406,33,1307,59,Wyoming,null,null,null,null,null,null,56
0400000US06,3963,20,4479,28,2842,27,California,null,null,null,null,null,null,06
0400000US28,960,27,1225,36,668,28,Mississippi,null,null,null,null,null,null,28
0400000US09,5889,42,5985,54,5688,89,Connecticut,null,null,null,null,null,null,09
0400000US48,3216,24,4008,43,2059,38,Texas,null,null,null,null,null,null,48
0400000US24,3456,26,3530,30,3257,49,Maryland,null,null,null,null,null,null,24
0400000US12,1938,16,2151,25,1662,27,Florida,null,null,null,null,null,null,12
0400000US25,4790,28,4801,39,4767,52,Massachusetts,null,null,null,null,null,null,25
0400000US11,3539,156,3691,168,2880,333,District of Columbia,null,null,null,null,null,null,11
0400000US49,1778,14,1788,19,1750,34,Utah,null,null,null,null,null,null,49
0400000US36,5525,40,5837,46,4992,59,New York,null,null,null,null,null,null,36
0400000US34,8353,46,8521,53,7979,94,New Jersey,null,null,null,null,null,null,34
0400000US39,2296,16,2518,22,1914,27,Ohio,null,null,null,null,null,null,39
0400000US29,1546,21,1710,25,1329,26,Missouri,null,null,null,null,null,null,29
0400000US42,2871,19,3189,30,2408,25,Pennsylvania,null,null,null,null,null,null,42
0400000US26,2387,13,2574,16,2080,28,Michigan,null,null,null,null,null,null,26
0400000US31,2689,35,2903,50,2304,63,Nebraska,null,null,null,null,null,null,31
0400000US16,1478,21,1538,45,1385,35,Idaho,null,null,null,null,null,null,16
0400000US35,1354,26,1561,53,1032,52,New Mexico,null,null,null,null,null,null,35
0400000US15,1730,52,1807,66,1557,110,Hawaii,null,null,null,null,null,null,15
0400000US46,2159,51,2350,58,1853,72,South Dakota,null,null,null,null,null,null,46
0400000US53,3579,26,3659,32,3380,52,Washington,null,null,null,null,null,null,53
0400000US44,4288,70,4361,70,4084,152,Rhode Island,null,null,null,null,null,null,44
0400000US04,1517,19,1591,22,1385,21,Arizona,null,null,null,null,null,null,04
0400000US47,1205,11,1319,15,1008,20,Tennessee,null,null,null,null,null,null,47
0400000US20,2203,28,2395,32,1919,43,Kansas,null,null,null,null,null,null,20
