GEO_ID,B05003A_001E,B05003A_001M,B05003A_002E,B05003A_002M,B05003A_003E,B05003A_003M,B05003A_004E,B05003A_004M,B05003A_005E,B05003A_005M,B05003A_006E,B05003A_006M,B05003A_007E,B05003A_007M,B05003A_008E,B05003A_008M,B05003A_009E,B05003A_009M,B05003A_010E,B05003A_010M,B05003A_011E,B05003A_011M,B05003A_012E,B05003A_012M,B05003A_013E,B05003A_013M,B05003A_014E,B05003A_014M,B05003A_015E,B05003A_015M,B05003A_016E,B05003A_016M,B05003A_017E,B05003A_017M,B05003A_018E,B05003A_018M,B05003A_019E,B05003A_019M,B05003A_020E,B05003A_020M,B05003A_021E,B05003A_021M,B05003A_022E,B05003A_022M,B05003A_023E,B05003A_023M,NAME,B05003A_001EA,B05003A_001MA,B05003A_002EA,B05003A_002MA,B05003A_003MA,B05003A_003EA,B05003A_004EA,B05003A_004MA,B05003A_005EA,B05003A_005MA,B05003A_006EA,B05003A_006MA,B05003A_007EA,B05003A_007MA,B05003A_008EA,B05003A_008MA,B05003A_009MA,B05003A_009EA,B05003A_010MA,B05003A_010EA,B05003A_011MA,B05003A_011EA,B05003A_012EA,B05003A_012MA,B05003A_013EA,B05003A_013MA,B05003A_014MA,B05003A_014EA,B05003A_015MA,B05003A_015EA,B05003A_016MA,B05003A_016EA,B05003A_017EA,B05003A_017MA,B05003A_018EA,B05003A_018MA,B05003A_019MA,B05003A_019EA,B05003A_020MA,B05003A_020EA,B05003A_021MA,B05003A_021EA,B05003A_022EA,B05003A_022MA,B05003A_023EA,B05003A_023MA,state
0400000US13,6127645,17468,3028552,11048,678311,6180,666985,6512,11326,2180,1821,835,9505,1942,2350241,8119,2164302,9211,185939,8664,69175,5875,116764,6930,3099093,9837,635732,6574,626211,6559,9521,2256,1422,649,8099,2115,2463361,5795,2277346,7935,186015,8306,79335,5683,106680,6015,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,474555,3233,250921,2040,50751,982,50387,993,364,269,94,116,270,240,200170,1799,192145,2024,8025,1453,5070,1073,2955,790,223634,1868,48623,1213,48200,1303,423,411,23,40,400,408,175011,1305,166502,1870,8509,1378,4721,1013,3788,864,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3306838,7059,1624400,5065,348171,3719,346501,3656,1670,740,482,328,1188,730,1276229,2971,1249252,3223,26977,2445,11915,1673,15062,2263,1682438,4436,320361,3432,318809,3554,1552,740,434,267,1118,682,1362077,2588,1331419,3213,30658,2993,14447,2064,16211,2286,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,589337,1241,290530,944,54525,660,54043,811,482,432,184,180,298,344,236005,666,228852,1418,7153,1243,4381,907,2772,785,298807,894,50829,532,50416,628,413,361,157,188,256,323,247978,756,238287,1372,9691,1348,6177,1078,3514,928,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1924976,16699,979580,8979,197470,4758,194235,4864,3235,881,801,414,2434,759,782110,5865,674245,5971,107865,5398,51665,3732,56200,4158,945396,9409,187719,5228,184800,5158,2919,869,665,404,2254,839,757677,5810,649671,6262,108006,5486,56663,3897,51343,3945,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1679773,2458,827853,2749,168621,2217,168021,2325,600,592,50,84,550,589,659232,1863,652815,2097,6417,1529,3659,1104,2758,891,851920,2315,159796,2032,159113,2151,683,634,30,48,653,633,692124,1504,686940,1869,5184,1150,2964,854,2220,774,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2845906,8621,1407363,5523,313728,3344,309698,3273,4030,1164,638,388,3392,1108,1093635,3426,1036838,3813,56797,3767,17167,2077,39630,3336,1438543,4910,297307,2894,293502,3017,3805,1266,556,351,3249,1164,1141236,2910,1090510,3306,50726,3330,19081,1877,31645,2955,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4957243,8755,2465070,4855,506988,2702,502373,2945,4615,1337,966,425,3649,1282,1958082,3567,1894200,4325,63882,4011,31889,2829,31993,2530,2492173,5433,481848,3405,478317,3473,3531,880,745,382,2786,825,2010325,3104,1953412,4160,56913,3747,30123,2343,26790,2835,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2079304,22148,978563,11401,196009,5044,195377,5109,632,398,328,265,304,298,782554,9673,766627,9663,15927,2173,10030,1731,5897,1030,1100741,13486,185909,5744,184989,5743,920,503,268,267,652,413,914832,11259,897258,11429,17574,1928,10703,1682,6871,1131,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5737580,15329,2843564,9379,588536,5428,572043,5490,16493,2673,4077,1105,12416,2337,2255028,5823,2069901,7315,185127,7194,88948,4755,96179,6157,2894016,8794,562476,4630,549540,4945,12936,2431,3427,1289,9509,1895,2331540,6263,2129335,6735,202205,6653,111171,5586,91034,5478,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,651687,2325,333459,1903,71530,1262,71456,1267,74,111,74,111,0,161,261929,1195,257691,1603,4238,1270,1556,615,2682,1115,318228,1734,68040,1204,67956,1220,84,92,51,77,33,58,250188,1066,245739,1415,4449,1130,2596,955,1853,602,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3407706,8711,1671701,6008,339752,3691,335524,3646,4228,1600,712,452,3516,1593,1331949,3670,1268748,3962,63201,4502,27010,3059,36191,4051,1736005,5557,320448,3982,315844,3742,4604,2068,206,217,4398,2078,1415557,3143,1351752,4134,63805,4501,31546,3199,32259,3755,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3514983,11797,1735334,6411,346781,3673,342386,4081,4395,1793,797,697,3598,1679,1388553,4775,1283849,5464,104704,5153,41124,3602,63580,4930,1779649,7421,334725,3763,330238,4289,4487,1941,568,462,3919,1870,1444924,4752,1342735,6295,102189,5268,46620,3855,55569,4641,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,528453,2729,267434,2284,60119,1986,60036,1991,83,136,0,203,83,136,207315,1179,202818,1263,4497,1198,2041,813,2456,912,261019,2166,57325,1532,57140,1531,185,177,39,70,146,166,203694,1304,196865,1715,6829,1516,2739,1012,4090,1202,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,23535388,66698,11751139,37299,2556633,17616,2471140,18107,85493,6026,19310,2792,66183,5494,9194506,25603,7163727,24870,2030779,22763,958380,15059,1072399,17293,11784249,36375,2453366,17779,2373701,18393,79665,6010,17700,3350,61965,5179,9330883,24729,7208847,22643,2122036,19855,1096105,17674,1025931,17101,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1735455,3704,852592,3586,185461,3089,183710,3117,1751,741,69,116,1682,726,667131,2156,650603,2952,16528,2569,5240,1335,11288,2082,882863,2804,178363,2533,177713,2559,650,473,150,151,500,448,704500,1482,688935,1889,15565,1816,7129,1542,8436,1627,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2688136,12828,1309738,6582,252080,3263,247709,3381,4371,899,856,449,3515,827,1057658,5146,951801,6694,105857,6018,60857,3950,45000,4417,1378398,7704,237257,3410,232662,3629,4595,1297,425,276,4170,1245,1141141,5446,1022219,6483,118922,5141,74778,3742,44144,3816,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,21099066,40621,10497678,23117,2698051,14463,2612615,14397,85436,6769,8771,1958,76665,6376,7799627,15746,6444278,23486,1355349,21849,444022,13093,911327,18376,10601388,25905,2587737,14841,2498245,17075,89492,8408,10261,2016,79231,7666,8013651,16572,6656642,22106,1357009,19823,502908,12963,854101,17964,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3305047,13606,1627738,7893,328281,4058,321564,4067,6717,1578,1720,735,4997,1391,1299457,5543,1196567,5084,102890,5431,53237,3491,49653,4693,1677309,7963,310772,4375,302616,4292,8156,1920,2304,931,5852,1667,1366537,5248,1253389,6048,113148,5525,65114,3693,48034,4443,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,15899574,36490,7801279,19516,1432402,9612,1351764,9988,80638,6482,17094,2481,63544,6264,6368877,14402,5062840,18905,1306037,17569,706716,16515,599321,17771,8098295,20958,1371154,8995,1292481,10419,78673,5810,18855,2758,59818,5766,6727141,15274,5276844,19982,1450297,16476,881253,13807,569044,12500,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,5335175,17166,2585595,9561,492760,4214,477889,4733,14871,2799,2604,864,12267,2729,2092835,6682,1865897,8160,226938,8943,123586,5676,103352,6145,2749580,9067,463580,4665,449829,4693,13751,2358,2329,854,11422,2174,2286000,6386,2033226,10767,252774,9646,154280,6615,98494,6685,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,296747,4449,149382,2757,19787,1689,18794,1766,993,515,442,383,551,418,129595,1659,112997,2406,16598,2648,6813,1475,9785,1983,147365,2526,17322,1326,16381,1203,941,590,479,469,462,416,130043,1817,110118,2393,19925,2646,10270,1711,9655,2082,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2708195,10034,1362626,5922,397567,3268,391799,3583,5768,1786,982,672,4786,1716,965059,4038,911412,4107,53647,3789,24284,2516,29363,3250,1345569,5763,374923,2650,370877,3176,4046,1806,565,440,3481,1730,970646,4431,916091,4067,54555,3334,26456,2354,28099,2975,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,12375601,34083,6063104,19090,1201874,9712,1169329,10020,32545,3901,9010,1697,23535,3277,4861230,13180,4178752,16565,682478,14734,402867,9866,279611,12804,6312497,18075,1144524,7851,1116779,7722,27745,3434,6229,1410,21516,2993,5167973,14042,4419294,16202,748679,15966,478906,12419,269773,10481,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,5956539,22413,2918753,13044,612938,5571,592056,6173,20882,2906,7182,1755,13700,2791,2305815,10281,1907384,11460,398431,10521,248747,7675,149684,6897,3037786,12276,579381,5581,560231,5368,19150,2911,6062,1438,13088,2437,2458405,9671,2037689,11020,420716,10461,281060,8494,139656,7111,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9470940,10859,4655213,7007,995297,3923,989608,4114,5689,1136,1471,630,4218,1019,3659916,4899,3561616,6295,98300,5463,55633,3491,42667,4125,4815727,6172,941714,3951,936104,4261,5610,1424,1900,778,3710,1152,3874013,4114,3770507,6208,103506,5854,66733,4786,36773,3390,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5035197,7994,2479186,5201,545476,3157,540695,3166,4781,1505,1076,550,3705,1359,1933710,3477,1885676,4433,48034,3946,23396,2301,24638,2989,2556011,5215,518358,3136,514930,3294,3428,1013,822,347,2606,929,2037653,3535,1982317,4439,55336,4112,30224,2723,25112,3017,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,10256084,17296,5031886,10074,991169,5398,979384,5187,11785,2128,2676,805,9109,2093,4040717,6703,3874751,9099,165966,7832,92941,6076,73025,5762,5224198,9379,941227,5539,929637,5963,11590,2421,3947,1321,7643,1824,4282971,5896,4104074,9236,178897,7845,110121,6420,68776,5323,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7825285,9602,3873409,6519,800003,3271,786321,3775,13682,2399,5219,1456,8463,2001,3073406,4525,2905808,7702,167598,6738,99197,4693,68401,4704,3951876,5032,762706,3171,752429,3658,10277,2068,3626,924,6651,1867,3189170,3462,3015335,7885,173835,7332,109264,5585,64571,4111,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1666990,5467,828515,3512,197771,2358,193851,2305,3920,1122,1454,848,2466,842,630744,2082,598342,2757,32402,2493,12716,1758,19686,2109,838475,3627,187848,2566,185234,2545,2614,1075,342,291,2272,989,650627,2041,622313,2323,28314,2470,12870,1596,15444,2016,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1576846,8264,792748,5413,201929,3472,200406,3502,1523,838,359,302,1164,757,590819,3298,562916,3216,27903,3001,13209,2437,14694,2119,784098,4560,186562,2977,185747,2912,815,572,206,205,609,487,597536,2954,569458,3516,28078,3352,12141,2431,15937,2636,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1599938,12680,789590,7166,177398,4406,175275,4270,2123,1097,662,513,1461,958,612192,4618,545387,6064,66805,4952,25600,3220,41205,4272,810348,7804,168327,4220,165422,4216,2905,1110,366,344,2539,1080,642021,4832,573185,5644,68836,4690,31517,3229,37319,4059,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,345652,4853,183751,2672,25526,1430,25354,1493,172,217,0,189,172,217,158225,1729,148792,1819,9433,1744,6184,1468,3249,865,161901,2806,26363,1518,26297,1552,66,107,0,189,66,107,135538,1917,121498,2346,14040,1660,7677,1159,6363,1211,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,740870,2352,373026,1975,83019,1090,82806,1091,213,228,0,163,213,228,290007,1497,285246,1492,4761,1202,1337,562,3424,1098,367844,1890,79183,1309,78826,1355,357,364,0,163,357,364,288661,1334,284438,1466,4223,1057,2178,788,2045,650,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5633263,17384,2815787,10635,572284,6003,562919,6188,9365,1611,1383,706,7982,1464,2243503,6701,2060149,8119,183354,8874,87476,5055,95878,6890,2817476,8997,545051,5397,532275,5043,12776,2124,2690,1202,10086,1975,2272425,5329,2078737,7394,193688,6648,102619,4160,91069,5908,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,852805,9123,414080,4938,75925,2089,74470,2191,1455,812,272,224,1183,805,338155,3804,309614,4363,28541,3605,17779,2635,10762,2580,438725,5067,70418,2111,69549,2031,869,559,266,257,603,498,368307,3692,334730,4238,33577,3183,22876,2714,10701,1964,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5590505,22425,2770022,13384,605135,6900,593488,6796,11647,2075,1740,785,9907,1927,2164887,8870,1880389,9720,284498,10577,116273,6369,168225,7928,2820483,12170,584725,5894,573237,6279,11488,2500,3166,1023,8322,2206,2235758,8292,1932252,10094,303506,8466,138468,6253,165038,7073,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5235588,10176,2569315,6535,553403,3841,543495,4353,9908,2235,2176,869,7732,2044,2015912,4030,1935455,4372,80457,4402,30096,3371,50361,3848,2666273,6257,521398,4600,514099,4416,7299,1761,1381,715,5918,1726,2144875,3441,2068373,3809,76502,4440,33770,3129,42732,3685,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
