GEO_ID,C27001F_001E,C27001F_001M,C27001F_002E,C27001F_002M,C27001F_003E,C27001F_003M,C27001F_004E,C27001F_004M,C27001F_005E,C27001F_005M,C27001F_006E,C27001F_006M,C27001F_007E,C27001F_007M,C27001F_008E,C27001F_008M,C27001F_009E,C27001F_009M,C27001F_010E,C27001F_010M,NAME,C27001F_001EA,C27001F_001MA,C27001F_002EA,C27001F_002MA,C27001F_003EA,C27001F_003MA,C27001F_004EA,C27001F_004MA,C27001F_005EA,C27001F_005MA,C27001F_006EA,C27001F_006MA,C27001F_007EA,C27001F_007MA,C27001F_008EA,C27001F_008MA,C27001F_009EA,C27001F_009MA,C27001F_010MA,C27001F_010EA,state
0400000US50,2740,921,808,361,808,361,0,157,1817,735,1271,621,546,414,115,98,115,98,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,355981,16678,112731,8315,100008,7221,12723,3136,227057,10312,160319,9477,66738,6095,16193,2332,14422,2250,1771,892,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,6249,2272,2631,1198,2529,1208,102,90,3346,1294,3034,1264,312,207,272,265,158,159,114,210,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,108142,8434,39028,4030,32991,3654,6037,2067,64573,5221,37514,3939,27059,3598,4541,912,4227,919,314,254,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,120638,8793,42327,4901,38321,4904,4006,1192,73747,4861,49771,4119,23976,2734,4564,1336,4170,1261,394,307,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,548445,17257,120700,6227,117556,6262,3144,1471,327422,10623,295473,10335,31949,3632,100323,5729,99780,5705,543,364,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,209892,12718,71874,6487,62653,6215,9221,2230,131413,7910,82136,5571,49277,5740,6605,1392,5975,1437,630,518,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,9442,2514,2664,1065,2581,1063,83,140,6467,1803,4674,1572,1793,922,311,249,218,160,93,203,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,91963,8391,33457,4513,27946,4155,5511,2746,54821,5150,30426,4132,24395,3756,3685,1040,3371,1060,314,397,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,136459,11856,44774,5489,39518,5743,5256,1966,85908,7691,60739,5663,25169,4119,5777,1789,5647,1732,130,204,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,8671,2435,2959,1266,2735,1192,224,211,5251,1668,3058,1077,2193,1522,461,391,461,391,0,203,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5389807,70923,1596194,31348,1526142,29925,70052,6918,3432975,43604,2798171,42591,634804,21061,360638,9488,347309,9107,13329,2036,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,28024,4261,11739,2340,9979,2300,1760,787,15762,2852,9372,2114,6390,1960,523,332,419,289,104,139,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,191448,12080,58713,5813,55393,5491,3320,2042,120322,7066,84295,6058,36027,4885,12413,2074,11695,2016,718,617,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1688201,36763,520754,19989,416670,19397,104084,8762,1056001,23600,602345,18175,453656,15122,111446,7269,103833,7039,7613,1792,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,303117,15473,110593,6443,98364,6998,12229,3750,183372,9724,108792,9284,74580,6564,9152,2009,8214,1615,938,721,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,702029,33610,187851,13565,162060,12750,25791,5688,457711,21950,309797,16370,147914,11180,56467,5141,53593,5398,2874,1374,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,300259,15458,87588,7379,86550,7345,1038,875,194591,10117,176741,9532,17850,3216,18080,2291,17968,2320,112,134,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,30764,5299,11357,2821,11357,2821,0,213,19194,3111,16785,3054,2409,1091,213,303,213,303,0,213,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,169937,10863,64516,5322,48796,5550,15720,3317,99915,7067,56023,5500,43892,5388,5506,1527,4359,1350,1147,780,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1673169,40123,477028,16564,463762,16641,13266,2462,1055355,27935,851325,24850,204030,12156,140786,6469,137474,6427,3312,1184,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,599238,26050,188454,11296,171099,10650,17355,3330,371212,16369,255923,13171,115289,8617,39572,3956,36826,3928,2746,1113,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,110962,7972,36682,4031,32804,3631,3878,1362,68774,5772,49763,5226,19011,3086,5506,1563,5338,1512,168,232,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,55158,6689,18211,3317,16079,3049,2132,956,34338,3844,21052,2772,13286,2813,2609,896,2552,889,57,98,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,301308,16166,97396,7298,91169,6519,6227,2316,187994,10893,149903,9081,38091,4904,15918,2147,15411,2033,507,438,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,118070,9035,38096,4250,36542,4226,1554,788,73924,5755,59640,5018,14284,2104,6050,1291,5924,1292,126,142,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,45568,4872,16045,2571,14828,2480,1217,720,28230,2738,20585,2498,7645,1613,1293,526,1293,526,0,161,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,58813,7469,19695,4192,17596,3827,2099,1346,35450,4148,23599,3142,11851,2675,3668,991,3668,991,0,204,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,140063,10373,36079,5727,32645,5675,3434,1287,85255,6068,69529,5409,15726,3391,18729,2291,18610,2271,119,152,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,15444,3044,4332,1600,3663,1618,669,614,9892,2017,7059,1506,2833,1435,1220,461,1129,412,91,150,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,5781,1672,1213,588,831,506,382,387,4354,1250,3291,1135,1063,563,214,224,214,224,0,163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,339329,17094,123422,10219,117421,10112,6001,2210,202283,9243,129072,7489,73211,6008,13624,2011,12363,1990,1261,711,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,58586,7922,19335,3645,19007,3614,328,368,35016,5215,28869,4600,6147,2140,4235,1022,4128,1015,107,176,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,359112,18838,99584,8206,83870,7458,15714,3758,235094,11806,173719,10300,61375,6113,24434,2792,23512,2641,922,629,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,99575,10107,38588,4938,33765,4500,4823,1780,58614,6667,30945,4100,27669,4600,2373,907,2245,899,128,138,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,72831,8112,25302,3759,21640,3235,3662,1500,43755,5169,25959,3303,17796,4263,3774,1079,3375,1105,399,308,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
