GEO_ID,C27007_001E,C27007_001M,C27007_002E,C27007_002M,C27007_003E,C27007_003M,C27007_004E,C27007_004M,C27007_005E,C27007_005M,C27007_006E,C27007_006M,C27007_007E,C27007_007M,C27007_008E,C27007_008M,C27007_009E,C27007_009M,C27007_010E,C27007_010M,C27007_011E,C27007_011M,C27007_012E,C27007_012M,C27007_013E,C27007_013M,C27007_014E,C27007_014M,C27007_015E,C27007_015M,C27007_016E,C27007_016M,C27007_017E,C27007_017M,C27007_018E,C27007_018M,C27007_019E,C27007_019M,C27007_020E,C27007_020M,C27007_021E,C27007_021M,NAME,C27007_001EA,C27007_001MA,C27007_002EA,C27007_002MA,C27007_003EA,C27007_003MA,C27007_004EA,C27007_004MA,C27007_005EA,C27007_005MA,C27007_006EA,C27007_006MA,C27007_007EA,C27007_007MA,C27007_008MA,C27007_008EA,C27007_009EA,C27007_009MA,C27007_010EA,C27007_010MA,C27007_011EA,C27007_011MA,C27007_012EA,C27007_012MA,C27007_013EA,C27007_013MA,C27007_014EA,C27007_014MA,C27007_015EA,C27007_015MA,C27007_016EA,C27007_016MA,C27007_017EA,C27007_017MA,C27007_018EA,C27007_018MA,C27007_019MA,C27007_019EA,C27007_020EA,C27007_020MA,C27007_021EA,C27007_021MA,state
0400000US08,5604105,2082,2794853,5393,689479,4825,234583,9713,454896,10035,1740818,4923,222809,7733,1518009,7910,364556,1466,35415,2413,329141,2548,2809252,4984,655579,5202,223527,8427,432052,7499,1724599,4440,277797,8669,1446802,9545,429074,1808,50528,3318,378546,3939,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,850327,5407,294651,9361,555676,10108,1931120,5133,206566,7333,1724554,8458,449671,2582,37858,2473,411813,3492,3361386,5708,810049,5289,277325,10290,532724,11419,1985120,4474,309238,9820,1675882,9987,566217,2122,60990,2975,505227,3358,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,547439,4809,250711,7941,296728,7741,1279495,3802,262765,8493,1016730,9088,315636,1680,40125,2569,275511,3059,2245634,5101,518655,4640,225106,7236,293549,6921,1333099,4411,342293,7944,990806,9001,393880,2043,59988,3474,333892,3785,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,596489,6078,315407,8454,281082,7818,1291675,5183,239868,9352,1051807,9482,306627,2448,40046,3000,266581,3732,2361287,6963,564005,6317,299241,9093,264764,8350,1405024,4938,378554,9593,1026470,10762,392258,2581,66138,4089,326120,4337,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,1548178,5049,559704,11540,988474,11869,3754521,4868,441340,9096,3313181,9733,845725,2427,79555,4024,766170,4642,6415484,5220,1479566,5816,546916,10937,932650,11407,3856107,5191,658036,12389,3198071,13731,1079811,3233,132519,5941,947292,6464,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,400465,4034,143750,6381,256715,6395,907758,3810,109737,5567,798021,6185,232467,1499,19676,1733,212791,2303,1572339,3755,380297,3470,135643,4824,244654,4787,908804,2992,157707,5716,751097,5701,283238,1719,30083,2315,253155,2769,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,140627,1960,40591,3231,100036,3360,409590,2410,36226,3000,373364,3641,109075,974,6636,1106,102439,1493,680257,2304,139280,2217,40928,3370,98352,3725,413117,2064,51186,3750,361931,4407,127860,1097,10212,1372,117648,1777,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,379021,4173,193140,6574,185881,6867,840718,4243,139630,5627,701088,6395,221858,1991,26616,2051,195242,2671,1518906,4340,367733,3729,195263,6356,172470,5608,882139,3631,204638,6825,677501,7728,269034,1977,43640,3377,225394,3513,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,108013,1518,42027,3053,65986,3135,268647,1688,43276,3874,225371,3763,79759,817,6891,1182,72868,1329,495792,1400,107117,1727,39561,3648,67556,3495,291547,1196,60249,4453,231298,4587,97128,703,11531,1404,85597,1582,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,704382,3619,221232,7431,483150,6934,1663527,3713,214515,7101,1449012,7945,393627,1810,30571,1971,363056,2510,2792028,3590,671732,3241,209585,7049,462147,7458,1655571,3428,275663,6926,1379908,6963,464725,2044,47804,2872,416921,3380,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
